anchor_payload,arm,boundary_id,context_sha256,evaluator_model_id,forced_stop,joined_boundary_byte,left,left_generator_tokens,left_payload,left_source_byte_start,left_source_byte_stop,left_source_id,left_source_sha256,model_id,payload_class,payload_name,prompt_category,prompt_id,prompt_text,right,right_count,right_generator_tokens,right_payload,right_source_byte_start,right_source_byte_stop,right_source_id,right_source_sha256,schedule,segment_index,source_path,source_record_sha256,trial_id,unit_id,semantic_cosine,semantic_truncated,context_gain,conditional_logp,reference_logp,evaluator_tail_tokens,standalone_right_ids_match
revision_v1_nonce_96_bit_hex_058,pilot_shuffled,revision_v1_primary_v2_payload_fidelity_v2__e16d6f1603349bb4c3e9__segment_0,0f9844a0deb50034e99126d68823bb6409da9f7769cf3b207d026397ccc16f57,llama3_8b_instruct_q4_k_m,8,27,"

Subject: Your Thoughts on",8,revision_v1_nonce_96_bit_hex_004,0,27,revision_v1_primary_v2_payload_fidelity_v2__45bee135e03a7848efbe,4e26cb2efb640474d9d46c2c8547ee7896cf755ad288fadb3902af1ddb493054,mistral_7b_instruct_v0_3_q4_k_m,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_004,forum_question_answer,forum_purchase_advice,Write a balanced forum reply to someone comparing two everyday purchases. Mention useful tradeoffs without sounding promotional., like you're weighing the cost-effectiveness of a weekly grocery trip,16,16,revision_v1_sha256_hex_048,30,99,revision_v1_primary_v2_payload_fidelity_v2__091626c194014f8fd0cf,4cbcf233046b931132d05e7b0041495a157e6cc17c21fc6989761de9931378c9,segmented_hex_multi_topic,0,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,ec8052b3b2383506f5045e95fc696d348e5571f754406bfeb9eaeb34b70e9006,revision_v1_primary_v2_payload_fidelity_v2__45bee135e03a7848efbe,revision_v1_primary_v2_payload_fidelity_v2__e16d6f1603349bb4c3e9__segment_0__pilot_shuffled,0.1140763831903532,False,-1.1443437031002683,-4.852598085802734,-3.708254382702466,13,True
revision_v1_sha256_hex_006,pilot_ordinary,revision_v1_primary_v2_payload_fidelity_v2__de5d39eb9b8440eb9416__segment_2,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,llama3_8b_instruct_q4_k_m,8,28,"

Title: Unexpected Delights",8,revision_v1_sha256_hex_008,0,28,revision_v1_primary_v2_payload_fidelity_v2__2fd4b5dc37e3b0abdedd,439bd6de4b06fc92a8df4a94449bedce50964734f54ae9f2f1a0449b184bfa1f,mistral_7b_instruct_v0_3_q4_k_m,sha256_hex,revision_v1_sha256_hex_008,personal_narrative_blog,narrative_small_discovery,Write a short personal blog passage about discovering something useful during an ordinary day. Keep the reflection concrete and understated.," in Everyday Life

Today was just another day, the kind where",16,16,revision_v1_sha256_hex_008,28,89,revision_v1_primary_v2_payload_fidelity_v2__2fd4b5dc37e3b0abdedd,439bd6de4b06fc92a8df4a94449bedce50964734f54ae9f2f1a0449b184bfa1f,segmented_hex_multi_topic,2,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,4c72c85a3b61aee3fd6f7c9e8464ad8dafce29d8fc85721f66bacf0aacdcd97d,revision_v1_primary_v2_payload_fidelity_v2__2fd4b5dc37e3b0abdedd,revision_v1_primary_v2_payload_fidelity_v2__de5d39eb9b8440eb9416__segment_2__pilot_ordinary,0.20608723129482226,False,1.2977977614184688,-1.5276405788491805,-2.8254383402676493,13,True
revision_v1_sha256_hex_006,pilot_shuffled,revision_v1_primary_v2_payload_fidelity_v2__de5d39eb9b8440eb9416__segment_2,9f54f7db51826af64a9297d46a32adf43b78abbfbb266d0f8f4a1416ae829363,llama3_8b_instruct_q4_k_m,8,28,"

Title: Unexpected Delights",8,revision_v1_sha256_hex_008,0,28,revision_v1_primary_v2_payload_fidelity_v2__2fd4b5dc37e3b0abdedd,439bd6de4b06fc92a8df4a94449bedce50964734f54ae9f2f1a0449b184bfa1f,mistral_7b_instruct_v0_3_q4_k_m,sha256_hex,revision_v1_sha256_hex_008,personal_narrative_blog,narrative_small_discovery,Write a short personal blog passage about discovering something useful during an ordinary day. Keep the reflection concrete and understated.,"ipity in the Everyday

In the hustle and bustle",16,16,revision_v1_sha256_hex_026,26,73,revision_v1_primary_v2_payload_fidelity_v2__d147e3cc0b63691f411c,f9d1d92b1b5da9036ea110503b31323d05add2e6ef58d71884735db02142c2ab,segmented_hex_multi_topic,2,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,4c72c85a3b61aee3fd6f7c9e8464ad8dafce29d8fc85721f66bacf0aacdcd97d,revision_v1_primary_v2_payload_fidelity_v2__2fd4b5dc37e3b0abdedd,revision_v1_primary_v2_payload_fidelity_v2__de5d39eb9b8440eb9416__segment_2__pilot_shuffled,0.15487504459961798,False,0.7657387868456582,-3.6825767610077214,-4.44831554785338,12,True
revision_v1_nonce_96_bit_hex_026,pilot_ordinary,revision_v1_primary_v2_payload_fidelity_v2__f724f2130ebd23960404__segment_1,1dcb6be56e563467d78a0fbe87351d0fa7de2f0fdc2977c1a3fa5dd057dd3f77,llama3_8b_instruct_q4_k_m,8,37,"

Subject: New Process for Department",8,revision_v1_nonce_96_bit_hex_027,0,37,revision_v1_primary_v2_payload_fidelity_v2__7e3a37b3e4f8180b5dc4,88671ea8708ec9d9ef00d5bdcd3aa3e1aef9e6e3707117cf0446da43b45b1f2c,mistral_7b_instruct_v0_3_q4_k_m,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_027,professional_communication,professional_process_email,"Write a short professional email clarifying a routine process and inviting colleagues to raise questions. Use complete, neutral prose.","al Requests

Dear Team",8,8,revision_v1_nonce_96_bit_hex_027,37,59,revision_v1_primary_v2_payload_fidelity_v2__7e3a37b3e4f8180b5dc4,88671ea8708ec9d9ef00d5bdcd3aa3e1aef9e6e3707117cf0446da43b45b1f2c,segmented_hex_multi_topic,1,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,e5dfd0a169c20cb01c1ed3eb5b631f2d6dc7b5607b4ccaac9d2143e7aca7f6f4,revision_v1_primary_v2_payload_fidelity_v2__7e3a37b3e4f8180b5dc4,revision_v1_primary_v2_payload_fidelity_v2__f724f2130ebd23960404__segment_1__pilot_ordinary,0.1525898991011059,False,5.925592079908462,-1.910241909661103,-7.835833989569565,5,True
revision_v1_nonce_96_bit_hex_026,pilot_shuffled,revision_v1_primary_v2_payload_fidelity_v2__f724f2130ebd23960404__segment_1,1dcb6be56e563467d78a0fbe87351d0fa7de2f0fdc2977c1a3fa5dd057dd3f77,llama3_8b_instruct_q4_k_m,8,37,"

Subject: New Process for Department",8,revision_v1_nonce_96_bit_hex_027,0,37,revision_v1_primary_v2_payload_fidelity_v2__7e3a37b3e4f8180b5dc4,88671ea8708ec9d9ef00d5bdcd3aa3e1aef9e6e3707117cf0446da43b45b1f2c,mistral_7b_instruct_v0_3_q4_k_m,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_027,professional_communication,professional_process_email,"Write a short professional email clarifying a routine process and inviting colleagues to raise questions. Use complete, neutral prose.","ly Department Meeting Procedure

D",8,8,revision_v1_hmac_sha256_hex_034,33,67,revision_v1_primary_v2_payload_fidelity_v2__c02182da201ed8e6582d,f375e5e0243d3ec82837d4afd280c9737120cd37df2f49f335136bce79517b3a,segmented_hex_multi_topic,1,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,e5dfd0a169c20cb01c1ed3eb5b631f2d6dc7b5607b4ccaac9d2143e7aca7f6f4,revision_v1_primary_v2_payload_fidelity_v2__7e3a37b3e4f8180b5dc4,revision_v1_primary_v2_payload_fidelity_v2__f724f2130ebd23960404__segment_1__pilot_shuffled,0.606659463337673,False,0.8068504408909005,-7.907160215390054,-8.714010656280955,6,True
revision_v1_sha256_hex_040,pilot_ordinary,revision_v1_primary_v2_payload_fidelity_v2__3e09fafff159cc91d168__segment_3,6b565293f4fb5acbcd8a590c84545ab2ca8e8229bdb202c6e71264d3934d4cc6,llama3_8b_instruct_q4_k_m,8,21,"

1. Prepare the soil",8,revision_v1_aes256_gcm_base64_008,0,21,revision_v1_primary_v2_payload_fidelity_v2__bfde07d2ac4d3e2d703d,6061337229312e8456d3abbfc6fcbfcd9899955c25fd99eba44c9dccf93fc605,mistral_7b_instruct_v0_3_q4_k_m,aes256_gcm_base64,revision_v1_aes256_gcm_base64_008,recipe_procedure,procedure_garden_task,"Write practical instructions for a basic gardening task. Use natural sentences, explain why the steps matter, and end cleanly.",":
   - Start by removing any existing weeds or debris from",14,14,revision_v1_aes256_gcm_base64_008,21,79,revision_v1_primary_v2_payload_fidelity_v2__bfde07d2ac4d3e2d703d,6061337229312e8456d3abbfc6fcbfcd9899955c25fd99eba44c9dccf93fc605,segmented_hex_multi_topic,3,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,6f0cb815a702640a3b0976603b633b1ffc0e360fdfda618bced86648b3f46802,revision_v1_primary_v2_payload_fidelity_v2__bfde07d2ac4d3e2d703d,revision_v1_primary_v2_payload_fidelity_v2__3e09fafff159cc91d168__segment_3__pilot_ordinary,0.34281505521200767,False,1.4875467157707996,-1.3625687092500591,-2.8501154250208587,12,True
revision_v1_sha256_hex_040,pilot_shuffled,revision_v1_primary_v2_payload_fidelity_v2__3e09fafff159cc91d168__segment_3,6b565293f4fb5acbcd8a590c84545ab2ca8e8229bdb202c6e71264d3934d4cc6,llama3_8b_instruct_q4_k_m,8,21,"

1. Prepare the soil",8,revision_v1_aes256_gcm_base64_008,0,21,revision_v1_primary_v2_payload_fidelity_v2__bfde07d2ac4d3e2d703d,6061337229312e8456d3abbfc6fcbfcd9899955c25fd99eba44c9dccf93fc605,mistral_7b_instruct_v0_3_q4_k_m,aes256_gcm_base64,revision_v1_aes256_gcm_base64_008,recipe_procedure,procedure_garden_task,"Write practical instructions for a basic gardening task. Use natural sentences, explain why the steps matter, and end cleanly.",Watering your garden is essential for the growth of plants. Here',14,14,revision_v1_hmac_sha256_hex_030,23,88,revision_v1_primary_v2_payload_fidelity_v2__ff460af029678b577397,b58869ad856feb477228f4d6a3fbde8e0418f300d9ead3196c2d26b7e386aa86,segmented_hex_multi_topic,3,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,6f0cb815a702640a3b0976603b633b1ffc0e360fdfda618bced86648b3f46802,revision_v1_primary_v2_payload_fidelity_v2__bfde07d2ac4d3e2d703d,revision_v1_primary_v2_payload_fidelity_v2__3e09fafff159cc91d168__segment_3__pilot_shuffled,0.4701363767529143,False,0.031935601269393654,-2.9703994314618853,-3.002335032731279,14,True
revision_v1_hmac_sha256_hex_015,pilot_ordinary,revision_v1_primary_v2_payload_fidelity_v2__71063742ce81b083e166__segment_7,fd2bbbc4d105b6ee52af4267aaebc1d4a68ea7222230194ee13d088085f18cd9,llama3_8b_instruct_q4_k_m,8,30,"

Subject: A beautiful tree in",8,revision_v1_chacha20_poly1305_base64_022,0,30,revision_v1_primary_v2_payload_fidelity_v2__31080ae2da619faed724,71e37730459a3531b6225284f76e29e7bee935b2415862de0d4bb9d7a8bd5f3b,mistral_7b_instruct_v0_3_q4_k_m,chacha20_poly1305_base64,revision_v1_chacha20_poly1305_base64_022,casual_conversation,casual_neighborhood_chat,Write an informal message to a neighbor about something pleasant noticed nearby. Use clear everyday language and finish the message naturally.," your backyard

Hi [Neighbor's Name],

I",16,16,revision_v1_chacha20_poly1305_base64_022,30,70,revision_v1_primary_v2_payload_fidelity_v2__31080ae2da619faed724,71e37730459a3531b6225284f76e29e7bee935b2415862de0d4bb9d7a8bd5f3b,segmented_hex_single_topic,7,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,15a766c686a73341e5f8610c9ce3a0f7a1c0ce90575623ec093ad7bad9fe652d,revision_v1_primary_v2_payload_fidelity_v2__31080ae2da619faed724,revision_v1_primary_v2_payload_fidelity_v2__71063742ce81b083e166__segment_7__pilot_ordinary,0.23745850605658994,False,1.780934128438871,-0.844767869076296,-2.6257019975151668,10,True
revision_v1_hmac_sha256_hex_015,pilot_shuffled,revision_v1_primary_v2_payload_fidelity_v2__71063742ce81b083e166__segment_7,fd2bbbc4d105b6ee52af4267aaebc1d4a68ea7222230194ee13d088085f18cd9,llama3_8b_instruct_q4_k_m,8,30,"

Subject: A beautiful tree in",8,revision_v1_chacha20_poly1305_base64_022,0,30,revision_v1_primary_v2_payload_fidelity_v2__31080ae2da619faed724,71e37730459a3531b6225284f76e29e7bee935b2415862de0d4bb9d7a8bd5f3b,mistral_7b_instruct_v0_3_q4_k_m,chacha20_poly1305_base64,revision_v1_chacha20_poly1305_base64_022,casual_conversation,casual_neighborhood_chat,Write an informal message to a neighbor about something pleasant noticed nearby. Use clear everyday language and finish the message naturally.," your garden!

Hi [Neighbor's name],

I",16,16,revision_v1_hmac_sha256_hex_033,30,69,revision_v1_primary_v2_payload_fidelity_v2__a0651a087d2bd4b1d0e7,485247f00af8d0dba1cc38340ca666038f28ba90040154c122bde035d17fde7f,segmented_hex_single_topic,7,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,15a766c686a73341e5f8610c9ce3a0f7a1c0ce90575623ec093ad7bad9fe652d,revision_v1_primary_v2_payload_fidelity_v2__31080ae2da619faed724,revision_v1_primary_v2_payload_fidelity_v2__71063742ce81b083e166__segment_7__pilot_shuffled,0.3019157974851195,False,1.8801801094400739,-0.7266777208328257,-2.6068578302728995,10,True
revision_v1_hmac_sha256_hex_056,pilot_ordinary,revision_v1_primary_v2_payload_fidelity_v2__3fd480cde4732a338e0b__segment_4,8f244eee76b6e928f3e3c421846967dccf15db880455dae09aac9550f3ebe0ba,llama3_8b_instruct_q4_k_m,8,25,"

The weather pattern I'd",8,revision_v1_token_128_bit_hex_042,0,25,revision_v1_primary_v2_payload_fidelity_v2__79460276fee949df329e,78b45805e5d04bcc48b99d636c02f886902a5451d2cae158eb2dd05fbd562f8b,mistral_7b_instruct_v0_3_q4_k_m,token_128_bit_hex,revision_v1_token_128_bit_hex_042,factual_explanatory,explain_weather_pattern,Explain a familiar weather pattern to a general audience. Connect cause and effect clearly without using equations or specialist jargon., like to explain is the El Niño-Southern Oscillation,16,16,revision_v1_token_128_bit_hex_042,25,78,revision_v1_primary_v2_payload_fidelity_v2__79460276fee949df329e,78b45805e5d04bcc48b99d636c02f886902a5451d2cae158eb2dd05fbd562f8b,segmented_hex_single_topic,4,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,779d67f7fc7233bd9bedd2b67f5ca0e7daf333b5f86cc9e273ae119e0b06c1cd,revision_v1_primary_v2_payload_fidelity_v2__79460276fee949df329e,revision_v1_primary_v2_payload_fidelity_v2__3fd480cde4732a338e0b__segment_4__pilot_ordinary,0.38059821854537157,False,2.0316607748473987,-0.3944641571659628,-2.4261249320133613,13,True
revision_v1_hmac_sha256_hex_056,pilot_shuffled,revision_v1_primary_v2_payload_fidelity_v2__3fd480cde4732a338e0b__segment_4,8f244eee76b6e928f3e3c421846967dccf15db880455dae09aac9550f3ebe0ba,llama3_8b_instruct_q4_k_m,8,25,"

The weather pattern I'd",8,revision_v1_token_128_bit_hex_042,0,25,revision_v1_primary_v2_payload_fidelity_v2__79460276fee949df329e,78b45805e5d04bcc48b99d636c02f886902a5451d2cae158eb2dd05fbd562f8b,mistral_7b_instruct_v0_3_q4_k_m,token_128_bit_hex,revision_v1_token_128_bit_hex_042,factual_explanatory,explain_weather_pattern,Explain a familiar weather pattern to a general audience. Connect cause and effect clearly without using equations or specialist jargon., people are familiar with is the monsoon. Monsoons occur in tropical,16,16,revision_v1_sha256_hex_009,38,106,revision_v1_primary_v2_payload_fidelity_v2__b16b049aa764a298e6db,5fe2c7f9f651026b366285b92bdd03c25c41cf8c1a2d9783d199290b8e883007,segmented_hex_single_topic,4,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,779d67f7fc7233bd9bedd2b67f5ca0e7daf333b5f86cc9e273ae119e0b06c1cd,revision_v1_primary_v2_payload_fidelity_v2__79460276fee949df329e,revision_v1_primary_v2_payload_fidelity_v2__3fd480cde4732a338e0b__segment_4__pilot_shuffled,0.33073621188740676,False,0.2111952981525067,-2.6955882782414884,-2.906783576393995,15,True
revision_v1_hmac_sha256_hex_029,pilot_ordinary,revision_v1_primary_v2_payload_fidelity_v2__934a409d7e052e26ce65__segment_1,0f9844a0deb50034e99126d68823bb6409da9f7769cf3b207d026397ccc16f57,llama3_8b_instruct_q4_k_m,8,26,"

Title: Balancing Out Gro",8,revision_v1_sha256_hex_012,0,26,revision_v1_primary_v2_payload_fidelity_v2__7ad71986f1981d0f2521,3594141da819830c9a5afa5e576f91421e6cfd1187daecdd62e709e8251100fe,mistral_7b_instruct_v0_3_q4_k_m,sha256_hex,revision_v1_sha256_hex_012,forum_question_answer,forum_purchase_advice,Write a balanced forum reply to someone comparing two everyday purchases. Mention useful tradeoffs without sounding promotional.,"ceries and Ethics: A Thoughtful Comparison

Dear [",16,16,revision_v1_sha256_hex_012,26,76,revision_v1_primary_v2_payload_fidelity_v2__7ad71986f1981d0f2521,3594141da819830c9a5afa5e576f91421e6cfd1187daecdd62e709e8251100fe,segmented_hex_single_topic,1,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,a92116ae65e04deaae9d7b31e067c7a9598b6bbcc85dde0da267ce29894ba6aa,revision_v1_primary_v2_payload_fidelity_v2__7ad71986f1981d0f2521,revision_v1_primary_v2_payload_fidelity_v2__934a409d7e052e26ce65__segment_1__pilot_ordinary,-0.012198023696490673,False,2.779519584192979,-1.7713689303368498,-4.550888514529829,11,True
revision_v1_hmac_sha256_hex_029,pilot_shuffled,revision_v1_primary_v2_payload_fidelity_v2__934a409d7e052e26ce65__segment_1,0f9844a0deb50034e99126d68823bb6409da9f7769cf3b207d026397ccc16f57,llama3_8b_instruct_q4_k_m,8,26,"

Title: Balancing Out Gro",8,revision_v1_sha256_hex_012,0,26,revision_v1_primary_v2_payload_fidelity_v2__7ad71986f1981d0f2521,3594141da819830c9a5afa5e576f91421e6cfd1187daecdd62e709e8251100fe,mistral_7b_instruct_v0_3_q4_k_m,sha256_hex,revision_v1_sha256_hex_012,forum_question_answer,forum_purchase_advice,Write a balanced forum reply to someone comparing two everyday purchases. Mention useful tradeoffs without sounding promotional., of a Good Cup of Coffee vs. a Quality Pair of Sneakers,16,16,revision_v1_aes256_gcm_base64_055,28,83,revision_v1_primary_v2_payload_fidelity_v2__1d46509a40c27b32c9fa,a5931d59d741bb2d36557a593796f04d5496376fa0c78bb1595131c0d26e4c3f,segmented_hex_single_topic,1,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,a92116ae65e04deaae9d7b31e067c7a9598b6bbcc85dde0da267ce29894ba6aa,revision_v1_primary_v2_payload_fidelity_v2__7ad71986f1981d0f2521,revision_v1_primary_v2_payload_fidelity_v2__934a409d7e052e26ce65__segment_1__pilot_shuffled,0.06639797702129942,False,-0.21164267567184236,-3.236349386432009,-3.024706710760167,14,True
revision_v1_nonce_96_bit_hex_000,pilot_ordinary,revision_v1_primary_v2_payload_fidelity_v2__8aa911ed6950c774fea2__segment_2,a7ec6885983c2d818e2c32c86193582c8f77c5ddf6967e560132f3c44ea23300,llama3_8b_instruct_q4_k_m,8,19,"

In the haze of my",8,revision_v1_hmac_sha256_hex_025,0,19,revision_v1_primary_v2_payload_fidelity_v2__a961656e3a0cee68c9d7,8f7335e7ddc1aaee96be4052aaedbd2bd7d4750369123106bbbaa57fc2a68ffc,mistral_7b_instruct_v0_3_q4_k_m,hmac_sha256_hex,revision_v1_hmac_sha256_hex_025,personal_narrative_blog,narrative_local_walk,Write a first-person narrative about a walk through a familiar place and one detail that changed the writer's perspective.," early morning walk, the bustling cityscape seemed to blend",12,12,revision_v1_hmac_sha256_hex_025,19,78,revision_v1_primary_v2_payload_fidelity_v2__a961656e3a0cee68c9d7,8f7335e7ddc1aaee96be4052aaedbd2bd7d4750369123106bbbaa57fc2a68ffc,segmented_hex_single_topic,2,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,0d45dfdef6a637760b7ba5b324af6c76176f1bccb4e7a639ac7f41980c497fcd,revision_v1_primary_v2_payload_fidelity_v2__a961656e3a0cee68c9d7,revision_v1_primary_v2_payload_fidelity_v2__8aa911ed6950c774fea2__segment_2__pilot_ordinary,0.18078081121710857,False,2.252403970425974,-2.824636226494547,-5.077040196920521,11,True
revision_v1_nonce_96_bit_hex_000,pilot_shuffled,revision_v1_primary_v2_payload_fidelity_v2__8aa911ed6950c774fea2__segment_2,a7ec6885983c2d818e2c32c86193582c8f77c5ddf6967e560132f3c44ea23300,llama3_8b_instruct_q4_k_m,8,19,"

In the haze of my",8,revision_v1_hmac_sha256_hex_025,0,19,revision_v1_primary_v2_payload_fidelity_v2__a961656e3a0cee68c9d7,8f7335e7ddc1aaee96be4052aaedbd2bd7d4750369123106bbbaa57fc2a68ffc,mistral_7b_instruct_v0_3_q4_k_m,hmac_sha256_hex,revision_v1_hmac_sha256_hex_025,personal_narrative_blog,narrative_local_walk,Write a first-person narrative about a walk through a familiar place and one detail that changed the writer's perspective.," twilight, I embarked on a familiar journey",12,12,revision_v1_token_128_bit_hex_017,23,66,revision_v1_primary_v2_payload_fidelity_v2__7163ed35ef74e03dea51,3b5ee9bb2d1816f09bcff973c539dee80248c2e9a31f98169b1289da86cb03cb,segmented_hex_single_topic,2,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,0d45dfdef6a637760b7ba5b324af6c76176f1bccb4e7a639ac7f41980c497fcd,revision_v1_primary_v2_payload_fidelity_v2__a961656e3a0cee68c9d7,revision_v1_primary_v2_payload_fidelity_v2__8aa911ed6950c774fea2__segment_2__pilot_shuffled,0.27641864072935435,False,1.7879604731313967,-2.6346436390891363,-4.422604112220533,8,True
revision_v1_nonce_96_bit_hex_057,pilot_ordinary,revision_v1_primary_v2_payload_fidelity_v2__ceddeb277cd1d50fba99__segment_0,d8beb8d11685d15a71cfa2157c0e6544dc0db894f74f4089c714dc22a87c5043,llama3_8b_instruct_q4_k_m,8,38, Use a formal tone to show respect for,8,revision_v1_uuid_v4_007,0,38,revision_v1_primary_v2_payload_fidelity_v2__40d69a6d9ad28bf24853,5a60470e22e9350449b7d9c8f322e518b16da4d870e96cdb5307070f312d7fd3,mistral_7b_instruct_v0_3_q4_k_m,uuid_v4,revision_v1_uuid_v4_007,professional_communication,professional_schedule_note,Write a polite workplace message proposing a meeting time and briefly explaining what the discussion should accomplish.," the recipient's time.

For example:

Subject: Request",16,16,revision_v1_uuid_v4_007,38,92,revision_v1_primary_v2_payload_fidelity_v2__40d69a6d9ad28bf24853,5a60470e22e9350449b7d9c8f322e518b16da4d870e96cdb5307070f312d7fd3,segmented_hex_single_topic,0,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,0a05599428ad1b2abff470607196aaa53217849953081b216123c21c641d0e79,revision_v1_primary_v2_payload_fidelity_v2__40d69a6d9ad28bf24853,revision_v1_primary_v2_payload_fidelity_v2__ceddeb277cd1d50fba99__segment_0__pilot_ordinary,0.20262037940072025,False,1.9608385146943639,-0.9128788013765982,-2.873717316070962,11,True
revision_v1_nonce_96_bit_hex_057,pilot_shuffled,revision_v1_primary_v2_payload_fidelity_v2__ceddeb277cd1d50fba99__segment_0,d8beb8d11685d15a71cfa2157c0e6544dc0db894f74f4089c714dc22a87c5043,llama3_8b_instruct_q4_k_m,8,38, Use a formal tone to show respect for,8,revision_v1_uuid_v4_007,0,38,revision_v1_primary_v2_payload_fidelity_v2__40d69a6d9ad28bf24853,5a60470e22e9350449b7d9c8f322e518b16da4d870e96cdb5307070f312d7fd3,mistral_7b_instruct_v0_3_q4_k_m,uuid_v4,revision_v1_uuid_v4_007,professional_communication,professional_schedule_note,Write a polite workplace message proposing a meeting time and briefly explaining what the discussion should accomplish.," - FY22 Budget Planning Discussion

Dear [Rec",16,16,revision_v1_chacha20_poly1305_base64_053,34,79,revision_v1_primary_v2_payload_fidelity_v2__8b3d9d5221b3e65ac14a,289a4595ebded400285aa64623c1119a6d187389cbcfb1589e15c883c1c2cd00,segmented_hex_single_topic,0,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,0a05599428ad1b2abff470607196aaa53217849953081b216123c21c641d0e79,revision_v1_primary_v2_payload_fidelity_v2__40d69a6d9ad28bf24853,revision_v1_primary_v2_payload_fidelity_v2__ceddeb277cd1d50fba99__segment_0__pilot_shuffled,0.042323456072759766,False,-1.4236635161269229,-6.050491302467052,-4.6268277863401295,10,True
revision_v1_nonce_96_bit_hex_011,pilot_ordinary,revision_v1_primary_v2_payload_fidelity_v2__8bceb74e06df0da80836__segment_2,6b565293f4fb5acbcd8a590c84545ab2ca8e8229bdb202c6e71264d3934d4cc6,llama3_8b_instruct_q4_k_m,8,18,"

1. Preparing the",8,revision_v1_nonce_96_bit_hex_047,0,18,revision_v1_primary_v2_payload_fidelity_v2__77549ac0c2b44a91458f,f3db965118b6524e54cf6225ee8a08573ff79bfd028d583534fa8a25b05cef60,mistral_7b_instruct_v0_3_q4_k_m,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_047,recipe_procedure,procedure_garden_task,"Write practical instructions for a basic gardening task. Use natural sentences, explain why the steps matter, and end cleanly."," Soil

   Before planting anything, you",11,11,revision_v1_nonce_96_bit_hex_047,18,57,revision_v1_primary_v2_payload_fidelity_v2__77549ac0c2b44a91458f,f3db965118b6524e54cf6225ee8a08573ff79bfd028d583534fa8a25b05cef60,segmented_hex_single_topic,2,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,4773850666f89b82b02db87c46f1ee8b031185e4697e273b79eee353e575beb5,revision_v1_primary_v2_payload_fidelity_v2__77549ac0c2b44a91458f,revision_v1_primary_v2_payload_fidelity_v2__8bceb74e06df0da80836__segment_2__pilot_ordinary,0.3045583476624899,False,2.286490113630569,-2.006670835232423,-4.293160948862992,8,True
revision_v1_nonce_96_bit_hex_011,pilot_shuffled,revision_v1_primary_v2_payload_fidelity_v2__8bceb74e06df0da80836__segment_2,6b565293f4fb5acbcd8a590c84545ab2ca8e8229bdb202c6e71264d3934d4cc6,llama3_8b_instruct_q4_k_m,8,18,"

1. Preparing the",8,revision_v1_nonce_96_bit_hex_047,0,18,revision_v1_primary_v2_payload_fidelity_v2__77549ac0c2b44a91458f,f3db965118b6524e54cf6225ee8a08573ff79bfd028d583534fa8a25b05cef60,mistral_7b_instruct_v0_3_q4_k_m,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_047,recipe_procedure,procedure_garden_task,"Write practical instructions for a basic gardening task. Use natural sentences, explain why the steps matter, and end cleanly.","getable Garden**

1. Choose a sun",11,11,revision_v1_ed25519_signature_base64_030,17,50,revision_v1_primary_v2_payload_fidelity_v2__ea5246c9ed287566d863,1bfc3cf4e30253a6e3e30107aa33ffe503a593fd2f9ab961b4727df599fdc30a,segmented_hex_single_topic,2,results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,4773850666f89b82b02db87c46f1ee8b031185e4697e273b79eee353e575beb5,revision_v1_primary_v2_payload_fidelity_v2__77549ac0c2b44a91458f,revision_v1_primary_v2_payload_fidelity_v2__8bceb74e06df0da80836__segment_2__pilot_shuffled,0.18734502283896287,False,-0.1956818796751234,-5.364621103357107,-5.168939223681984,9,True
