stimulus_blind_id,candidate_id,condition,prompt_category,template_id,payload_class,model_id,presentation_scope,text_sha256,word_count,sentence_count,character_count,flesch_reading_ease_heuristic,flesch_kincaid_grade_heuristic,coleman_liau_index,unique_word_fraction,repeated_bigram_fraction,repeated_trigram_fraction,maximum_identical_word_run,duplicate_sentence_count,unmatched_bracket_count,unmatched_double_quote_count,repeated_punctuation_count,whitespace_surface_flag_count,lowercase_sentence_start_count,long_sentence_count_gt40,missing_terminal_punctuation,artifact_like_fragment_count,surface_flag_total,tfidf_prompt_similarity,human_rating_substitute,readability_scope,readability_language,spanish_unicode_word_count,spanish_sentence_count,spanish_words_per_sentence,spanish_mean_letters_per_word,spanish_unique_word_fraction,spanish_repeated_bigram_fraction,spanish_repeated_trigram_fraction,chinese_han_character_count,chinese_sentence_count,chinese_han_characters_per_sentence,chinese_unique_han_character_fraction,chinese_repeated_han_bigram_fraction,chinese_repeated_han_trigram_fraction,language_specific_diagnostic_scope
B0110,Cd2a6e70d190d0dfa381dac40,rankcloak_segmented_forced_span,factual_explanatory_prose,factual_explanatory_prose_template_3,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,484b6dbbec2c1f77746226943cd8f820f8b0941051c44b27b2901ba7c9d9bdc1,30,1,188,29.745000000000033,16.563333333333336,12.61333333333333,0.9333333333333333,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.011348884065526522,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0111,Cec21ad818ff74c310bf15978,rankcloak_ascii_b16,factual_explanatory_prose,factual_explanatory_prose_template_3,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,2889d5bb4d2b14842e8049f47b430ff4869693c913dfc5829124fea63377739c,41,3,300,29.95357723577237,12.476585365853662,17.02731707317073,0.8780487804878049,0.025000000000000022,0.0,1,0,0,0,0,0,0,0,1,0,1,0.06473792222555676,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0112,Cc635948b7e5f2e1ca6c63b62,direct_subword_calgacus,factual_explanatory_prose,factual_explanatory_prose_template_2,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,da4f91a0ac451149b46fcb90344e320e425aad5b45c9c372de76500b4e21cc39,22,1,130,38.37772727272727,13.371818181818181,11.720000000000002,0.8636363636363636,0.04761904761904767,0.0,1,0,0,0,0,0,0,0,1,0,1,0.01237405937629172,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0113,C4113f46fc0de2d9144ddb789,rankcloak_segmented_full_message,procedural_instructions,procedural_instructions_template_1,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,ccae7dd12b4e450d96590b72f3c79ad48b72e7e4dac43cff4422bb3e82b68e2a,310,21,1944,60.858118279569936,8.438110599078346,10.22916129032258,0.6516129032258065,0.04207119741100329,0.0032467532467532756,1,0,1,0,2,1,0,1,0,0,5,0.1888138055844567,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0114,Ca6ed2999f6c047e570d726dc,direct_subword_calgacus,factual_explanatory_prose,factual_explanatory_prose_template_2,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,42481f86150fb89bf7e6a99e8cf10dc7ce40c4c539391817599274f7e9886d4f,34,3,238,18.666960784313744,13.47117647058824,15.48470588235294,0.9705882352941176,0.0,0.0,1,0,1,0,0,1,0,0,1,0,3,0.011079264279075157,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0115,Cde25e3c3df161f67df4f489d,rankcloak_segmented_full_message,professional_communication,professional_communication_template_2,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,182767ba21f434e4e2f2bf353acb001bb1bcf81bf3c1616339f9c631ad300777,481,34,2900,55.46242968081208,9.037955851779383,10.126320166320166,0.5592515592515592,0.06666666666666665,0.025052192066805867,1,0,0,0,0,0,0,0,1,0,1,0.07376715306094385,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0116,C5101633f9e41d2996657cdc3,rankcloak_segmented_forced_span,factual_explanatory_prose,factual_explanatory_prose_template_1,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,00a25687cd02595ad69686719328087a18bb0c3978e0bed247c6ddbac6a510c0,20,1,117,55.40500000000003,10.500000000000004,8.886,0.9,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.013540977983132202,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0117,Cce8fa16d16f46469a0d35d10,rankcloak_ascii_b16,professional_communication,professional_communication_template_3,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,9cd5da027dd7997f983352213bf4bd9cba8da104d3f6a47ecd00e48263afaafd,93,5,652,31.491483870967784,13.487655913978497,14.853763440860213,0.7849462365591398,0.0,0.0,1,0,0,0,0,0,0,1,1,0,2,0.0754716352620102,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0118,Cd15bf53cbb96bd7e8f79fcb5,direct_subword_calgacus,procedural_instructions,procedural_instructions_template_3,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,3ac8ee6f01d48d69d34b28af41ca63eb658bf46c110622f4cdbb1e7ef9633604,20,1,122,55.40500000000003,10.500000000000004,11.532,0.95,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.08701142338996838,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0119,C3705f5e45c06a56389542824,direct_subword_calgacus,personal_narrative_blog,personal_narrative_blog_template_3,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,e40573424da28c07935babbb995c1070228641c7f51678e21dc10d9408a24718,17,1,85,75.12117647058825,7.004705882352944,5.632941176470585,0.9411764705882353,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.01607615180271879,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0120,C003081fddd72ce54fc236032,rankcloak_ascii_b8,procedural_instructions,procedural_instructions_template_1,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,6ab8950e4864dc9c9b3c336e7fcea16a928050294d160fd17083a148aa1f3cfd,63,6,403,59.20607142857145,7.609761904761903,10.780952380952378,0.8095238095238095,0.032258064516129004,0.0,1,0,0,0,0,0,0,0,1,0,1,0.1274087252622836,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0121,C750e8907bb988d52c4fe5e6b,rankcloak_hex_nibble,casual_conversation,casual_conversation_template_3,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,4563e378ffbdaa2ea11828376373943a7cd41b3b5fc05992db10265e74bb7022,17,2,95,88.72514705882354,2.995588235294118,2.5082352941176502,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,2,0.049816437527790226,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0123,C51ef683fd60c127add6d0f4b,rankcloak_segmented_forced_span,casual_conversation,casual_conversation_template_1,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,82016500aa2810e40843ca7ce5f6a70648c4dd3f8165a788038ab1fe4bacd411,56,3,331,60.98833333333336,9.390000000000004,9.074285714285715,0.875,0.0,0.0,2,0,1,0,1,0,0,1,1,0,4,0.031012210493916018,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0124,C4b744130a7732eb4e1e68a5f,rankcloak_ascii_b16,casual_conversation,casual_conversation_template_2,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,8fcb613786478e91866a3c174b0a4bb0cad898ba13c0b1984120b57b0bd8b552,58,4,342,53.54853448275864,9.392586206896556,10.139310344827589,0.8448275862068966,0.0,0.0,1,0,0,0,1,0,0,0,1,0,2,0.11061657083990692,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0125,C2b0a7a018b326f8e2411fa2a,rankcloak_ascii_b8,forum_question_answer,forum_question_answer_template_1,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,aec4e05a08430faf777ebfb63865b68aaccf091b11733a9f29ee3c6c6fe8cf1e,144,10,796,79.41900000000001,5.759333333333334,7.256944444444439,0.6944444444444444,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.046594391478852006,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0126,C3f28773edd5411b28da2f8ee,ordinary_llm_control,factual_explanatory_prose,factual_explanatory_prose_template_3,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,3a4788109894ae0290283c7eecb89aa74ace04881b5148927355de80baafcd5c,42,2,247,46.534285714285744,11.985714285714284,10.65047619047619,0.7857142857142857,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.10481839166467127,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0127,C0cef8f789a476ba8dcbe4ac6,rankcloak_segmented_forced_span,forum_question_answer,forum_question_answer_template_2,sha256_hex,llama3_8b_instruct_q4_k_m,forced_span,dbd1e8d95c1cb10806f9d3a459986c7161b32febb44ff072d38464e3f6f1631c,45,3,299,54.37000000000003,9.402222222222225,10.058666666666664,0.8888888888888888,0.0,0.0,1,0,1,1,1,0,0,0,1,0,4,0.03939613660005158,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0128,C38e13be884b60d5c4d181a58,rankcloak_ascii_b8,factual_explanatory_prose,factual_explanatory_prose_template_3,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,0e980b5822ea5fd6ed57d44a031f2bffbf6e1974a56d982e7dd3c4e197864e90,43,1,284,3.827209302325599,23.40790697674419,14.68930232558139,0.7674418604651163,0.023809523809523836,0.0,2,0,0,0,0,0,0,1,1,0,2,0.1003366569375512,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0132,Cf3236ad76fd8fae97fcf24ab,ordinary_llm_control,forum_question_answer,forum_question_answer_template_2,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,ca7037f2139f4edcc52f3450f12fde02bc942ec3fbb7cc655fff14a13482c342,407,24,2908,36.6355594799345,12.36232493857494,15.639705159705159,0.5921375921375921,0.09359605911330049,0.032098765432098775,1,0,0,0,0,0,0,1,1,0,2,0.07899823243755245,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0135,C73fa51a856f70db126876e2b,rankcloak_ascii_b16,forum_question_answer,forum_question_answer_template_2,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,20f31765d54a25a8ef0f6ce0cf4284ef06178f17a2e3e4445db9db8cfc1d49cf,108,4,691,36.08000000000001,14.934444444444448,13.919259259259256,0.8148148148148148,0.0,0.0,1,0,1,0,0,0,0,1,1,0,3,0.005532091822992276,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0136,Cf02d690f4e0edaa30f95768c,rankcloak_segmented_forced_span,casual_conversation,casual_conversation_template_1,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,forced_span,cda15f7ed571d81a07351c2a6d49b825a09a8d9a3df07b0ba2953b9c5ec6805c,14,2,99,48.65857142857146,8.211428571428574,11.05142857142857,0.9285714285714286,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.0,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0138,Cdad7453ed79df2aca565f2dd,ordinary_llm_control,casual_conversation,casual_conversation_template_3,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,bab7c0cf1919989ced4af77d76479b7eb6eb476c7da36c8cc0b49c4c69eea1fb,52,4,297,78.12846153846156,5.5915384615384625,7.704615384615387,0.8846153846153846,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.057816763795351375,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0139,Cea836d71f78af4e15b213b1d,rankcloak_segmented_full_message,factual_explanatory_prose,factual_explanatory_prose_template_2,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,1174fe3dbe7e911a24ecf46eb831f213175e46a68aade2e1f85a43d816fadba0,253,23,1650,51.88343873517789,8.755335968379448,10.839367588932802,0.5454545454545454,0.11904761904761907,0.05179282868525892,1,1,1,0,1,0,0,0,0,0,2,0.06554990810925401,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0140,C9b584a4ad8a51a376f92f9e2,rankcloak_hex_nibble,forum_question_answer,forum_question_answer_template_3,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,c8330c8c88aef981b272f97648cfaa0350d3e8984b8d46bea4e593660022633c,46,1,331,1.9797826086956718,24.4108695652174,16.663478260869564,0.8913043478260869,0.0,0.0,1,0,0,0,0,3,0,1,1,0,5,0.03726401704515884,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0141,Cc95fde53d12dd50f7b3e1e91,rankcloak_segmented_full_message,personal_narrative_blog,personal_narrative_blog_template_3,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,4d85ce3053841c2f90f764ba6e931e7c7905af44cb5dc6edbf02320ce9d8a635,92,9,608,48.40944444444446,9.04666666666667,11.599130434782612,0.8478260869565217,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0.0633865200517049,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0142,Ce1948931085a972a8bc3369a,rankcloak_segmented_full_message,casual_conversation,casual_conversation_template_1,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,f44625022d3212d16620b066a64ab44bf41294a237b7b691dcdafba7b00d47ef,200,15,1205,58.78766666666667,8.372,9.2044,0.625,0.11557788944723613,0.09090909090909094,1,1,0,1,1,0,0,0,0,0,2,0.1531856355183008,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0143,C64c5d5b0c6a1b90ea50389db,ordinary_llm_control,personal_narrative_blog,personal_narrative_blog_template_1,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,bc3e65367716f6bd53dd057deb220f613d7bb42ead81372d2581130cf736de20,24,1,145,34.42500000000004,14.420000000000002,11.386666666666663,0.9166666666666666,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.027365295891162503,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0144,C3fa5869fc3922aad9a4a6202,rankcloak_ascii_b8,factual_explanatory_prose,factual_explanatory_prose_template_3,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,e4a1b0be8f97a639e9481faf823e874ea352f9f008a620db6ff09b945fb8a5fa,75,2,459,28.900500000000022,18.54433333333333,12.810666666666666,0.7733333333333333,0.013513513513513487,0.0,1,0,0,0,0,0,0,1,1,0,2,0.07514512816726479,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0145,C0b07fca895bd08873389084d,rankcloak_segmented_full_message,casual_conversation,casual_conversation_template_3,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,805b8094b020bd048bc738cab4501a0d48ce0419a81131fc166a8adc872f058f,72,9,403,81.21500000000002,3.9188888888888904,5.898333333333333,0.6388888888888888,0.15492957746478875,0.12857142857142856,1,1,0,0,1,0,1,0,0,0,2,0.09597701227641454,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0146,C2ed30ceff729736f2d110a2c,rankcloak_segmented_full_message,procedural_instructions,procedural_instructions_template_2,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,746a0c6a0b970d92471a8018566224434c44aabc7ffac94dfac4ddcb3cd12674,274,31,1714,66.02356369201792,6.246147869084059,8.877664233576642,0.5912408759124088,0.06959706959706957,0.022058823529411797,1,3,3,0,0,2,0,0,0,0,5,0.14210167004795266,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0147,C8206cb17329ef411a4ac09a3,rankcloak_segmented_forced_span,procedural_instructions,procedural_instructions_template_2,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,932cce6e03a8b35d45e7f37fc70c0e60ab4eac29e044dc1239005f381ffb378f,27,3,176,59.83333333333337,7.149629629629633,11.182222222222219,0.9259259259259259,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.04582871899653062,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0149,C622f86c6c773e962f94a9620,ordinary_llm_control,forum_question_answer,forum_question_answer_template_2,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,3f5858f0367592e2cd94ffde47ac577a99e798fdb85d755330d0e75a0303fb07,102,7,471,95.00382352941179,3.6281512605042003,1.88392156862745,0.5882352941176471,0.09900990099009899,0.050000000000000044,1,0,0,0,0,0,0,0,1,0,1,0.026170359862493983,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0150,Ce71ba1277a0bc6ff98919567,ordinary_llm_control,factual_explanatory_prose,factual_explanatory_prose_template_1,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,6374f39149f6d0c2b807974b2b827ab709dc1050198fe962646ba0516cdf8794,23,2,127,77.45815217391308,5.312391304347827,7.4469565217391285,0.7391304347826086,0.13636363636363635,0.09523809523809523,1,0,0,0,0,0,0,0,1,0,1,0.03585786441930003,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0152,Cd49e8000c853d834463b34b6,rankcloak_hex_nibble,forum_question_answer,forum_question_answer_template_3,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,9c31d16fdd89c7a48fb5434f15736e60ee930f018a7c692cf4c89cb6e81fb39a,20,2,119,82.47500000000001,4.240000000000002,8.287999999999993,0.95,0.0,0.0,1,0,0,0,0,2,0,0,1,0,3,0.04466051630940653,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0153,C9cc3f1242c7ab06771989bc9,rankcloak_hex_nibble,personal_narrative_blog,personal_narrative_blog_template_2,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,764899f2a67e4f26a359d0c4169ba73dbdae5d40816171e4b2c35cdab9235cb7,29,1,183,43.20689655172416,14.437241379310347,13.998620689655173,0.896551724137931,0.0357142857142857,0.0,1,0,0,0,0,0,0,0,1,0,1,0.046538279134843555,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0154,C9bbfd26212e3628a474d3cc3,direct_subword_calgacus,factual_explanatory_prose,factual_explanatory_prose_template_3,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,fdbceb1f55a154e2e87ad8f561e5de3df7d30f533a89b37086bd6dcf2041fa7f,10,2,61,83.32000000000004,2.879999999999999,4.152000000000005,1.0,0.0,0.0,1,0,0,0,0,3,1,0,1,0,5,0.060895935450847066,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0155,Cbe5628bc98fad57e32e35007,ordinary_llm_control,procedural_instructions,procedural_instructions_template_1,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,db7b7ed97f8a4c06291199b1fd9748bbcbd6e782bd6a8aa6dbc3b569a838151e,41,2,261,58.09579268292684,10.248902439024391,10.865365853658531,0.7804878048780488,0.09999999999999998,0.05128205128205132,1,0,0,0,0,0,0,0,1,0,1,0.060358267338898,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0156,C8064b2bb9b14d140844e7fd8,rankcloak_segmented_full_message,professional_communication,professional_communication_template_3,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,0564665031dd89fdeda162b5aeca662b1c4d98d8505e8064964916c4c15e434a,385,19,2402,47.172310321257726,11.713670539986332,11.955948051948056,0.43376623376623374,0.21875,0.13838120104438645,1,0,1,0,2,0,1,1,0,0,5,0.160714335339272,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0157,C9cb9d166fcbb12990d2b9a0a,rankcloak_segmented_forced_span,forum_question_answer,forum_question_answer_template_3,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,09527fa088b2c757404b652a0d9581bc7e41c46c06d5b42149535160ec4d8cc0,21,1,134,56.6057142857143,10.580952380952379,9.950476190476188,1.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,2,0.014401393154079553,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0158,C4279f031ca6c531cd1c401ff,rankcloak_segmented_forced_span,professional_communication,professional_communication_template_3,token_128_bit_hex,llama3_8b_instruct_q4_k_m,forced_span,a4cb9f3367dc0625a6635bcadb78b43c28dffb552cffc68b56ee3c0d401bff14,20,4,167,41.02000000000004,8.780000000000001,12.383999999999997,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,3,0.0,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0159,C6579f037d43859f720f8c7ae,rankcloak_segmented_full_message,procedural_instructions,procedural_instructions_template_1,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,ed8003a67fab7fe19819baf362d0d28b640d995543496bfd079121bbf659a0a8,76,7,477,61.12289473684211,7.431127819548873,10.409473684210528,0.8552631578947368,0.0,0.0,1,0,1,1,2,0,0,0,0,0,4,0.24847441101909723,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0160,C0ccc6191fa62e31c11493f24,direct_subword_calgacus,forum_question_answer,forum_question_answer_template_3,sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,65f51c3e5b651e00443aab2329a507c80db7bf641ce2e09b932dd17655003f0d,41,4,258,80.88003048780489,4.52457317073171,7.557073170731709,0.8292682926829268,0.025000000000000022,0.0,2,0,0,0,0,1,0,0,1,0,2,0.02851297200577395,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0161,C2b5d43cb6b6b3068fbc94038,rankcloak_segmented_forced_span,casual_conversation,casual_conversation_template_1,token_128_bit_hex,llama3_8b_instruct_q4_k_m,forced_span,2bbc73ea5cdacf0cfc7ce897273f691b10885a265dd19f76b51ec3de9b558871,24,3,168,50.66500000000002,8.180000000000003,11.124999999999993,1.0,0.0,0.0,1,0,1,0,1,1,0,0,1,0,4,0.052163967353661106,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0162,C954c870364f64feda8b93a9b,ordinary_llm_control,forum_question_answer,forum_question_answer_template_3,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,ed23861609221e6221e57bc03590288cf4480afc2d6ad9e3e0045b8bfae9ce3c,26,4,151,66.82980769230772,5.552692307692308,6.33230769230769,0.9615384615384616,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.0,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0163,C76785d9789b79244ae8037b2,rankcloak_hex_nibble,forum_question_answer,forum_question_answer_template_3,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,fd580a96386f16bd69dbe57b6d60654f778b955e3ae6fef5b2ab677c8bd30c40,28,3,135,97.65452380952382,1.957142857142859,2.4485714285714266,0.9642857142857143,0.0,0.0,1,0,0,0,0,0,0,0,1,0,1,0.012649111407422826,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0164,C58e6c4dc840572e14462ab4e,rankcloak_ascii_b16,factual_explanatory_prose,factual_explanatory_prose_template_1,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,5b4c2eb0e19f2d3a7c14d3ad89295419be072e6c6bccfce9ab67446a5d4c2ceb,98,2,598,16.387755102040842,23.1465306122449,12.87591836734694,0.7551020408163265,0.0,0.0,1,0,0,0,0,0,0,2,1,0,3,0.03949843168728763,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0165,C344b295e5e02ccf34b842190,rankcloak_hex_nibble,factual_explanatory_prose,factual_explanatory_prose_template_1,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,963c6804645f79e8c8f437c20a91bf5898045b292a86e615273249bcff694e36,56,3,330,59.47761904761907,9.600714285714286,10.43928571428571,0.8571428571428571,0.0,0.0,1,0,0,0,1,0,1,1,1,0,4,0.047643654281838144,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0167,C2ec13d0b93341d25de084d42,rankcloak_ascii_b8,forum_question_answer,forum_question_answer_template_3,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,218c55449d21fbef5c05f658d9994a578aecc6c077e041835992f16f6e1d1e0a,48,5,273,73.71600000000002,5.362333333333332,6.229166666666664,0.8333333333333334,0.0,0.0,1,0,0,0,2,0,2,0,1,0,5,0.018668015508074894,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0168,C3c7586eff219328228d9c638,rankcloak_ascii_b8,forum_question_answer,forum_question_answer_template_1,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,648f764e3365de097dcb4fcd9b341892845403a64d59c90d74bf6e122e6f0415,54,4,278,88.16583333333337,4.31574074074074,5.745185185185182,0.7777777777777778,0.018867924528301883,0.0,1,0,0,0,0,0,0,0,1,0,1,0.015530996181655682,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0169,C806b58cccbbb8a7d99c2d8a7,direct_subword_calgacus,professional_communication,professional_communication_template_3,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,fbae90c83cf56730e25adce172af616cf87efbcc963f98f403b115be397bf7fe,16,3,120,42.79666666666668,8.614999999999998,10.622499999999999,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,2,0.0,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
B0170,C1012443d2666db12105f92c0,rankcloak_ascii_b16,factual_explanatory_prose,factual_explanatory_prose_template_3,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,1e1b5ff2ec7ac6ebf31b7aef181dc6e6e3cc05ee72d41be42c20f84a3f856406,88,1,583,-38.225909090909056,40.45272727272727,16.069999999999997,0.7954545454545454,0.02298850574712641,0.0,1,0,0,0,0,0,0,1,1,0,2,0.07896224237043607,False,english_surface_heuristic,en,,,,,,,,,,,,,,not_applicable_english_unspecified_or_unsupported
