stimulus_blind_id,candidate_id,condition,prompt_category,template_id,prompt_id,payload_id,payload_class,model_id,presentation_scope,protocol_variant,topic_schedule,source_work_id,source_trial_id,source_file,source_row,source_record_sha256,text_sha256,language,license_status,safety_screen_status
B0102,C02d40ab132eb711129c76f87,ordinary_llm_control,casual_conversation,casual_conversation_template_1,casual_weekend_chat,revision_v1_nonce_96_bit_hex_014,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__7a23ccfd143d3b3b2f1b,revision_v1_primary_v2_payload_fidelity_v2__5cb9b4336f971271f1d1,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1886,0901b3ef8f7f3d28aeb21cf3266c608d0746baa8197e5e48ebf4e4342c59d1e4,e2296cc46ef58c1fe54f8dc213b4970ef9a059e40ad77c64891ff4022229b412,en,experiment_generated_internal,not_manually_reviewed
B0103,Ce90d2730fbbaa6f7013caf1a,rankcloak_segmented_forced_span,professional_communication,professional_communication_template_1,professional_project_update,revision_v1_token_128_bit_hex_015,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__2ae9d216d856f68a60cf,revision_v1_primary_v2_payload_fidelity_v2__2ae9d216d856f68a60cf,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2742,02239eb296d7aeec621a387dff93ee5ee8636488104be4854dc31f0e731423f1,f873ae21426a6c60d6365834e11c2832fbf3a8837c177ace42a86afb3b3dc03e,en,experiment_generated_internal,not_manually_reviewed
B0104,C091461a282be8255ec1c9a91,rankcloak_hex_nibble,forum_question_answer,forum_question_answer_template_2,forum_purchase_advice,revision_v1_nonce_96_bit_hex_004,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__3cba81550ff902770596,revision_v1_primary_v2_payload_fidelity_v2__3cba81550ff902770596,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1743,4d36b7acc85f297b71f109c25fd89c7e7272ca3055a9f86e509de2afaadd96de,f01e6a0efc5f42e8654981e41ad477b257e44d1ecdfee9c5ad22e6e9ff65df52,en,experiment_generated_internal,not_manually_reviewed
B0106,C8afbcff3933b639a7f21ba12,ordinary_llm_control,forum_question_answer,forum_question_answer_template_3,forum_learning_answer,revision_v1_hmac_sha256_hex_035,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__3c64f1bc2e48b79df6ab,revision_v1_primary_v2_payload_fidelity_v2__b6c0ff1adacce5214a4d,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1332,bce0e869852d36b7115d1950c07001b0b1a905e2a41bae7cfdbdace079d2dec7,3d895b88c9c04e4d10786739bb1656ca1498ba966d006eb2329884ce4d8f89b8,en,experiment_generated_internal,not_manually_reviewed
B0108,Ce58fa1713e2d82951917b2b4,direct_subword_calgacus,personal_narrative_blog,personal_narrative_blog_template_2,narrative_local_walk,revision_v1_hmac_sha256_hex_021,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__c71cbe2f8f26a93a40da,revision_v1_primary_v2_payload_fidelity_v2__c71cbe2f8f26a93a40da,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1135,a5055acfcc2121c1cc2e2431c4a3e945636918634d4a01b3becc3285b6f55502,2ced70d2afcc9031fac1bcb909e31edf7c0954958be142450fee89d8d55a06a6,en,experiment_generated_internal,not_manually_reviewed
B0109,Cfb0f2ee8232096cc0f7df178,direct_subword_calgacus,professional_communication,professional_communication_template_2,professional_schedule_note,revision_v1_nonce_96_bit_hex_028,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__21f96f847ed90628365f,revision_v1_primary_v2_payload_fidelity_v2__21f96f847ed90628365f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2073,70120bb96b7b08e7d0a6f6e5385d05476efb89959cb02c671f636f652c27880f,ddd5a719ea60d195be76d01a8cc028552cebf06afd3477f05012a5b18c20e6dc,en,experiment_generated_internal,not_manually_reviewed
B0110,Cd2a6e70d190d0dfa381dac40,rankcloak_segmented_forced_span,factual_explanatory_prose,factual_explanatory_prose_template_3,explain_biological_process,revision_v1_token_128_bit_hex_043,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__db5af7b32314d860fa6a,revision_v1_primary_v2_payload_fidelity_v2__db5af7b32314d860fa6a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,3134,402582fea39ffe26d42734b79b87d27763cf27c2be6d8ac8bce08e67c5e2f551,484b6dbbec2c1f77746226943cd8f820f8b0941051c44b27b2901ba7c9d9bdc1,en,experiment_generated_internal,not_manually_reviewed
B0111,Cec21ad818ff74c310bf15978,rankcloak_ascii_b16,factual_explanatory_prose,factual_explanatory_prose_template_3,explain_biological_process,revision_v1_token_128_bit_hex_043,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__7a4a4cb17d26d074bb3b,revision_v1_primary_v2_payload_fidelity_v2__7a4a4cb17d26d074bb3b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,3127,3c01f11b75b594ca7141d45df7cdf31c0499b64f36ce4cfd666285f15793fe51,2889d5bb4d2b14842e8049f47b430ff4869693c913dfc5829124fea63377739c,en,experiment_generated_internal,not_manually_reviewed
B0112,Cc635948b7e5f2e1ca6c63b62,direct_subword_calgacus,factual_explanatory_prose,factual_explanatory_prose_template_2,explain_everyday_system,revision_v1_nonce_96_bit_hex_055,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__940c3900c1fb92ba70c6,revision_v1_primary_v2_payload_fidelity_v2__940c3900c1fb92ba70c6,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2451,19302f04e1e19228260c14c58f0f33fc9c58c7883d469bf126ce5ccd1989ed82,da4f91a0ac451149b46fcb90344e320e425aad5b45c9c372de76500b4e21cc39,en,experiment_generated_internal,not_manually_reviewed
B0113,C4113f46fc0de2d9144ddb789,rankcloak_segmented_full_message,procedural_instructions,procedural_instructions_template_1,procedure_simple_meal,revision_v1_sha256_hex_003,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__b966824d49f467a34d38,revision_v1_primary_v2_payload_fidelity_v2__b966824d49f467a34d38,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,54,4823ddcec40b4c2d2512bf0c319e0e3368bac8a3b76d51f7bfa9614bfb25567c,ccae7dd12b4e450d96590b72f3c79ad48b72e7e4dac43cff4422bb3e82b68e2a,en,experiment_generated_internal,not_manually_reviewed
B0114,Ca6ed2999f6c047e570d726dc,direct_subword_calgacus,factual_explanatory_prose,factual_explanatory_prose_template_2,explain_everyday_system,revision_v1_sha256_hex_047,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__77a1174d0002e66feb1b,revision_v1_primary_v2_payload_fidelity_v2__77a1174d0002e66feb1b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,659,dc9e18d1b35a11992762edaf4c77142f22f16a8638c2f1a4db74cc1b93cacfd7,42481f86150fb89bf7e6a99e8cf10dc7ce40c4c539391817599274f7e9886d4f,en,experiment_generated_internal,not_manually_reviewed
B0115,Cde25e3c3df161f67df4f489d,rankcloak_segmented_full_message,professional_communication,professional_communication_template_2,professional_schedule_note,revision_v1_sha256_hex_035,sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__5ae509e9e285b84fb4ae,revision_v1_primary_v2_payload_fidelity_v2__5ae509e9e285b84fb4ae,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,502,96b710675fc01d0f8ce18685727f290f24c7bb83c9ad3314cf78de738994ccd9,182767ba21f434e4e2f2bf353acb001bb1bcf81bf3c1616339f9c631ad300777,en,experiment_generated_internal,not_manually_reviewed
B0116,C5101633f9e41d2996657cdc3,rankcloak_segmented_forced_span,factual_explanatory_prose,factual_explanatory_prose_template_1,explain_weather_pattern,revision_v1_nonce_96_bit_hex_056,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__2e49249c58a4c7887c8f,revision_v1_primary_v2_payload_fidelity_v2__2e49249c58a4c7887c8f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2473,5fe0feeb7c93bd110b04fe6be6772dee8ecbb7e12b3c535194791f7abfb15542,00a25687cd02595ad69686719328087a18bb0c3978e0bed247c6ddbac6a510c0,en,experiment_generated_internal,not_manually_reviewed
B0117,Cce8fa16d16f46469a0d35d10,rankcloak_ascii_b16,professional_communication,professional_communication_template_3,professional_process_email,revision_v1_hmac_sha256_hex_023,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__16170ab2de2541a5c850,revision_v1_primary_v2_payload_fidelity_v2__16170ab2de2541a5c850,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,1167,b3a930750547c0f7022f10516c288d25d3e943839c4641660a054fc89c0277f0,9cd5da027dd7997f983352213bf4bd9cba8da104d3f6a47ecd00e48263afaafd,en,experiment_generated_internal,not_manually_reviewed
B0118,Cd15bf53cbb96bd7e8f79fcb5,direct_subword_calgacus,procedural_instructions,procedural_instructions_template_3,procedure_garden_task,revision_v1_nonce_96_bit_hex_048,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__dab1db42478836a6b14e,revision_v1_primary_v2_payload_fidelity_v2__dab1db42478836a6b14e,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2353,0ce183aef60617f8da09aeeeb78a31c90bdf6e883840e44ca9e1a2a26cc7fb9e,3ac8ee6f01d48d69d34b28af41ca63eb658bf46c110622f4cdbb1e7ef9633604,en,experiment_generated_internal,not_manually_reviewed
B0119,C3705f5e45c06a56389542824,direct_subword_calgacus,personal_narrative_blog,personal_narrative_blog_template_3,narrative_learning_moment,revision_v1_token_128_bit_hex_013,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,direct_subword_calgacus,None,revision_v1_primary_v2_payload_fidelity_v2__6e87ad93c6cfe90a85dd,revision_v1_primary_v2_payload_fidelity_v2__6e87ad93c6cfe90a85dd,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,2703,df477d34f5bcff812bbe6cb5b17ac25c7417854ed8813a8e2f23752fdcfe41d4,e40573424da28c07935babbb995c1070228641c7f51678e21dc10d9408a24718,en,experiment_generated_internal,not_manually_reviewed
B0120,C003081fddd72ce54fc236032,rankcloak_ascii_b8,procedural_instructions,procedural_instructions_template_1,procedure_simple_meal,revision_v1_token_128_bit_hex_036,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__1a09a5b21f77977139ac,revision_v1_primary_v2_payload_fidelity_v2__1a09a5b21f77977139ac,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,3027,adaeb9a8c6c4e5bc94c7e3a9634dd7e853aa91522ac599b8955e7a2135ba0b38,6ab8950e4864dc9c9b3c336e7fcea16a928050294d160fd17083a148aa1f3cfd,en,experiment_generated_internal,not_manually_reviewed
B0121,C750e8907bb988d52c4fe5e6b,rankcloak_hex_nibble,casual_conversation,casual_conversation_template_3,casual_neighborhood_chat,revision_v1_token_128_bit_hex_001,token_128_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__23c88dc7152efef2e869,revision_v1_primary_v2_payload_fidelity_v2__23c88dc7152efef2e869,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2541,302bc83de3bd4b91fa2805ddcc1b337289f43e52766ac041f2930be19e1b5474,4563e378ffbdaa2ea11828376373943a7cd41b3b5fc05992db10265e74bb7022,en,experiment_generated_internal,not_manually_reviewed
B0123,C51ef683fd60c127add6d0f4b,rankcloak_segmented_forced_span,casual_conversation,casual_conversation_template_1,casual_weekend_chat,revision_v1_hmac_sha256_hex_028,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__db0129e19e9378a1fe9f,revision_v1_primary_v2_payload_fidelity_v2__db0129e19e9378a1fe9f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,1241,4b0f1945c68ed6ed993032b5a7946fe4fbf1495ee55c556cd0fe734aec0eb203,82016500aa2810e40843ca7ce5f6a70648c4dd3f8165a788038ab1fe4bacd411,en,experiment_generated_internal,not_manually_reviewed
B0124,C4b744130a7732eb4e1e68a5f,rankcloak_ascii_b16,casual_conversation,casual_conversation_template_2,casual_hobby_chat,revision_v1_token_128_bit_hex_038,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__e5e3055b60573e000bba,revision_v1_primary_v2_payload_fidelity_v2__e5e3055b60573e000bba,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,3057,0dacf0b960ce5eda17118b22e05ede7c58d01a670099b983515fe7816209fbd2,8fcb613786478e91866a3c174b0a4bb0cad898ba13c0b1984120b57b0bd8b552,en,experiment_generated_internal,not_manually_reviewed
B0125,C2b0a7a018b326f8e2411fa2a,rankcloak_ascii_b8,forum_question_answer,forum_question_answer_template_1,forum_practical_answer,revision_v1_hmac_sha256_hex_049,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__ef778aa1859d17450137,revision_v1_primary_v2_payload_fidelity_v2__ef778aa1859d17450137,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1529,4ff109c7f48c87cae80dbd46dd9e50ea4fb251aa274ac5d58c652498a5cd71d9,aec4e05a08430faf777ebfb63865b68aaccf091b11733a9f29ee3c6c6fe8cf1e,en,experiment_generated_internal,not_manually_reviewed
B0126,C3f28773edd5411b28da2f8ee,ordinary_llm_control,factual_explanatory_prose,factual_explanatory_prose_template_3,explain_biological_process,revision_v1_hmac_sha256_hex_014,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__286d3f926802de4d4614,revision_v1_primary_v2_payload_fidelity_v2__a3da3151588caf6c8955,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1038,a1d17e816c88c0c4e60ddc3e9cbe2d88225f7f4003ba04fb2f34f6eee315e1be,3a4788109894ae0290283c7eecb89aa74ace04881b5148927355de80baafcd5c,en,experiment_generated_internal,not_manually_reviewed
B0127,C0cef8f789a476ba8dcbe4ac6,rankcloak_segmented_forced_span,forum_question_answer,forum_question_answer_template_2,forum_purchase_advice,revision_v1_sha256_hex_044,sha256_hex,llama3_8b_instruct_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__00a1d59ead5f7b5a83de,revision_v1_primary_v2_payload_fidelity_v2__00a1d59ead5f7b5a83de,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,625,5f13e3427c6112a320d7a54ee269a0a4215a96409a26e9f8b359a1225ed650a8,dbd1e8d95c1cb10806f9d3a459986c7161b32febb44ff072d38464e3f6f1631c,en,experiment_generated_internal,not_manually_reviewed
B0128,C38e13be884b60d5c4d181a58,rankcloak_ascii_b8,factual_explanatory_prose,factual_explanatory_prose_template_3,explain_biological_process,revision_v1_nonce_96_bit_hex_039,nonce_96_bit_hex,llama3_8b_instruct_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__0d1d4543ef79ed7bace1,revision_v1_primary_v2_payload_fidelity_v2__0d1d4543ef79ed7bace1,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,2229,3a8665c54d34c8810768715daad2dae4a68b79663c29c99132b4a94656c899ea,0e980b5822ea5fd6ed57d44a031f2bffbf6e1974a56d982e7dd3c4e197864e90,en,experiment_generated_internal,not_manually_reviewed
B0132,Cf3236ad76fd8fae97fcf24ab,ordinary_llm_control,forum_question_answer,forum_question_answer_template_2,forum_purchase_advice,revision_v1_sha256_hex_008,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__44ebae2c70c82d36987a,revision_v1_primary_v2_payload_fidelity_v2__63a0fe567cd81f84598b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,125,3cd56cd67f9ec39c6c3b49a1b2e64b7d3f93fb8745df167b9b36700730d41a1b,ca7037f2139f4edcc52f3450f12fde02bc942ec3fbb7cc655fff14a13482c342,en,experiment_generated_internal,not_manually_reviewed
B0135,C73fa51a856f70db126876e2b,rankcloak_ascii_b16,forum_question_answer,forum_question_answer_template_2,forum_purchase_advice,revision_v1_hmac_sha256_hex_030,hmac_sha256_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b16,None,revision_v1_primary_v2_payload_fidelity_v2__8b2ac4eb3e60dd9dfecf,revision_v1_primary_v2_payload_fidelity_v2__8b2ac4eb3e60dd9dfecf,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,1265,1f88c3cfa330980e378b361abf87865f9cc651568b30dbc07384b28ca8c5e405,20f31765d54a25a8ef0f6ce0cf4284ef06178f17a2e3e4445db9db8cfc1d49cf,en,experiment_generated_internal,not_manually_reviewed
B0136,Cf02d690f4e0edaa30f95768c,rankcloak_segmented_forced_span,casual_conversation,casual_conversation_template_1,casual_weekend_chat,revision_v1_nonce_96_bit_hex_050,nonce_96_bit_hex,mistral_7b_instruct_v0_3_q4_k_m,forced_span,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__e693553ec55b84091baa,revision_v1_primary_v2_payload_fidelity_v2__e693553ec55b84091baa,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,2389,482d2a8c82f92c8d2f9fd6731150aec14c2294863c5d0ded2f12dfd8906c47b2,cda15f7ed571d81a07351c2a6d49b825a09a8d9a3df07b0ba2953b9c5ec6805c,en,experiment_generated_internal,not_manually_reviewed
B0138,Cdad7453ed79df2aca565f2dd,ordinary_llm_control,casual_conversation,casual_conversation_template_3,casual_neighborhood_chat,revision_v1_hmac_sha256_hex_047,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__c7307725703f5953f12e,revision_v1_primary_v2_payload_fidelity_v2__6b4fb0ff49cd8232a20f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,1512,790b6ff684c91e5b4193e88d608c5b35bdc70e9359886bc292b84ed27832da83,bab7c0cf1919989ced4af77d76479b7eb6eb476c7da36c8cc0b49c4c69eea1fb,en,experiment_generated_internal,not_manually_reviewed
B0139,Cea836d71f78af4e15b213b1d,rankcloak_segmented_full_message,factual_explanatory_prose,factual_explanatory_prose_template_2,explain_everyday_system,revision_v1_token_128_bit_hex_008,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__ebf4a25ec93febfdef46,revision_v1_primary_v2_payload_fidelity_v2__ebf4a25ec93febfdef46,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,2644,2dfd996ce584adacc1e470c1c02d9ec4c46f87c406d833cbe269ef4473a6b220,1174fe3dbe7e911a24ecf46eb831f213175e46a68aade2e1f85a43d816fadba0,en,experiment_generated_internal,not_manually_reviewed
B0140,C9b584a4ad8a51a376f92f9e2,rankcloak_hex_nibble,forum_question_answer,forum_question_answer_template_3,forum_learning_answer,revision_v1_hmac_sha256_hex_017,hmac_sha256_hex,mistral_7b_instruct_v0_3_q4_k_m,full_message,nonseg_hex_nibble_b16,None,revision_v1_primary_v2_payload_fidelity_v2__1d031a5b47188a80a919,revision_v1_primary_v2_payload_fidelity_v2__1d031a5b47188a80a919,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/mistral_7b_instruct_v0_3_q4_k_m/records.jsonl,1085,ecfc9a8bfe2bd8120cd6658f5317813fda50ea36b6eea6a9cbee444ee5f38c74,c8330c8c88aef981b272f97648cfaa0350d3e8984b8d46bea4e593660022633c,en,experiment_generated_internal,not_manually_reviewed
B0141,Cc95fde53d12dd50f7b3e1e91,rankcloak_segmented_full_message,personal_narrative_blog,personal_narrative_blog_template_3,narrative_learning_moment,revision_v1_token_128_bit_hex_049,token_128_bit_hex,llama3_8b_instruct_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__82ef20a72d77147f19fc,revision_v1_primary_v2_payload_fidelity_v2__82ef20a72d77147f19fc,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,3218,69fe118ab3db16cdad7fee155a67dc4f473422e94f248ee6fd2cdee558874f3b,4d85ce3053841c2f90f764ba6e931e7c7905af44cb5dc6edbf02320ce9d8a635,en,experiment_generated_internal,not_manually_reviewed
B0142,Ce1948931085a972a8bc3369a,rankcloak_segmented_full_message,casual_conversation,casual_conversation_template_1,casual_weekend_chat,revision_v1_sha256_hex_054,sha256_hex,llama3_8b_instruct_q4_k_m,full_message,segmented_hex_multi_topic,deterministic_six_category_rotation,revision_v1_primary_v2_payload_fidelity_v2__d26753d9bb1bf548462b,revision_v1_primary_v2_payload_fidelity_v2__d26753d9bb1bf548462b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,768,c11295ed504612cc746d85695305a8624da00e656190475192721c3b52be353a,f44625022d3212d16620b066a64ab44bf41294a237b7b691dcdafba7b00d47ef,en,experiment_generated_internal,not_manually_reviewed
B0143,C64c5d5b0c6a1b90ea50389db,ordinary_llm_control,personal_narrative_blog,personal_narrative_blog_template_1,narrative_small_discovery,revision_v1_token_128_bit_hex_012,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,ordinary_llm_control,,revision_v1_primary_v2_payload_fidelity_v2__85ca6263167df194f27e,revision_v1_primary_v2_payload_fidelity_v2__1aadce9edc07d1ed8f55,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2699,f49d4a0391b999a9df59a8d1fb864a36d44a1ff912b4450b42232e0ee7072d8c,bc3e65367716f6bd53dd057deb220f613d7bb42ead81372d2581130cf736de20,en,experiment_generated_internal,not_manually_reviewed
B0144,C3fa5869fc3922aad9a4a6202,rankcloak_ascii_b8,factual_explanatory_prose,factual_explanatory_prose_template_3,explain_biological_process,revision_v1_token_128_bit_hex_025,token_128_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,nonseg_ascii_b8,None,revision_v1_primary_v2_payload_fidelity_v2__533c6d6f4a02a5b258bc,revision_v1_primary_v2_payload_fidelity_v2__533c6d6f4a02a5b258bc,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2873,a357bb4f9f1d209652f3b59201fc5ef4813b5d0c225e373b7ebdf2e433bf482b,e4a1b0be8f97a639e9481faf823e874ea352f9f008a620db6ff09b945fb8a5fa,en,experiment_generated_internal,not_manually_reviewed
B0145,C0b07fca895bd08873389084d,rankcloak_segmented_full_message,casual_conversation,casual_conversation_template_3,casual_neighborhood_chat,revision_v1_nonce_96_bit_hex_033,nonce_96_bit_hex,qwen2_5_7b_instruct_q4_k_m,full_message,segmented_hex_single_topic,single_assigned_prompt,revision_v1_primary_v2_payload_fidelity_v2__67e4183dc409b98cbd37,revision_v1_primary_v2_payload_fidelity_v2__67e4183dc409b98cbd37,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/primary_v2/qwen2_5_7b_instruct_q4_k_m/records.jsonl,2151,0fd5dd55de7879bfc95f6a57bd71c7a5fa03cd8b133405d9a42bb7fb8a1ca90f,805b8094b020bd048bc738cab4501a0d48ce0419a81131fc166a8adc872f058f,en,experiment_generated_internal,not_manually_reviewed
