outcome,factor,level_first,level_second,analysis_unit,comparison_design,n_payloads_first,n_payloads_second,n_payloads_paired,mean_first,mean_second,mean_difference,mean_difference_ci_low,mean_difference_ci_high,confidence_level,bootstrap_unit,bootstrap_resamples,effect_type,risk_difference,risk_ratio,odds_ratio_haldane_anscombe,p_value_raw,test,p_value_holm,p_value_bh,hedges_g
surface_flag_total,protocol_variant,direct_subword_calgacus,segmented_hex_multi_topic,payload,independent_payload,3,14,0,1.6666666666666667,1.6785714285714286,-0.011904761904761862,-1.0995535714285714,0.9788690476190468,0.95,payload,100,mean_difference,,,,0.9881309326438268,welch_t,1.0,1.0,-0.009672548405299285
surface_flag_total,protocol_variant,direct_subword_calgacus,segmented_hex_single_topic,payload,independent_payload,3,3,0,1.6666666666666667,2.0,-0.33333333333333326,-2.3333333333333335,1.666666666666667,0.95,payload,100,mean_difference,,,,0.8297982052331725,welch_t,1.0,1.0,-0.15290191442159887
surface_flag_total,protocol_variant,nonseg_ascii_b16,nonseg_ascii_b8,payload,independent_payload,3,3,0,2.0,1.6666666666666667,0.33333333333333326,-1.0,2.0,0.95,payload,100,mean_difference,,,,0.7768982080146285,welch_t,1.0,1.0,0.2065591117977289
surface_flag_total,protocol_variant,nonseg_ascii_b16,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,2.0,1.6666666666666667,0.33333333333333326,-1.3333333333333335,2.174999999999997,0.95,payload,100,mean_difference,,,,0.797170958772964,welch_t,1.0,1.0,0.18116432546313527
surface_flag_total,protocol_variant,nonseg_ascii_b16,ordinary_llm_control,payload,independent_payload,3,24,0,2.0,1.4152777777777779,0.5847222222222221,-0.6204166666666665,2.5854166666666663,0.95,payload,100,mean_difference,,,,0.6206620846205253,welch_t,1.0,0.9914979213434807,0.5159224934834826
surface_flag_total,protocol_variant,nonseg_ascii_b16,segmented_hex_multi_topic,payload,independent_payload,3,14,0,2.0,1.6785714285714286,0.3214285714285714,-1.1879464285714285,1.996874999999998,0.95,payload,100,mean_difference,,,,0.7835743319609471,welch_t,1.0,1.0,0.24218378469163446
surface_flag_total,protocol_variant,nonseg_ascii_b16,segmented_hex_single_topic,payload,independent_payload,3,3,0,2.0,2.0,0.0,-2.2541666666666664,2.166666666666667,0.95,payload,100,mean_difference,,,,1.0,welch_t,1.0,1.0,0.0
surface_flag_total,protocol_variant,nonseg_ascii_b8,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,1.6666666666666667,1.6666666666666667,0.0,-1.3333333333333333,1.0,0.95,payload,100,mean_difference,,,,1.0,welch_t,1.0,1.0,0.0
surface_flag_total,protocol_variant,nonseg_ascii_b8,ordinary_llm_control,payload,independent_payload,3,24,0,1.6666666666666667,1.4152777777777779,0.2513888888888889,-0.5556770833333332,0.791736111111111,0.95,payload,100,mean_difference,,,,0.5591731502726311,welch_t,1.0,0.9517849972437974,0.2444457852929337
surface_flag_total,protocol_variant,nonseg_ascii_b8,segmented_hex_multi_topic,payload,independent_payload,3,14,0,1.6666666666666667,1.6785714285714286,-0.011904761904761862,-0.8394345238095237,0.6522321428571427,0.95,payload,100,mean_difference,,,,0.980025021537625,welch_t,1.0,1.0,-0.010182774161967735
surface_flag_total,protocol_variant,nonseg_ascii_b8,segmented_hex_single_topic,payload,independent_payload,3,3,0,1.6666666666666667,2.0,-0.33333333333333326,-2.833333333333333,1.3333333333333335,0.95,payload,100,mean_difference,,,,0.8191873856303894,welch_t,1.0,1.0,-0.16726667951658133
surface_flag_total,protocol_variant,nonseg_hex_nibble_b16,ordinary_llm_control,payload,independent_payload,3,24,0,1.6666666666666667,1.4152777777777779,0.2513888888888889,-0.8772569444444446,1.1639756944444442,0.95,payload,100,mean_difference,,,,0.7481460461369243,welch_t,1.0,1.0,0.23516978747209025
surface_flag_total,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_multi_topic,payload,independent_payload,3,14,0,1.6666666666666667,1.6785714285714286,-0.011904761904761862,-1.0808035714285715,1.162351190476189,0.95,payload,100,mean_difference,,,,0.9881309326438268,welch_t,1.0,1.0,-0.009672548405299285
surface_flag_total,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_single_topic,payload,independent_payload,3,3,0,1.6666666666666667,2.0,-0.33333333333333326,-2.1666666666666665,1.420833333333332,0.95,payload,100,mean_difference,,,,0.8297982052331725,welch_t,1.0,1.0,-0.15290191442159887
surface_flag_total,protocol_variant,ordinary_llm_control,segmented_hex_multi_topic,payload,independent_payload,24,14,0,1.4152777777777779,1.6785714285714286,-0.26329365079365075,-1.0737723214285713,0.5985714285714284,0.95,payload,100,mean_difference,,,,0.49079559780283655,welch_t,1.0,0.87176281008336,-0.23865126617168778
surface_flag_total,protocol_variant,ordinary_llm_control,segmented_hex_single_topic,payload,independent_payload,24,3,0,1.4152777777777779,2.0,-0.5847222222222221,-2.035972222222222,0.9270486111111107,0.95,payload,100,mean_difference,,,,0.6895426647519383,welch_t,1.0,1.0,-0.4883932240570376
surface_flag_total,protocol_variant,segmented_hex_multi_topic,segmented_hex_single_topic,payload,independent_payload,14,3,0,1.6785714285714286,2.0,-0.3214285714285714,-2.3708333333333327,1.303720238095237,0.95,payload,100,mean_difference,,,,0.8250019936657202,welch_t,1.0,1.0,-0.2261290685253745
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,nonseg_ascii_b16,payload,independent_payload,3,3,0,0.02218140194062364,0.03114466813829762,-0.008963266197673979,-0.036511039265202105,0.019936598907203812,0.95,payload,100,mean_difference,,,,0.673210771938979,welch_t,1.0,1.0,-0.2985290635283008
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,nonseg_ascii_b8,payload,independent_payload,3,3,0,0.02218140194062364,0.04892709465953642,-0.02674569271891278,-0.051161439170590566,0.006952654855587125,0.95,payload,100,mean_difference,,,,0.2592934876199844,welch_t,1.0,0.5933382509502345,-0.8720836169445291
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0.02218140194062364,0.038325678970550274,-0.016144277029926633,-0.036278612709304325,0.0006261096129585755,0.95,payload,100,mean_difference,,,,0.300689338876702,welch_t,1.0,0.6527785647408745,-0.8520753167782145
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,ordinary_llm_control,payload,independent_payload,3,24,0,0.02218140194062364,0.07388197684064796,-0.05170057490002432,-0.07299576153977722,-0.0268078878235918,0.95,payload,100,mean_difference,,,,0.023039603207924347,welch_t,1.0,0.138030412578985,-1.5140474418811727
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0.02218140194062364,0.0986021150049486,-0.07642071306432496,-0.09977572244311657,-0.04854138457776513,0.95,payload,100,mean_difference,,,,0.0024424750922486848,welch_t,0.5715391715861923,0.028449705000077288,-1.7076999043959482
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,segmented_hex_single_topic,payload,independent_payload,3,3,0,0.02218140194062364,0.09584528389664138,-0.07366388195601774,-0.14129305423643798,-0.006279223917206381,0.95,payload,100,mean_difference,,,,0.16297145798990428,welch_t,1.0,0.4851578777044291,-1.293445467535699
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,nonseg_ascii_b8,payload,independent_payload,3,3,0,0.03114466813829762,0.04892709465953642,-0.017782426521238803,-0.05226904874247961,0.01553203348569213,0.95,payload,100,mean_difference,,,,0.47576997706037505,welch_t,1.0,0.8631826726666805,-0.513524976570113
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0.03114466813829762,0.038325678970550274,-0.007181010832252654,-0.03000493958230688,0.009969681899357805,0.95,payload,100,mean_difference,,,,0.6970253115074359,welch_t,1.0,1.0,-0.2889729828977904
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,ordinary_llm_control,payload,independent_payload,3,24,0,0.03114466813829762,0.07388197684064796,-0.04273730870235033,-0.06541648315833368,-0.016688463468887096,0.95,payload,100,mean_difference,,,,0.09344347010471664,welch_t,1.0,0.37085377197809416,-1.236717143614205
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0.03114466813829762,0.0986021150049486,-0.06745744686665098,-0.09833745496969203,-0.036113079349742186,0.95,payload,100,mean_difference,,,,0.020598025829837982,welch_t,1.0,0.13079746401947118,-1.489304480628372
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,segmented_hex_single_topic,payload,independent_payload,3,3,0,0.03114466813829762,0.09584528389664138,-0.06470061575834375,-0.11945640630966199,0.013344330721069856,0.95,payload,100,mean_difference,,,,0.20047650481363638,welch_t,1.0,0.5249590950790066,-1.0933226992981764
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b8,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0.04892709465953642,0.038325678970550274,0.010601415688986149,-0.021154254109253857,0.03146224774217086,0.95,payload,100,mean_difference,,,,0.5850604096690569,welch_t,1.0,0.9534154787638603,0.4137228069915773
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b8,ordinary_llm_control,payload,independent_payload,3,24,0,0.04892709465953642,0.07388197684064796,-0.024954882181111533,-0.05187851058363413,0.00044254628352339393,0.95,payload,100,mean_difference,,,,0.2592518703250844,welch_t,1.0,0.5933382509502345,-0.7208521059188631
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b8,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0.04892709465953642,0.0986021150049486,-0.04967502034541218,-0.08718950159494211,-0.02171851110363365,0.95,payload,100,mean_difference,,,,0.06201143870662429,welch_t,1.0,0.2916834339163439,-1.0947359612187813
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b8,segmented_hex_single_topic,payload,independent_payload,3,3,0,0.04892709465953642,0.09584528389664138,-0.04691818923710495,-0.09062360302484268,0.009643286360574464,0.95,payload,100,mean_difference,,,,0.31909873699802366,welch_t,1.0,0.67542565997915,-0.7884445861170932
tfidf_prompt_similarity,protocol_variant,nonseg_hex_nibble_b16,ordinary_llm_control,payload,independent_payload,3,24,0,0.038325678970550274,0.07388197684064796,-0.03555629787009768,-0.04688413217645656,-0.019431289082490057,0.95,payload,100,mean_difference,,,,0.0003178191167744197,welch_t,0.07691222625940958,0.006209696589284816,-1.0553514237915056
tfidf_prompt_similarity,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0.038325678970550274,0.0986021150049486,-0.06027643603439833,-0.08120174879243526,-0.03601766755832237,0.95,payload,100,mean_difference,,,,0.00025827068561184535,welch_t,0.06301804728929027,0.005963704922309884,-1.3654026526707606
tfidf_prompt_similarity,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_single_topic,payload,independent_payload,3,3,0,0.038325678970550274,0.09584528389664138,-0.0575196049260911,-0.11165898733878925,-0.0055346360819243864,0.95,payload,100,mean_difference,,,,0.2438544767546237,welch_t,1.0,0.587237287258433,-1.0573145569485334
tfidf_prompt_similarity,protocol_variant,ordinary_llm_control,segmented_hex_multi_topic,payload,independent_payload,24,14,0,0.07388197684064796,0.0986021150049486,-0.024720138164300645,-0.04826015362904571,-0.0011114730259210435,0.95,payload,100,mean_difference,,,,0.08863216560767932,welch_t,1.0,0.3631059687798476,-0.6317795739676264
tfidf_prompt_similarity,protocol_variant,ordinary_llm_control,segmented_hex_single_topic,payload,independent_payload,24,3,0,0.07388197684064796,0.09584528389664138,-0.02196330705599342,-0.06944998347867865,0.025104942674814792,0.95,payload,100,mean_difference,,,,0.599741309637039,welch_t,1.0,0.9641410927076449,-0.5769369369747057
tfidf_prompt_similarity,protocol_variant,segmented_hex_multi_topic,segmented_hex_single_topic,payload,independent_payload,14,3,0,0.0986021150049486,0.09584528389664138,0.0027568311083072256,-0.059244879076259284,0.054639325363629095,0.95,payload,100,mean_difference,,,,0.94661017070153,welch_t,1.0,1.0,0.05518879689541626
exact_recovery,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,independent_payload,12,11,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0869565217391304,1.0,fisher_exact,1.0,1.0,
exact_recovery,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,12,12,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0,1.0,fisher_exact,1.0,1.0,
exact_recovery,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,11,12,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,0.92,1.0,fisher_exact,1.0,1.0,
mean_log_probability,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,independent_payload,12,11,0,-5.152732781256717,-5.332052959795065,0.17932017853834736,-0.607497791385846,0.8698802858495833,0.95,payload,100,mean_difference,,,,0.6811082548971261,welch_t,1.0,1.0,0.16606339288873853
mean_log_probability,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,12,12,0,-5.152732781256717,-5.233857387835164,0.081124606578447,-0.5966416848565024,0.7684899314810576,0.95,payload,100,mean_difference,,,,0.8324916765820108,welch_t,1.0,1.0,0.08463942313570791
mean_log_probability,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,11,12,0,-5.332052959795065,-5.233857387835164,-0.09819557195990036,-0.7196759469362041,0.42927379341197236,0.95,payload,100,mean_difference,,,,0.7712169971057318,welch_t,1.0,1.0,-0.1206842297661547
effective_payload_rate,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,independent_payload,12,11,0,2.1833460009678283,2.1499254337114726,0.03342056725635567,-1.8315280870372137,1.71346540821832,0.95,payload,100,mean_difference,,,,0.9715297180933524,welch_t,1.0,1.0,0.014449652055515386
effective_payload_rate,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,12,12,0,2.1833460009678283,2.2101869132547334,-0.026840912286905105,-1.3134398686190882,1.6200715037368516,0.95,payload,100,mean_difference,,,,0.977011402982801,welch_t,1.0,1.0,-0.011489365100752758
effective_payload_rate,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,11,12,0,2.1499254337114726,2.2101869132547334,-0.060261479543260776,-1.7672848278820863,1.7918732323315076,0.95,payload,100,mean_difference,,,,0.9461953343217548,welch_t,1.0,1.0,-0.027438322678021543
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,independent_payload,12,11,0,58.961933766588665,56.11127091952951,2.850662847059155,-7.840931680976021,13.136065391922173,0.95,payload,100,mean_difference,,,,0.6356648547326063,welch_t,1.0,0.9966597105066789,0.1980419581439013
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,12,12,0,58.961933766588665,49.73701838898645,9.224915377602215,1.168291684861852,17.532635443939718,0.95,payload,100,mean_difference,,,,0.05955245992174598,welch_t,1.0,0.2854023550966694,0.7838752170440604
flesch_reading_ease_heuristic,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,11,12,0,56.11127091952951,49.73701838898645,6.37425253054306,-0.9980591120847637,17.898816435283358,0.95,payload,100,mean_difference,,,,0.31353986082814106,welch_t,1.0,0.6692363415995616,0.42313554447522134
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,independent_payload,12,11,0,0.037584865490571794,0.02509994259871209,0.012484922891859703,-0.01409523061201337,0.05181101577091248,0.95,payload,100,mean_difference,,,,0.4843861236747995,welch_t,1.0,0.87176281008336,0.27870573379109465
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,12,12,0,0.037584865490571794,0.02317043828168582,0.014414427208885975,-0.014018796804854369,0.04497717634968613,0.95,payload,100,mean_difference,,,,0.4302514652073881,welch_t,1.0,0.8019013291347972,0.3200630842117796
repeated_bigram_fraction,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,11,12,0,0.02509994259871209,0.02317043828168582,0.0019295043170262718,-0.014322876818873894,0.017099387526670687,0.95,payload,100,mean_difference,,,,0.8146865702796717,welch_t,1.0,1.0,0.09441856347745585
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,independent_payload,12,11,0,2.3402777777777777,1.5227272727272727,0.817550505050505,-0.06373106060606008,1.7674242424242417,0.95,payload,100,mean_difference,,,,0.11046181009559897,welch_t,1.0,0.39517323611664984,0.6604285414512798
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,12,12,0,2.3402777777777777,1.2083333333333333,1.1319444444444444,0.5310763888888886,2.186458333333331,0.95,payload,100,mean_difference,,,,0.023910780131792677,welch_t,1.0,0.138030412578985,1.0016054698270713
surface_flag_total,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,11,12,0,1.5227272727272727,1.2083333333333333,0.31439393939393945,-0.13851010101010094,0.8493686868686868,0.95,payload,100,mean_difference,,,,0.2844286731923771,welch_t,1.0,0.6376667330415188,0.4540083570465773
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,independent_payload,12,11,0,0.09164736047064193,0.0556466850607364,0.03600067540990552,0.016539837128806526,0.05997388946629994,0.95,payload,100,mean_difference,,,,0.01617547346455034,welch_t,1.0,0.10534795538450734,1.0436931006702437
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,12,12,0,0.09164736047064193,0.07012442858956275,0.021522931881079177,-0.003921982029398981,0.048492770215448344,0.95,payload,100,mean_difference,,,,0.15058769986868742,welch_t,1.0,0.47217876071479925,0.587114272164541
tfidf_prompt_similarity,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,independent_payload,11,12,0,0.0556466850607364,0.07012442858956275,-0.014477743528826345,-0.02932771401762019,0.00972144471353177,0.95,payload,100,mean_difference,,,,0.2916178487314008,welch_t,1.0,0.6440950745893548,-0.43226828858225635
exact_recovery,prompt_category,casual_conversation,factual_explanatory,payload,independent_payload,6,6,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,casual_conversation,forum_question_answer,payload,independent_payload,6,6,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,casual_conversation,personal_narrative_blog,payload,independent_payload,6,6,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,casual_conversation,professional_communication,payload,independent_payload,6,5,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.1818181818181819,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,casual_conversation,recipe_procedure,payload,independent_payload,6,6,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,factual_explanatory,forum_question_answer,payload,independent_payload,6,6,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,factual_explanatory,personal_narrative_blog,payload,independent_payload,6,6,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,factual_explanatory,professional_communication,payload,independent_payload,6,5,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.1818181818181819,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,factual_explanatory,recipe_procedure,payload,independent_payload,6,6,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,forum_question_answer,personal_narrative_blog,payload,independent_payload,6,6,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,forum_question_answer,professional_communication,payload,independent_payload,6,5,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.1818181818181819,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,forum_question_answer,recipe_procedure,payload,independent_payload,6,6,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,personal_narrative_blog,professional_communication,payload,independent_payload,6,5,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.1818181818181819,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,personal_narrative_blog,recipe_procedure,payload,independent_payload,6,6,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,1.0,1.0,fisher_exact,1.0,1.0,
exact_recovery,prompt_category,professional_communication,recipe_procedure,payload,independent_payload,5,6,0,1.0,1.0,0.0,0.0,0.0,0.95,payload,100,risk_difference,0.0,1.0,0.8461538461538461,1.0,fisher_exact,1.0,1.0,
mean_log_probability,prompt_category,casual_conversation,factual_explanatory,payload,independent_payload,6,6,0,-6.105668269983197,-5.646129099982656,-0.4595391700005411,-1.23603386006476,0.3584911700607212,0.95,payload,100,mean_difference,,,,0.34798024603486355,welch_t,1.0,0.7127982459101238,-0.5261508891218616
mean_log_probability,prompt_category,casual_conversation,forum_question_answer,payload,independent_payload,6,6,0,-6.105668269983197,-5.179442645334913,-0.9262256246482838,-2.1387928743037152,0.014182547666958086,0.95,payload,100,mean_difference,,,,0.1552464487694764,welch_t,1.0,0.47217876071479925,-0.8237557510397573
mean_log_probability,prompt_category,casual_conversation,personal_narrative_blog,payload,independent_payload,6,6,0,-6.105668269983197,-5.030526359428831,-1.0751419105543665,-1.7081573028379555,-0.5278904423506325,0.95,payload,100,mean_difference,,,,0.030803309630070913,welch_t,1.0,0.16646894991570238,-1.495525982227315
mean_log_probability,prompt_category,casual_conversation,professional_communication,payload,independent_payload,6,5,0,-6.105668269983197,-4.399212942187129,-1.7064553277960686,-2.4485770547622705,-1.0118654087736612,0.95,payload,100,mean_difference,,,,0.008733632982302985,welch_t,1.0,0.06749626967546164,-1.8294831489522108
mean_log_probability,prompt_category,casual_conversation,recipe_procedure,payload,independent_payload,6,6,0,-6.105668269983197,-4.920833604589178,-1.1848346653940194,-1.798490313528283,-0.22368550488471362,0.95,payload,100,mean_difference,,,,0.02252532316319409,welch_t,1.0,0.138030412578985,-1.506755264569882
mean_log_probability,prompt_category,factual_explanatory,forum_question_answer,payload,independent_payload,6,6,0,-5.646129099982656,-5.179442645334913,-0.4666864546477427,-1.3158331269909265,0.5270676695737201,0.95,payload,100,mean_difference,,,,0.42523073609746453,welch_t,1.0,0.8019013291347972,-0.4470058736374585
mean_log_probability,prompt_category,factual_explanatory,personal_narrative_blog,payload,independent_payload,6,6,0,-5.646129099982656,-5.030526359428831,-0.6156027405538254,-1.0422112775190093,-0.10068393778922814,0.95,payload,100,mean_difference,,,,0.09152820328259656,welch_t,1.0,0.3690184703774528,-1.0518008454545087
mean_log_probability,prompt_category,factual_explanatory,professional_communication,payload,independent_payload,6,5,0,-5.646129099982656,-4.399212942187129,-1.2469161577955274,-2.078712701672236,-0.5060027496378541,0.95,payload,100,mean_difference,,,,0.02607181087543418,welch_t,1.0,0.1471608880524507,-1.5203403223013618
mean_log_probability,prompt_category,factual_explanatory,recipe_procedure,payload,independent_payload,6,6,0,-5.646129099982656,-4.920833604589178,-0.7252954953934783,-1.32459977735344,-0.09856373682020458,0.95,payload,100,mean_difference,,,,0.07135694953970313,welch_t,1.0,0.3236547354122249,-1.0883936592785342
mean_log_probability,prompt_category,forum_question_answer,personal_narrative_blog,payload,independent_payload,6,6,0,-5.179442645334913,-5.030526359428831,-0.14891628590608263,-1.0318392100915874,0.5913540735942698,0.95,payload,100,mean_difference,,,,0.7719836048350661,welch_t,1.0,1.0,-0.16209602892378222
mean_log_probability,prompt_category,forum_question_answer,professional_communication,payload,independent_payload,6,5,0,-5.179442645334913,-4.399212942187129,-0.7802297031477847,-1.9164918864570597,0.3065775583951198,0.95,payload,100,mean_difference,,,,0.22288606582680456,welch_t,1.0,0.5662210771499884,-0.7005049797286269
mean_log_probability,prompt_category,forum_question_answer,recipe_procedure,payload,independent_payload,6,6,0,-5.179442645334913,-4.920833604589178,-0.25860904074573554,-1.0793345281320486,0.4828913589563216,0.95,payload,100,mean_difference,,,,0.6334484004769148,welch_t,1.0,0.9966597105066789,-0.2659560607743187
mean_log_probability,prompt_category,personal_narrative_blog,professional_communication,payload,independent_payload,6,5,0,-5.030526359428831,-4.399212942187129,-0.6313134172417021,-1.2389207095118773,-0.035679116810201174,0.95,payload,100,mean_difference,,,,0.15565175475069032,welch_t,1.0,0.47217876071479925,-1.0057124518945375
mean_log_probability,prompt_category,personal_narrative_blog,recipe_procedure,payload,independent_payload,6,6,0,-5.030526359428831,-4.920833604589178,-0.1096927548396529,-0.5091031692339074,0.2709682267823793,0.95,payload,100,mean_difference,,,,0.6561850651295222,welch_t,1.0,1.0,-0.24646780761354395
mean_log_probability,prompt_category,professional_communication,recipe_procedure,payload,independent_payload,5,6,0,-4.399212942187129,-4.920833604589178,0.5216206624020492,-0.17159188566067837,1.1509187061850816,0.95,payload,100,mean_difference,,,,0.24935166710061646,welch_t,1.0,0.5919189106874447,0.731117750606705
effective_payload_rate,prompt_category,casual_conversation,factual_explanatory,payload,independent_payload,6,6,0,4.178322883240917,1.017003382489365,3.1613195007515524,0.6370402902149433,6.004914675718193,0.95,payload,100,mean_difference,,,,0.10220875644807778,welch_t,1.0,0.39334885057290536,1.0635741267425582
effective_payload_rate,prompt_category,casual_conversation,forum_question_answer,payload,independent_payload,6,6,0,4.178322883240917,1.7476992042209434,2.4306236790199742,-0.7043875988993591,5.535796747183058,0.95,payload,100,mean_difference,,,,0.1961711083262181,welch_t,1.0,0.519036057446452,0.7709217762140927
effective_payload_rate,prompt_category,casual_conversation,personal_narrative_blog,payload,independent_payload,6,6,0,4.178322883240917,0.8204921802249491,3.3578307030159684,1.0243319956653083,5.935950150067699,0.95,payload,100,mean_difference,,,,0.0872590524584405,welch_t,1.0,0.3631059687798476,1.1289455172176859
effective_payload_rate,prompt_category,casual_conversation,professional_communication,payload,independent_payload,6,5,0,4.178322883240917,1.1580937680879797,3.0202291151529375,0.1728589093715482,5.566082636047939,0.95,payload,100,mean_difference,,,,0.11487174888656258,welch_t,1.0,0.39969074270119037,0.9519255535663861
