study_phase,model_id,protocol_variant,prompt_category,payload_class,replay_mode,transformation_id,mitigation_id,outcome,analysis_unit,mean,standard_deviation,median,n_payloads,bootstrap_resamples_requested,ci_low,ci_high,bootstrap_resamples_valid,confidence_level,view,hardware_id
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,token_128_bit_hex,,,,flesch_reading_ease_heuristic,payload,56.54262913223141,,56.54262913223141,1,100,56.54262913223141,56.54262913223141,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,75.50000000000003,,75.50000000000003,1,100,75.50000000000003,75.50000000000003,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,62.41181818181819,,62.41181818181819,1,100,62.41181818181819,62.41181818181819,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,sha256_hex,,,,flesch_reading_ease_heuristic,payload,65.52047619047622,,65.52047619047622,1,100,65.52047619047622,65.52047619047622,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,sha256_hex,,,,flesch_reading_ease_heuristic,payload,58.11477928692702,,58.11477928692702,1,100,58.11477928692702,58.11477928692702,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,professional_communication,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,33.98397058823531,,33.98397058823531,1,100,33.98397058823531,33.98397058823531,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,professional_communication,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,60.595113636363635,,60.595113636363635,1,100,60.595113636363635,60.595113636363635,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,professional_communication,uuid_v4,,,,flesch_reading_ease_heuristic,payload,56.29250000000002,,56.29250000000002,1,100,56.29250000000002,56.29250000000002,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,sha256_hex,,,,flesch_reading_ease_heuristic,payload,63.24493421052631,,63.24493421052631,1,100,63.24493421052631,63.24493421052631,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,sha256_hex,,,,flesch_reading_ease_heuristic,payload,58.69400000000002,,58.69400000000002,1,100,58.69400000000002,58.69400000000002,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,token_128_bit_hex,,,,flesch_reading_ease_heuristic,payload,37.455384615384645,,37.455384615384645,1,100,37.455384615384645,37.455384615384645,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,42.60000000000002,,42.60000000000002,1,100,42.60000000000002,42.60000000000002,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,54.439086629001906,,54.439086629001906,1,100,54.439086629001906,54.439086629001906,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,hmac_sha256_hex,,,,flesch_reading_ease_heuristic,payload,49.04693396226415,,49.04693396226415,1,100,49.04693396226415,49.04693396226415,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,hmac_sha256_hex,,,,flesch_reading_ease_heuristic,payload,61.07746606334845,,61.07746606334845,1,100,61.07746606334845,61.07746606334845,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,64.70833333333334,,64.70833333333334,1,100,64.70833333333334,64.70833333333334,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,60.70668082524273,,60.70668082524273,1,100,60.70668082524273,60.70668082524273,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,token_128_bit_hex,,,,flesch_reading_ease_heuristic,payload,36.189354838709676,,36.189354838709676,1,100,36.189354838709676,36.189354838709676,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,token_128_bit_hex,,,,flesch_reading_ease_heuristic,payload,66.22384615384617,,66.22384615384617,1,100,66.22384615384617,66.22384615384617,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,21.565000000000026,,21.565000000000026,1,100,21.565000000000026,21.565000000000026,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,57.22333333333336,,57.22333333333336,1,100,57.22333333333336,57.22333333333336,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,professional_communication,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,31.70789473684212,,31.70789473684212,1,100,31.70789473684212,31.70789473684212,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,professional_communication,nonce_96_bit_hex,,,,flesch_reading_ease_heuristic,payload,38.16500000000002,,38.16500000000002,1,100,38.16500000000002,38.16500000000002,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,recipe_procedure,sha256_hex,,,,flesch_reading_ease_heuristic,payload,16.12855263157897,,16.12855263157897,1,100,16.12855263157897,16.12855263157897,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,recipe_procedure,sha256_hex,,,,flesch_reading_ease_heuristic,payload,16.12855263157897,,16.12855263157897,1,100,16.12855263157897,16.12855263157897,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,sha256_hex,,,,flesch_reading_ease_heuristic,payload,34.42500000000004,,34.42500000000004,1,100,34.42500000000004,34.42500000000004,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,sha256_hex,,,,flesch_reading_ease_heuristic,payload,67.9338970282627,,67.9338970282627,1,100,67.9338970282627,67.9338970282627,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,flesch_kincaid_grade_heuristic,payload,9.392594339622644,,9.392594339622644,1,100,9.392594339622644,9.392594339622644,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,flesch_kincaid_grade_heuristic,payload,9.392594339622644,,9.392594339622644,1,100,9.392594339622644,9.392594339622644,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,forum_question_answer,aes256_gcm_base64,,,,flesch_kincaid_grade_heuristic,payload,6.902506738544474,,6.902506738544474,1,100,6.902506738544474,6.902506738544474,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,forum_question_answer,aes256_gcm_base64,,,,flesch_kincaid_grade_heuristic,payload,6.902506738544474,,6.902506738544474,1,100,6.902506738544474,6.902506738544474,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,,,,flesch_kincaid_grade_heuristic,payload,11.953488372093023,,11.953488372093023,1,100,11.953488372093023,11.953488372093023,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,,,,flesch_kincaid_grade_heuristic,payload,11.953488372093023,,11.953488372093023,1,100,11.953488372093023,11.953488372093023,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,7.028717948717951,,7.028717948717951,1,100,7.028717948717951,7.028717948717951,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,7.028717948717951,,7.028717948717951,1,100,7.028717948717951,7.028717948717951,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,ed25519_signature_base64,,,,flesch_kincaid_grade_heuristic,payload,6.272696078431373,,6.272696078431373,1,100,6.272696078431373,6.272696078431373,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,2.5109890109890145,,2.5109890109890145,1,100,2.5109890109890145,2.5109890109890145,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,2.780348432055753,,2.780348432055753,1,100,2.780348432055753,2.780348432055753,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,11.090000000000003,,11.090000000000003,1,100,11.090000000000003,11.090000000000003,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,9.265036231884057,,9.265036231884057,1,100,9.265036231884057,9.265036231884057,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,7.154655172413797,,7.154655172413797,1,100,7.154655172413797,7.154655172413797,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,11.046785714285718,,11.046785714285718,1,100,11.046785714285718,11.046785714285718,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,aes256_gcm_base64,,,,flesch_kincaid_grade_heuristic,payload,4.366693877551022,,4.366693877551022,1,100,4.366693877551022,4.366693877551022,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,10.419285714285714,,10.419285714285714,1,100,10.419285714285714,10.419285714285714,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,5.9416051364366,,5.9416051364366,1,100,5.9416051364366,5.9416051364366,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,hmac_sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,5.648863636363636,,5.648863636363636,1,100,5.648863636363636,5.648863636363636,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,hmac_sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,7.985432748538013,,7.985432748538013,1,100,7.985432748538013,7.985432748538013,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,9.777692307692309,,9.777692307692309,1,100,9.777692307692309,9.777692307692309,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,10.460148059223688,,10.460148059223688,1,100,10.460148059223688,10.460148059223688,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,professional_communication,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,12.286666666666669,,12.286666666666669,1,100,12.286666666666669,12.286666666666669,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,professional_communication,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,10.06899693981639,,10.06899693981639,1,100,10.06899693981639,10.06899693981639,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,professional_communication,uuid_v4,,,,flesch_kincaid_grade_heuristic,payload,9.840354430379751,,9.840354430379751,1,100,9.840354430379751,9.840354430379751,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,9.961097560975613,,9.961097560975613,1,100,9.961097560975613,9.961097560975613,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,6.277000000000001,,6.277000000000001,1,100,6.277000000000001,6.277000000000001,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,ordinary_llm_control,recipe_procedure,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,11.96166666666667,,11.96166666666667,1,100,11.96166666666667,11.96166666666667,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,10.856170212765957,,10.856170212765957,1,100,10.856170212765957,10.856170212765957,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,7.789623300970874,,7.789623300970874,1,100,7.789623300970874,7.789623300970874,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,9.57,,9.57,1,100,9.57,9.57,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,7.97666666666667,,7.97666666666667,1,100,7.97666666666667,7.97666666666667,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,4.582307692307694,,4.582307692307694,1,100,4.582307692307694,4.582307692307694,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,5.420997706422021,,5.420997706422021,1,100,5.420997706422021,5.420997706422021,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,4.450000000000003,,4.450000000000003,1,100,4.450000000000003,4.450000000000003,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,7.165238095238099,,7.165238095238099,1,100,7.165238095238099,7.165238095238099,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,5.854000000000003,,5.854000000000003,1,100,5.854000000000003,5.854000000000003,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,8.440051948051948,,8.440051948051948,1,100,8.440051948051948,8.440051948051948,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,professional_communication,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,7.7883333333333375,,7.7883333333333375,1,100,7.7883333333333375,7.7883333333333375,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,professional_communication,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,11.003015873015876,,11.003015873015876,1,100,11.003015873015876,11.003015873015876,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,recipe_procedure,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,8.023703703703706,,8.023703703703706,1,100,8.023703703703706,8.023703703703706,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,recipe_procedure,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,8.023703703703706,,8.023703703703706,1,100,8.023703703703706,8.023703703703706,0,0.95,full_message,
,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,hmac_sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,25.38363636363636,,25.38363636363636,1,100,25.38363636363636,25.38363636363636,0,0.95,forced_span,
,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,hmac_sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,8.850057471264371,,8.850057471264371,1,100,8.850057471264371,8.850057471264371,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,flesch_kincaid_grade_heuristic,payload,9.140000000000004,,9.140000000000004,1,100,9.140000000000004,9.140000000000004,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,flesch_kincaid_grade_heuristic,payload,9.140000000000004,,9.140000000000004,1,100,9.140000000000004,9.140000000000004,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,forum_question_answer,aes256_gcm_base64,,,,flesch_kincaid_grade_heuristic,payload,9.392775510204086,,9.392775510204086,1,100,9.392775510204086,9.392775510204086,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,forum_question_answer,aes256_gcm_base64,,,,flesch_kincaid_grade_heuristic,payload,9.392775510204086,,9.392775510204086,1,100,9.392775510204086,9.392775510204086,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,,,,flesch_kincaid_grade_heuristic,payload,15.454482758620689,,15.454482758620689,1,100,15.454482758620689,15.454482758620689,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,,,,flesch_kincaid_grade_heuristic,payload,15.454482758620689,,15.454482758620689,1,100,15.454482758620689,15.454482758620689,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,8.39294117647059,,8.39294117647059,1,100,8.39294117647059,8.39294117647059,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,8.39294117647059,,8.39294117647059,1,100,8.39294117647059,8.39294117647059,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,casual_conversation,ed25519_signature_base64,,,,flesch_kincaid_grade_heuristic,payload,6.773333333333333,,6.773333333333333,1,100,6.773333333333333,6.773333333333333,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,casual_conversation,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,3.0953846153846136,,3.0953846153846136,1,100,3.0953846153846136,3.0953846153846136,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,casual_conversation,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,7.174292929292928,,7.174292929292928,1,100,7.174292929292928,7.174292929292928,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,factual_explanatory,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,15.685555555555556,,15.685555555555556,1,100,15.685555555555556,15.685555555555556,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,factual_explanatory,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,12.76552742616034,,12.76552742616034,1,100,12.76552742616034,12.76552742616034,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,factual_explanatory,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,15.685555555555556,,15.685555555555556,1,100,15.685555555555556,15.685555555555556,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,factual_explanatory,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,12.411203703703706,,12.411203703703706,1,100,12.411203703703706,12.411203703703706,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,forum_question_answer,aes256_gcm_base64,,,,flesch_kincaid_grade_heuristic,payload,4.797142857142859,,4.797142857142859,1,100,4.797142857142859,4.797142857142859,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,forum_question_answer,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,3.9634459459459457,,3.9634459459459457,1,100,3.9634459459459457,3.9634459459459457,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,forum_question_answer,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,7.717703449723604,,7.717703449723604,1,100,7.717703449723604,7.717703449723604,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,personal_narrative_blog,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,6.310588235294119,,6.310588235294119,1,100,6.310588235294119,6.310588235294119,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,personal_narrative_blog,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,9.156553755522832,,9.156553755522832,1,100,9.156553755522832,9.156553755522832,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,personal_narrative_blog,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,6.272307692307695,,6.272307692307695,1,100,6.272307692307695,6.272307692307695,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,personal_narrative_blog,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,10.958081632653062,,10.958081632653062,1,100,10.958081632653062,10.958081632653062,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,professional_communication,uuid_v4,,,,flesch_kincaid_grade_heuristic,payload,12.172282608695653,,12.172282608695653,1,100,12.172282608695653,12.172282608695653,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,recipe_procedure,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,2.6459090909090897,,2.6459090909090897,1,100,2.6459090909090897,2.6459090909090897,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,recipe_procedure,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,5.665000000000003,,5.665000000000003,1,100,5.665000000000003,5.665000000000003,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,ordinary_llm_control,recipe_procedure,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,4.830000000000002,,4.830000000000002,1,100,4.830000000000002,4.830000000000002,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,14.177894736842106,,14.177894736842106,1,100,14.177894736842106,14.177894736842106,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,7.023765020026705,,7.023765020026705,1,100,7.023765020026705,7.023765020026705,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,16.632499999999997,,16.632499999999997,1,100,16.632499999999997,16.632499999999997,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,9.349142857142859,,9.349142857142859,1,100,9.349142857142859,9.349142857142859,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,16.788461538461537,,16.788461538461537,1,100,16.788461538461537,16.788461538461537,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,11.916,,11.916,1,100,11.916,11.916,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,forum_question_answer,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,22.825106382978728,,22.825106382978728,1,100,22.825106382978728,22.825106382978728,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,forum_question_answer,sha256_hex,,,,flesch_kincaid_grade_heuristic,payload,8.398194327253844,,8.398194327253844,1,100,8.398194327253844,8.398194327253844,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,14.630000000000003,,14.630000000000003,1,100,14.630000000000003,14.630000000000003,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,10.379999999999999,,10.379999999999999,1,100,10.379999999999999,10.379999999999999,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,recipe_procedure,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,4.388999999999999,,4.388999999999999,1,100,4.388999999999999,4.388999999999999,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,recipe_procedure,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,4.388999999999999,,4.388999999999999,1,100,4.388999999999999,4.388999999999999,0,0.95,full_message,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,10.823478260869567,,10.823478260869567,1,100,10.823478260869567,10.823478260869567,0,0.95,forced_span,
,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,token_128_bit_hex,,,,flesch_kincaid_grade_heuristic,payload,8.507428571428576,,8.507428571428576,1,100,8.507428571428576,8.507428571428576,0,0.95,full_message,
,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,flesch_kincaid_grade_heuristic,payload,15.433333333333337,,15.433333333333337,1,100,15.433333333333337,15.433333333333337,0,0.95,forced_span,
,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,,,,flesch_kincaid_grade_heuristic,payload,15.433333333333337,,15.433333333333337,1,100,15.433333333333337,15.433333333333337,0,0.95,full_message,
