payload_name,payload_class,primary_trial_count,model_count,prompt_template_count,protocol_variant_count,exact_payload_recovery_all,exact_rank_replay_all
revision_v1_sha256_hex_026,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_027,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_028,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_029,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_030,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_031,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_032,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_033,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_034,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_035,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_036,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_037,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_038,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_039,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_040,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_041,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_042,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_043,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_044,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_045,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_046,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_047,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_048,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_049,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_050,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_051,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_052,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_053,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_054,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_055,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_056,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_057,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_058,sha256_hex,18,3,3,6,1,1
revision_v1_sha256_hex_059,sha256_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_000,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_001,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_002,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_003,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_004,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_005,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_006,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_007,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_008,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_009,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_010,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_011,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_012,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_013,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_014,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_015,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_016,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_017,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_018,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_019,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_020,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_021,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_022,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_023,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_024,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_025,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_026,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_027,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_028,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_029,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_030,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_031,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_032,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_033,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_034,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_035,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_036,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_037,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_038,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_039,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_040,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_041,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_042,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_043,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_044,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_045,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_046,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_047,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_048,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_049,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_050,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_051,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_052,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_053,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_054,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_055,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_056,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_057,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_058,token_128_bit_hex,18,3,3,6,1,1
revision_v1_token_128_bit_hex_059,token_128_bit_hex,18,3,3,6,1,1
revision_v1_uuid_v4_000,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_001,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_002,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_003,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_004,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_005,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_006,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_007,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_008,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_009,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_010,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_011,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_012,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_013,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_014,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_015,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_016,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_017,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_018,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_019,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_020,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_021,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_022,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_023,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_024,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_025,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_026,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_027,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_028,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_029,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_030,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_031,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_032,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_033,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_034,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_035,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_036,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_037,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_038,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_039,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_040,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_041,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_042,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_043,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_044,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_045,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_046,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_047,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_048,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_049,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_050,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_051,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_052,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_053,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_054,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_055,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_056,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_057,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_058,uuid_v4,9,3,3,3,1,1
revision_v1_uuid_v4_059,uuid_v4,9,3,3,3,1,1
