trial_id,model_id,protocol_variant,payload_name,representation_name,H_bits,alphabet_size_B,theoretical_n_B,observed_n_forced,observed_n_tail,R_B_bits_per_forced_token,observed_rate_bits_per_forced_token,R_effective_bits_per_forced_plus_tail_token,rate_upper_bound_bits_per_forced_token,code_space_slack_bits,literal_padding_bits
revision_v1_primary_v2_payload_fidelity_v2__fd577d390832b16129ae,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_047,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__d8009c2740557c4f4ec2,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_047,hex_nibble,256.0,16,64,64,164,4.0,4.0,1.1228070175438596,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__84e063567fffbc8d0e55,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_047,hex_nibble,256.0,16,64,64,147,4.0,4.0,1.2132701421800949,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__b431d37a9ecfc15b5dcb,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_048,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__100ee907e30a1de9d240,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_048,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__bbb23e0e60d3dbb29532,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_048,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__222b28f65c090826540f,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_048,hex_nibble,256.0,16,64,64,423,4.0,4.0,0.5256673511293635,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__bb15bbb61ca7e5a7f53c,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_048,hex_nibble,256.0,16,64,64,439,4.0,4.0,0.5089463220675944,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__98fa62ecf836c07481bf,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_049,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__66e5c374c5c04acbb367,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_049,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__a6a7bcfe9a7efcc4751b,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_049,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__eba79205ecce651989e3,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_049,hex_nibble,256.0,16,64,64,646,4.0,4.0,0.36056338028169016,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__f0e54791c965a5bcc289,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_049,hex_nibble,256.0,16,64,64,271,4.0,4.0,0.764179104477612,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__755dae9cb5a1a1d98bd1,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_050,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__48a5130214197309e9cd,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_050,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__e56d77d355cd5f485ace,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_050,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__52658eaf2d6e27e35035,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_050,hex_nibble,256.0,16,64,64,621,4.0,4.0,0.37372262773722625,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__df90ecd192a7c4dae021,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_050,hex_nibble,256.0,16,64,64,145,4.0,4.0,1.2248803827751196,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__0bd6b8408447ded30622,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_051,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__879c25a866699d695c54,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_051,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__1ac766bc5231660e0f49,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_051,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__99f233cee125437a868a,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_051,hex_nibble,256.0,16,64,64,462,4.0,4.0,0.4866920152091255,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__ff726331cb9b2b230876,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_051,hex_nibble,256.0,16,64,64,214,4.0,4.0,0.920863309352518,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__13679d9b7efee855c9c5,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_052,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__92b299839c1cc0ff69ed,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_052,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__8206acfc1730889d00d3,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_052,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__03cc21d0f68d68011a15,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_052,hex_nibble,256.0,16,64,64,385,4.0,4.0,0.5701559020044543,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__67fb643c38ff979393a4,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_052,hex_nibble,256.0,16,64,64,431,4.0,4.0,0.5171717171717172,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__f3a5736826d8953c292c,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_053,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__742912b3709287db6896,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_053,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__e9be569c71f5854e3dee,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_053,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__643711da2f93c8b0e1c9,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_053,hex_nibble,256.0,16,64,64,639,4.0,4.0,0.36415362731152207,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__170fbb1165be677a59b1,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_053,hex_nibble,256.0,16,64,64,200,4.0,4.0,0.9696969696969697,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__84f9edb469b0a623f936,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_054,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__585356f8cc485dd78eb0,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_054,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__0caad338e6a382756182,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_054,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__be7ab3c6beeb04bba106,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_054,hex_nibble,256.0,16,64,64,357,4.0,4.0,0.6080760095011877,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__d26753d9bb1bf548462b,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_054,hex_nibble,256.0,16,64,64,187,4.0,4.0,1.0199203187250996,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__e1da24df65d2bc85cdbe,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_055,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__39d73c2fc064fb98abd2,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_055,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__0899a8dc5b0554a84a75,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_055,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__410cd2a969829783df8e,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_055,hex_nibble,256.0,16,64,64,319,4.0,4.0,0.6684073107049608,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__155dc6b8454bb2245961,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_055,hex_nibble,256.0,16,64,64,392,4.0,4.0,0.5614035087719298,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__dddef1a041b34f648809,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_056,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__4e63639fa0bc48d61f06,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_056,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__0717390b6d5c2f60b186,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_056,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__e685e1e21cf68e34dab6,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_056,hex_nibble,256.0,16,64,64,275,4.0,4.0,0.7551622418879056,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__71d2628f03b40f328891,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_056,hex_nibble,256.0,16,64,64,167,4.0,4.0,1.1082251082251082,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__07a333f233aeac793b26,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_057,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__de6d6bb7b85ba38305d4,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_057,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__6d09f9a0c72d2f4cae99,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_057,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__89f648f5f2298168f4c1,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_057,hex_nibble,256.0,16,64,64,703,4.0,4.0,0.33376792698826596,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__eac45a59f34ab4a63fc3,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_057,hex_nibble,256.0,16,64,64,227,4.0,4.0,0.8797250859106529,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__a4961e1eef58ecd175ae,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_058,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__88a836ced7c9c7c46df5,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_058,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__8f3d50c2ca269c99f499,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_058,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__995e9c12409013a1d18e,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_058,hex_nibble,256.0,16,64,64,657,4.0,4.0,0.3550624133148405,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__3670b2456e59227e3ac6,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_058,hex_nibble,256.0,16,64,64,653,4.0,4.0,0.35704323570432356,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__0d475db34d3d9e59f009,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_sha256_hex_059,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__2cbe3ae77d145bacc766,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_sha256_hex_059,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__28bb2c8e1d4a85828c98,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_sha256_hex_059,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__d986d7659f76ca07a1e3,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_sha256_hex_059,hex_nibble,256.0,16,64,64,394,4.0,4.0,0.5589519650655022,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__3bb71f6007894c47ea41,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_sha256_hex_059,hex_nibble,256.0,16,64,64,124,4.0,4.0,1.3617021276595744,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__b0b64f624f2c7ba2519c,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_hmac_sha256_hex_000,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__b35002fc9b0a68236ae5,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_hmac_sha256_hex_000,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__46e3711f3456079c0eea,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_hmac_sha256_hex_000,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__be8c2622b3ff745afaca,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_hmac_sha256_hex_000,hex_nibble,256.0,16,64,64,433,4.0,4.0,0.5150905432595574,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__c0429c3641c6d12b68a8,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_000,hex_nibble,256.0,16,64,64,523,4.0,4.0,0.43611584327086883,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__b6d30585725dbac3d616,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_hmac_sha256_hex_001,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__f9bc3ecb6925ebafdce9,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_hmac_sha256_hex_001,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__3717e2e9d24d6c9e27cc,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_hmac_sha256_hex_001,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__02c58f9ac4951f89c1c7,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_hmac_sha256_hex_001,hex_nibble,256.0,16,64,64,378,4.0,4.0,0.579185520361991,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__4d064ce34de5c0ac85ec,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_001,hex_nibble,256.0,16,64,64,412,4.0,4.0,0.5378151260504201,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__7bda87968be03fb2bbca,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_hmac_sha256_hex_002,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__e442e186ca7896d3dd17,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_hmac_sha256_hex_002,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__e3320a027e2c8a7bcf0d,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_hmac_sha256_hex_002,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__06c393c6572f1e9d8fb9,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_hmac_sha256_hex_002,hex_nibble,256.0,16,64,64,356,4.0,4.0,0.6095238095238096,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__fccf75a89a2b0cd9f2d9,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_002,hex_nibble,256.0,16,64,64,388,4.0,4.0,0.5663716814159292,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__d7aa0204c5e89e720162,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_hmac_sha256_hex_003,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__8ed89322e60c07c5b5b3,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_hmac_sha256_hex_003,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__ef3f66a29d8bce5957e3,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_hmac_sha256_hex_003,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__cd56a196e015d4a0206b,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_hmac_sha256_hex_003,hex_nibble,256.0,16,64,64,600,4.0,4.0,0.3855421686746988,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__4e02af22508683cbf135,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_003,hex_nibble,256.0,16,64,64,605,4.0,4.0,0.38266068759342303,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__7015e071bdbadca5bdf8,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_hmac_sha256_hex_004,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__69888c5e52730275015a,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_hmac_sha256_hex_004,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__d0bfdd338a49a2d13638,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_hmac_sha256_hex_004,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__70729d8b86dcf7222bec,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_hmac_sha256_hex_004,hex_nibble,256.0,16,64,64,667,4.0,4.0,0.35020519835841313,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__a9d35cff1ad6264eacd6,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_004,hex_nibble,256.0,16,64,64,179,4.0,4.0,1.0534979423868314,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__3c44fc73506a9cb25985,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_hmac_sha256_hex_005,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__ac7dc152566aec851b28,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_hmac_sha256_hex_005,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__f51d5201239189873170,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_hmac_sha256_hex_005,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__2e66af00f10a681ec40e,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_hmac_sha256_hex_005,hex_nibble,256.0,16,64,64,352,4.0,4.0,0.6153846153846154,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__92cfd708ab71bc950df8,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_005,hex_nibble,256.0,16,64,64,172,4.0,4.0,1.0847457627118644,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__70c6c2cd55a85be5ae07,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_hmac_sha256_hex_006,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__b71502dbf7c858247169,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_hmac_sha256_hex_006,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__1e44cfccab378e1c273e,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_hmac_sha256_hex_006,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__dd1dbf58937be89e35be,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_hmac_sha256_hex_006,hex_nibble,256.0,16,64,64,398,4.0,4.0,0.5541125541125541,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__d6fdf54779bf9651370b,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_006,hex_nibble,256.0,16,64,64,443,4.0,4.0,0.504930966469428,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__aae540219fe857c70af1,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_hmac_sha256_hex_007,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__de026170ff2105315890,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_hmac_sha256_hex_007,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__63630a5664cdaa4c9a93,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_hmac_sha256_hex_007,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__8f1e3fa4ca64a2b457b3,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,revision_v1_hmac_sha256_hex_007,hex_nibble,256.0,16,64,64,135,4.0,4.0,1.2864321608040201,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__119763f10f89f1e6d880,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,revision_v1_hmac_sha256_hex_007,hex_nibble,256.0,16,64,64,230,4.0,4.0,0.8707482993197279,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__d57a5f7198009d823f6d,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,revision_v1_hmac_sha256_hex_008,ascii_b8,512.0,8,171,171,0,2.9941520467836256,2.9941520467836256,2.9941520467836256,3.0,1.0,1
revision_v1_primary_v2_payload_fidelity_v2__4f328e3a3793e5ed2493,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,revision_v1_hmac_sha256_hex_008,ascii_b16,512.0,16,128,128,0,4.0,4.0,4.0,4.0,0.0,0
revision_v1_primary_v2_payload_fidelity_v2__3ee34572a5cc06c81191,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,revision_v1_hmac_sha256_hex_008,hex_nibble,256.0,16,64,64,0,4.0,4.0,4.0,4.0,0.0,0
