evidence_domain,source_stage,study_phase,language,model_id,protocol_variant,representation_name,alphabet_size_B,segmented,tail_policy,token_filter,leadin_tokens,topic_schedule,outcome,group_record_count,n,missing_n,payload_units,mean,standard_deviation,median,minimum,maximum,ci_low,ci_high,confidence_level,interval_method,bootstrap_resamples,bootstrap_seed
quality_greedy_endpoint,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,16,deterministic_six_category_rotation,Q_greedy_nats_per_forced_token,48,48,0,48,0.45293053452784277,0.09162164932256789,0.43077109019236226,0.3095771372117391,0.7584003681279712,0.4282154325821888,0.47820470415105754,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,16,deterministic_six_category_rotation,Q_rank_B_nats_per_forced_token,48,48,0,48,9.293905021633435,0.5559730599703568,9.369576787557516,8.025765778834357,10.409755619770767,9.139044946965663,9.450975376279933,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,16,deterministic_six_category_rotation,Delta_B_nats_per_forced_token,48,48,0,48,6.6183219384919445,0.5548664531960023,6.587053510049978,5.548416515191396,8.173293471336365,6.466228107309953,6.769145036693145,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,16,deterministic_six_category_rotation,minimum_lower_margin_nats,48,48,0,48,0.16039069493611655,0.4542813363312091,0.0,0.0,1.7685508728027344,0.047349135080973305,0.294130721191565,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,16,deterministic_six_category_rotation,minimum_upper_margin_nats,48,48,0,48,0.005173216263453166,0.018252438935357437,0.0,0.0,0.10336112976074219,0.0008065402507781982,0.011052587876717247,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,forced_position_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,tail_overhead_tokens,48,48,0,48,294.3125,197.01907848539452,296.0,42.0,747.0,241.64427083333334,349.9796875,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,cover_length_residual_tokens,48,48,0,48,294.3125,197.01907848539452,296.0,42.0,747.0,240.9765625,350.2791666666666,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,observed_rate_bits_per_forced_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,R_effective_bits_per_forced_plus_tail_token,48,48,0,48,0.7033143512573755,0.3467686004875115,0.6757628310941168,0.2428842504743833,1.4545454545454546,0.6076371823331205,0.8078544758145806,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,code_space_utilization,48,48,0,48,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,unused_codeword_fraction,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,Q_B_nats_per_forced_token,48,48,0,48,5.988940887023667,0.4730219376597279,5.886097196325105,5.135074896040237,7.4755797736334,5.855032065271063,6.121268163964709,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,Q_greedy_nats_per_forced_token,48,48,0,48,0.6376483222830566,0.10538068953689982,0.6162932368182771,0.47331976641279677,0.947289255681312,0.6085562614208254,0.6706552889145457,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,Q_rank_B_nats_per_forced_token,48,48,0,48,7.9840074658340825,0.590911033836411,7.9041310539133365,6.954306021851558,9.703184427494001,7.82356022908289,8.16478374603922,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,Delta_B_nats_per_forced_token,48,48,0,48,5.3512925647406115,0.5382962522135176,5.258430328220129,4.187785640358925,6.976234495639801,5.194569079082512,5.512600058473698,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,minimum_lower_margin_nats,48,48,0,48,0.053553760051727295,0.16878026473369162,0.0,0.0,0.8811731338500977,0.013527969519297281,0.10286212017138799,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,2,deterministic_six_category_rotation,minimum_upper_margin_nats,48,48,0,48,0.006239394346872966,0.02699472436138022,0.0,0.0,0.17237567901611328,0.0004838829239209502,0.015162889162699379,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,forced_position_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,tail_overhead_tokens,48,48,0,48,234.625,181.86956104318983,169.0,43.0,818.0,187.70677083333334,288.3515624999999,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,cover_length_residual_tokens,48,48,0,48,234.625,181.86956104318983,169.0,43.0,818.0,186.2046875,286.4598958333333,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,observed_rate_bits_per_forced_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,R_effective_bits_per_forced_plus_tail_token,48,48,0,48,0.8672124963460952,0.3833490995978611,0.9802173743060443,0.24196597353497165,1.7066666666666668,0.7600423758128116,0.9737729514214367,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,code_space_utilization,48,48,0,48,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,unused_codeword_fraction,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,Q_B_nats_per_forced_token,48,48,0,48,7.220701971416122,0.6522731751357491,7.133384278721508,6.10142062808016,8.664888470518452,7.0415029523724355,7.398341121176503,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,Q_greedy_nats_per_forced_token,48,48,0,48,0.4213626178952852,0.08344630117571308,0.415335273990761,0.21714108104294846,0.635029011111022,0.3966326303833255,0.44485960141582703,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,Q_rank_B_nats_per_forced_token,48,48,0,48,9.57547885294783,0.6479137866429912,9.659759080017821,8.103475147111995,11.206054097630293,9.392679332586596,9.75830664231846,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,Delta_B_nats_per_forced_token,48,48,0,48,6.799339353520838,0.7114062500138901,6.7330632867912446,5.635900000731151,8.447747389475504,6.615690597912503,6.993843282155124,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,minimum_lower_margin_nats,48,48,0,48,0.06985221306482951,0.26858421783838393,0.0,0.0,1.423579216003418,0.003451089064280192,0.15175800969203312,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,32,deterministic_six_category_rotation,minimum_upper_margin_nats,48,48,0,48,0.014144321282704672,0.04137707144958919,0.0,0.0,0.1834545135498047,0.004623475174109149,0.026429704825083413,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,forced_position_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,tail_overhead_tokens,48,48,0,48,217.04166666666666,164.8589285178596,174.0,36.0,756.0,174.6859375,264.60572916666666,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,cover_length_residual_tokens,48,48,0,48,217.04166666666666,164.8589285178596,174.0,36.0,756.0,172.09947916666667,263.4093749999999,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,observed_rate_bits_per_forced_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,R_effective_bits_per_forced_plus_tail_token,48,48,0,48,0.8733429298573748,0.33842046258492714,0.9436298468556533,0.29003021148036257,1.6,0.7795958778265726,0.9691223302290135,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,code_space_utilization,48,48,0,48,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,unused_codeword_fraction,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,Q_B_nats_per_forced_token,48,48,0,48,6.2414344457657736,0.596913824814394,6.146731640910955,4.964313844923251,7.794947905928783,6.072750734400203,6.416013288553928,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,Q_greedy_nats_per_forced_token,48,48,0,48,0.6057569905139434,0.12225653276333405,0.5755934450791806,0.378252271404756,0.9431082476200826,0.5734142351370922,0.640451935578085,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,Q_rank_B_nats_per_forced_token,48,48,0,48,8.253594057019463,0.5148704810650259,8.188224062021625,7.492418507818453,10.030945483437073,8.109948843037776,8.402058526974624,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,Delta_B_nats_per_forced_token,48,48,0,48,5.635677455251829,0.6699402668157395,5.55435394247373,4.313259085019429,7.416695634524028,5.447939905933001,5.823284907298835,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,minimum_lower_margin_nats,48,48,0,48,0.06309306621551514,0.23439793419985763,0.0,0.0,1.1934881210327148,0.00968575576941173,0.1333442871769269,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,4,deterministic_six_category_rotation,minimum_upper_margin_nats,48,48,0,48,0.00914067029953003,0.03389246823943856,0.0,0.0,0.2109203338623047,0.0016709168752034504,0.019412440061569204,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,forced_position_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,tail_overhead_tokens,48,48,0,48,292.8958333333333,210.29515626430143,277.0,45.0,860.0,235.83281250000002,351.3499999999999,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,cover_length_residual_tokens,48,48,0,48,292.8958333333333,210.29515626430143,277.0,45.0,860.0,235.99687500000002,350.1505208333333,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,observed_rate_bits_per_forced_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,R_effective_bits_per_forced_plus_tail_token,48,48,0,48,0.7324175498801012,0.3714133473499572,0.5921367521367522,0.21694915254237288,1.5802469135802468,0.6343912314126187,0.8384084215014379,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,code_space_utilization,48,48,0,48,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,unused_codeword_fraction,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,Q_B_nats_per_forced_token,48,48,0,48,6.507007611883178,0.5093358915329245,6.446551131951469,5.51971109594464,7.586063728220966,6.357530132680538,6.64823840010784,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_greedy_endpoint,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,Q_greedy_nats_per_forced_token,48,48,0,48,0.5421360204087304,0.08399238093324306,0.543349449911909,0.3119545925077387,0.7180975005280501,0.5172661098522794,0.5670254625267718,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_rank_B_endpoint,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,Q_rank_B_nats_per_forced_token,48,48,0,48,8.641615620575012,0.48898085175706263,8.635602170575579,7.682006218885975,10.338657195212106,8.511069516556299,8.78504541443414,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_penalty,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,Delta_B_nats_per_forced_token,48,48,0,48,5.964871591474448,0.5541204300286872,5.9236590688427295,4.908505400021871,7.236944397290547,5.817550203610315,6.1272932537119935,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,minimum_lower_margin_nats,48,48,0,48,0.07032165924708049,0.20432697827033539,0.0,0.0,0.837794303894043,0.020797193547089914,0.13327566385269163,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_bound_margin,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,dynamic_completion_v1,safe_text_filter_v1,8,deterministic_six_category_rotation,minimum_upper_margin_nats,48,48,0,48,0.014787137508392334,0.05169676987984554,0.0,0.0,0.27971744537353516,0.002503668268521628,0.031202297409375503,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_residual,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,forced_position_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_tail_overhead,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,tail_overhead_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_total_overhead,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,cover_length_residual_tokens,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_rate,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,observed_rate_bits_per_forced_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_effective_rate,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,R_effective_bits_per_forced_plus_tail_token,48,48,0,48,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,code_space_utilization,48,48,0,48,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
capacity_code_space,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,unused_codeword_fraction,48,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
quality_surprisal,ablation_v2,ablation_v2_confirmatory,en,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hex_nibble,16.0,True,none,safe_text_filter_v1,0,deterministic_six_category_rotation,Q_B_nats_per_forced_token,48,48,0,48,5.128379297784077,0.40162393931767587,5.0892449516735905,4.312939455725734,6.216785207378497,5.018957336685924,5.23860446886212,0.95,payload_cluster_percentile_bootstrap,2000,2026080801
