source_stage,study_phase,language,model_id,protocol_variant,representation_name,alphabet_size_B,segmented,tail_policy,token_filter,leadin_tokens,topic_schedule,trial_id,payload_name,payload_class,H_bits,theoretical_n_B,observed_n_forced,observed_n_tail,forced_position_residual_tokens,cover_length_residual_tokens,observed_rate_bits_per_forced_token,R_effective_bits_per_forced_plus_tail_token,Q_B_nats_per_forced_token,Delta_B_nats_per_forced_token
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__8d4a9616f5c9a8a5dd70,revision_v1_aes256_gcm_base64_059,aes256_gcm_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,3.9331183499722857,2.6768224015831947
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__1e5f5af3a2c982661888,revision_v1_chacha20_poly1305_base64_000,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.382728273214819,2.426010009140996
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__f97f224fee6eae703050,revision_v1_chacha20_poly1305_base64_000,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.090822824393966,3.0184445902705193
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__153f3baf38c2ecf6c06d,revision_v1_chacha20_poly1305_base64_001,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.3311116659944418,2.4083371190299765
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__052478adc669b5d56f27,revision_v1_chacha20_poly1305_base64_001,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.207553027176041,3.1997017711400986
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__456970521fa218d6ed50,revision_v1_chacha20_poly1305_base64_002,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.4201000827880566,2.177831761321129
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__9635547f1954247c66e3,revision_v1_chacha20_poly1305_base64_002,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,3.834683741241099,2.511791780591011
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__cd3e733f656a46899d36,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.569220528918219,2.522887480886359
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__ac89fc804b4106e744b5,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.207543799664182,2.80062422901392
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__f144e76c92631575ffdb,revision_v1_chacha20_poly1305_base64_004,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.3855205680266875,2.2974659769158614
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__c4ba22d331115ca3bea5,revision_v1_chacha20_poly1305_base64_004,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,3.88602276308273,2.2735651060938835
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__117c20bec5d0cc460c8a,revision_v1_chacha20_poly1305_base64_005,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.128281832202979,1.7563317114846748
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__8ef05dcd461bf7a11ce5,revision_v1_chacha20_poly1305_base64_005,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.298442794759785,2.998640537261963
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__e4e10444c32c1de7184b,revision_v1_chacha20_poly1305_base64_006,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.5948173785100006,2.696106470119186
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__7ab4b0e01dbf57361851,revision_v1_chacha20_poly1305_base64_006,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.169792108524957,3.0680950731039047
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__347227304ee41301ac87,revision_v1_chacha20_poly1305_base64_007,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.3067680127732957,2.176863597847565
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__a7e48a21bd17c502983b,revision_v1_chacha20_poly1305_base64_007,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.0768973217459825,2.793074533343315
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__05d7b40520a303881f79,revision_v1_chacha20_poly1305_base64_008,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.4484938916620758,2.5041422704507035
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__4f1c2bd51502cf60b4fc,revision_v1_chacha20_poly1305_base64_008,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.087344120939365,2.7180801182985306
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__29e5e557e14f0b10f9e0,revision_v1_chacha20_poly1305_base64_009,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.792754009952963,2.9961696312441464
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__1904ff3cf108ccb8e282,revision_v1_chacha20_poly1305_base64_009,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.305239705209901,2.9368970096111298
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__115b5db88df4c269f301,revision_v1_chacha20_poly1305_base64_010,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.641557635375363,2.804710588957134
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__6b34575974b0d4fb4da6,revision_v1_chacha20_poly1305_base64_010,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.085880650502312,2.9840978533029556
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__acc92662298941dc4a12,revision_v1_chacha20_poly1305_base64_011,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.4326524167002246,2.449871330930476
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__59445529feac25162707,revision_v1_chacha20_poly1305_base64_011,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.111488532066837,2.780741795897484
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__893b475e1fda400c3766,revision_v1_chacha20_poly1305_base64_012,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.604738787908912,2.7364596149377656
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__c1fbc4aebfb3303f9b9f,revision_v1_chacha20_poly1305_base64_012,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,3.9727808744691706,2.767097979784012
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__adb9218b0db555437120,revision_v1_chacha20_poly1305_base64_013,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.5807027875989297,2.6773931157519244
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__e7ff15ec9ba9c4d13d60,revision_v1_chacha20_poly1305_base64_013,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.153790477538443,3.045996993780136
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__2bb059e623bedd86b1bb,revision_v1_chacha20_poly1305_base64_014,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.7263596204966674,2.8873637684604576
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__e3ae2c83924ab079c739,revision_v1_chacha20_poly1305_base64_014,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.741308694753466,3.8789809942245483
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__afc8b255b1e5dbe1b184,revision_v1_chacha20_poly1305_base64_015,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.291436907060207,2.172069393403349
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__a3a60464bcb2b66786cd,revision_v1_chacha20_poly1305_base64_015,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.072022104202958,2.954497143626213
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__36d33dc616cf7b1c8143,revision_v1_chacha20_poly1305_base64_016,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.461508290683398,2.3288601657800507
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__3b2bd101312f5b9500b8,revision_v1_chacha20_poly1305_base64_016,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.174390044587144,2.7982902228832245
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__0cc688d00f85ca171bbd,revision_v1_chacha20_poly1305_base64_017,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.3219590963284777,2.1637826384159555
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__ce5c0ed5bb36722a8ac3,revision_v1_chacha20_poly1305_base64_017,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.1568965545628656,2.966634973883629
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__55d43c194bc5f4db4e33,revision_v1_chacha20_poly1305_base64_018,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.3662522009120615,2.3640543173628243
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__55dedc67e92c69b5ad1e,revision_v1_chacha20_poly1305_base64_018,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.056577673200063,2.9463868141174316
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__eb076082753c1af46473,revision_v1_chacha20_poly1305_base64_019,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.463377148044124,2.3726958280418353
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__48e23ceb91c0863ef792,revision_v1_chacha20_poly1305_base64_019,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.37421577542037,3.345785364508629
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__14e6ca7c643e1cd9a9f9,revision_v1_chacha20_poly1305_base64_020,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.8036993136813595,2.7754663222017344
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__4d7a5ab204e8e5c5e782,revision_v1_chacha20_poly1305_base64_020,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,3.76395521253919,2.7518582195043564
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__67aba5c7d7cf1520a635,revision_v1_chacha20_poly1305_base64_021,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.273993039960185,2.1221859803673815
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__eb8a52ef8739c5eefdf8,revision_v1_chacha20_poly1305_base64_021,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,3.809543903570565,2.1945301070809364
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__2971aea912596a0ed349,revision_v1_chacha20_poly1305_base64_022,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.5661046643413585,2.4216519629049023
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__09d718a4f69c417736f5,revision_v1_chacha20_poly1305_base64_022,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,3.9693609517291555,2.4899109080433846
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__f7ddcac9909a3c95ec08,revision_v1_chacha20_poly1305_base64_023,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.429606455394652,2.216556443108453
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__1372cd24db6c24438d97,revision_v1_chacha20_poly1305_base64_023,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,3.965534388654442,2.5596607103943825
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__a87189ed77dfa2b237e4,revision_v1_chacha20_poly1305_base64_024,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.6304781114806275,2.7066031004253186
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__ef86a5096fcf826953a0,revision_v1_chacha20_poly1305_base64_024,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.0365365399386866,2.449240528047085
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__9c68bc7f29342fddc477,revision_v1_chacha20_poly1305_base64_025,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.6020924312835163,2.7259927939253243
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__0a163eed039db27ccc7c,revision_v1_chacha20_poly1305_base64_025,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.108464145955918,3.002413272857666
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__cf622416c816bc8b60e6,revision_v1_chacha20_poly1305_base64_026,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.3522177533987025,2.3401654895983244
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__3d8f8f04d5c1e2b9e293,revision_v1_chacha20_poly1305_base64_026,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.057281121806045,2.956814058125019
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__101cdcbf190a4d82ff46,revision_v1_chacha20_poly1305_base64_027,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.0619421497394224,1.7847166340253506
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__03da2755f096232022cc,revision_v1_chacha20_poly1305_base64_027,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.055413846361145,3.0167634561657906
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__cdb9081ca1b2dffb1daa,revision_v1_chacha20_poly1305_base64_028,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.8082829137341863,2.897359981871488
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__d6587d184a67b9b57312,revision_v1_chacha20_poly1305_base64_028,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.1710833932330065,2.8934145644307137
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__5e843f631e8ed611847b,revision_v1_chacha20_poly1305_base64_029,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.629296935439426,2.696246559856928
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__82a6657201b2c27771a3,revision_v1_chacha20_poly1305_base64_029,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,3.8254605488568685,2.64431544393301
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__ee4b1f8fc0499cb211d1,revision_v1_chacha20_poly1305_base64_030,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.3350854732358246,2.370696837441963
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__eeeabbbe9d2d5b186d66,revision_v1_chacha20_poly1305_base64_030,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.106085351961266,2.9423873014748096
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__26f2ab361c9847da2392,revision_v1_chacha20_poly1305_base64_031,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.390168965828886,2.3295600344563088
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__8710682fb4e8370d9544,revision_v1_chacha20_poly1305_base64_031,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.004067554069019,2.642248474061489
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__e68e0c4c03b23c55813e,revision_v1_chacha20_poly1305_base64_032,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.4532589894266907,2.5096628345244114
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ascii_b16,16.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__8ad4fbb66e0b737321a8,revision_v1_chacha20_poly1305_base64_032,chacha20_poly1305_base64,512.0,128.0,128.0,0.0,0.0,0.0,4.0,4.0,4.192583409349401,2.9593869522213936
primary_v2,primary_v2_confirmatory,en,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,ascii_b8,8.0,False,none,none,0,not_applicable,revision_v1_primary_v2_payload_fidelity_v2__2a67b9981df20479d1fc,revision_v1_chacha20_poly1305_base64_033,chacha20_poly1305_base64,512.0,171.0,171.0,0.0,0.0,0.0,2.9941520467836256,2.9941520467836256,3.484836177831225,2.1028637188917014
