evaluation_id,source_work_id,generator_model_id,evaluator_model_id,source_record_type,protocol_variant,text_view,text_sha256_evaluator,text_sha256_statistics,text_sha256_exact,source_type_exact,confirmatory_pooling_eligible
heldout_eval_smoke_v3_payload_fidelity_v2__aac8797e5c1dabff01fd4cf8,revision_v1_smoke_v3_payload_fidelity_v2__eaf22b34a8639521463b,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,rankcloak_trial,nonseg_ascii_b16,full_message,256875d2c1e67f571537cf275d13f4e76aa1a0ff5e9f8ff2e8fca8b3902487ec,256875d2c1e67f571537cf275d13f4e76aa1a0ff5e9f8ff2e8fca8b3902487ec,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__2baa8534445dc1ae42473afa,revision_v1_smoke_v3_payload_fidelity_v2__f0bb2c8cbca05d915e48,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,d8c8a8feb1d41bd04d1be395542f7d82ff703ae61f6288924180b1de9b8f09cc,d8c8a8feb1d41bd04d1be395542f7d82ff703ae61f6288924180b1de9b8f09cc,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__051ec40c6fd73c128e435269,revision_v1_smoke_v3_payload_fidelity_v2__fc3f99d7d74f47dac615,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,7de4b52c6af1a5eff17b75a32f12a91e75fa258fd8049b830e57580b1413843c,7de4b52c6af1a5eff17b75a32f12a91e75fa258fd8049b830e57580b1413843c,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__6b413095e5fd67f9dcb661db,revision_v1_smoke_v3_payload_fidelity_v2__fc556af7f71add5e28c0,mistral_7b_instruct_v0_3_q4_k_m,llama3_8b_instruct_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,9b0650fd075f07e34dbf4bbe045f3eb691372bbac721ea8f490e3fac334755b7,9b0650fd075f07e34dbf4bbe045f3eb691372bbac721ea8f490e3fac334755b7,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__7d58f2abaf2c7a2af14e0c92,revision_v1_smoke_v3_payload_fidelity_v2__193ebe801a6a5572c893,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,b0df9b8ca83e6481f7631ec44f57cab655a5ffe45167af72e646e2e6b1a7d00f,b0df9b8ca83e6481f7631ec44f57cab655a5ffe45167af72e646e2e6b1a7d00f,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__74e4108cd64c3ef8ea0b9587,revision_v1_smoke_v3_payload_fidelity_v2__1a2bf62b39aa7e241800,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,b49e1df5743a2a8c46c7d88549ce5f1bde500e43e298985a374333283887e26f,b49e1df5743a2a8c46c7d88549ce5f1bde500e43e298985a374333283887e26f,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__d75546283b85c6a1b6bd9e34,revision_v1_smoke_v3_payload_fidelity_v2__1d649b686e3826f569e8,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,b9559d0603ec7235c180ea6787e7734237ad1bbebc242610177473bb19c23836,b9559d0603ec7235c180ea6787e7734237ad1bbebc242610177473bb19c23836,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__a0a904d260a917a10233318a,revision_v1_smoke_v3_payload_fidelity_v2__1dee5a1637d5813833c5,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,segmented_hex_single_topic,full_message,3202a73247424653c35a13a856cf7e232b5a5aea19dc0c33d0cdca2fa9528854,3202a73247424653c35a13a856cf7e232b5a5aea19dc0c33d0cdca2fa9528854,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__81a45b7ea6f301c71c2ce7ad,revision_v1_smoke_v3_payload_fidelity_v2__1f886446d8333cadc432,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,nonseg_hex_nibble_b16,full_message,d8d56a453aecc3fb992062319b632b2052b50cee5418d082192af41b7727f815,d8d56a453aecc3fb992062319b632b2052b50cee5418d082192af41b7727f815,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__aa00a7bcaf4c393933fbda00,revision_v1_smoke_v3_payload_fidelity_v2__1fb13b2834b1ec24fa7a,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,5a37af16c87294d14b00d09e82add66ee9284e11afd006a8a293641ccf1bfc02,5a37af16c87294d14b00d09e82add66ee9284e11afd006a8a293641ccf1bfc02,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__fcf819f95a0ef40260c19c1e,revision_v1_smoke_v3_payload_fidelity_v2__21caec8f64deeceed6a4,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,0af230d0020fb4117ac473ffcfc44eb8a5637135a3895a47f694ef07096d04f2,0af230d0020fb4117ac473ffcfc44eb8a5637135a3895a47f694ef07096d04f2,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__682243dada68ba3df2ce736b,revision_v1_smoke_v3_payload_fidelity_v2__23039c8009c1f627ed30,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,0b45789debe6cc3338cb707acaf31f77ddd71813e396d460f2d54bd38e81f620,0b45789debe6cc3338cb707acaf31f77ddd71813e396d460f2d54bd38e81f620,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__d37493c37c81d349bf108d60,revision_v1_smoke_v3_payload_fidelity_v2__28a02a2d5be9b0b0ec4c,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,12b4fdfd8cb111a342a10ae22393fd48d6565c082ee9695a6ee59a2f6b6d8b80,12b4fdfd8cb111a342a10ae22393fd48d6565c082ee9695a6ee59a2f6b6d8b80,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__c1af1bd7a22183c44a72cf1e,revision_v1_smoke_v3_payload_fidelity_v2__2e155d72ebd15a0edabb,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,direct_subword_calgacus,full_message,b4a93f7a248ab43a853fb737b345d869d537f05606717bd48cae7673a77a7517,b4a93f7a248ab43a853fb737b345d869d537f05606717bd48cae7673a77a7517,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__444e96ea9d479d74b456a71a,revision_v1_smoke_v3_payload_fidelity_v2__35b689c40a8db14e8f07,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,7b55b0b335aa539c6fffea8761be0722af095f34739e8dcbabe86312212cb00b,7b55b0b335aa539c6fffea8761be0722af095f34739e8dcbabe86312212cb00b,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__dd2e3d838d4b336884c39de3,revision_v1_smoke_v3_payload_fidelity_v2__41f763b279e02bc317de,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,nonseg_ascii_b8,full_message,1e0dd674702d3e1f820f5a2bf0ad63263bcb2582138c53af0bed7a81f0b0ded2,1e0dd674702d3e1f820f5a2bf0ad63263bcb2582138c53af0bed7a81f0b0ded2,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__8296a93707d656bcedf89a6a,revision_v1_smoke_v3_payload_fidelity_v2__467784449f2d4258d24a,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,dc813c462b89bec0597595ee85745094dabc290747b7f3d0966405073b11f94c,dc813c462b89bec0597595ee85745094dabc290747b7f3d0966405073b11f94c,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__8fb5f03b03c7fe373b3a8e66,revision_v1_smoke_v3_payload_fidelity_v2__4a70deee6de87fbf8af8,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,8e0a7b73e4a2a87d321195314633e5af7fc65f6d7f62f72d91a00e2beac96f41,8e0a7b73e4a2a87d321195314633e5af7fc65f6d7f62f72d91a00e2beac96f41,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__38c7510f8ca9ae50b76f875b,revision_v1_smoke_v3_payload_fidelity_v2__51f1b6b76c3168535706,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,4df2c26da0be7bb329edd4eaa76b7086cf6dcbc125daa986cdb127d4576705b3,4df2c26da0be7bb329edd4eaa76b7086cf6dcbc125daa986cdb127d4576705b3,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__e4ce8b3cd52f6360affc9731,revision_v1_smoke_v3_payload_fidelity_v2__662b04de5400ae8157de,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,06cb79c55fc37978b3ed3799c7fe74590ca3cd3fb32b74451ff78df0976e5be2,06cb79c55fc37978b3ed3799c7fe74590ca3cd3fb32b74451ff78df0976e5be2,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__6988b94f432d26c0d37c95ba,revision_v1_smoke_v3_payload_fidelity_v2__696aca9d364cc4334c31,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,a3de6312d4b762a1ca86633879ebf8bf8812abada59ec911a9fb69188b39fad8,a3de6312d4b762a1ca86633879ebf8bf8812abada59ec911a9fb69188b39fad8,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__0ea4dc38c5fabbc83e09ad03,revision_v1_smoke_v3_payload_fidelity_v2__6b67254d3d341cfbbd6b,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,282b0e8c3f42cad86a6bd0b5df6bb0bd5d94229e3d93e64369f69ae5c356efb5,282b0e8c3f42cad86a6bd0b5df6bb0bd5d94229e3d93e64369f69ae5c356efb5,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__a2be065d0c87148b962c308e,revision_v1_smoke_v3_payload_fidelity_v2__796d6a76e2fc47da4ce9,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,4a66984c70e4da1aee5e05f6d5f1685f219be28d25665582104956a2f75d0285,4a66984c70e4da1aee5e05f6d5f1685f219be28d25665582104956a2f75d0285,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__6247c985699c028f53236f45,revision_v1_smoke_v3_payload_fidelity_v2__7c77c89ca0168b631a29,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,421c5fb5c33bb51609075b4b713c31fb82f627cd8098e46d1809a516b2a213cf,421c5fb5c33bb51609075b4b713c31fb82f627cd8098e46d1809a516b2a213cf,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__4b03fe34c114e23a1e901154,revision_v1_smoke_v3_payload_fidelity_v2__9099929df3e856c0c55f,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,74d595385597f0be2aadb101947c55ee3e024441ff1a5ea26358bc2cbed02692,74d595385597f0be2aadb101947c55ee3e024441ff1a5ea26358bc2cbed02692,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__fdd1936e9cd67aaa9bc75b97,revision_v1_smoke_v3_payload_fidelity_v2__93f988ad4ba71cd6caee,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,ec0ed647192af119b8c2e69a468c7132ab238c4ba03760ed195287aebba0c734,ec0ed647192af119b8c2e69a468c7132ab238c4ba03760ed195287aebba0c734,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__30f367bb1d67a6562be562fd,revision_v1_smoke_v3_payload_fidelity_v2__964138cb19ebfaf3ee33,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,nonseg_ascii_b16,full_message,899aaaa294a7bcc4fecbda5548cdca9b3bc2fd16fd87de249f328e19f119a40a,899aaaa294a7bcc4fecbda5548cdca9b3bc2fd16fd87de249f328e19f119a40a,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__f5e3527d1ab5167a815cf963,revision_v1_smoke_v3_payload_fidelity_v2__a71436ed2a460b4ae482,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,9a4166b41ab8e3a9f9c41d369a8b2d7d72154cc42ed2dad896e88d30bc38e913,9a4166b41ab8e3a9f9c41d369a8b2d7d72154cc42ed2dad896e88d30bc38e913,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__0a94aec9320030d1482be412,revision_v1_smoke_v3_payload_fidelity_v2__a9e94e7d07e23d75a16c,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,e030f15692ef478905f09fc79ae0524961df78506a150eedfb781a1892fd5e89,e030f15692ef478905f09fc79ae0524961df78506a150eedfb781a1892fd5e89,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__8d10c34d272951a4072517c4,revision_v1_smoke_v3_payload_fidelity_v2__ad19c1de5cd61015bce9,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,57fecb10738019ce58084ffd06607dc00b6aadc19f12ab138975b24371cf8678,57fecb10738019ce58084ffd06607dc00b6aadc19f12ab138975b24371cf8678,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__32c4ca8de55683dfc15e39b4,revision_v1_smoke_v3_payload_fidelity_v2__b011e5494d9d65530c3b,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,596e908df59c33eca522a0b6c9338efa898a821786019bab16b4bc3080cbc2bd,596e908df59c33eca522a0b6c9338efa898a821786019bab16b4bc3080cbc2bd,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__a565f314148544e532e654c6,revision_v1_smoke_v3_payload_fidelity_v2__b8a33ca0fa20e53059df,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,9132d39eb755bf0b7fc55d0a7fca273b1ce0197821545ead285cc72312bf0222,9132d39eb755bf0b7fc55d0a7fca273b1ce0197821545ead285cc72312bf0222,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__be228fbcc5d29af656a876a0,revision_v1_smoke_v3_payload_fidelity_v2__be5027f24b56c6b1b1bf,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,a23ac19a5fa3d8f814f90bdfda41da91109c5963a48a2aa69df87a3f06675c35,a23ac19a5fa3d8f814f90bdfda41da91109c5963a48a2aa69df87a3f06675c35,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__65bedb02355036e39aaf9299,revision_v1_smoke_v3_payload_fidelity_v2__c49f7b0c93a46c688946,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_full_message,full_message,be3171767e9cab0f75986cf09f78e1d18e34e9891f6b3232a2363910de660417,be3171767e9cab0f75986cf09f78e1d18e34e9891f6b3232a2363910de660417,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__b84987ae56028f361458bf9b,revision_v1_smoke_v3_payload_fidelity_v2__c56f7cb766e8a039ae61,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,ordinary_control,ordinary_llm_control_forced_span,forced_span,fc9092fe55ef4e4f7e218ec99f45811b1a223a8d61ffd52e2f3472f462990eed,fc9092fe55ef4e4f7e218ec99f45811b1a223a8d61ffd52e2f3472f462990eed,True,True,False
heldout_eval_smoke_v3_payload_fidelity_v2__8fd5f270cdf033e182e70cff,revision_v1_smoke_v3_payload_fidelity_v2__f1a7d6c165c3a6f5b00c,qwen2_5_7b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,rankcloak_trial,segmented_hex_multi_topic,full_message,769bc8a7610a57b6364aa37db91c70322e53a1292960186499939a2e5bfca9a1,769bc8a7610a57b6364aa37db91c70322e53a1292960186499939a2e5bfca9a1,True,True,False
