source_stage,runtime_scope,model_id,protocol_variant,hardware_id,language,payload_class,artifact_bit_length,alphabet_size_B,segmented,segment_size_ranks,token_filter,tail_policy,leadin_tokens,topic_schedule,ablation_factor,ablation_level,robustness_family,replay_mode,transformation_id,outcome,analysis_unit,mean,standard_deviation,median,n_payloads,bootstrap_resamples_requested,ci_low,ci_high,bootstrap_resamples_valid,confidence_level
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,nonce_96_bit_hex,96.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,token_deletion,recovery_seconds,payload,1.9314881325020299,0.05988567340683996,1.9504040045139843,12,2000,1.8987577881290538,1.9614128874835537,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,nonce_96_bit_hex,96.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,truncation,recovery_seconds,payload,1.9311445788334822,0.05792151810052501,1.9502693190006537,12,2000,1.899583867222221,1.9603485361128454,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,nonce_96_bit_hex,96.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,unicode_normalization,recovery_seconds,payload,1.9322394567473868,0.049752406962499364,1.9423604155017529,12,2000,1.9044991487374017,1.9575017028386354,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,nonce_96_bit_hex,96.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,whitespace_collapse,recovery_seconds,payload,1.9216830581620645,0.06105359374904961,1.9322022580017801,12,2000,1.8864788996977344,1.952594504888354,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,nonce_96_bit_hex,96.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,whitespace_trim,recovery_seconds,payload,1.9309253202518448,0.054064246009684354,1.9487008994910866,12,2000,1.9006754960300896,1.9580419096995079,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,nonce_96_bit_hex,96.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,8.0,deterministic_six_category_rotation,,,replay_modes,detokenized_text_retokenized,unmodified,recovery_seconds,payload,2.345073655170078,0.06609419089198576,2.3638281715102494,12,2000,2.3088059944854953,2.377838349046821,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,nonce_96_bit_hex,96.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,8.0,deterministic_six_category_rotation,,,replay_modes,greedy_leadin_regeneration,unmodified,recovery_seconds,payload,4.479994746502295,0.13831041556205767,4.515656403993489,12,2000,4.405580350696134,4.549015798878706,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,line_endings,recovery_seconds,payload,5.337568737173569,1.1168273552849788,5.049057209515013,12,2000,4.9845965235415255,5.997691564387181,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,markdown_copy_paste,recovery_seconds,payload,3.611047810748763,0.07822829009291483,3.6400894119869918,12,2000,3.566458858190041,3.6485504061278333,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,quote_conversion,recovery_seconds,payload,4.998539711833776,0.0903127057471895,5.030489319004118,12,2000,4.946200336319817,5.042640265075169,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,unicode_normalization,recovery_seconds,payload,5.008372687419372,0.10152662150373516,5.053813287027879,12,2000,4.9506418024140055,5.058110687893471,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,whitespace_collapse,recovery_seconds,payload,4.999491754424525,0.09285357553811466,5.041927736019716,12,2000,4.9473794282561965,5.044224632045735,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,whitespace_trim,recovery_seconds,payload,5.002806490078608,0.09824353785097083,5.047827250993578,12,2000,4.9466705645167774,5.050442126818962,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,cross_model_mismatch,cross_model_text_retokenized,unmodified,recovery_seconds,payload,5.0716286840470275,0.0591362254806409,5.064193930258625,12,2000,5.040444077527354,5.104237202327385,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,character_deletion,recovery_seconds,payload,4.917825574496722,0.0587281047842961,4.92157818749547,12,2000,4.882731833374419,4.946647679719899,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,character_insertion,recovery_seconds,payload,4.921138292998269,0.04968174531458416,4.922983133001253,12,2000,4.89219357130581,4.945028368413599,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,character_substitution,recovery_seconds,payload,4.9232602359115845,0.0513073848887339,4.933340225514257,12,2000,4.891713396666697,4.946403459738091,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,line_endings,recovery_seconds,payload,4.677974879178994,0.22947818453828606,4.689887546002865,12,2000,4.547641392045019,4.790621368436162,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,markdown_copy_paste,recovery_seconds,payload,3.5557300171640236,0.0551199655653387,3.5633635224949103,12,2000,3.5221644988232583,3.5797849507398496,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,paraphrase,recovery_seconds,payload,4.91337575649959,0.08507916149995495,4.938480932993116,12,2000,4.8620003332812,4.9541145302175815,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,quote_conversion,recovery_seconds,payload,4.9252739205063945,0.05384004688272627,4.9303274565027095,12,2000,4.893159385631468,4.9501411550591,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,token_deletion,recovery_seconds,payload,4.922317800839664,0.05458827108890556,4.9283314250351395,12,2000,4.8908362461651755,4.948852488069436,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,truncation,recovery_seconds,payload,4.9259037306619575,0.06052824363238002,4.923804354475578,12,2000,4.889629449338342,4.954535605186538,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,unicode_normalization,recovery_seconds,payload,4.917404859157007,0.056812124625361185,4.926289839029778,12,2000,4.883270333056013,4.94281046105231,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,whitespace_collapse,recovery_seconds,payload,4.922664790331813,0.06071339482872207,4.93100181047339,12,2000,4.886782436643504,4.950608637987413,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,whitespace_trim,recovery_seconds,payload,4.922986943997482,0.052031812853774236,4.93114540897659,12,2000,4.891755837358384,4.946475733131714,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,8.0,deterministic_six_category_rotation,,,replay_modes,detokenized_text_retokenized,unmodified,recovery_seconds,payload,6.301129007168735,0.33875367721282673,6.189833208511118,12,2000,6.18035599350369,6.501740845307117,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,8.0,deterministic_six_category_rotation,,,replay_modes,greedy_leadin_regeneration,unmodified,recovery_seconds,payload,11.823927845412982,0.15832154493593945,11.816980148985749,12,2000,11.740389834931072,11.909504295164636,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,line_endings,recovery_seconds,payload,2.529381738830125,0.05508760927398933,2.5273157945193816,12,2000,2.5011017442426238,2.56108107611423,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,markdown_copy_paste,recovery_seconds,payload,1.8202119159977883,0.05630883564613175,1.8185284289938863,12,2000,1.7905623337489183,1.8516550491464536,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,quote_conversion,recovery_seconds,payload,2.5230326060118387,0.05418628535722993,2.523833386512706,12,2000,2.495284927197887,2.5531638494685467,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,unicode_normalization,recovery_seconds,payload,2.5196615458310894,0.04520115880030147,2.5277489194995724,12,2000,2.4939829492597103,2.5427058642063156,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,whitespace_collapse,recovery_seconds,payload,2.52066178083381,0.050619571943085154,2.5247810190194286,12,2000,2.492383688944998,2.5464129286745445,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,limited_mitigation,canonicalized_text_retokenized,whitespace_trim,recovery_seconds,payload,2.5183774621643047,0.05910345424078134,2.515814464481082,12,2000,2.490244468029899,2.5528536007454625,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,cross_model_mismatch,cross_model_text_retokenized,unmodified,recovery_seconds,payload,2.5220296412881,0.03485240695342135,2.515478505010833,12,2000,2.504792744475041,2.542050770508225,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,character_deletion,recovery_seconds,payload,2.509726773670991,0.0729815213627378,2.5093755170237273,12,2000,2.4712024714797733,2.548716389309872,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,character_insertion,recovery_seconds,payload,2.5074079290789086,0.06866588655755317,2.518885452998802,12,2000,2.4717634735011718,2.5448370585361166,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,character_substitution,recovery_seconds,payload,2.502986218246709,0.06764057390883832,2.503773454023758,12,2000,2.4680325245354955,2.5404093024805965,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,line_endings,recovery_seconds,payload,2.4025293840822997,0.12512119101419827,2.413532614998985,12,2000,2.3344203838869966,2.4683776463903393,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,markdown_copy_paste,recovery_seconds,payload,1.8077183120137004,0.0674718373366559,1.8024239295045845,12,2000,1.772874229843122,1.844026887962779,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,paraphrase,recovery_seconds,payload,2.50243220833363,0.06812954884587215,2.4986641354917083,12,2000,2.467618646446499,2.541490037763287,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,quote_conversion,recovery_seconds,payload,2.5116727540783663,0.07071674274293632,2.5171208749816287,12,2000,2.476321849538605,2.551165841757514,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,token_deletion,recovery_seconds,payload,2.505882668827932,0.07145601263891341,2.5100000294623896,12,2000,2.4679488167723322,2.543714006797139,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,truncation,recovery_seconds,payload,2.5060885836671027,0.07307843094041218,2.5078172534995247,12,2000,2.4697483967744724,2.5464683591511856,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,unicode_normalization,recovery_seconds,payload,2.5112763975776033,0.07049470504742822,2.5252134175098035,12,2000,2.474756531139792,2.549248402909143,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,whitespace_collapse,recovery_seconds,payload,2.5018561098210435,0.06767774438566833,2.5199210749706253,12,2000,2.4667775633776423,2.53889470021871,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,,,raw_transmission,transformed_text_retokenized,whitespace_trim,recovery_seconds,payload,2.5008450263218642,0.06670272959035554,2.512438143516192,12,2000,2.465005574059251,2.5348486032047126,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,8.0,deterministic_six_category_rotation,,,replay_modes,detokenized_text_retokenized,unmodified,recovery_seconds,payload,3.082893130912756,0.05776863181542896,3.085190326004522,12,2000,3.0523503916452075,3.115003117700083,2000,0.95
robustness_v2,robustness_decode,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,token_128_bit_hex,128.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,8.0,deterministic_six_category_rotation,,,replay_modes,greedy_leadin_regeneration,unmodified,recovery_seconds,payload,5.891707982756391,0.10409568484107504,5.883114565513097,12,2000,5.839356509536446,5.952078248605903,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,hmac_sha256_hex,256.0,16.0,True,4.0,safe_text_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,segment_size_ranks,4,,saved_token_ids,unmodified,decoding_seconds,payload,8.90697320841961,0.08231410327432871,8.904030729972874,12,2000,8.86318278864619,8.951313360860878,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,hmac_sha256_hex,256.0,16.0,True,8.0,none,dynamic_completion_v1,0.0,deterministic_six_category_rotation,token_filter,none,,saved_token_ids,unmodified,decoding_seconds,payload,5.151784845070021,0.06368077671576743,5.149866164996638,12,2000,5.115704364315934,5.18508434932058,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,hmac_sha256_hex,256.0,16.0,True,8.0,roundtrip_stable_filter_v1,dynamic_completion_v1,0.0,deterministic_six_category_rotation,token_filter,roundtrip_stable_filter_v1,,saved_token_ids,unmodified,decoding_seconds,payload,5.152419348320109,0.07063961059503422,5.148452641966287,12,2000,5.111848486635851,5.187838570402164,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,hmac_sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,2.0,deterministic_six_category_rotation,leadin_tokens,2,,saved_token_ids,unmodified,decoding_seconds,payload,5.506801213928459,0.07289686857906644,5.514161715502269,12,2000,5.464513572431012,5.5432130248459845,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,hmac_sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,4.0,deterministic_six_category_rotation,leadin_tokens,4,,saved_token_ids,unmodified,decoding_seconds,payload,5.808424421508486,0.06130025673913905,5.814724701005616,12,2000,5.774396824960785,5.840852088869602,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,hmac_sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,8.0,deterministic_six_category_rotation,leadin_tokens,8,,saved_token_ids,unmodified,decoding_seconds,payload,6.469006701576291,0.08040411433401073,6.471219124490744,12,2000,6.423086267446767,6.508599740638056,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,hmac_sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,16.0,deterministic_six_category_rotation,leadin_tokens,16,,saved_token_ids,unmodified,decoding_seconds,payload,7.798666083675926,0.0771322669883048,7.788849110511364,12,2000,7.755034520197114,7.838746707413096,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,hmac_sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,dynamic_completion_v1,32.0,deterministic_six_category_rotation,leadin_tokens,32,,saved_token_ids,unmodified,decoding_seconds,payload,10.404921066923029,0.07147157106608004,10.40827815499506,12,2000,10.365593768883627,10.443026838192479,2000,0.95
ablation_v2,trial,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,GPU-10d1f16f-9e79-08bb-b2ba-3353c04422cf,en,hmac_sha256_hex,256.0,16.0,True,8.0,safe_text_filter_v1,none,0.0,deterministic_six_category_rotation,tail_policy,none,,saved_token_ids,unmodified,decoding_seconds,payload,5.161713846078783,0.07856659206532329,5.1681654034910025,12,2000,5.116634560675751,5.20216555782002,2000,0.95
