local_status	preservation_class	path	entry_type	size_bytes	sha256	notes
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/HEADER_FILE_ONLY.rst	regular_file	1214	8dd4998a1fab4d982a60eae70e9b6a06544e6295519f8bd1c9fa3e01ef481ba1	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/INCLUDE_DIRECTORIES.rst	regular_file	852	8d12eee63ca75f91069dbcbb0851a7ca9f10539fadb69a9af22d359c9bdd9562	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/INSTALL_OBJECT_NAME.rst	regular_file	1017	ef02ad7ace472aaf0a952f305bde3a00aac0140e8ef571022223a374f9e44784	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/JOB_POOL_COMPILE.rst	regular_file	631	b2410c5e7d8acbf64c6304dccdc6de7d9e87b5ce626782def65d578ec6a28c2d	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/KEEP_EXTENSION.rst	regular_file	351	dc9f2ec55e86a942914520058f22e524f07771224f99f0fb48ebc900dac3985f	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/LABELS.rst	regular_file	243	142b4c2c2d650244c7d13f34cbd0e73028859f6029301d64a28e821b9909ca1a	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/LANGUAGE.rst	regular_file	731	2bf95867478b65c1d415e2ede2e846590264662907f124c7b06baf64751f443d	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/LOCATION.rst	regular_file	138	72e01daa6719844b8a5e2247052edc67c78cd096f7079c906231d6623a7a5471	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/MACOSX_PACKAGE_LOCATION.rst	regular_file	1827	657eef35c11d66f3003a33a579eda721a613e427f6886c4216747a70fef0de71	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/OBJECT_DEPENDS.rst	regular_file	1106	1ef00177a362cf7c050c14ca7648e1e9a932cc49dc688364b2d56b15e502d131	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/OBJECT_NAME.rst	regular_file	1335	4142673a1bc75a4b0e37cf805ea2ef6b0df2c4cb3540697f3f2ed6574cad864f	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/OBJECT_OUTPUTS.rst	regular_file	454	b0acea2a0d32193c361a5d5b51b8b93e083a0e8633d12816072616f70d4c3f52	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/Rust_EMIT.rst	regular_file	1397	c8cf97cfe806e3dddeec515853e8246eb58d0eb847caba2d5f83a5a100c93f93	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/SKIP_AUTOGEN.rst	regular_file	397	050112f84e4504ee7a5ba3b09a54ea00de4105ce845c35551ebf8cfc0327a7e6	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/SKIP_AUTOMOC.rst	regular_file	301	b938e1e8a38a1eb3d353f8381ae2a7bb6e413b2e3ccf3902bc933caafe21bb19	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/SKIP_AUTORCC.rst	regular_file	303	2d83872e98585b615fdc5c250c64b75b385d9b3851eed1817f8f1c6c6527cf8c	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/SKIP_AUTOUIC.rst	regular_file	498	f97aa3e44a9315a4be1cfd7f5087167b983f0507b05b023b86b48cd201b0be86	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/SKIP_LINTING.rst	regular_file	2096	3b694018e49675e409037752c57deb8e692482acd7a110039ee7774e9b8cd659	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/SKIP_PRECOMPILE_HEADERS.rst	regular_file	627	7457f65cd0535e8c2fe65a545112074ba76038be25585f4b4f3f03da287c73ab	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/SKIP_UNITY_BUILD_INCLUSION.rst	regular_file	778	6854b82f28834171256a1cf1f225a80670ef9f1541441ef606fda925d9dacf01	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/SYMBOLIC.rst	regular_file	238	dc3566439935e1d3fa319649ea15d71fe05476bf807978401e6d406e0360a46c	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/Swift_DEPENDENCIES_FILE.rst	regular_file	228	3759e51e6c10c17735b0ef5132d747ac5c9224164a97f5f913b49dc6ae837754	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/Swift_DIAGNOSTICS_FILE.rst	regular_file	138	034b3271c573b43823361135643e274a74aa8db53a743c0e38831f84fb732781	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/UNITY_GROUP.rst	regular_file	173	008ffd49fc88feba3c57cafa2e4f679d1deffe74554e3afa9932b14cc891de16	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_COPY_TO_OUT_DIR.rst	regular_file	217	4253e4e187e5987ab06431414d6a2a9ea08398936e4d4563f873109ff0d42df2	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_CSHARP_tagname.rst	regular_file	740	86bfe6e6482942cc4d6fdc000533922279d2b99c8bdef7d4bd2f4b9ac76d4c23	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_CUSTOM_COMMAND_DISABLE_PARALLEL_BUILD.rst	regular_file	334	033930a86f12c85c9a3e272f55b5b7a365893f91df2a3043b75b4be6b87182fa	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_DEPLOYMENT_CONTENT.rst	regular_file	552	9c2e5744e30c32e22eff2dcd2e47011309f0a8c9da224dbca7d3e9f97a6b8ead	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_DEPLOYMENT_LOCATION.rst	regular_file	426	9c646c1513d991aee5425b4ec585ae61aeeeb4eb7e5eb98f6b372c3b8d9cb850	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_INCLUDE_IN_VSIX.rst	regular_file	252	4e95ee9c776deb430de3f66617dda3513944ad7385373326689bea26ce264b0f	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_RESOURCE_GENERATOR.rst	regular_file	251	cd005613599bbd09368cfca6183b3ed9b582886b9e3eff4ba27260ec398bc9e2	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_SETTINGS.rst	regular_file	964	3dc1d172767d89b9d595d612ea4a7efcabf95ee79f19a12742ebfffcbadaf6ca	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_SHADER_DISABLE_OPTIMIZATIONS.rst	regular_file	304	cabf3bf1959aef9aa7eeb4a8c4dfe1f5326e154ebc2538a0f4ecf6191e626b6f	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_SHADER_ENABLE_DEBUG.rst	regular_file	290	4d861af4bef2cf8df7c39caf6afd116de8b10ee03e30fdbe729f871b68f32eae	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_SHADER_ENTRYPOINT.rst	regular_file	147	53dac390325fdc602c39034ca16f0793be7bf68695a2fe32ae6b534c31668eb1	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_SHADER_FLAGS.rst	regular_file	126	486fa1324d9f1ae0fd79af8ffc1338d9118317771419a9af82db45ca21cfebd0	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_SHADER_MODEL.rst	regular_file	172	2f2bbb7761e337728168d270ff414e78b7252d60cdb990caaf33fd86f0fd9492	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_SHADER_OBJECT_FILE_NAME.rst	regular_file	312	721ad9716c954ce78034a6a28f82fe4b4c548d56e672acb822ba79e66262fd0d	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_SHADER_OUTPUT_HEADER_FILE.rst	regular_file	170	032e4514f192c039a7abf3d538a8bb184a36927639fc46ba5d8241cea8eba14b	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_SHADER_TYPE.rst	regular_file	116	b900222600b4feeb5864412feceef80dca34a27b514b849438e202ed047b41aa	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_SHADER_VARIABLE_NAME.rst	regular_file	160	0b3135bb0b19c10269ee3560038deb233c36d21186ebc64a9e1e8b15289248b5	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_TOOL_OVERRIDE.rst	regular_file	461	b4db60901c7360509a8fbfdd1e4e961ce6454c4447f137108654090d14ff98ae	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/VS_XAML_TYPE.rst	regular_file	260	11f0fe8100e20c168db74a9a41120eed4da7fc0715a6c1bcf8fc15088b7f343c	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/WRAP_EXCLUDE.rst	regular_file	357	8176805d2bf3a01cf00c649539d437d13e810bfd3d63fbb3687e0859a06a7a7d	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/XCODE_EXPLICIT_FILE_TYPE.rst	regular_file	313	508cd5fd69b36eef72b10bec3138f373f838174f438378a2ad612058626ecc1f	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/XCODE_FILE_ATTRIBUTES.rst	regular_file	369	b73b183cd724c5264bcd78da839fd8d682cb828313789123d5ff4f09f853bdde	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_sf/XCODE_LAST_KNOWN_FILE_TYPE.rst	regular_file	362	189a5dedbdfa8518db7fed38028d6bda7cca68b2b32e7ee0181a9c75891137e2	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/ATTACHED_FILES.rst	regular_file	206	6485466a49951a44f0e5cf2269554d574d9c93480ad6cf3750abad843cfcfc07	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/ATTACHED_FILES_ON_FAIL.rst	regular_file	218	5b72b9804d41db3e60c705df46ec06e2470d8bc7cade496d92e24e24f8ad98ac	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/COST.rst	regular_file	621	102feb29562632097834e50e4a20c32e8ecc3c2aa3e517661cfe6b9f25fde987	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/DEPENDS.rst	regular_file	759	b5deae64534f7088ff3f135831c3aacf896ac6a65a68602ac84181ffcb0dcc43	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/DISABLED.rst	regular_file	735	68d3c6418aba4f756586d705daeba54142086bcf8b641479368bd99fe4aacb1a	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/ENVIRONMENT.rst	regular_file	371	cf2c60106e42db9d9ea6ba2f2bad15081ba183e2e9c3f0626ad6dd9b4f3fcfe4	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/ENVIRONMENT_MODIFICATION.rst	regular_file	908	77d0fee7ec7e3ee8167036adbe33adb379c6e3acccf594d8dacc008e03f33b41	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/FAIL_REGULAR_EXPRESSION.rst	regular_file	982	04f8d2c907805cd5e16370468565606578cd82ed1360db1a0f7be23307ba0529	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/FIXTURES_CLEANUP.rst	regular_file	1900	091851f2de1530f296d9b03a8d03107c468869e4b99fbb6c38fedde0b41335c0	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/FIXTURES_REQUIRED.rst	regular_file	5018	2d127149058a21ec36d1f5ceaf30ec0bf41117a45635313944a218f43a2ac276	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/FIXTURES_SETUP.rst	regular_file	1958	eb11a5673a920778be1892f1bd830e8948a6794615497b5e76e08ff3c061d219	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/GENERATED_RESOURCE_SPEC_FILE.rst	regular_file	216	90185b5d42e37865f70199067ed5b708254759ab94c2cfdaf4925155babd4ecf	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/LABELS.rst	regular_file	387	505f511812b37a62dbdba8042acbc4548efafdf46884318bd0f145c86056383a	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/MEASUREMENT.rst	regular_file	286	0541ad75bd5caf7f1fac763319a9581c21062bc120110f9e427397855d1c3f58	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/PASS_REGULAR_EXPRESSION.rst	regular_file	1565	fe8e9836c7c8e4693b42d9e8d90a6d1db818a0bcd40bbfbe573c985af5209b80	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/PROCESSORS.rst	regular_file	679	51cce4ea57915d1c0293d6d83400face7a65ffdbc22d7b84f4cdd73578db48b7	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/PROCESSOR_AFFINITY.rst	regular_file	667	d53cff7f2ba00d9cc29af48a1d6277e931fe4152210610b37f32e14c08ae9f17	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/REQUIRED_FILES.rst	regular_file	1203	87179d532f0e6f1aed1c43e883f7cc4cb0f0d38396d61647193d97af465551a1	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/RESOURCE_GROUPS.rst	regular_file	3559	a1c1765253f45e530d9b308698a4ee206a346c51e6931e4f0061dbf9d073c126	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/RESOURCE_LOCK.rst	regular_file	805	952e466fff9adf5ae1896c74b7d4e007c2f46886d71ad9c1c207ffa9ed0e7bba	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/RUN_SERIAL.rst	regular_file	233	85b4851677d13aa824a513fdb4681a357d9dc858faa65dcd927527c91b6e88eb	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/SKIP_REGULAR_EXPRESSION.rst	regular_file	1504	3c4d79cbc2d673aee7a1b1b8d1a9e445d9352bcd2d6e85b34063da688995ea6d	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/SKIP_RETURN_CODE.rst	regular_file	1589	637a38e16ce132bc329e17c8893bca0f7ecd117510a3f6a9d5041fd4b012916b	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/TIMEOUT.rst	regular_file	513	89e31e9fad2ce7bed2b78dbfa1a3983674d92c7a3c333635fffaef4d50a18ea8	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/TIMEOUT_AFTER_MATCH.rst	regular_file	1462	d0eb0f4bf675c7269aa82d32b56534a02cdbf2bc605e5a2951da77524888806c	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/TIMEOUT_SIGNAL_GRACE_PERIOD.rst	regular_file	553	1d80252ab94e9fa976c030ca7ba2c6f48950f1f65beb84536da7e7eddfac905a	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/TIMEOUT_SIGNAL_NAME.rst	regular_file	1032	0e6a28a738047f204b8121b507ede520bf711f8431e3061eeca3206f786d33d7	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/WILL_FAIL.rst	regular_file	1207	ec636c32cd5c9d000c06ba97a905feea362b1d8339d2bc60221da7411a7ceaa7	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_test/WORKING_DIRECTORY.rst	regular_file	328	613bd9b4588d28b955a206457a54d5a64481a64051d6536563f1a318cdeb0d72	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_tgt/ADDITIONAL_CLEAN_FILES.rst	regular_file	1085	cacec7215ef49dbe052ca617a22fef1cf7382660ce7412c47a37dedfbc93fa3d	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_tgt/AIX_EXPORT_ALL_SYMBOLS.rst	regular_file	550	9f792f264102e4acc15cb41dc0b38a166a15d4c52dbdf821455790d7f1c946fe	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_tgt/AIX_SHARED_LIBRARY_ARCHIVE.rst	regular_file	1272	3fe10492934936dbb2f728d8715a7b3b1fea1486608df5f8e3e68c7eace7d466	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_tgt/ALIASED_TARGET.rst	regular_file	177	1a2572f8202d34e6dcc1e1b746f135256d23ccd4cbf13f07da5d1025500d4d38	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_tgt/ALIAS_GLOBAL.rst	regular_file	648	dcc1f20c9c841841726348b6342d06e151edf1a48e1b406c014462aa2b081c9e	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_tgt/ANDROID_ANT_ADDITIONAL_OPTIONS.rst	regular_file	367	2363fd0360aac32abd5c7ed31b08869bfedd62706bf692bc9b3e8008a01fd7d5	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_tgt/ANDROID_API.rst	regular_file	384	307d2d970986bc0fc52261e345872577bc2c89b6447ec1b258c9547585442aac	Preserved in place; no deletion, move, or quarantine performed.
preserved_extra_file	failed_or_temporary_diagnostic_preserve	/tmp/rankcloak_cmake_4_4_2/cmake/data/share/cmake-4.4/Help/prop_tgt/ANDROID_API_MIN.rst	regular_file	334	9cc59fee7390c9602dd83ca845a2016aefe2cccaf6c4e686dbcd71da7ffd4aa8	Preserved in place; no deletion, move, or quarantine performed.
