row_id,text_sha256,label,payload_group_id,prompt_template_id,model_id,codec_id
detector_pair__e9533a38cdb41f764c3e5cec__ordinary_control,554e03cea9a50941f5013918970929fcfa0719909f7e1b9c991c270c9b8fe342,0,revision_v1_hmac_sha256_hex_059,casual_hobby_chat,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__9bc77b993ceb2fc506555d35__rankcloak,bdc2df7bb66c98a7e510caed359d4bcb5f86a150ad362720bb1757f1867395ff,1,revision_v1_hmac_sha256_hex_059,casual_hobby_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__9bc77b993ceb2fc506555d35__ordinary_control,f5a2d831f79a0d29d62231fb05b5660fbbc35380123f8795fc903d489ed7e1b5,0,revision_v1_hmac_sha256_hex_059,casual_hobby_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__8bde5daffa918ba26b47d1de__rankcloak,19ca05269a43c2c939106df1a94347ae86e3509dbc1810d2061a0c670dd1c520,1,revision_v1_hmac_sha256_hex_059,casual_hobby_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__8bde5daffa918ba26b47d1de__ordinary_control,d88920da518183b6e5cc51479d67118dbff2d86d3f57a1f523700bc18affebd7,0,revision_v1_hmac_sha256_hex_059,casual_hobby_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__af36bd2c120cb8eddcf4c553__rankcloak,bc464e6d9e8f55b444a27ce4231e2fac6d268205dd55d8b76c164721933ed7ad,1,revision_v1_hmac_sha256_hex_059,casual_hobby_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__af36bd2c120cb8eddcf4c553__ordinary_control,48141e6534da23b8d8fb5c94eb49b21c985a177f18092207d0a02d79a8a0e166,0,revision_v1_hmac_sha256_hex_059,casual_hobby_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__326d247c203a1348bdca8aa4__rankcloak,a1938be162939c0e319ff81f025ff573e74c073d0d2c5f99b2502c3ab4ec337c,1,revision_v1_hmac_sha256_hex_059,casual_hobby_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__326d247c203a1348bdca8aa4__ordinary_control,bd7de3f3fc132a3be17b9408f2cd84375bc1ed86c8e2778f16e2453f83175f49,0,revision_v1_hmac_sha256_hex_059,casual_hobby_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__9b2bca6ba55d5202ba6990d6__rankcloak,56a6dff8ae44d311888f007410b48b5138a1ae12c3c2b9d43aa5a2e701957a98,1,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__9b2bca6ba55d5202ba6990d6__ordinary_control,ae052b53c8aa8480d9c7f7cb6eb2da4cce1a45f3c8582cc58b0e229cef66a5ae,0,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__e95c3b8a58a31708333ce49e__rankcloak,17ddd9d904b0562e1666ab99e18e4b647ae569d9f05acfa84f8812b7d2c03fe8,1,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__e95c3b8a58a31708333ce49e__ordinary_control,99b3f020a33d330cfc31838a8df29ff9ebd85ca4320d6b9e79de820bf3303cf6,0,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__41740a09a96e24250ee06122__rankcloak,259864b046a02731087ef2f380b2ac4b560eab93b1a1abcf0490e2ae9512d101,1,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__41740a09a96e24250ee06122__ordinary_control,93ab5bb4561d1f75f922ba73ede9c5d912e5dad8359fb3a2ee4f4aa094775335,0,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__f6eb66acb91cdaa13991efef__rankcloak,de6fe604202f4dfc1b44dd5d5fa4d10a9d6c119118244c79ca08261f2d0916e2,1,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__f6eb66acb91cdaa13991efef__ordinary_control,80d7c3af88e8ce3966c99947ce9f07a009b22a1e3f3ec6837e4d24274bdd8fe1,0,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__09075835da07c1ef465a52c5__rankcloak,602d3e7173f7d5b04970a7898f0a242c8b22cc259d6037ea375ae1ba089181bd,1,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__09075835da07c1ef465a52c5__ordinary_control,6c6c3f4592053ce7d81e30f8e49e7117d7b74a0370741ea7d9743c35d7bf43ea,0,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__d68147f5e341d27e937db498__rankcloak,6c4c608e3d96b952fa8b26bbe0101bba60a34eea656dd8e3a1af20e370b87d6c,1,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__d68147f5e341d27e937db498__ordinary_control,38ed4a8ae1dc42d6066b1adac37ffeb679a17d85ad0f11cd2df0fca95dc15090,0,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__a0dff6c4ef3c2ffed9d90a5e__rankcloak,0ea7cba439bb6ff3e1213dadea11ce5e72943c047f1a73164bf42d4e5cfda8f4,1,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__a0dff6c4ef3c2ffed9d90a5e__ordinary_control,a778ee5048577e20d5bbb9a8d374d5ddc658731d39624b89122ce1d96efbdafb,0,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__d3b25eb4be5896015105f2ff__rankcloak,2ba0b67bb726d695df9e27abb73c0bc04643723d9f5e472d8d4e10e38bded4fc,1,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__d3b25eb4be5896015105f2ff__ordinary_control,6d72d4b023ccfaf08566d125732ea2fd2dfd7b9e50df4d371cee16a43bf9cc76,0,revision_v1_nonce_96_bit_hex_000,forum_learning_answer,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__ef643aad2f8777a67237e28c__rankcloak,5fd32d204eabeea9f16b98569da8c4cd634b876e401db100c2e797d8e5344477,1,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__ef643aad2f8777a67237e28c__ordinary_control,a9724bd4e20734366ad8b1b60a5517271250d58bf933db75ca071dee7965ac10,0,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__ebe74722727bd9e67d8a9229__rankcloak,3231031a15b3a0169f766ad7745091b88e6c6ad8d26b4061029d0dce72f99191,1,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__ebe74722727bd9e67d8a9229__ordinary_control,83e5b6ef68a8fc14ef86a481cffe2d98929b1137a093d45e99b29a13ae2a3aff,0,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__0179a6a5719a029cf59c41d2__rankcloak,a79cf2568e2c5055ed3f0aa885628d2a1120169a188baa8aa565ad1e17105649,1,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__0179a6a5719a029cf59c41d2__ordinary_control,21e736196ed9016d4664b5101eb93f70a0e3084fa042ceafda3d8b7e34c92be8,0,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__556d159e6f65a5f9827c6b89__rankcloak,906857fa3b2b17d2a3e7c14e55bfc12573d10dd700696fec7588b2098d49c204,1,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__556d159e6f65a5f9827c6b89__ordinary_control,ef9fbf94c2b9e24bf95526f3649399427c1f98b6edd6a646b41e31663fb4cfd8,0,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__773cdde75f280743187aab09__rankcloak,93616e4419fe05f6c23fb3e5c67e2c841a5e546b41047b10120023548adf9467,1,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__773cdde75f280743187aab09__ordinary_control,1a5d7283999e2b5aa3f98c262467964d7503a1bbb15da923b957b9705d79d689,0,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__240f6f5ae7d6fb6732952b20__rankcloak,8ea64a72d96868558fd12733e7fcd317a06e9cc2caa106747b15144063c1ee7b,1,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__240f6f5ae7d6fb6732952b20__ordinary_control,471ce313128811e9914385b8af75c2c7ea0ae63cf33d187daadbbbea2801bce7,0,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__cd660e747a41f1acf24b536c__rankcloak,20dd8f72ae5b947b9e64fb80f309a1d5814d6bc2ed9d5c58a85949eceb337822,1,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__cd660e747a41f1acf24b536c__ordinary_control,f8166c3258f1542d20734269c70297e60f97229943dc968359d096e7feb44c95,0,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__b292009d40764372a66c5278__rankcloak,0af8359914cd70f2f7a6dc3cac56671a2655b6898d88af3af5bd6f4fe151dba1,1,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__b292009d40764372a66c5278__ordinary_control,dcc8cfba008ca6d15a09fbedb930b8bd4e1318c99d4cbadebc8becab69000fb5,0,revision_v1_nonce_96_bit_hex_001,procedure_garden_task,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__e1f82bc43f04ba3cfc739034__rankcloak,ec25ffd1a8a1af2605cf732554a4a4f3cc7a2c6a5fcf76558f947ef0d5561fb6,1,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__e1f82bc43f04ba3cfc739034__ordinary_control,dd5deb069508e237b2c8bf96e30f3df1a344f3582669ec68d23f5f1ffa7bfe63,0,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__f376fdbadb629a30f1cfdae7__rankcloak,d8e18263f819284635636b6a3070acf2ea3ec9d9a7fc455815f5cad1489f7aef,1,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__f376fdbadb629a30f1cfdae7__ordinary_control,8cacd038a24b78f953f0e2b38b26d025107e844e27c45883b8a4b5706c5cd1bc,0,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__66aac49da425a1581d2576d6__rankcloak,16fa31ac6a7d5f70014fb09c4a025860023244bb8a3667c1d7b8444c5c71e0c5,1,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__66aac49da425a1581d2576d6__ordinary_control,96cf8bd9348cf17e88a30782ea819152ec45d50ff8909e8e6ed40a7e244834ed,0,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__5d6520f73ab55dbadbd228ff__rankcloak,ccefedad13a30d57b3ba231a9494b30c9af00a49324450e9060b7a70eb4e69da,1,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__5d6520f73ab55dbadbd228ff__ordinary_control,61b2658344bcf85c309b392578df1c628e96fe12af847ec3b8e9ee0f639b72ef,0,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__f67b813dbe64b1dd9c0ff764__rankcloak,8e110cb6ae45adce3c934d68f308e8d32b5fdb5075183da0cfd91d5203a89b2a,1,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__f67b813dbe64b1dd9c0ff764__ordinary_control,6d6ab567be109222d954f1072f3796182b4b1e5349ad16bb6deb8d44da21616a,0,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__5d7340bb5e2e666115cbcafd__rankcloak,d8f3de253305ee1c542e25e15dadbaf577c6648443bdfe7285f88377d1ae76b8,1,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__5d7340bb5e2e666115cbcafd__ordinary_control,9c035f67601077deac7a7f34ac7847790b8c59131ea5d0fbf9a4f0586dc0ac6e,0,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__93297fc1758104d80d113bc6__rankcloak,594d1da557445a40830e8f9f245c2596527a9c4e2b85eedf3232fec531b6f15f,1,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__93297fc1758104d80d113bc6__ordinary_control,8355b202b545eb2bb5bc8213cc1b14c954834704b97298483b5099a55ae39aaf,0,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__1b5f080b0e5bce2d797de077__rankcloak,33fe1852b97669454aa99c5d11d40b8e3dbe785d366e6992e57dad0119bb71bf,1,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__1b5f080b0e5bce2d797de077__ordinary_control,b2e5ca25e1634724bd8c7aee24de023b498d47dd28016dea90de7fff3de7c166,0,revision_v1_nonce_96_bit_hex_002,narrative_learning_moment,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__9f53b077fb093eb3120c3459__rankcloak,e7130aa01a3185f2fa6863e4dc37957f2690c5658a3f7db2f0843188f7498355,1,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__9f53b077fb093eb3120c3459__ordinary_control,04348ac2c7acf608276764c73caacd10b7f759d41a3eb63896ad6cf05b2efcb3,0,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__0e7067ce81d50894cda794dd__rankcloak,68f97cbe85d50106f412b00127ce709f27ed5b4aad8180574f34800f31d0be40,1,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__0e7067ce81d50894cda794dd__ordinary_control,183a05bc0aae2e885a3450a2b946ddbf8ec3c3fe9a9dff1842234769c833ec45,0,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__04de63d99a2a132c59282ded__rankcloak,5eb8ad192d8facd87f932170459ae2142807b8e046e47be6acfc5f5ac5520119,1,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__04de63d99a2a132c59282ded__ordinary_control,0dbc5b43279024a2f6a40762e4e687644e2faeb8c0823c610b10a88371bb6438,0,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__da4c03d69ff47ce906872a5d__rankcloak,438a78072c783662413d2d50fed95fdd0c256c4d8f57a4411747838568f8db4f,1,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__da4c03d69ff47ce906872a5d__ordinary_control,2ad65f5e2de294a02f482a6327e0bed4494bce1d274d3900c6d60ccf2c313c68,0,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__75b2b49bfe0f852c9f3279b7__rankcloak,5c430c436d46bed0619db397cdcceafbc29fb99308f800e8b5527d42b0d9c4fe,1,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__75b2b49bfe0f852c9f3279b7__ordinary_control,e9e01366547f7305580fda183b0b1651c187a2e2b178c8e5ca53f4a3a44550fd,0,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__747503e33f8b1f6a26b2fb19__rankcloak,f9ae14ea43b0911c2fa0949d8903258025bff0be199a9b1f16462c075f2207db,1,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__747503e33f8b1f6a26b2fb19__ordinary_control,459f82237241bb806baa0a77bb857091e9bceb5434df6504c508fba281fc3740,0,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__bed27075182ce55736f86b85__rankcloak,d51838fd4663d3abd3148a99d24a4b01991e182ca9aaf92b114bc04f6188c729,1,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__bed27075182ce55736f86b85__ordinary_control,0c2a9dd2cd4f885323c13e93d8c72cf9cc617a08f8cfc88fc5bb971c0e8e2155,0,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__ffffb90d0d47315ce0994e91__rankcloak,6f7960a7ff47caa9b605ca31a00947265511c9fdb49c123e0995629b8394e6a7,1,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__ffffb90d0d47315ce0994e91__ordinary_control,e8b9160bca027c3349f96ce9621fcfa7a2e2f6bfd33ec6784a5a571b6ede7638,0,revision_v1_nonce_96_bit_hex_003,explain_biological_process,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__9502229daa0bef14c0f34c35__rankcloak,ef65ed75ecd0701d36bfe2a96004b019ccff61beaaa5d3cece9f86284269dd0a,1,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__9502229daa0bef14c0f34c35__ordinary_control,9b073c6b65c5270a627da58924338b6c6932f3233ba9ea0d1d198d02a8b9d2ff,0,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__4d4d4c89524ad1bcedec868f__rankcloak,beae374cfd44757583411e015bfd6f6c706370f47fe753df6b87ea18adaca981,1,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__4d4d4c89524ad1bcedec868f__ordinary_control,3f9c19347fe23404ff5587cf27de50c12f39bb677838ca77e0466915e3b1bf05,0,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__180db5c031c7f27892e363c0__rankcloak,da0054c4b65254d5ee83a7bf4da5b292817a6f9d35e04684656a61d658616a0c,1,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__180db5c031c7f27892e363c0__ordinary_control,72a7fa0851ab09d2e5d7ed3c75b24167d56a761ac949c29f154e076b9df3b12b,0,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__a7097dcee186e1f9ed14e986__rankcloak,999b220a0f18ba5566836f4669e86a924ea4386ada5383302ae0485334f5b865,1,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__a7097dcee186e1f9ed14e986__ordinary_control,84417328769c22281aff829152bc831800884d1fdf1e0bfc7d5de1425eccb4d5,0,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__21a8749b1b27ee664bfdab21__rankcloak,9642e46b37b0c5eb164a4ddb9a23bb8ad6f49ad80faa2e733b0ae0e2719ce6f2,1,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__21a8749b1b27ee664bfdab21__ordinary_control,25795177a9e611493e8a187c10b8ea6d7fcd606c8904e7a54c28de1cd56ca0a4,0,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__d22200bf773d70187f5b7a8b__rankcloak,b88683a13d8c285232cfe106242dd739e60befa380aad19516c0ef5e1a58f61e,1,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__d22200bf773d70187f5b7a8b__ordinary_control,03de8e1606ead39cd87f33fab4cb3ecafb461e706be4411eb98a98e62d672e40,0,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__88dbdc1499efc58ec97f48ca__rankcloak,a17be93d42f63e108ebe2ffbb1eabf19b44301f7709af6047d59698fb7753a22,1,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__88dbdc1499efc58ec97f48ca__ordinary_control,257ed2e08565a9788670085a0fed00a21d9f07f3462bad917cdf8dbed4e1a2bb,0,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__837086f83f27a68ac1fa1bc0__rankcloak,f33a4208d1ad3205b73feaca7ee70ee08c09d5e75d9cd509a5d353e7df952c8e,1,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__837086f83f27a68ac1fa1bc0__ordinary_control,228cded3993cbe2188cabda80d028c5bd3764925a6db94c33c2964eb2be04c71,0,revision_v1_nonce_96_bit_hex_004,casual_neighborhood_chat,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__dce68c4e26c2574af1a930cc__rankcloak,3183c903744a57f8d25553294e1ae3d80020829ca95c038b48d114aa40e53233,1,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__dce68c4e26c2574af1a930cc__ordinary_control,13ef81e154c7e6e0221a83789ddfa6b17c9be15d4fe1f46a357d5811c13e4ded,0,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,direct_subword_calgacus
detector_pair__bbce4ea73dc22e58ae655573__rankcloak,9b51e3e52b32c78eab73955ffccfb2bf18db82a2b53bdf5fe1fd510ea202c7db,1,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__bbce4ea73dc22e58ae655573__ordinary_control,b4c3dc8a3851d83461e4e259b10994ae2daa12dfcb9d6ad4e223d567afb3d0c4,0,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8
detector_pair__e689d0c091fc0daf40c7a2d6__rankcloak,deaadf56578e578e81b2aa59849edde41499d40db1583f74fded60f8b0238217,1,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__e689d0c091fc0daf40c7a2d6__ordinary_control,3274f109d1f669fb00236243747fb825050f88ea9dec317d64ea3086f3d05756,0,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16
detector_pair__e274b1b990223d7c6dfd04df__rankcloak,fa45ff662229fb97b6bed24fba5f1c2d0e87b65c79744c16066b179b66d20d2c,1,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__e274b1b990223d7c6dfd04df__ordinary_control,1d822bfd77c3a59a63d54f7676f1a8cea8fc77d3e498f4db0b762dae916f748b,0,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16
detector_pair__b2c4b335a288ae42b1b60b97__rankcloak,844fdc18d7e83256c8cdcb8f2a679a1596552bd004c007afd23c56143ee7a9ef,1,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__b2c4b335a288ae42b1b60b97__ordinary_control,7e7363d1e3857addf8c8cb4626298aabfa0d033f148c0685a3277956d77e53df,0,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__99517bf1b0fbe88df12c74b1__rankcloak,eb59de1f0ed9fca2b2f2c14cc98a9e9cdfd12ddc3c120ddc0f9a50801f58eec2,1,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__99517bf1b0fbe88df12c74b1__ordinary_control,9cb1e55b000263c7cc9ea4d5751ccdf995d70e766206443e310993e75e2488f9,0,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic
detector_pair__7f5e57d5a8d232d75cca5660__rankcloak,01ffce3ad233de150fb8ae3730375c912c1adc36ae3e23de7e4e44cb810b0df2,1,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
detector_pair__7f5e57d5a8d232d75cca5660__ordinary_control,3cec564abb26272bc4bcd610be87f0cf747744da31bda14e3c864fac5a3129d7,0,revision_v1_nonce_96_bit_hex_005,professional_process_email,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic
