detector,detector_label,generation_study,evaluation_id,dimension,level,row_count,positive_count,negative_count,group_count,available,roc_auc,roc_auc_ci_low_95,roc_auc_ci_high_95,partial_auc_fpr_0_01,partial_auc_fpr_0_01_ci_low_95,partial_auc_fpr_0_01_ci_high_95,threshold_at_fpr_0_01,tpr_at_fpr_0_01,fpr_at_threshold_0_01,false_positives_at_fpr_0_01,fpr_0_001_available,low_fpr_warning
deberta,DeBERTa-v3-base,quantization,q8_to_q4,model_id,qwen2_5_7b_instruct_q4_k_m,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0008549339836463,1.0,0.015625,3.0,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,codec_id,nonseg_ascii_b16,192,96,96,96,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,codec_id,nonseg_ascii_b8,192,96,96,96,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,payload_class,aes256_gcm_base64,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,payload_class,chacha20_poly1305_base64,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,payload_class,ed25519_signature_base64,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,payload_class,hmac_sha256_hex,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,payload_class,nonce_96_bit_hex,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,payload_class,sha256_hex,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,payload_class,token_128_bit_hex,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,payload_class,uuid_v4,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,representation_name,ascii_b16,192,96,96,96,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,q8_to_q4,representation_name,ascii_b8,192,96,96,96,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,model_id,qwen2_5_7b_instruct_q4_k_m,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.8270687345176156,0.9791666666666666,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,codec_id,nonseg_ascii_b16,192,96,96,96,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,codec_id,nonseg_ascii_b8,192,96,96,96,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,payload_class,aes256_gcm_base64,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,payload_class,chacha20_poly1305_base64,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,payload_class,ed25519_signature_base64,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,payload_class,hmac_sha256_hex,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,payload_class,nonce_96_bit_hex,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,payload_class,sha256_hex,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,payload_class,token_128_bit_hex,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,payload_class,uuid_v4,48,24,24,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,representation_name,ascii_b16,192,96,96,96,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,q8_to_q4,representation_name,ascii_b8,192,96,96,96,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,quantization,Q4_K_M,384,192,192,96,True,0.9966362847222222,0.9928371853298612,0.9993767632378472,0.8798828125,0.78125,0.9816623263888888,0.5780910849571228,0.9635416666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,quantization,Q8_0,384,192,192,96,True,0.9962022569444444,0.9918077256944444,0.9991861979166666,0.8030598958333333,0.7083333333333334,0.9479166666666666,0.5780910849571228,0.9583333333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,model_id,qwen2_5_7b_instruct_q4_k_m,384,192,192,96,True,0.9966362847222222,0.992864990234375,0.9994574652777778,0.8798828125,0.7760416666666666,0.984157986111111,0.5780910849571228,0.9635416666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,model_id,qwen2_5_7b_instruct_q8_0,384,192,192,96,True,0.9962022569444444,0.9918050130208332,0.9991048177083334,0.8030598958333333,0.7083333333333334,0.947705078125,0.5780910849571228,0.9583333333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,codec_id,nonseg_ascii_b16,384,192,192,96,True,0.9982096354166666,0.9960123697916666,0.9996744791666666,0.8951822916666667,0.8489583333333335,0.984375,0.5780910849571228,0.9791666666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,codec_id,nonseg_ascii_b8,384,192,192,96,True,0.9943033854166666,0.9881171332465278,0.998617214626736,0.7572699652777778,0.6872775607638889,0.9583333333333331,0.5780910849571228,0.9427083333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,payload_class,aes256_gcm_base64,96,48,48,12,True,0.9995659722222222,0.9982530381944444,1.0,0.9791666666666669,0.9375,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,payload_class,chacha20_poly1305_base64,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,payload_class,ed25519_signature_base64,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,payload_class,hmac_sha256_hex,96,48,48,12,True,0.9965277777777778,0.9904405381944444,1.0,0.9166666666666666,0.8541666666666666,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,payload_class,nonce_96_bit_hex,96,48,48,12,True,0.9852430555555556,0.9570203993055556,1.0,0.5,0.3958333333333332,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,payload_class,sha256_hex,96,48,48,12,True,0.9913194444444444,0.9752604166666666,1.0,0.8333333333333333,0.7083333333333334,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,payload_class,token_128_bit_hex,96,48,48,12,True,0.9956597222222222,0.98828125,1.0,0.9166666666666666,0.8333333333333333,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,payload_class,uuid_v4,96,48,48,12,True,0.9991319444444444,0.9934895833333334,1.0,0.9791666666666669,0.9375,1.0,,,,,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,representation_name,ascii_b16,384,192,192,96,True,0.9982096354166666,0.9961480034722222,0.9997287326388888,0.8951822916666667,0.8541666666666666,0.984375,0.5780910849571228,0.9791666666666666,0.015625,3.0,False,test negatives do not support the requested empirical resolution
textcnn,TextCNN,quantization,pooled_quantizations,representation_name,ascii_b8,384,192,192,96,True,0.9943033854166666,0.9884982638888888,0.99853515625,0.7572699652777778,0.6865749782986111,0.9583333333333331,0.5780910849571228,0.9427083333333334,0.03125,6.0,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,quantization,Q4_K_M,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0004106300475541,1.0,0.0104166666666666,2.0,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,quantization,Q8_0,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0004106300475541,1.0,0.0052083333333333,1.0,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,model_id,qwen2_5_7b_instruct_q4_k_m,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0004106300475541,1.0,0.0104166666666666,2.0,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,model_id,qwen2_5_7b_instruct_q8_0,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0004106300475541,1.0,0.0052083333333333,1.0,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,codec_id,nonseg_ascii_b16,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0004106300475541,1.0,0.0104166666666666,2.0,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,codec_id,nonseg_ascii_b8,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0004106300475541,1.0,0.0052083333333333,1.0,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,payload_class,aes256_gcm_base64,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,payload_class,chacha20_poly1305_base64,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,payload_class,ed25519_signature_base64,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,payload_class,hmac_sha256_hex,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,payload_class,nonce_96_bit_hex,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,payload_class,sha256_hex,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,payload_class,token_128_bit_hex,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,payload_class,uuid_v4,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,representation_name,ascii_b16,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0004106300475541,1.0,0.0104166666666666,2.0,False,test negatives do not support the requested empirical resolution
deberta,DeBERTa-v3-base,quantization,pooled_quantizations,representation_name,ascii_b8,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0004106300475541,1.0,0.0052083333333333,1.0,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,quantization,Q4_K_M,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.837992540240579,0.9895833333333334,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,quantization,Q8_0,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.837992540240579,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,model_id,qwen2_5_7b_instruct_q4_k_m,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.837992540240579,0.9895833333333334,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,model_id,qwen2_5_7b_instruct_q8_0,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.837992540240579,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,codec_id,nonseg_ascii_b16,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.837992540240579,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,codec_id,nonseg_ascii_b8,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.837992540240579,0.9895833333333334,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,payload_class,aes256_gcm_base64,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,payload_class,chacha20_poly1305_base64,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,payload_class,ed25519_signature_base64,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,payload_class,hmac_sha256_hex,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,payload_class,nonce_96_bit_hex,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,payload_class,sha256_hex,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,payload_class,token_128_bit_hex,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,payload_class,uuid_v4,96,48,48,12,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,representation_name,ascii_b16,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.837992540240579,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,Model-aware surprisal,quantization,pooled_quantizations,representation_name,ascii_b8,384,192,192,96,True,1.0,1.0,1.0,1.0,1.0,1.0,0.837992540240579,0.9895833333333334,0.0,0.0,False,test negatives do not support the requested empirical resolution
