plan_id,pairing_unit_id,model_id,base_model,model_revision,quantization,population,label,payload_name,payload_class,payload_split,representation_name,codec_id,reference_q4_pair_id,reference_q4_row_id,prompt_template_id,target_token_count,generated_token_count,sampling_seed,saved_id_exact_payload_recovery,visible_text_exact_payload_recovery,mean_entropy_bits,mean_observed_rank,mean_token_surprisal_nats,mean_rank_pressure_log_probability_gap_nats,tail_rank_frequency_gt_100,text_sha256,execution_seconds,gpu_memory_peak_mib,new_generation_performed,word_count,sentence_count,character_count,flesch_reading_ease_heuristic,flesch_kincaid_grade_heuristic,coleman_liau_index,unique_word_fraction,repeated_bigram_fraction,repeated_trigram_fraction,maximum_identical_word_run,artifact_like_fragment_count,surface_flag_total,tfidf_prompt_similarity
quantization_trial__10a502f00604a52807f9869d,quantization_pair__46f34210dc207e77ec7ce292,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_token_128_bit_hex_023,token_128_bit_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__253b5de8756f9875ee726c49,detector_pair__253b5de8756f9875ee726c49__ordinary_control,procedure_home_task,86,86,5107610479086710331,,,1.360366635697084,1.5465116279069768,0.6915366533538477,0.23278849623924078,0.0,6db4adcc6961cfa0e47c793e6f56f4ef49e7e0331650c2ec4df6c2e1c237e36f,3.697179987997515,4757,False,65,7,393,63.35153846153847,6.7298901098901105,8.060307692307685,0.7692307692307693,0.0625,0.015873015873015928,1,0,2,0.09967940535158089
quantization_trial__a21a878b66962983afa6a434,quantization_pair__46f34210dc207e77ec7ce292,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_token_128_bit_hex_023,token_128_bit_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__253b5de8756f9875ee726c49,detector_pair__253b5de8756f9875ee726c49__ordinary_control,procedure_home_task,86,86,5107610479086710331,,,1.337388680970323,1.8372093023255813,0.6907363430477554,0.2935263611549555,0.0,ae9beff50bf1d26f25163ef362aff9c59aa34d3a9099e3264faa02dc4c9aca3c,9.906854361004662,7753,True,64,5,388,76.19612500000002,5.811375000000002,8.89875,0.734375,0.11111111111111116,0.06451612903225812,1,0,1,0.08191718555142276
quantization_trial__f9ea9d4d4b8cec82b349c86d,quantization_pair__472cd497801ab885e5f4342a,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_sha256_hex_033,sha256_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__9ff3256ef618ea5caa4f847b,detector_pair__9ff3256ef618ea5caa4f847b__rankcloak,narrative_small_discovery,171,171,12296430068232537366,True,,3.9012207312330394,4.035087719298246,3.352059792354045,2.253750923781367,0.0,0cfbbe93dbf3400a4e5619dfe6e6ecdf79e4cb879351af2c7dd038fe368434cf,6.709399138999288,4757,False,153,8,776,69.64665441176471,8.296200980392161,5.94169934640523,0.6928104575163399,0.006578947368421018,0.0,2,0,1,0.05136758015309331
quantization_trial__9af55414609aa77e33916d6d,quantization_pair__472cd497801ab885e5f4342a,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_sha256_hex_033,sha256_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__9ff3256ef618ea5caa4f847b,detector_pair__9ff3256ef618ea5caa4f847b__rankcloak,narrative_small_discovery,171,171,12296430068232537366,True,True,3.9459504870345077,4.035087719298246,3.103407930613182,2.0056765260752183,0.0,b5174a26f905ac054a11cb7aa55f8a3898022e748c66181a4ca1ee29e112f6e4,32.70196559801116,7753,True,152,4,765,51.940000000000026,15.455000000000002,6.360789473684207,0.6578947368421053,0.026490066225165587,0.0,1,0,2,0.06565788179087902
quantization_trial__028c60b75d46df013cd270e7,quantization_pair__4740f8957a9cfe2f5ef98452,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_nonce_96_bit_hex_032,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__9e550576db114580d8608678,detector_pair__9e550576db114580d8608678__ordinary_control,explain_biological_process,64,64,2830799862740179943,,,1.2387352975346948,1.359375,0.5832187740831725,0.18960696458816528,0.0,86fb76d9fe3c9c336e133c4d2207093c8abd642c3d06ebeebc0b1c3355ac57a5,2.859682177993818,4757,False,57,3,370,28.739473684210537,13.97087719298246,14.414736842105263,0.7192982456140351,0.017857142857142905,0.0,1,0,1,0.11518822566301284
quantization_trial__b58d943659cf6fe6cdf640d0,quantization_pair__4740f8957a9cfe2f5ef98452,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_nonce_96_bit_hex_032,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__9e550576db114580d8608678,detector_pair__9e550576db114580d8608678__ordinary_control,explain_biological_process,64,64,2830799862740179943,,,1.318475171356467,1.484375,0.6733097671529868,0.2421368658542633,0.0,99cf0b5a2c069fbf94e668fb3ef6642ccce6af972adcf867652ada39d285af1e,7.588787967004464,7753,True,53,3,339,45.24295597484277,11.337735849056607,12.923018867924526,0.7924528301886793,0.0,0.0,1,0,1,0.13949995678396393
quantization_trial__a0139e96827698fd5b5fb82a,quantization_pair__47626d4fae83852dce7e0edf,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_sha256_hex_015,sha256_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__7d247a7c70794b503999a459,detector_pair__7d247a7c70794b503999a459__ordinary_control,narrative_small_discovery,171,171,15859045136219911265,,,2.8606628439397244,3.1871345029239766,1.376754045603425,0.5351712968614366,0.0,3df6974697b99c25a2508c79d278548a6e27454015f9e94e17d4348c44a4261f,6.742407938989345,4757,False,146,9,762,69.26396499238969,7.628447488584474,6.298082191780818,0.6301369863013698,0.020689655172413834,0.0,1,0,1,0.055166934077241964
quantization_trial__2786e8c0374e0f75d556746c,quantization_pair__47626d4fae83852dce7e0edf,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_sha256_hex_015,sha256_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__7d247a7c70794b503999a459,detector_pair__7d247a7c70794b503999a459__ordinary_control,narrative_small_discovery,171,171,15859045136219911265,,,2.573182267926091,2.8128654970760234,1.2032916258333612,0.4411188036377667,0.0,040f259466d94c043bef1c226afa151f2be35f9ab88485a7a76daff5a081231d,18.2321878230141,7753,True,148,9,809,66.67361861861865,8.044954954954957,7.787297297297297,0.7027027027027027,0.013605442176870763,0.0,1,0,1,0.05092568953141145
quantization_trial__775fcfb0f208feadc32b04f2,quantization_pair__4796c00118265245a66ff8b4,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_hmac_sha256_hex_039,hmac_sha256_hex,validation,ascii_b8,nonseg_ascii_b8,detector_pair__1956cb96fcca268d792b7889,detector_pair__1956cb96fcca268d792b7889__ordinary_control,explain_biological_process,171,171,5470968344902918296,,,1.1658529205401726,1.327485380116959,0.5386028951968433,0.17063104060658238,0.0,95b80af250c7b8350dd658274b3629890ce03691bad8ed71a8d83e04c42e8bca,6.737406403000932,4757,False,133,9,822,49.35134502923981,10.04701754385965,11.685413533834584,0.6015037593984962,0.05303030303030298,0.007633587786259555,1,0,1,0.21999606013052922
quantization_trial__fcff4926eb0201aabf99fd69,quantization_pair__4796c00118265245a66ff8b4,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_hmac_sha256_hex_039,hmac_sha256_hex,validation,ascii_b8,nonseg_ascii_b8,detector_pair__1956cb96fcca268d792b7889,detector_pair__1956cb96fcca268d792b7889__ordinary_control,explain_biological_process,171,171,5470968344902918296,,,0.9574821807611311,1.1812865497076024,0.41106071890104556,0.10440736067922492,0.0,fe059be9957153512a3928c0c75938a97651a3cab08becef01dd6c2f443a3fd2,18.25504573600483,7753,True,133,11,838,48.89806561859194,9.442747778537253,11.107669172932333,0.5639097744360902,0.06060606060606055,0.03053435114503822,1,0,1,0.13451043123108755
quantization_trial__f0d5fcf1baefe510ee3c8a5f,quantization_pair__47c7d9d5d79c799c679ca985,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_uuid_v4_041,uuid_v4,validation,ascii_b8,nonseg_ascii_b8,detector_pair__7dd58f07d4395d1ac187c4d3,detector_pair__7dd58f07d4395d1ac187c4d3__rankcloak,narrative_learning_moment,96,96,4877009307678639419,True,,3.6774050283324087,4.15625,3.7636047515456514,2.7675733168919883,0.0,a53bb97c204724b4f0bb99369ddc093ad736a0a92ff65f14435a6d07d7bd0174,3.9684222899959423,4757,False,84,2,467,42.34071428571431,17.78761904761905,9.255238095238095,0.7380952380952381,0.0,0.0,1,0,3,0.0387124756382922
quantization_trial__4dc0b9d24ce538e628a96c4d,quantization_pair__47c7d9d5d79c799c679ca985,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_uuid_v4_041,uuid_v4,validation,ascii_b8,nonseg_ascii_b8,detector_pair__7dd58f07d4395d1ac187c4d3,detector_pair__7dd58f07d4395d1ac187c4d3__rankcloak,narrative_learning_moment,96,96,4877009307678639419,True,False,3.0463997391792765,4.15625,3.74816949129634,2.910978506008784,0.0,b6342d6098533e38531b4274a32c4a06d37aecfaa14591dad22911e180bced9a,19.263025334003032,7753,True,86,4,439,75.81947674418606,8.025232558139539,6.411627906976744,0.7906976744186046,0.02352941176470591,0.0,1,0,2,0.006640654517150714
quantization_trial__1335d96be26dda9296a0b751,quantization_pair__47ffaff347587e8b8331378e,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_nonce_96_bit_hex_030,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,detector_pair__8000ff885e37227c3812e3b7,detector_pair__8000ff885e37227c3812e3b7__ordinary_control,procedure_garden_task,48,48,2190412238978299571,,,1.425880172713371,1.5,0.735866349152629,0.2906148632367452,0.0,eb43f326699449c3241b99f3c952e8f8e7f321b543239b9fde153421c4e6da90,2.231505174000631,4757,False,39,3,223,72.16307692307694,6.423589743589744,8.609230769230766,0.8205128205128205,0.02631578947368418,0.0,1,0,1,0.009374899472241755
quantization_trial__27c4448cadbb7bcfae4a388b,quantization_pair__47ffaff347587e8b8331378e,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_nonce_96_bit_hex_030,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,detector_pair__8000ff885e37227c3812e3b7,detector_pair__8000ff885e37227c3812e3b7__ordinary_control,procedure_garden_task,48,48,2190412238978299571,,,1.7005348398100342,1.8541666666666667,0.8778543391255041,0.34125256538391113,0.0,7641e65ec51cbf68269d06f1897d57504e375900703dce444b888923daefc9b0,5.996705038007349,7753,True,34,4,205,78.77220588235295,4.383823529411767,8.561176470588236,0.8529411764705882,0.0,0.0,1,0,1,0.08869802281612392
quantization_trial__bb50ba7fa2b656c8682fdac8,quantization_pair__480e0f089e36a4fedb0eb773,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_chacha20_poly1305_base64_059,chacha20_poly1305_base64,test,ascii_b16,nonseg_ascii_b16,detector_pair__51c2e9f21b0663554b6b9b42,detector_pair__51c2e9f21b0663554b6b9b42__rankcloak,casual_hobby_chat,128,128,335075952311881642,True,,3.3723618512209756,6.6484375,4.760956895694711,3.881061628460884,0.0,90c393b6e2ef605f52da4aa19feab7aa45ce36277c78c49f9c80248f018e48fc,5.243452240989427,4757,False,85,7,509,66.11705882352945,7.053949579831933,9.15623529411765,0.8588235294117647,0.0,0.0,1,0,3,0.05752893691008314
quantization_trial__19d068dbbadbda98a6123f3c,quantization_pair__480e0f089e36a4fedb0eb773,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_chacha20_poly1305_base64_059,chacha20_poly1305_base64,test,ascii_b16,nonseg_ascii_b16,detector_pair__51c2e9f21b0663554b6b9b42,detector_pair__51c2e9f21b0663554b6b9b42__rankcloak,casual_hobby_chat,128,128,335075952311881642,True,True,3.8077126724858257,6.6484375,4.384954954666849,3.305491765961051,0.0,a86024943aaac03aca7ac8af94159651a76ae800ff19942d1f8acc2ebea1d0ce,25.341284484995413,7753,True,93,6,543,56.4702419354839,9.233494623655911,8.845161290322583,0.8064516129032258,0.021739130434782594,0.0,1,0,1,0.05451203057827689
quantization_trial__681ef18bb577b7b9e5593958,quantization_pair__481c887381716dcd1063836c,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_ed25519_signature_base64_030,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__af357a8bcb41850056445fd8,detector_pair__af357a8bcb41850056445fd8__rankcloak,forum_purchase_advice,176,176,530371676244350978,True,,3.3911993208094255,6.698863636363637,4.173996705672784,3.1923129666935313,0.0,0970a8ef4dfbcdd8b8ff43c7ef626c188c1567162fe631c9281bff8fa48e29da,6.921940587999416,4757,False,142,4,875,31.987007042253538,17.61697183098592,12.06225352112676,0.7676056338028169,0.007092198581560294,0.0,1,0,6,0.03637884477434912
quantization_trial__a7d3d3cd633b338093c9b20b,quantization_pair__481c887381716dcd1063836c,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_ed25519_signature_base64_030,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__af357a8bcb41850056445fd8,detector_pair__af357a8bcb41850056445fd8__rankcloak,forum_purchase_advice,176,176,530371676244350978,True,False,3.1512644826514165,6.698863636363637,4.290656554903211,3.4595408764752476,0.0,85f807130acf935d081a780df9d9c800877b149268e8cb2436fe31cf33e908bc,33.228529015992535,7753,True,112,8,715,60.4375,8.307500000000001,10.908214285714287,0.8482142857142857,0.009009009009009028,0.0,1,0,1,0.03452691187795399
quantization_trial__ee1e61aa6babcb1c181b6dc8,quantization_pair__482fef1a519e2098db224cb8,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_hmac_sha256_hex_022,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__f0e7bf27d7a014beb93643bd,detector_pair__f0e7bf27d7a014beb93643bd__ordinary_control,casual_neighborhood_chat,171,171,6521270761789373491,,,1.8812483475749346,1.719298245614035,0.8806929850500987,0.30707152405677485,0.0,1ae7ada22303b600684a7f0fc4944420d41f804f662059c99c6ff8984b37c4e3,6.740681879004114,4757,False,141,12,771,76.70875000000001,5.479024822695035,6.493617021276599,0.7304964539007093,0.021428571428571463,0.014388489208633115,1,0,1,0.09379113339151166
quantization_trial__9605e5f8d0969cd0d0337981,quantization_pair__482fef1a519e2098db224cb8,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_hmac_sha256_hex_022,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__f0e7bf27d7a014beb93643bd,detector_pair__f0e7bf27d7a014beb93643bd__ordinary_control,casual_neighborhood_chat,171,171,6521270761789373491,,,2.186238632052514,1.8771929824561404,1.0594118474585776,0.37844729841801156,0.0,bc6ff7d498db77988005289a02a8a8b38e46bcdad31cb6d4a8001bca52bcad29,18.190705146000255,7753,True,141,15,764,88.09400000000001,3.307205673758869,5.530212765957447,0.7092198581560284,0.0,0.0,1,0,3,0.07235677598425355
quantization_trial__524cd95ad9ae4fa462c58134,quantization_pair__483f5db9d38fad4f48626463,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_uuid_v4_002,uuid_v4,train,ascii_b8,nonseg_ascii_b8,detector_pair__a6ed2f355fb45dd0b47ac07f,detector_pair__a6ed2f355fb45dd0b47ac07f__ordinary_control,professional_process_email,96,96,6621488274093588368,,,1.2332697002611652,1.5208333333333333,0.6029798811873613,0.22742387652397156,0.0,5493303256e919a67c9bd229776862b4946fb6c49def1152cfe651f689af3163,4.005056876994786,4757,False,80,4,459,59.63500000000003,9.910000000000004,9.253499999999999,0.7875,0.025316455696202556,0.012820512820512775,1,0,1,0.09550932883977858
quantization_trial__e15380c18df4f71d9e800168,quantization_pair__483f5db9d38fad4f48626463,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_uuid_v4_002,uuid_v4,train,ascii_b8,nonseg_ascii_b8,detector_pair__a6ed2f355fb45dd0b47ac07f,detector_pair__a6ed2f355fb45dd0b47ac07f__ordinary_control,professional_process_email,96,96,6621488274093588368,,,1.1812657832571845,1.3854166666666667,0.5741153215313376,0.2166428565979004,0.0,857085f55d09ec4c54900bcf2800ff2ef9d01a021bf56b00eb6781d44cb94d9d,10.758536250999896,7753,True,74,5,448,62.626513513513544,8.20091891891892,10.01081081081081,0.7432432432432432,0.04109589041095896,0.01388888888888884,1,0,1,0.0719061515328626
quantization_trial__0981dfad245f9c3141894078,quantization_pair__485c05d810e899a4b3bf6e41,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_ed25519_signature_base64_008,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,detector_pair__e3755b587c075c233a1ab7a6,detector_pair__e3755b587c075c233a1ab7a6__ordinary_control,narrative_small_discovery,235,235,10935803081165010041,,,2.4434717412256526,2.123404255319149,1.1432165707451198,0.4389951340695645,0.0,057ece669fc7df1a7c0f4e28ce9c686464ca96f97ee393dd92aafe6582f9df19,9.041580036995583,4757,False,206,11,1103,66.676332744925,8.611694616063552,7.595145631067961,0.587378640776699,0.05853658536585371,0.019607843137254943,1,0,1,0.07533864684594131
quantization_trial__3d79020e3efe4c63f69febec,quantization_pair__485c05d810e899a4b3bf6e41,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_ed25519_signature_base64_008,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,detector_pair__e3755b587c075c233a1ab7a6,detector_pair__e3755b587c075c233a1ab7a6__ordinary_control,narrative_small_discovery,235,235,10935803081165010041,,,2.085699680174964,1.9234042553191488,0.9793928390684051,0.33873493519235165,0.0,dd0e4051b7547ce957e9e28ad5e171820a7d9a26919774b0797d79d348d68b4e,24.52006149099907,7753,True,200,13,1097,69.39561538461541,7.402000000000001,7.707000000000001,0.62,0.045226130653266305,0.005050505050505083,1,0,1,0.05784069423027111
quantization_trial__81e1448223d7dd166d7df621,quantization_pair__4863a526ffcad214822307a4,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_chacha20_poly1305_base64_034,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__147bb6a8f229433be32e7af7,detector_pair__147bb6a8f229433be32e7af7__rankcloak,explain_weather_pattern,128,128,17392087174997728164,True,,3.412636428282939,6.9296875,4.119448024476596,3.1166443713009357,0.0,dfe95259371fa5df2450f770f7da1c17bc846b218cbfe6a3326b23d1cf2a2dfc,5.129686493994086,4757,False,110,4,621,60.48250000000003,11.654999999999998,9.47672727272727,0.7909090909090909,0.00917431192660545,0.0,1,0,2,0.04920308093590765
quantization_trial__d990f3af830cdcbb7cb95920,quantization_pair__4863a526ffcad214822307a4,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_chacha20_poly1305_base64_034,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__147bb6a8f229433be32e7af7,detector_pair__147bb6a8f229433be32e7af7__rankcloak,explain_weather_pattern,128,128,17392087174997728164,True,False,2.718423838576922,6.9296875,4.750025210753876,3.962220549583435,0.0,c31b78c8edbb802ed7f64c34257afa6b2a139888de67947535e5e1f7d0ac943c,25.083517571008997,7753,True,87,5,557,54.008482758620715,10.04887356321839,11.560919540229882,0.9080459770114943,0.0,0.0,1,0,2,0.024980810622011053
quantization_trial__839d55f84522a07308a318a2,quantization_pair__487b3fda4b53f87fec188af9,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_aes256_gcm_base64_030,aes256_gcm_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__ea58f81ba41636457e29fdc3,detector_pair__ea58f81ba41636457e29fdc3__ordinary_control,casual_neighborhood_chat,128,128,5429415737137417877,,,1.5977025248974832,1.4609375,0.6751074256466054,0.21644887328147888,0.0,33e63ae92d2130b657e8f9876631dc30d5081c8746f20094bc90697f087536a9,5.145800975005841,4757,False,80,9,468,84.66027777777781,3.6591666666666676,5.933499999999999,0.8375,0.012658227848101222,0.0,1,0,1,0.05190035008376511
quantization_trial__04ebcf4e79aa25f5e525a30a,quantization_pair__487b3fda4b53f87fec188af9,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_aes256_gcm_base64_030,aes256_gcm_base64,train,ascii_b16,nonseg_ascii_b16,detector_pair__ea58f81ba41636457e29fdc3,detector_pair__ea58f81ba41636457e29fdc3__ordinary_control,casual_neighborhood_chat,128,128,5429415737137417877,,,1.6115253495039845,1.3828125,0.6963389103324183,0.19511628150939941,0.0,86a33e00a112227a382066a723d789e2b966fd67f83cb6536aeb0376bf3441c8,13.86432926398993,7753,True,104,11,572,80.10017482517485,4.435734265734268,6.228846153846153,0.7596153846153846,0.04854368932038833,0.02941176470588236,1,0,1,0.0890975258896544
quantization_trial__6ec8b9ed3602e17e139b5d50,quantization_pair__487d107a3395afce4751a171,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_ed25519_signature_base64_001,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,detector_pair__5265391d07732b10cd2c8c1e,detector_pair__5265391d07732b10cd2c8c1e__ordinary_control,procedure_garden_task,235,235,13590160369041679694,,,1.3689772262690056,1.4595744680851064,0.654998714221792,0.21164006578161362,0.0,c4d217eb746b1f6e64e574db813a0bcc414a3d524344b968ce7c4cd97c90540d,9.078453758003889,4757,False,182,20,1065,79.99520329670331,4.362296703296703,7.794945054945053,0.6318681318681318,0.08287292817679559,0.01666666666666672,1,0,1,0.07599530737099965
quantization_trial__10ce97ba31d94b4f53ed6a37,quantization_pair__487d107a3395afce4751a171,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,ordinary_control,0,revision_v1_ed25519_signature_base64_001,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,detector_pair__5265391d07732b10cd2c8c1e,detector_pair__5265391d07732b10cd2c8c1e__ordinary_control,procedure_garden_task,235,235,13590160369041679694,,,1.4100959916668967,1.3574468085106384,0.609640885029086,0.18094361487855304,0.0,8be6d1be32fb9f79238502d522f396ce427a01d98f8545d5ca34c3eca8e8a638,24.507636276000994,7753,True,182,20,1066,73.48751098901101,5.269989010989011,7.278021978021979,0.6098901098901099,0.04972375690607733,0.0,1,0,1,0.07506589715995647
quantization_trial__950215355a4b1ec023d48ad9,quantization_pair__487f7936a887c2ea1b96e61a,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,rankcloak,1,revision_v1_nonce_96_bit_hex_007,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__6eca1ffe797d27b4d0673ada,detector_pair__6eca1ffe797d27b4d0673ada__rankcloak,narrative_local_walk,64,64,10601511079406029293,True,,3.544400172954293,4.046875,3.7088747394019173,2.7801587134599686,0.0,239acfcaa9e53623fae7e428fd1a39773b54e47c25487524d424baa9c378918b,2.7697661010024603,4757,False,58,1,320,35.65120689655173,22.69551724137931,9.845517241379309,0.9137931034482759,0.0,0.0,1,0,1,0.07732211695775751
quantization_trial__ac1abbb042d27f5a0c5f7bec,quantization_pair__487f7936a887c2ea1b96e61a,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q8_0,rankcloak,1,revision_v1_nonce_96_bit_hex_007,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,detector_pair__6eca1ffe797d27b4d0673ada,detector_pair__6eca1ffe797d27b4d0673ada__rankcloak,narrative_local_walk,64,64,10601511079406029293,True,True,3.5445315715374917,4.046875,3.566466382912716,2.615759238600731,0.0,ded5dd69a13116639d00427e9f40333e85c8cab6c90d1e4bc5c3cd5aa3504711,13.634921214994392,7753,True,54,2,296,57.23000000000002,11.984444444444446,8.910370370370373,0.8148148148148148,0.0,0.0,1,0,0,0.0853614746805001
quantization_trial__2d47f1f2a606c0410e63d2b8,quantization_pair__488630930dff8cc67182f0de,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,Q4_K_M,ordinary_control,0,revision_v1_hmac_sha256_hex_019,hmac_sha256_hex,train,ascii_b16,nonseg_ascii_b16,detector_pair__9f08d73a0bfc0916b2467fc0,detector_pair__9f08d73a0bfc0916b2467fc0__ordinary_control,procedure_garden_task,128,128,12550451348364235355,,,1.3706256150647302,1.4296875,0.6966820637624744,0.2696959525346756,0.0,ddec4fd1c75b722d64570f8bd6a85396d011a58ba1cf96e19b2b43ab4e55d2df,5.205650792995584,4757,False,96,7,540,77.47125000000004,5.860654761904762,7.3991666666666625,0.65625,0.08421052631578951,0.021276595744680882,1,0,1,0.07974181113386954
