human_row_id,candidate_id,prompt_template_id,matched_rankcloak_test_row_id,human_word_count,rankcloak_word_count,relative_word_difference,human_character_count,rankcloak_character_count,matching_cost
human-HC-8d7c88399e1b3a00e6e1569a,HC-8d7c88399e1b3a00e6e1569a,procedure_garden_task,detector_pair__c8219b5d9cdf9561474cd9a6__rankcloak,48,49,0.02040816326530612,293,287,0.025634644101543057
human-HC-8dfffb2426bf9a60cd2ec604,HC-8dfffb2426bf9a60cd2ec604,explain_weather_pattern,detector_pair__e9c5401cb23b1b35046c0ca8__rankcloak,36,36,0.0,252,224,0.03125
human-HC-8ee1417b782884a5ab04f65d,HC-8ee1417b782884a5ab04f65d,procedure_simple_meal,detector_pair__6b358121748f76835f245ee1__rankcloak,290,356,0.1853932584269663,1689,2160,0.2399071473158552
human-HC-8eef333af22eb27a5f90b0e6,HC-8eef333af22eb27a5f90b0e6,explain_weather_pattern,detector_pair__b6715f534ad28efafe9ac930__rankcloak,126,125,0.008,863,844,0.013627962085308056
human-HC-8f172d6073d738a9532e7772,HC-8f172d6073d738a9532e7772,procedure_home_task,detector_pair__ed666fc5df0979c2c2e75d7e__rankcloak,173,145,0.19310344827586207,990,915,0.21359525155455059
human-HC-90dd6a72f603d983cdcae033,HC-90dd6a72f603d983cdcae033,explain_weather_pattern,detector_pair__3dd2425ee7623571d9877752__rankcloak,149,152,0.019736842105263157,914,929,0.023773440598266388
human-HC-92f0bf0fd77aa5d8c8d9fae4,HC-92f0bf0fd77aa5d8c8d9fae4,explain_weather_pattern,detector_pair__020352c15281d8fa66e8b1a4__rankcloak,155,155,0.0,896,988,0.02327935222672065
human-HC-93b5ddfdd07fd4a96ddbbc15,HC-93b5ddfdd07fd4a96ddbbc15,forum_practical_answer,detector_pair__ece19eaf979d8fd148d11e71__rankcloak,126,99,0.2727272727272727,696,544,0.34258021390374327
human-HC-93bc6daaad25b7b8f4046d5d,HC-93bc6daaad25b7b8f4046d5d,forum_learning_answer,detector_pair__db63e47993c683e27ed2ad79__rankcloak,56,50,0.12,351,336,0.13116071428571427
human-HC-93d0809e61003b0504cf230d,HC-93d0809e61003b0504cf230d,explain_weather_pattern,detector_pair__2394559f525a075b7e1e9c7a__rankcloak,182,185,0.016216216216216217,1020,1095,0.03333950388744909
human-HC-93dfd78cc58743cd891230e3,HC-93dfd78cc58743cd891230e3,explain_weather_pattern,detector_pair__4b342f8aee6825d0079b1212__rankcloak,164,165,0.006060606060606061,845,1070,0.05863069951854998
human-HC-94c3c1278df1112200aad8bc,HC-94c3c1278df1112200aad8bc,explain_weather_pattern,detector_pair__9278994858c36d1ce239fa2e__rankcloak,63,56,0.125,370,358,0.13337988826815642
human-HC-9526e880faa8d73953595cf9,HC-9526e880faa8d73953595cf9,procedure_garden_task,detector_pair__10a48e897164189a1cfd09ed__rankcloak,94,90,0.044444444444444446,574,589,0.05081116770420675
human-HC-95cbd8522b4705418bbbc728,HC-95cbd8522b4705418bbbc728,forum_practical_answer,detector_pair__78789aa0c34864ffc8f26d88__rankcloak,273,276,0.010869565217391304,1661,1653,0.012079486572503222
human-HC-9712b41cd9340509f9e5588b,HC-9712b41cd9340509f9e5588b,forum_practical_answer,detector_pair__deb1935d4844ddfeed3ebcf5__rankcloak,272,277,0.018050541516245487,1389,1637,0.05592470156511537
human-HC-979bd77624991d745683745b,HC-979bd77624991d745683745b,explain_biological_process,detector_pair__c7396b312d9c4d972ce2cddd__rankcloak,159,155,0.025806451612903226,1066,985,0.04636482724742099
human-HC-98d1a6e03817a1cd08448e92,HC-98d1a6e03817a1cd08448e92,forum_learning_answer,detector_pair__c1a84473def80c473c154b14__rankcloak,56,44,0.2727272727272727,319,252,0.33919552669552666
human-HC-98e611bd7b70ff63f0505aa3,HC-98e611bd7b70ff63f0505aa3,explain_biological_process,detector_pair__502ac6f0d06cbce4a1151b56__rankcloak,76,76,0.0,509,509,0.0
human-HC-998cd9b3c3eca61d4ce41599,HC-998cd9b3c3eca61d4ce41599,explain_weather_pattern,detector_pair__9fccf0c13c80a5878b13bdc7__rankcloak,142,144,0.013888888888888888,809,816,0.016033496732026142
human-HC-9af444355af9ab8c2ece8f55,HC-9af444355af9ab8c2ece8f55,forum_purchase_advice,detector_pair__4e4f132ac375ae3c6f3fc296__rankcloak,104,79,0.31645569620253167,516,497,0.32601304026691796
human-HC-9c23d686343460eefe07cc66,HC-9c23d686343460eefe07cc66,forum_practical_answer,detector_pair__5867a223e9e3f5a78eb108fc__rankcloak,175,139,0.2589928057553957,967,752,0.3304688695851829
human-HC-9c5df260bfb684be7dc9a523,HC-9c5df260bfb684be7dc9a523,forum_learning_answer,detector_pair__486ce4e8596176750583df75__rankcloak,59,53,0.11320754716981132,378,327,0.15219837285788473
human-HC-9cc48c8e93c220d038436167,HC-9cc48c8e93c220d038436167,procedure_home_task,detector_pair__3875ff653460878dc3ed1a67__rankcloak,246,350,0.29714285714285715,1265,2006,0.38949081327446233
human-HC-9d48b50b5e8a0c9a9818ecd7,HC-9d48b50b5e8a0c9a9818ecd7,forum_learning_answer,detector_pair__a26e2fe29bfc1d859cb51c97__rankcloak,111,111,0.0,667,647,0.0077279752704791345
human-HC-9d866e9209cb66244807980e,HC-9d866e9209cb66244807980e,explain_biological_process,detector_pair__4c4eee790af2e9b37a8b3fac__rankcloak,250,254,0.015748031496062992,1602,1519,0.029408334326872735
human-HC-9f02ef81c76294623831b3b8,HC-9f02ef81c76294623831b3b8,explain_biological_process,detector_pair__2167b0e3c9261c8559e27997__rankcloak,250,369,0.3224932249322493,1755,2065,0.36002349127607497
human-HC-a1ac201957f8413d27ca8ebf,HC-a1ac201957f8413d27ca8ebf,forum_practical_answer,detector_pair__2cbca5535489c1f1816f7698__rankcloak,158,136,0.16176470588235295,901,751,0.21169812798621446
human-HC-a1ac5e2a01ffb6908ea38c20,HC-a1ac5e2a01ffb6908ea38c20,forum_practical_answer,detector_pair__cdc33372678b37d434e8e798__rankcloak,283,385,0.2649350649350649,1568,2102,0.32844600689510295
human-HC-a1efb061370afdaecbea8cb5,HC-a1efb061370afdaecbea8cb5,narrative_local_walk,detector_pair__2a3a639798d6d7b1d337eac7__rankcloak,257,274,0.06204379562043796,1252,1527,0.10706671638009742
human-HC-a4ce6bb5165ecaca7d3e20e7,HC-a4ce6bb5165ecaca7d3e20e7,forum_purchase_advice,detector_pair__b694253ccc73df6e520e90d9__rankcloak,149,150,0.006666666666666667,892,941,0.019684732554020545
human-HC-a5b5973fcb8bd561557b8874,HC-a5b5973fcb8bd561557b8874,professional_process_email,detector_pair__3fdff169ebbf0e90faa6f2eb__rankcloak,127,128,0.0078125,759,813,0.024417666051660517
human-HC-a5d5d3a3ada8838821bba5b7,HC-a5d5d3a3ada8838821bba5b7,procedure_home_task,detector_pair__e1b8645c637f068306b8f371__rankcloak,129,132,0.022727272727272728,666,758,0.053070280642840015
human-HC-a734be0d5bcd46731353e001,HC-a734be0d5bcd46731353e001,forum_practical_answer,detector_pair__ab871766ff2c00c05acc0767__rankcloak,150,125,0.2,997,741,0.2863697705802969
human-HC-a78ecdffe78334fa65adca80,HC-a78ecdffe78334fa65adca80,forum_learning_answer,detector_pair__4e3b9d527a7beafaee921982__rankcloak,128,128,0.0,733,752,0.006316489361702127
human-HC-a9ae85f4b14a1dcfcdfc77bc,HC-a9ae85f4b14a1dcfcdfc77bc,forum_practical_answer,detector_pair__534d036af44d9f80a0b2fb52__rankcloak,121,102,0.18627450980392157,759,616,0.24431022408963587
human-HC-a9d93f6e4037442c87bf73c6,HC-a9d93f6e4037442c87bf73c6,explain_weather_pattern,detector_pair__b42e2da1e666a2ec6378904d__rankcloak,87,91,0.04395604395604396,502,532,0.058053788316946214
human-HC-ad2816645077001509aee7c3,HC-ad2816645077001509aee7c3,explain_biological_process,detector_pair__c23d7bd3d57b1bfa2ede34c5__rankcloak,192,201,0.04477611940298507,1320,1329,0.04646912166032142
human-HC-ad9c13055b90b012c72e4d22,HC-ad9c13055b90b012c72e4d22,forum_learning_answer,detector_pair__fb32dd4fb9f2f9a9573b63da__rankcloak,58,51,0.13725490196078433,355,330,0.15619429590017828
human-HC-ad9f5825c73bf4ec7b3bd89e,HC-ad9f5825c73bf4ec7b3bd89e,explain_weather_pattern,detector_pair__e09e3465a969c8d5c9866222__rankcloak,92,95,0.031578947368421054,504,595,0.06981424148606812
human-HC-ae36de5c6f9ec943393dc6b6,HC-ae36de5c6f9ec943393dc6b6,forum_purchase_advice,detector_pair__661c77c28cf4bd387bf2d6bc__rankcloak,235,231,0.017316017316017316,1435,1502,0.028467814919213054
human-HC-b07394c93fc41ae1cf015500,HC-b07394c93fc41ae1cf015500,forum_learning_answer,detector_pair__61b32c309daed3a3dbb8f468__rankcloak,212,212,0.0,1208,1184,0.005067567567567568
human-HC-b0b64da48710ce92352aa911,HC-b0b64da48710ce92352aa911,forum_learning_answer,detector_pair__e5cf22a82ed5819f1b9c6534__rankcloak,244,254,0.03937007874015748,1403,1406,0.039903506905164594
human-HC-b0b82a60eb9a251e5ee65e31,HC-b0b82a60eb9a251e5ee65e31,forum_practical_answer,detector_pair__306a9c5ccc8045bf5eccda1e__rankcloak,168,139,0.20863309352517986,1120,771,0.3217978146665547
human-HC-b0ba6e02c4b1c7698b300f09,HC-b0ba6e02c4b1c7698b300f09,explain_weather_pattern,detector_pair__147bb6a8f229433be32e7af7__rankcloak,108,110,0.01818181818181818,602,620,0.025439882697947214
human-HC-b1049ac6e25601fb53574ac7,HC-b1049ac6e25601fb53574ac7,forum_practical_answer,detector_pair__1f6377c6d721cac2534563bb__rankcloak,110,82,0.34146341463414637,580,469,0.4006318581309481
human-HC-b1911643669c92aed58df2ee,HC-b1911643669c92aed58df2ee,forum_purchase_advice,detector_pair__2540f7a416487e550db890fd__rankcloak,98,90,0.08888888888888889,599,618,0.09657497303128372
human-HC-b27074a8787c7f28c8b11419,HC-b27074a8787c7f28c8b11419,forum_purchase_advice,detector_pair__7a43a27e4295663220eeb1d0__rankcloak,96,73,0.3150684931506849,571,437,0.3917275320522867
human-HC-b2f8aa36cff800fcd1801d9c,HC-b2f8aa36cff800fcd1801d9c,explain_weather_pattern,detector_pair__3882f7e98001dfbd17e099b2__rankcloak,45,45,0.0,291,279,0.010752688172043012
human-HC-b5252f9273e6dc3606070f14,HC-b5252f9273e6dc3606070f14,forum_purchase_advice,detector_pair__0390851ed32c583152eca3f9__rankcloak,228,235,0.029787234042553193,1329,1278,0.039763759864149435
human-HC-b5492cc7510b3ee9e4a9de4c,HC-b5492cc7510b3ee9e4a9de4c,forum_learning_answer,detector_pair__da1233d944eff02e81aba71c__rankcloak,57,52,0.09615384615384616,328,324,0.09924026590693258
human-HC-b598188727787081a1fe2d21,HC-b598188727787081a1fe2d21,forum_learning_answer,detector_pair__1d7f1332660a70f6fc14e6a2__rankcloak,132,134,0.014925373134328358,803,789,0.019361368064619865
human-HC-b5de57e5d6f6a8824b274cad,HC-b5de57e5d6f6a8824b274cad,procedure_simple_meal,detector_pair__80be06a5aa34a0cc16c00810__rankcloak,99,99,0.0,505,578,0.03157439446366782
human-HC-be1566c6b7799b672cb2a622,HC-be1566c6b7799b672cb2a622,forum_practical_answer,detector_pair__df86325677643ae448767e04__rankcloak,146,121,0.2066115702479339,838,735,0.24164558385337606
human-HC-be42b6cbe91ae9712e5e50a0,HC-be42b6cbe91ae9712e5e50a0,procedure_home_task,detector_pair__5e5d2c4d20267ed00775ab97__rankcloak,136,136,0.0,890,997,0.02683049147442327
human-HC-be742a3110f92e40af4995ac,HC-be742a3110f92e40af4995ac,explain_biological_process,detector_pair__b5c0b8efb0beda434f885f5d__rankcloak,77,77,0.0,423,466,0.023068669527896997
human-HC-bff5416c897c398420edd326,HC-bff5416c897c398420edd326,procedure_simple_meal,detector_pair__b802c0872fe1fc70b59c7428__rankcloak,134,134,0.0,700,777,0.024774774774774775
human-HC-c130085f102d2ab7c5a5ff15,HC-c130085f102d2ab7c5a5ff15,explain_biological_process,detector_pair__d8bb85caaaf00e7600f519f5__rankcloak,61,63,0.031746031746031744,366,365,0.032430963252881057
human-HC-c1a95f8c0b0b74ca17cc9db8,HC-c1a95f8c0b0b74ca17cc9db8,forum_learning_answer,detector_pair__a12e85b7a0e4b3d49ee35ea8__rankcloak,81,80,0.0125,461,462,0.013041125541125543
human-HC-c3ba11bc5616706cdde933c8,HC-c3ba11bc5616706cdde933c8,explain_weather_pattern,detector_pair__e88b1d685ce5d4085d7b6bd2__rankcloak,111,111,0.0,628,644,0.006211180124223602
human-HC-c4ab8641fadcb9525eb0c510,HC-c4ab8641fadcb9525eb0c510,forum_learning_answer,detector_pair__106d6d90c6be1fac6b56a46d__rankcloak,98,98,0.0,540,546,0.0027472527472527475
human-HC-c518ebdc6b009b9f4863df1f,HC-c518ebdc6b009b9f4863df1f,explain_weather_pattern,detector_pair__b00ad7684ae4181f7ad11574__rankcloak,164,165,0.006060606060606061,948,966,0.010718991153773762
human-HC-c8b8c913d37f1c6397fabc5d,HC-c8b8c913d37f1c6397fabc5d,forum_learning_answer,detector_pair__f8bf733660e1593831bc4851__rankcloak,123,123,0.0,729,728,0.00034340659340659343
human-HC-c920d2776df9caa27cbf03fb,HC-c920d2776df9caa27cbf03fb,explain_weather_pattern,detector_pair__d35a6cb3b17a4c0b2cd13a95__rankcloak,103,103,0.0,601,675,0.027407407407407408
human-HC-c992c3d0ca0b03de95214a91,HC-c992c3d0ca0b03de95214a91,explain_weather_pattern,detector_pair__9f09566fe4bbfa7a602f55f7__rankcloak,56,49,0.14285714285714285,307,299,0.14954610606784519
human-HC-ca10edd306e7d43530e78dab,HC-ca10edd306e7d43530e78dab,forum_learning_answer,detector_pair__5e50f8dad80a9a55dd6ea481__rankcloak,101,101,0.0,579,587,0.0034071550255536627
human-HC-cac89d36789840d6ab33b01b,HC-cac89d36789840d6ab33b01b,procedure_garden_task,detector_pair__0d7b84bc6d7b295f5245064d__rankcloak,260,285,0.08771929824561403,1421,1571,0.11158944464917864
human-HC-cc34e5d59c1a6086efd6ace7,HC-cc34e5d59c1a6086efd6ace7,explain_biological_process,detector_pair__3ed4ce513816a30b4382407f__rankcloak,37,37,0.0,237,235,0.002127659574468085
human-HC-ce62fda77f9fc52c551afa13,HC-ce62fda77f9fc52c551afa13,forum_practical_answer,detector_pair__3cfbee64b2ba78236728c1d6__rankcloak,135,110,0.22727272727272727,795,634,0.290758531689131
human-HC-cebaefc8356baab43116866e,HC-cebaefc8356baab43116866e,forum_practical_answer,detector_pair__939414a5acf8d47aa9b0e722__rankcloak,160,136,0.17647058823529413,803,747,0.19521222143475866
human-HC-cf284a37b6046fe9605e0c07,HC-cf284a37b6046fe9605e0c07,explain_biological_process,detector_pair__f53982ddd1c73f8c5572cfdf__rankcloak,79,79,0.0,480,547,0.030621572212065813
human-HC-cf28e0763d5194fa51b59216,HC-cf28e0763d5194fa51b59216,explain_weather_pattern,detector_pair__ffcfe515220af90f0d6362ef__rankcloak,83,84,0.011904761904761904,456,503,0.03526460285903626
human-HC-cfed85d64e40f50d4d004612,HC-cfed85d64e40f50d4d004612,explain_weather_pattern,detector_pair__68ca484377cd9138eb584e4e__rankcloak,44,45,0.022222222222222223,263,266,0.025041771094402674
human-HC-d03a31f03af249e8fc406729,HC-d03a31f03af249e8fc406729,explain_weather_pattern,detector_pair__9461665dec2349fa6c5daff9__rankcloak,145,147,0.013605442176870748,769,781,0.017446671370212618
human-HC-d0f8d2ec0ae0de4931ca51b1,HC-d0f8d2ec0ae0de4931ca51b1,explain_biological_process,detector_pair__2f6048775a35fcc385e29c5b__rankcloak,167,185,0.0972972972972973,1072,1148,0.11384781994538093
human-HC-d14cfc7669c305837dee75a5,HC-d14cfc7669c305837dee75a5,forum_learning_answer,detector_pair__0ca23ea84499fa8cb899dd46__rankcloak,55,42,0.30952380952380953,323,253,0.3786937699981178
human-HC-d300929b480e633605fd8a8d,HC-d300929b480e633605fd8a8d,forum_learning_answer,detector_pair__6ce78ffdade19e7ce6cf12c9__rankcloak,73,73,0.0,498,560,0.027678571428571427
human-HC-d322c982048bf39479b10d94,HC-d322c982048bf39479b10d94,forum_learning_answer,detector_pair__4b42958794ca5ca5b74d53c8__rankcloak,60,55,0.09090909090909091,372,327,0.12531276063386154
human-HC-d467c6d38c99da64294605da,HC-d467c6d38c99da64294605da,forum_learning_answer,detector_pair__111e2d5bcc2335f56039b7ff__rankcloak,154,156,0.01282051282051282,906,901,0.014207860212299724
human-HC-d4c5a5f11b8319dbc1b672ae,HC-d4c5a5f11b8319dbc1b672ae,forum_practical_answer,detector_pair__9238a3b251a9e04b246e21a9__rankcloak,114,85,0.3411764705882353,690,573,0.3922235910070835
human-HC-d53e38318f9bfd54cddbd825,HC-d53e38318f9bfd54cddbd825,explain_biological_process,detector_pair__31135341e2ed7452a61b88b6__rankcloak,270,276,0.021739130434782608,1563,1658,0.03606361776892012
human-HC-d729e73e118c226644d69ae4,HC-d729e73e118c226644d69ae4,explain_weather_pattern,detector_pair__c47bc8196ae367f081a11d52__rankcloak,39,40,0.025,248,262,0.0383587786259542
human-HC-d8db361e591c41f9f265b558,HC-d8db361e591c41f9f265b558,forum_learning_answer,detector_pair__4491a595115b447e69de745a__rankcloak,55,44,0.25,324,271,0.2988929889298893
human-HC-d99cd958bc487ac57b1cfb2b,HC-d99cd958bc487ac57b1cfb2b,explain_weather_pattern,detector_pair__ec28f17a748483679d5e55b3__rankcloak,148,146,0.0136986301369863,859,890,0.022406495305525624
human-HC-db466892d10a4317f0d67fb0,HC-db466892d10a4317f0d67fb0,forum_purchase_advice,detector_pair__fcd0da9b07bf89d502899ca5__rankcloak,153,154,0.006493506493506494,933,910,0.012812187812187813
human-HC-db635164d3bb40325183d486,HC-db635164d3bb40325183d486,explain_weather_pattern,detector_pair__4deb8a769833a5365498d935__rankcloak,136,142,0.04225352112676056,854,858,0.04341902229226173
human-HC-dba0f68706868af509e6f310,HC-dba0f68706868af509e6f310,forum_practical_answer,detector_pair__c7ab8d7f82dfd0f15894aa60__rankcloak,258,386,0.3316062176165803,1445,2188,0.4165010987865986
human-HC-e027c7a52a8bb22a0abb857a,HC-e027c7a52a8bb22a0abb857a,explain_biological_process,detector_pair__ccd3496c04fd32d8ee5bfe8a__rankcloak,69,69,0.0,401,453,0.02869757174392936
human-HC-e0bf2fc6da125cf584a5f764,HC-e0bf2fc6da125cf584a5f764,explain_weather_pattern,detector_pair__396ee307fd5d5e6eeee050c3__rankcloak,51,49,0.04081632653061224,338,315,0.05907029478458049
human-HC-e109dda6338a3f6b0deab1e6,HC-e109dda6338a3f6b0deab1e6,forum_purchase_advice,detector_pair__9ad1c030d2f0c0708ad08e8d__rankcloak,110,98,0.12244897959183673,629,624,0.12445218472004185
human-HC-e148e9da1f8af5c1a53f7eba,HC-e148e9da1f8af5c1a53f7eba,forum_learning_answer,detector_pair__6b858a4e0438e5e3f30139c4__rankcloak,253,269,0.05947955390334572,1606,1521,0.07345062556672508
human-HC-e2cdd12b5fb847120dc7b0f8,HC-e2cdd12b5fb847120dc7b0f8,explain_weather_pattern,detector_pair__cdc0ccad1bf4c3fad1c67824__rankcloak,78,78,0.0,461,567,0.04673721340388007
human-HC-e30e4ab09d9e9d11966f906b,HC-e30e4ab09d9e9d11966f906b,forum_learning_answer,detector_pair__4a9431f93e1d09d5ba54f113__rankcloak,60,54,0.1111111111111111,379,343,0.1373501781665047
human-HC-e3fb9eea3d6070f0e868aadc,HC-e3fb9eea3d6070f0e868aadc,forum_learning_answer,detector_pair__fa092774d9eb2089c60ea498__rankcloak,113,113,0.0,681,664,0.006400602409638554
human-HC-e7a2237ffb1911899f463c16,HC-e7a2237ffb1911899f463c16,procedure_simple_meal,detector_pair__420d16e4aca956e840478b3f__rankcloak,203,185,0.0972972972972973,1110,1028,0.11723893153854244
human-HC-e7c96673d8cff0e766803b38,HC-e7c96673d8cff0e766803b38,explain_weather_pattern,detector_pair__7ff82a6e89963d4aaa5f9f99__rankcloak,105,107,0.018691588785046728,555,589,0.033122828173841296
human-HC-e85a2101502961e0e874d722,HC-e85a2101502961e0e874d722,forum_purchase_advice,detector_pair__d29ba809fe71232a2fd5824d__rankcloak,99,75,0.32,511,445,0.35707865168539327
human-HC-e9acb6396e6a0e0277781f0d,HC-e9acb6396e6a0e0277781f0d,procedure_simple_meal,detector_pair__e00d6dc8016d76b4181976c1__rankcloak,173,169,0.023668639053254437,949,973,0.029835134428382905
human-HC-e9c2499a0d31ac5f920ed2a6,HC-e9c2499a0d31ac5f920ed2a6,explain_weather_pattern,detector_pair__6f8bcb66c53fb28b9d9c328f__rankcloak,72,69,0.043478260869565216,446,472,0.05724944731024318
human-HC-e9ff8bf59666b29f6ca0084b,HC-e9ff8bf59666b29f6ca0084b,procedure_simple_meal,detector_pair__5364dfb5d82162716102bc32__rankcloak,81,86,0.05813953488372093,421,436,0.06674045231491359
human-HC-ea3cb73bd800986f8c79ce6a,HC-ea3cb73bd800986f8c79ce6a,forum_purchase_advice,detector_pair__d2d5bc492ed679d0de8e10a4__rankcloak,134,131,0.022900763358778626,910,924,0.026688642146657414
human-HC-eba7acae0a98cf473ea04a66,HC-eba7acae0a98cf473ea04a66,forum_learning_answer,detector_pair__84a374eb86207b084e9319b0__rankcloak,109,108,0.009259259259259259,663,671,0.012239885190704862
human-HC-ee567084759ca035871dfa70,HC-ee567084759ca035871dfa70,forum_learning_answer,detector_pair__453a1e9ee5263dbb2b0ecece__rankcloak,136,136,0.0,721,853,0.038686987104337635
human-HC-f104b3d0b4b203892a3976b8,HC-f104b3d0b4b203892a3976b8,forum_purchase_advice,detector_pair__0c894c918dddad2774348597__rankcloak,130,131,0.007633587786259542,748,731,0.013447541274631634
human-HC-f108ccf720f21a1f9db619a5,HC-f108ccf720f21a1f9db619a5,explain_biological_process,detector_pair__5a3b2ede1dae88f0292bcceb__rankcloak,176,175,0.005714285714285714,1003,775,0.0792626728110599
human-HC-f212d6b4a3aca8e1cd443ad8,HC-f212d6b4a3aca8e1cd443ad8,forum_learning_answer,detector_pair__7511f20ae070d95dc2f0c4f8__rankcloak,126,126,0.0,789,760,0.009539473684210526
human-HC-f2801d916805a0ba2e8fbd02,HC-f2801d916805a0ba2e8fbd02,procedure_garden_task,detector_pair__19337d2d6c8f071e31173528__rankcloak,261,221,0.18099547511312217,1373,1269,0.2014840487931852
human-HC-f2b215299da1e854fb051f00,HC-f2b215299da1e854fb051f00,explain_weather_pattern,detector_pair__2409cfc2d9c87e968bddd779__rankcloak,108,122,0.11475409836065574,671,681,0.11842517031366602
human-HC-f39c47bfa38a58e0de35ab51,HC-f39c47bfa38a58e0de35ab51,forum_learning_answer,detector_pair__356ef366fb036b26b7b85732__rankcloak,108,108,0.0,638,675,0.013703703703703704
human-HC-f3f4174c28e467d9c85d864b,HC-f3f4174c28e467d9c85d864b,forum_purchase_advice,detector_pair__1ca2af7bff2814b35cc05e90__rankcloak,104,93,0.11827956989247312,653,622,0.13073937696642812
human-HC-f4bc265d671fedf0c078b083,HC-f4bc265d671fedf0c078b083,explain_biological_process,detector_pair__f7120ea79050921b783469e7__rankcloak,55,55,0.0,343,363,0.013774104683195593
human-HC-f6e7b3493d7770b95cde6c0d,HC-f6e7b3493d7770b95cde6c0d,explain_biological_process,detector_pair__53171ac0b91e27f5036701f8__rankcloak,116,119,0.025210084033613446,836,739,0.05802469837732116
human-HC-fafb722ec080f1c3c0d06211,HC-fafb722ec080f1c3c0d06211,forum_learning_answer,detector_pair__211e27416942ed7c2b1f34fc__rankcloak,59,56,0.05357142857142857,411,382,0.0725504861630516
human-HC-fb3031381fcf83193fd8e516,HC-fb3031381fcf83193fd8e516,explain_everyday_system,detector_pair__6e45a0e3c39422e2454c1483__rankcloak,42,42,0.0,247,254,0.006889763779527559
human-HC-fb3800991467f44c8afcb0ea,HC-fb3800991467f44c8afcb0ea,explain_biological_process,detector_pair__ceaf94b8e007f5deeb1028cc__rankcloak,80,89,0.10112359550561797,502,544,0.12042506609385327
human-HC-fb51617f6c1357c09b6602c1,HC-fb51617f6c1357c09b6602c1,explain_weather_pattern,detector_pair__1671052f05093416e95b2b41__rankcloak,62,58,0.06896551724137931,402,394,0.074041659373359
human-HC-fc687018ffc00582088365d7,HC-fc687018ffc00582088365d7,professional_schedule_note,detector_pair__3aa2cbb86cbc2355356fe0d2__rankcloak,84,82,0.024390243902439025,372,482,0.08144418581115272
human-HC-fc69237661196fea66e9ba69,HC-fc69237661196fea66e9ba69,explain_biological_process,detector_pair__a42c79c9370afc2ae76a2099__rankcloak,83,88,0.056818181818181816,553,553,0.056818181818181816
human-HC-fe049d2e2a15b7a886bf4b70,HC-fe049d2e2a15b7a886bf4b70,procedure_simple_meal,detector_pair__ab64cc6d7fb3765ba9faec31__rankcloak,83,82,0.012195121951219513,478,513,0.029251652165644463
human-HC-fefa0514cf84f2a3e5961aaf,HC-fefa0514cf84f2a3e5961aaf,procedure_simple_meal,detector_pair__35b1ba4cbd78ae19065ff2f4__rankcloak,60,58,0.034482758620689655,360,356,0.0372917473847346
