detector,evaluation_id,dimension,level,row_count,positive_count,negative_count,roc_auc,partial_auc_fpr_0_01,partial_auc_unavailable_reason,tpr_at_main_threshold_fpr_0_01,fpr_at_main_threshold_fpr_0_01,low_fpr_0_01_unavailable_reason,tpr_at_main_threshold_fpr_0_001,fpr_at_main_threshold_fpr_0_001,low_fpr_0_001_unavailable_reason,tpr_at_main_threshold_fpr_0_01_ci_low_95,tpr_at_main_threshold_fpr_0_01_ci_high_95,fpr_at_main_threshold_fpr_0_01_ci_low_95,fpr_at_main_threshold_fpr_0_01_ci_high_95,group_count,available,roc_auc_ci_low_95,roc_auc_ci_high_95,partial_auc_fpr_0_01_ci_low_95,partial_auc_fpr_0_01_ci_high_95,threshold_at_fpr_0_01,tpr_at_fpr_0_01,fpr_at_threshold_0_01,false_positives_at_fpr_0_01,fpr_0_001_available,low_fpr_warning
deberta,model_backed__q4_to_q8,payload_class,token_128_bit_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q4_to_q8,payload_class,uuid_v4,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q4_to_q8,representation_name,ascii_b16,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q4_to_q8,representation_name,ascii_b8,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,model_id,qwen2_5_7b_instruct_q4_k_m,384,192,192,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,0.0008549339836463,1.0,0.015625,3.0,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,codec_id,nonseg_ascii_b16,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,codec_id,nonseg_ascii_b8,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,payload_class,aes256_gcm_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,payload_class,chacha20_poly1305_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,payload_class,ed25519_signature_base64,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,payload_class,hmac_sha256_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,payload_class,nonce_96_bit_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,payload_class,sha256_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,payload_class,token_128_bit_hex,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,payload_class,uuid_v4,48,24,24,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,representation_name,ascii_b16,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
deberta,model_backed__q8_to_q4,representation_name,ascii_b8,192,96,96,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,direct_subword_calgacus,198,99,99,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,nonseg_ascii_b16,198,99,99,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,nonseg_ascii_b8,198,99,99,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,nonseg_hex_nibble_b16,80,40,40,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,segmented_hex_multi_topic,160,80,80,0.9996875,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,codec_id,segmented_hex_single_topic,160,80,80,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,aes256_gcm_base64,90,45,45,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,chacha20_poly1305_base64,90,45,45,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,ed25519_signature_base64,84,42,42,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,hmac_sha256_hex,144,72,72,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,nonce_96_bit_hex,160,80,80,0.999375,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,sha256_hex,160,80,80,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,token_128_bit_hex,176,88,88,0.99974173553719,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__llama3_8b_instruct_q4_k_m,payload_class,uuid_v4,90,45,45,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,direct_subword_calgacus,198,99,99,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,nonseg_ascii_b16,198,99,99,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,nonseg_ascii_b8,198,99,99,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,nonseg_hex_nibble_b16,80,40,40,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,segmented_hex_multi_topic,160,80,80,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,codec_id,segmented_hex_single_topic,160,80,80,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,aes256_gcm_base64,90,45,45,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,chacha20_poly1305_base64,90,45,45,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,ed25519_signature_base64,84,42,42,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,hmac_sha256_hex,144,72,72,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,nonce_96_bit_hex,160,80,80,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,sha256_hex,160,80,80,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,token_128_bit_hex,176,88,88,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__mistral_7b_instruct_v0_3_q4_k_m,payload_class,uuid_v4,90,45,45,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,direct_subword_calgacus,198,99,99,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,nonseg_ascii_b16,198,99,99,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,nonseg_ascii_b8,198,99,99,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,nonseg_hex_nibble_b16,80,40,40,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,segmented_hex_multi_topic,160,80,80,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,codec_id,segmented_hex_single_topic,160,80,80,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,aes256_gcm_base64,90,45,45,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,chacha20_poly1305_base64,90,45,45,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,ed25519_signature_base64,84,42,42,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,hmac_sha256_hex,144,72,72,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,nonce_96_bit_hex,160,80,80,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,sha256_hex,160,80,80,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,token_128_bit_hex,176,88,88,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,leave_one_model__qwen2_5_7b_instruct_q4_k_m,payload_class,uuid_v4,90,45,45,1.0,,fewer than 100 negative observations or one class absent,,,main threshold unavailable or subgroup negative count below 100,,,main threshold unavailable or subgroup negative count below 1000,,,,,,,,,,,,,,,,
surprisal,matched,codec_id,direct_subword_calgacus,594,297,297,1.0,1.0,,1.0,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.9872309526893244,1.0,0.0,0.0127690473106756,,,,,,,,,,,,
surprisal,matched,codec_id,nonseg_ascii_b16,594,297,297,1.0,1.0,,1.0,0.0033670033670033,,,,main threshold unavailable or subgroup negative count below 1000,0.9872309526893244,1.0,0.0005946062361728,0.0188224609579325,,,,,,,,,,,,
surprisal,matched,codec_id,nonseg_ascii_b8,594,297,297,1.0,1.0,,1.0,0.0033670033670033,,,,main threshold unavailable or subgroup negative count below 1000,0.9872309526893244,1.0,0.0005946062361728,0.0188224609579325,,,,,,,,,,,,
surprisal,matched,codec_id,nonseg_hex_nibble_b16,240,120,120,1.0,1.0,,1.0,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.9689808335812966,1.0,0.0,0.0310191664187034,,,,,,,,,,,,
surprisal,matched,codec_id,segmented_hex_multi_topic,480,240,240,0.9999652777777778,0.9965277777777778,,1.0,0.0041666666666666,,,,main threshold unavailable or subgroup negative count below 1000,0.9842460800584412,1.0,0.0007358980250827,0.0232200725836297,,,,,,,,,,,,
surprisal,matched,codec_id,segmented_hex_single_topic,480,240,240,1.0,1.0,,0.9916666666666668,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.970130262011108,0.9977117167130258,0.0,0.0157539199415588,,,,,,,,,,,,
surprisal,matched,payload_class,aes256_gcm_base64,270,135,135,1.0,1.0,,1.0,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.9723320479824752,1.0,0.0,0.0276679520175249,,,,,,,,,,,,
surprisal,matched,payload_class,chacha20_poly1305_base64,270,135,135,1.0,1.0,,1.0,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.9723320479824752,1.0,0.0,0.0276679520175249,,,,,,,,,,,,
surprisal,matched,payload_class,ed25519_signature_base64,252,126,126,1.0,1.0,,1.0,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.9704142355178014,0.9999999999999998,0.0,0.0295857644821984,,,,,,,,,,,,
surprisal,matched,payload_class,hmac_sha256_hex,432,216,216,1.0,1.0,,1.0,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.9825262312154358,1.0,0.0,0.0174737687845643,,,,,,,,,,,,
surprisal,matched,payload_class,nonce_96_bit_hex,480,240,240,0.9999305555555555,0.9930555555555556,,0.9916666666666668,0.0083333333333333,,,,main threshold unavailable or subgroup negative count below 1000,0.970130262011108,0.9977117167130258,0.0022882832869742,0.0298697379888919,,,,,,,,,,,,
surprisal,matched,payload_class,sha256_hex,480,240,240,1.0,1.0,,1.0,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.9842460800584412,1.0,0.0,0.0157539199415588,,,,,,,,,,,,
surprisal,matched,payload_class,token_128_bit_hex,528,264,264,0.9999713039485768,0.9971303948576676,,1.0,0.0037878787878787,,,,main threshold unavailable or subgroup negative count below 1000,0.9856577139416428,1.0,0.0006689668486526,0.0211404231032019,,,,,,,,,,,,
surprisal,matched,payload_class,uuid_v4,270,135,135,1.0,1.0,,1.0,0.0,,,,main threshold unavailable or subgroup negative count below 1000,0.9723320479824752,1.0,0.0,0.0276679520175249,,,,,,,,,,,,
surprisal,model_backed__entropy_gates,gate_level,moderate,226,113,113,0.9999216853316626,0.992168533166262,,,,,,,,,,,,16.0,True,0.9995763011086788,1.0,0.9756047580967612,1.0,0.4443112302088031,0.9380530973451328,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,gate_level,strict,232,116,116,0.9904131985731272,0.7844827586206896,,,,,,,,,,,,16.0,True,0.9832753125237672,0.9962673733869004,0.7118619513090861,0.905623565994445,0.4443112302088031,0.6551724137931034,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,gate_level,ungated,234,117,117,1.0,1.0,,,,,,,,,,,,16.0,True,1.0,1.0,1.0,1.0,0.4443112302088031,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,model_id,llama3_8b_instruct_q4_k_m,214,107,107,0.9969429644510438,0.9538824351471744,,,,,,,,,,,,16.0,True,0.9917224234090768,1.0,0.9224117007030465,1.0,0.4443112302088031,0.9158878504672896,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,model_id,mistral_7b_instruct_v0_3_q4_k_m,240,120,120,0.9996527777777776,0.9847222222222224,,,,,,,,,,,,16.0,True,0.9989772810285632,1.0,0.9666666666666668,1.0,0.4443112302088031,0.8666666666666667,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,model_id,qwen2_5_7b_instruct_q4_k_m,238,119,119,0.997810889061507,0.9425181837440856,,,,,,,,,,,,16.0,True,0.994624,0.9998587670362262,0.9171200543907284,0.9915983893557424,0.4443112302088031,0.8151260504201681,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,codec_id,direct_subword_calgacus,262,131,131,1.0,1.0,,,,,,,,,,,,16.0,True,1.0,1.0,1.0,1.0,0.4443112302088031,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,codec_id,nonseg_ascii_b16,288,144,144,0.996238425925926,0.9166666666666666,,,,,,,,,,,,16.0,True,0.992476851851852,0.9989872685185184,0.8680555555555556,0.9743441358024691,0.4443112302088031,0.7430555555555556,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,codec_id,nonseg_hex_nibble_b16,142,71,71,0.9982146399523903,0.9577464788732394,,,,,,,,,,,,8.0,True,0.9930555555555556,1.0,0.9142857142857144,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,payload_class,aes256_gcm_base64,68,34,34,1.0,1.0,,,,,,,,,,,,2.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,payload_class,chacha20_poly1305_base64,66,33,33,0.9981634527089072,0.9696969696969696,,,,,,,,,,,,2.0,True,0.9981634527089072,1.0,0.9696969696969696,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,payload_class,ed25519_signature_base64,68,34,34,1.0,1.0,,,,,,,,,,,,2.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,payload_class,hmac_sha256_hex,104,52,52,0.9955621301775148,0.8846153846153846,,,,,,,,,,,,2.0,True,0.9911242603550297,1.0,0.8846153846153846,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,payload_class,nonce_96_bit_hex,104,52,52,0.992603550295858,0.8461538461538461,,,,,,,,,,,,2.0,True,0.9849108367626886,1.0,0.8148148148148148,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,payload_class,sha256_hex,106,53,53,1.0,1.0,,,,,,,,,,,,2.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,payload_class,token_128_bit_hex,104,52,52,0.992603550295858,0.9230769230769232,,,,,,,,,,,,2.0,True,0.992603550295858,1.0,0.9230769230769232,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,payload_class,uuid_v4,72,36,36,1.0,1.0,,,,,,,,,,,,2.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,representation_name,ascii_b16,288,144,144,0.996238425925926,0.9166666666666666,,,,,,,,,,,,16.0,True,0.992476851851852,0.9988920235339506,0.8673562885802469,0.9722222222222222,0.4443112302088031,0.7430555555555556,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,representation_name,direct_subword,262,131,131,1.0,1.0,,,,,,,,,,,,16.0,True,1.0,1.0,1.0,1.0,0.4443112302088031,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__entropy_gates,representation_name,hex_nibble,142,71,71,0.9982146399523903,0.9577464788732394,,,,,,,,,,,,8.0,True,0.9930555555555556,1.0,0.9154929577464788,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,quantization,Q4_K_M,384,192,192,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,0.837992540240579,0.9895833333333334,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,quantization,Q8_0,384,192,192,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,0.837992540240579,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,model_id,qwen2_5_7b_instruct_q4_k_m,384,192,192,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,0.837992540240579,0.9895833333333334,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,model_id,qwen2_5_7b_instruct_q8_0,384,192,192,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,0.837992540240579,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,codec_id,nonseg_ascii_b16,384,192,192,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,0.837992540240579,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,codec_id,nonseg_ascii_b8,384,192,192,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,0.837992540240579,0.9895833333333334,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,payload_class,aes256_gcm_base64,96,48,48,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,payload_class,chacha20_poly1305_base64,96,48,48,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,payload_class,ed25519_signature_base64,96,48,48,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,payload_class,hmac_sha256_hex,96,48,48,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,payload_class,nonce_96_bit_hex,96,48,48,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,payload_class,sha256_hex,96,48,48,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,payload_class,token_128_bit_hex,96,48,48,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,payload_class,uuid_v4,96,48,48,1.0,1.0,,,,,,,,,,,,12.0,True,1.0,1.0,1.0,1.0,,,,,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,representation_name,ascii_b16,384,192,192,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,0.837992540240579,1.0,0.0,0.0,False,test negatives do not support the requested empirical resolution
surprisal,model_backed__pooled_quantizations,representation_name,ascii_b8,384,192,192,1.0,1.0,,,,,,,,,,,,96.0,True,1.0,1.0,1.0,1.0,0.837992540240579,0.9895833333333334,0.0,0.0,False,test negatives do not support the requested empirical resolution
