experimental_cell_id,model_id,payload_name,payload_class,representation_name,prompt_template_id,gate_level,generated_token_count_difference_vs_ungated,mean_entropy_bits_difference_vs_ungated,mean_observed_rank_difference_vs_ungated,mean_token_surprisal_nats_difference_vs_ungated,mean_rank_pressure_log_probability_gap_nats_difference_vs_ungated,word_count_difference_vs_ungated,unique_word_fraction_difference_vs_ungated,repeated_bigram_fraction_difference_vs_ungated,surface_flag_total_difference_vs_ungated
entropy_cell__a3cf28ce7c3155e06940e122,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,hex_nibble,explain_everyday_system,moderate,8.0,0.005236591206315477,-1.7000000000000002,-1.3128337872748452,-1.4659139156341552,-3.0,-0.0037037037037037646,0.0,0.0
entropy_cell__a4369e36bbe783c28f3b6194,qwen2_5_7b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,direct_subword,explain_everyday_system,moderate,11.0,-1.5949461980633344,-160.9683447749809,-0.9764333417432995,-0.5549970648836124,27.0,-0.1071428571428571,0.03703703703703709,1.0
entropy_cell__a56c09f0b2eddfc3ca0c3825,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,hex_nibble,professional_project_update,moderate,43.0,-1.200829763030274,-4.793333333333333,-2.801186361674531,-2.410619828303655,35.0,-0.11412358133669609,0.01666666666666672,0.0
entropy_cell__a59b638ade35fa4fce1c5031,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,hex_nibble,explain_everyday_system,moderate,14.0,-0.8816765096438326,-1.4863782051282053,-0.6707432082398386,-0.46782965690661715,11.0,0.0016393442622950616,-0.0037414965986394266,-2.0
entropy_cell__aaf91d93efc42c015d846d3a,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_uuid_v4_041,uuid_v4,ascii_b16,professional_project_update,moderate,58.0,-0.8493750444379999,-2.261752136752137,-2.4157909508928865,-2.2047389446160732,32.0,-0.0916607606898181,0.04878048780487809,-1.0
entropy_cell__b323b59ca2f3c8b049e420ad,qwen2_5_7b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,ascii_b16,professional_project_update,moderate,38.0,-0.11952917535604834,-0.8844126506024095,-1.3471270616175346,-1.3693794832531228,51.0,0.03996598639455784,0.013698630136986356,1.0
entropy_cell__b4dd6955d2588a9777ba0da2,qwen2_5_7b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,ascii_b16,professional_project_update,moderate,76.0,-0.7861307209975084,-1.4201899509803924,-1.5305559670390596,-1.3197272485669922,64.0,-0.022435897435897356,-0.013429451776059476,1.0
entropy_cell__b6b5b3722ca4c57dd4bb7a99,qwen2_5_7b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,direct_subword,professional_project_update,moderate,10.0,-1.031478940428368,-48.06752873563221,-0.9860306520693483,-0.7550052069555759,6.0,-0.07440476190476197,0.021276595744680882,-2.0
entropy_cell__b759457e291da9cd1b290d50,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,direct_subword,professional_project_update,moderate,3.0,-1.5221832464008447,-41.698564593301455,-0.9927486095442761,-0.6806658420836529,7.0,0.0,0.0,1.0
entropy_cell__c12948d6c4df27b08e58a667,llama3_8b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,ascii_b16,professional_project_update,moderate,10.0,-1.6636947892308571,-0.39356884057971,-0.2449157731395113,0.09903356303339406,77.0,-0.010333863275039712,0.018181818181818188,-16.0
entropy_cell__c9bef797c5b774d1c465a433,qwen2_5_7b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,ascii_b16,explain_everyday_system,moderate,60.0,-1.2366155775938399,-1.8612034574468082,-1.692982587906195,-1.4065007137808392,38.0,-0.07470190138575572,0.02528825995807127,-3.0
entropy_cell__cb522467936cd7c944635f37,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,ascii_b16,explain_everyday_system,moderate,52.0,-2.209824650338863,-1.1961805555555554,-1.37165569323284,-0.795283901857005,40.0,-0.0331262939958592,0.0626834223794116,1.0
entropy_cell__cc7ad361779aef451993cf5e,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,direct_subword,professional_project_update,moderate,22.0,0.019358548657024688,-7.41951219512195,-1.8305442146427526,-1.8457321449993103,8.0,-0.012499999999999956,0.0,-2.0
entropy_cell__cde6e4c5e72f76160d5bfec6,llama3_8b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_003,ed25519_signature_base64,direct_subword,explain_everyday_system,moderate,1.0,-1.0594650651676467,-11.269841269841322,-0.2011812242670059,0.03712088000878211,12.0,-0.06534090909090906,0.0,2.0
entropy_cell__cee0630f34b8aa52d64247c4,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,ascii_b16,professional_project_update,moderate,33.0,-0.2539184047850873,-1.5209407216494846,-1.803786533596353,-1.7380861500182103,15.0,0.07275223061084424,0.032786885245901676,1.0
entropy_cell__d63182be4c76bdb0ac8fcfc7,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,hex_nibble,explain_everyday_system,moderate,2.0,-1.2793738306917612,-0.5576923076923075,-0.7857242307671322,-0.41845090572650623,3.0,0.028846153846153855,0.0,2.0
entropy_cell__d7461efe23003417462e44eb,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,direct_subword,explain_everyday_system,moderate,1.0,-0.3847191252243505,-9.1875,-0.49452510543885886,-0.35514007596408614,2.0,-0.05882352941176472,0.0,0.0
entropy_cell__d9384d325aaa7d04c2f1d80c,qwen2_5_7b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,ascii_b16,explain_everyday_system,moderate,69.0,-0.799461019214911,-2.0640069796954315,-2.057956633939698,-1.8914546237379162,52.0,-0.12530612244897954,0.019649899674808013,1.0
entropy_cell__da12eceebf52b935e7668dec,qwen2_5_7b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,direct_subword,professional_project_update,moderate,45.0,-0.9699785683247988,-6.073809523809524,-2.1383763592128258,-1.9450523671649753,78.0,-0.20238095238095233,0.048192771084337394,1.0
entropy_cell__daeb88211cf06e03b8913593,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,hex_nibble,explain_everyday_system,moderate,32.0,-0.401613138359751,-2.34375,-1.7299802930845956,-1.608167146643003,4.0,0.030784508440913516,0.017857142857142905,0.0
entropy_cell__dd41baba03d7e20321899f6f,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,ascii_b16,professional_project_update,moderate,29.0,-2.537538357314034,-0.7114351114649677,-0.37708370419058346,0.3049633690885676,31.0,0.0956803774141235,-0.02212721272127216,1.0
entropy_cell__ddc36c99b4bca8bd25ba94e7,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,hex_nibble,professional_project_update,moderate,6.0,-0.3649683290011283,-1.708333333333333,-1.2995367833709879,-1.0884666919708255,2.0,0.0,0.0,-1.0
entropy_cell__de92a1de8ce8c0b2d814374c,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,ascii_b16,explain_everyday_system,moderate,102.0,-0.9764297224571739,-2.61148097826087,-2.7595933611127723,-2.5171416626028393,43.0,0.006521739130434856,0.02985074626865669,-3.0
entropy_cell__e083c3837fc097e551042398,llama3_8b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,direct_subword,professional_project_update,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entropy_cell__e41d884628ac4c651d6ec4a5,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,hex_nibble,explain_everyday_system,moderate,32.0,-1.39541963263107,-4.089285714285714,-2.308942710385679,-1.9121944847561065,17.0,-0.06956521739130428,0.02564102564102566,1.0
entropy_cell__e9fe9c89df85cc4fba526873,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,ascii_b16,professional_project_update,moderate,11.0,-0.4309725499253747,-0.6645833333333337,-0.9070715398770957,-0.8437758417924246,24.0,-0.03463203463203457,0.021763602251407055,1.0
entropy_cell__ed5fa8557dc6f5b7097f12a1,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,hex_nibble,professional_project_update,moderate,11.0,0.2995772667287646,-0.9647916666666667,-1.1955145194185035,-1.2981532842914265,15.0,-0.07222222222222219,0.016949152542372836,0.0
entropy_cell__f070dd393511fbef8a691345,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,direct_subword,explain_everyday_system,moderate,4.0,-0.9119002719942997,-3.2615384615384606,-0.5012204085856755,-0.2550874367738385,5.0,0.013333333333333308,0.0,1.0
entropy_cell__f9378ca54784850816308c9d,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,direct_subword,explain_everyday_system,moderate,51.0,-1.1796042798258046,-6.9538593481989714,-3.0067128985910894,-2.728654015902589,20.0,-0.036971310263235746,-0.006127450980392246,0.0
entropy_cell__fbc793f0ce3c1e885be507e1,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,direct_subword,explain_everyday_system,moderate,7.0,-1.5985987644471615,-15.972727272727269,-0.4636663305528641,-0.008926026912028817,-6.0,-0.04347826086956519,0.0,-1.0
entropy_cell__fd4ee5a8efa826c159a497db,qwen2_5_7b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,direct_subword,professional_project_update,moderate,46.0,-1.034061615242098,-4.846650524616627,-2.424384006610483,-2.170959210030199,61.0,-0.20159932659932656,0.03448275862068961,-1.0
entropy_cell__fe1262f4467ae2f6756676a0,llama3_8b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,ascii_b16,explain_everyday_system,moderate,14.0,-0.5787858065383085,-0.574493838028169,-0.9119658881980559,-0.8894118723315252,18.0,-0.06856872635561162,0.0,-14.0
entropy_cell__fedb9cd4cca604a661152132,qwen2_5_7b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,ascii_b16,professional_project_update,moderate,38.0,-0.36672473802488703,-1.2601656626506026,-1.7315743949393987,-1.702251833066883,6.0,-0.017624749014650054,0.0,-2.0
entropy_cell__03011b206b32e8b180b51485,qwen2_5_7b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,ascii_b16,professional_project_update,strict,157.0,-0.44088354559321985,-2.982099780701754,-2.78956873562736,-2.708507825394994,121.0,-0.012524366471734938,0.027906976744186074,-5.0
entropy_cell__0335e08e2f5515b25f2c8056,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,ascii_b16,explain_everyday_system,strict,640.0,-2.487395441545962,-3.494791666666667,-3.009372096579357,-2.287164698044459,463.0,-0.3010788513406314,0.12239366138448704,2.0
entropy_cell__04e7bae442e43b8a636c4efb,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_ed25519_signature_base64_003,ed25519_signature_base64,direct_subword,explain_everyday_system,strict,75.0,-3.125840396850842,-85.97163804746286,-3.4411622084407196,-2.716725929855679,64.0,-0.21276595744680848,0.0,0.0
entropy_cell__06d61f218130f514968491b2,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,hex_nibble,professional_project_update,strict,1.0,0.5121246877549299,-0.3416666666666668,-0.7315458153324181,-0.9566127093633017,2.0,-0.08695652173913049,0.0,-1.0
entropy_cell__08436728edee9a4933afa8a3,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,direct_subword,professional_project_update,strict,33.0,-1.5089806247871431,-129.57452725250278,-3.2249148034642596,-2.931257040866622,27.0,-0.12195121951219512,0.025000000000000022,1.0
entropy_cell__08e774099c80c362fca9ceeb,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,direct_subword,explain_everyday_system,strict,28.0,-0.9641850757327923,-10.862179487179485,-3.105085074515578,-2.8666424384483924,12.0,0.03463203463203468,0.0,1.0
entropy_cell__0c8624354e1103337d66b559,qwen2_5_7b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,hex_nibble,professional_project_update,strict,178.0,-0.2701961067906302,-4.980630165289256,-4.600936459991405,-4.553613580948065,116.0,-0.20710868079289124,0.02614379084967322,-6.0
entropy_cell__0cea944272901ade48621f2e,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,direct_subword,explain_everyday_system,strict,8.0,-0.3759757799220491,-37.996153846153874,-1.1359057758127182,-1.2134294190467934,2.0,0.029799029799029708,0.0,0.0
entropy_cell__0f03b82c211786547e7a521c,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,direct_subword,explain_everyday_system,strict,1.0,-0.3378098808147474,-26.876040703052695,-0.07522288271407263,0.15890578893904994,-4.0,-0.004464285714285698,0.0,3.0
entropy_cell__0fab5761cf96009ae2efab1c,llama3_8b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,ascii_b16,explain_everyday_system,strict,41.0,-0.9487194663630318,-1.8778089887640448,-1.9275281024456432,-1.6691752636477297,25.0,-0.06653491436100134,0.006155950752393946,0.0
entropy_cell__1000123ba320c3d53f1f1026,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_uuid_v4_041,uuid_v4,direct_subword,professional_project_update,strict,71.0,-1.3781797123823125,-15.781848184818482,-3.3666211761974347,-3.0128645923664856,45.0,-0.16666666666666663,0.03076923076923077,0.0
entropy_cell__110d5642d345cd2c14e690d0,llama3_8b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,direct_subword,explain_everyday_system,strict,2.0,1.250955235192774,-45.74278959810863,-0.8289896293713728,-1.0579694380996925,0.0,0.038461538461538436,0.0,3.0
entropy_cell__12000d20795c9cd584e37de4,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,direct_subword,professional_project_update,strict,34.0,-0.39951692157410057,-13.87962962962963,-4.119392011291648,-4.1229058830826375,22.0,-0.1578947368421053,0.0,3.0
entropy_cell__12454c19b2402e288bb8a4fa,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,direct_subword,explain_everyday_system,strict,32.0,-0.6256034203723475,-9.26679221594476,-3.4901793067954077,-3.4012100802826866,36.0,-0.1298076923076923,0.07843137254901966,0.0
entropy_cell__1336ee0f01e5c8705f007dcc,qwen2_5_7b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,hex_nibble,explain_everyday_system,strict,118.0,-0.9016732240307892,-5.209821428571429,-3.197004011063872,-2.946387019294959,91.0,-0.1993773349937733,0.06424010217113674,-1.0
entropy_cell__13eb148607b601d0afde2eb0,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,direct_subword,professional_project_update,strict,4.0,-0.8733112962502654,-35.279130434782644,-0.41805368036662394,-0.08884498326674795,-4.0,-0.06811145510835914,0.0,1.0
entropy_cell__171971410ac6ecb2afb4f08e,qwen2_5_7b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,direct_subword,professional_project_update,strict,112.0,-1.3647937068877942,-211.46840504128642,-5.179771538962375,-4.8745309320961265,95.0,-0.12002840909090906,0.03937007874015752,-2.0
entropy_cell__1928b7d94276d3a805de007d,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,ascii_b16,professional_project_update,strict,151.0,-1.5117509204619093,-3.1079941860465117,-3.0222603846453406,-2.693110776363417,105.0,-0.10890852639121096,0.018985791278784858,-1.0
entropy_cell__1cb996f5fe34595f76ab5330,llama3_8b_instruct_q4_k_m,revision_v1_uuid_v4_041,uuid_v4,ascii_b16,professional_project_update,strict,42.0,-0.9427677290455412,-1.8326023391812871,-1.7858421973940275,-1.5846040144301299,36.0,-0.09611151870873069,0.0,-1.0
entropy_cell__1de64df4c4561b75802afcfd,qwen2_5_7b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,direct_subword,explain_everyday_system,strict,239.0,-2.0351910979725707,-10.256604727594489,-3.5935725675597787,-3.032495111871227,169.0,-0.41676267281105994,0.11111111111111116,7.0
entropy_cell__227f76bc6103d3efda3161f6,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,direct_subword,professional_project_update,strict,75.0,-3.001962827947402,-201.23996050032915,-4.358196882607663,-3.564306778684896,47.0,-0.11688311688311692,0.0,-1.0
entropy_cell__23a6f41ee870b4e11f101915,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,direct_subword,explain_everyday_system,strict,31.0,-0.23181996774422053,-8.56843800322061,-3.286341204760716,-3.3313983005026113,25.0,-0.19151138716356098,0.022222222222222254,1.0
entropy_cell__263680c99881bd6fba77170b,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_token_128_bit_hex_041,token_128_bit_hex,hex_nibble,professional_project_update,strict,68.0,-0.8916960278015922,-5.75,-4.049441982727867,-3.788458438515663,57.0,-0.28,0.05405405405405406,-1.0
entropy_cell__28244e2d09e4f9fcc7aa7600,qwen2_5_7b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,ascii_b16,explain_everyday_system,strict,605.0,-1.4552271397318302,-3.3334754433833558,-3.3263880526081833,-2.908931641551027,397.0,-0.28730463792290684,0.11217455078841221,21.0
entropy_cell__28bc8b68131496e874076ac6,qwen2_5_7b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,ascii_b16,professional_project_update,strict,464.0,-2.0171075501235256,-4.2603693181818185,-3.0344573958039427,-2.535781287740577,376.0,-0.312624584717608,0.17647551861423483,0.0
entropy_cell__29f03257a1168f24b2f24b26,llama3_8b_instruct_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,direct_subword,explain_everyday_system,strict,2.0,-0.007215703458594902,-17.27819548872182,-1.1896652646216754,-1.287660150002119,6.0,-0.05882352941176472,0.0,0.0
entropy_cell__2f96310c00c63084ab97e6f2,qwen2_5_7b_instruct_q4_k_m,revision_v1_uuid_v4_003,uuid_v4,ascii_b16,explain_everyday_system,strict,199.0,-0.7103652274393824,-3.3627511275112747,-3.4765078335274264,-3.3189119657271706,157.0,-0.19357864357864352,0.07762557077625576,0.0
entropy_cell__322dd6d8976e50ea1c7f1bd8,qwen2_5_7b_instruct_q4_k_m,revision_v1_token_128_bit_hex_003,token_128_bit_hex,hex_nibble,explain_everyday_system,strict,160.0,-1.6823569295644984,-6.802083333333334,-4.226177524373392,-3.7368661165237427,121.0,-0.30419426048565124,0.07999999999999996,1.0
entropy_cell__32960b1364bf00ce5ea816a5,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_uuid_v4_003,uuid_v4,ascii_b16,explain_everyday_system,strict,112.0,-0.7531017222235279,-2.859903381642512,-3.230971749500122,-3.05012940093515,82.0,-0.13795279565821028,0.03286749482401652,-1.0
entropy_cell__34cac1c7e06c8bc48af18b30,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,ascii_b16,professional_project_update,strict,521.0,-2.4890247427007437,-3.1197515408320493,-3.1448897035051093,-2.4963159711546448,391.0,-0.26836317231542994,0.09041038684939828,-1.0
entropy_cell__3710b58481256363d0323957,qwen2_5_7b_instruct_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,ascii_b16,professional_project_update,strict,189.0,-1.367228434199257,-3.353639240506329,-3.290914010897136,-2.867308843739425,138.0,-0.24926470588235294,0.035502958579881616,0.0
entropy_cell__373c8435d83d3717e53316e9,qwen2_5_7b_instruct_q4_k_m,revision_v1_ed25519_signature_base64_003,ed25519_signature_base64,ascii_b16,explain_everyday_system,strict,588.0,-2.2420921923661123,-4.140974535935269,-3.0033453487717487,-2.38856412591621,459.0,-0.2295299098903485,0.17221674876847293,-1.0
entropy_cell__3cf6fa9edd30f070c3bdb41e,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,direct_subword,explain_everyday_system,strict,27.0,-0.9579210755696019,-21.983333333333334,-2.1487354309789977,-1.919078474574619,14.0,-0.08320084790673021,0.0,2.0
entropy_cell__3e54aac33bc2c3cf9c193cc4,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_ed25519_signature_base64_003,ed25519_signature_base64,ascii_b16,explain_everyday_system,strict,186.0,-1.053095075713969,-2.779790306378704,-2.492829866713163,-2.242918327787544,129.0,-0.06783350748867989,0.019230769230769273,-2.0
entropy_cell__40301dca6f611bc8ae909090,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,direct_subword,professional_project_update,strict,112.0,-1.268873755663692,-7.527131782945736,-3.147045822081208,-2.8017967787823936,85.0,-0.2366452991452992,0.07758620689655171,0.0
entropy_cell__4165252300fa0539cfe260dc,qwen2_5_7b_instruct_q4_k_m,revision_v1_sha256_hex_003,sha256_hex,ascii_b16,explain_everyday_system,strict,640.0,-1.8508539317966373,-3.421875,-3.4483786210654532,-2.9542263882855573,450.0,-0.3351884688986815,0.0778985507246377,16.0
entropy_cell__41adb0089ce7d1917d2169f7,llama3_8b_instruct_q4_k_m,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,ascii_b16,professional_project_update,strict,113.0,-1.6684992882498921,-2.438764263485477,-2.017664153261581,-1.6227972525716816,114.0,0.04948270765592677,-0.011904761904761862,-12.0
entropy_cell__41ea9a1f25db34b530208735,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,direct_subword,professional_project_update,strict,117.0,-2.6328183001305026,-116.37367864693447,-5.167217332537592,-4.510993450300386,68.0,-0.12535392535392542,0.0,-2.0
entropy_cell__423d71db858ad3052cb1801f,qwen2_5_7b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,direct_subword,professional_project_update,strict,10.0,-0.5179040214055561,-110.6521739130435,-2.1535319107669073,-2.054825881345672,13.0,0.0,0.0,0.0
entropy_cell__426f7c565df6f75c2e9b03a8,qwen2_5_7b_instruct_q4_k_m,revision_v1_uuid_v4_041,uuid_v4,ascii_b16,professional_project_update,strict,278.0,-0.7240335638440691,-3.8780158730158734,-4.005065609285601,-3.804055170104617,221.0,-0.22673400673400668,0.006679520727172594,-2.0
entropy_cell__444e02311c7fadefa351ea64,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,hex_nibble,professional_project_update,strict,71.0,-1.3140396662042526,-6.236403508771929,-4.723035773894166,-4.416656272871453,46.0,-0.13194444444444442,0.031746031746031744,0.0
entropy_cell__4d718420cc6204f877988b16,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,ascii_b16,professional_project_update,strict,235.0,-0.9553997668263563,-3.5345428719008263,-3.12821578284205,-2.9159063676438874,177.0,-0.056328767123287604,-0.025602409638554202,-8.0
entropy_cell__4d748e9a0e4b4ee96a9269ee,qwen2_5_7b_instruct_q4_k_m,revision_v1_uuid_v4_041,uuid_v4,direct_subword,professional_project_update,strict,45.0,0.14751842816109417,-14.152777777777779,-3.934877716375997,-4.03367359108395,44.0,-0.009375000000000022,0.015873015873015928,-1.0
entropy_cell__4e51ff9311768058bb90379c,qwen2_5_7b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,hex_nibble,explain_everyday_system,strict,190.0,-0.8362178671097498,-5.121555118110236,-3.9514349161120865,-3.734782820846152,137.0,-0.23575498575498577,0.0478723404255319,5.0
entropy_cell__51ac5a0ffb1371a412b61f0a,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_uuid_v4_003,uuid_v4,direct_subword,explain_everyday_system,strict,34.0,-0.1366354479541465,-4.178571428571429,-2.0202048540397133,-2.029822027872479,27.0,-0.07119021134593995,0.03508771929824561,0.0
entropy_cell__53c97fad996247a66b9de7d3,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,hex_nibble,explain_everyday_system,strict,20.0,-1.0218847575968906,-1.6815476190476186,-1.3984505630319153,-1.1814673642317453,22.0,-0.08372093023255811,0.015625,8.0
entropy_cell__53f2ca75cff8cc293f645929,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,ascii_b16,professional_project_update,strict,300.0,-1.4346137280281266,-2.6366092289719627,-3.1259018854008653,-2.791326438572919,227.0,-0.3061302681992336,0.03577408192878673,-3.0
entropy_cell__54ce226c44c1b4d8b86c7237,llama3_8b_instruct_q4_k_m,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,direct_subword,professional_project_update,strict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entropy_cell__56a334bc270a28625baef9bd,llama3_8b_instruct_q4_k_m,revision_v1_sha256_hex_041,sha256_hex,direct_subword,professional_project_update,strict,2.0,-0.06016392447753738,-7.176715176715163,-0.6256830562709217,-0.7413350536190464,3.0,0.03535353535353536,0.0,0.0
entropy_cell__57740427db8cf778b3c19262,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,hex_nibble,professional_project_update,strict,95.0,-1.7027043347782458,-4.0634827044025155,-2.384203598746886,-1.9570215884244666,65.0,-0.09735404083980448,-0.009592680047225577,0.0
entropy_cell__5a1a3f0db1bfb838a34ac6e3,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,direct_subword,professional_project_update,strict,69.0,-0.841974503758864,-14.657142857142857,-4.264848768905847,-4.106221964245751,55.0,-0.19999999999999996,0.03125,-4.0
entropy_cell__5b43bad8505780e851b2a45c,mistral_7b_instruct_v0_3_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,ascii_b16,professional_project_update,strict,236.0,-1.111696290980602,-2.509958791208791,-3.154946912131238,-2.862576975436001,191.0,-0.2549188259326953,0.031691297208538693,-1.0
entropy_cell__5d390b07469576558aa90913,llama3_8b_instruct_q4_k_m,revision_v1_uuid_v4_041,uuid_v4,direct_subword,professional_project_update,strict,12.0,-1.2003264122046025,-274.0427807486631,-1.6983096909434097,-1.3437776297808974,10.0,-0.2727272727272727,0.1428571428571429,0.0
entropy_cell__5dbf0ffbd157b8fc42099796,llama3_8b_instruct_q4_k_m,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,direct_subword,professional_project_update,strict,36.0,-4.452812890196617,-123.14105886708627,-2.802978322522095,-1.645380286630195,20.0,-0.3422222222222223,0.34090909090909094,-3.0
