pairing_unit_id,payload_name,payload_class,payload_split,representation_name,codec_id,prompt_template_id,target_token_count,q4_saved_id_exact_payload_recovery,q8_saved_id_exact_payload_recovery,q4_visible_text_exact_payload_recovery,q8_visible_text_exact_payload_recovery,visible_recovery_q8_minus_q4,both_visible_recover,q4_only_visible_recover,q8_only_visible_recover,neither_visible_recovers,q4_visible_full_token_ids_match,q8_visible_full_token_ids_match,q4_model_rank_replay_performed,q4_retokenized_token_count,q8_retokenized_token_count
quantization_pair__34a0d698be7066e1b93c1887,revision_v1_aes256_gcm_base64_046,aes256_gcm_base64,validation,ascii_b8,nonseg_ascii_b8,narrative_local_walk,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__34c5b11a547c2ae9fa3a9e64,revision_v1_uuid_v4_030,uuid_v4,train,ascii_b8,nonseg_ascii_b8,explain_everyday_system,96,True,True,True,False,-1,False,True,False,False,True,False,False,96,96
quantization_pair__350084406a035143c8bf7592,revision_v1_chacha20_poly1305_base64_054,chacha20_poly1305_base64,test,ascii_b8,nonseg_ascii_b8,professional_schedule_note,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__350fd9507466a8e9d2d15ba2,revision_v1_chacha20_poly1305_base64_033,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,narrative_small_discovery,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__35bec48110db53f6e61a81cd,revision_v1_nonce_96_bit_hex_050,nonce_96_bit_hex,test,ascii_b16,nonseg_ascii_b16,explain_biological_process,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__3677aa5ef62b657930b902f8,revision_v1_nonce_96_bit_hex_021,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__3693041c44d448ac2364a9ba,revision_v1_chacha20_poly1305_base64_023,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,casual_hobby_chat,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__36a8cf60a14685061288dcdc,revision_v1_token_128_bit_hex_052,token_128_bit_hex,test,ascii_b8,nonseg_ascii_b8,forum_practical_answer,86,True,True,True,True,0,True,False,False,False,True,True,False,86,86
quantization_pair__378f47109f77500474f33393,revision_v1_ed25519_signature_base64_013,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,procedure_home_task,235,True,True,False,True,1,False,False,True,False,False,True,True,233,235
quantization_pair__3861b74c32b8295904e9b76e,revision_v1_aes256_gcm_base64_042,aes256_gcm_base64,validation,ascii_b8,nonseg_ascii_b8,casual_hobby_chat,171,True,True,True,False,-1,False,True,False,False,True,False,False,171,171
quantization_pair__3888c072e8b4311f00ba431c,revision_v1_aes256_gcm_base64_027,aes256_gcm_base64,train,ascii_b8,nonseg_ascii_b8,procedure_home_task,171,True,True,False,True,1,False,False,True,False,False,True,True,170,171
quantization_pair__3898dd04b8a76074049a1c6a,revision_v1_aes256_gcm_base64_054,aes256_gcm_base64,test,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__38d68772a37efc6d7442c442,revision_v1_sha256_hex_015,sha256_hex,train,ascii_b16,nonseg_ascii_b16,narrative_small_discovery,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__390c3a7c4c55dc76a3e87e62,revision_v1_hmac_sha256_hex_047,hmac_sha256_hex,validation,ascii_b16,nonseg_ascii_b16,professional_project_update,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__392fc85bd5c76245bae61f73,revision_v1_token_128_bit_hex_043,token_128_bit_hex,validation,ascii_b8,nonseg_ascii_b8,explain_biological_process,86,True,True,True,True,0,True,False,False,False,True,True,False,86,86
quantization_pair__395af960858bf9f861335f02,revision_v1_chacha20_poly1305_base64_052,chacha20_poly1305_base64,test,ascii_b8,nonseg_ascii_b8,explain_weather_pattern,171,True,True,True,False,-1,False,True,False,False,True,False,False,171,172
quantization_pair__398e3b6703cf2ab7bffe862f,revision_v1_token_128_bit_hex_011,token_128_bit_hex,train,ascii_b16,nonseg_ascii_b16,procedure_garden_task,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__3a4365ffe0b6c8a164c59907,revision_v1_nonce_96_bit_hex_034,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,professional_process_email,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__3a904fb879f531f619b92642,revision_v1_uuid_v4_013,uuid_v4,train,ascii_b16,nonseg_ascii_b16,casual_hobby_chat,72,True,True,True,True,0,True,False,False,False,True,True,False,72,72
quantization_pair__3b2a4b56b3825059aa5c3f62,revision_v1_hmac_sha256_hex_020,hmac_sha256_hex,train,ascii_b16,nonseg_ascii_b16,narrative_learning_moment,128,True,True,False,True,1,False,False,True,False,False,True,True,129,128
quantization_pair__3b53e38c34cf9e03e002afc9,revision_v1_ed25519_signature_base64_010,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,176,True,True,False,True,1,False,False,True,False,False,True,True,176,176
quantization_pair__3b69acb8ad07503212aa0c49,revision_v1_sha256_hex_045,sha256_hex,validation,ascii_b16,nonseg_ascii_b16,narrative_learning_moment,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__3bb068f22da96c2ffd762362,revision_v1_nonce_96_bit_hex_016,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,professional_process_email,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__3bfec58c682e713ef2299c4f,revision_v1_uuid_v4_023,uuid_v4,train,ascii_b16,nonseg_ascii_b16,narrative_learning_moment,72,True,True,True,True,0,True,False,False,False,True,True,False,72,72
quantization_pair__3c12fc9c9c74f3b9dfe0111b,revision_v1_aes256_gcm_base64_022,aes256_gcm_base64,train,ascii_b8,nonseg_ascii_b8,narrative_small_discovery,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__3c969b1244925fddb8858821,revision_v1_token_128_bit_hex_055,token_128_bit_hex,test,ascii_b8,nonseg_ascii_b8,explain_everyday_system,86,True,True,True,True,0,True,False,False,False,True,True,False,86,86
quantization_pair__3ca8b4f985407d74b6895816,revision_v1_chacha20_poly1305_base64_049,chacha20_poly1305_base64,test,ascii_b16,nonseg_ascii_b16,forum_practical_answer,128,True,True,False,True,1,False,False,True,False,False,True,True,129,128
quantization_pair__3cb2811d5a530416181c22bf,revision_v1_sha256_hex_018,sha256_hex,train,ascii_b8,nonseg_ascii_b8,professional_schedule_note,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__3d1b3aa5e50d564fd265fef8,revision_v1_sha256_hex_029,sha256_hex,train,ascii_b8,nonseg_ascii_b8,casual_neighborhood_chat,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__3d1ef63b654960935e159300,revision_v1_token_128_bit_hex_017,token_128_bit_hex,train,ascii_b16,nonseg_ascii_b16,procedure_simple_meal,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__3d26cb42160f62d3a2d5af7f,revision_v1_ed25519_signature_base64_032,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,narrative_local_walk,235,True,True,True,False,-1,False,True,False,False,True,False,False,235,234
quantization_pair__3d597a64ccdbfb01c056e547,revision_v1_uuid_v4_025,uuid_v4,train,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,72,True,True,True,True,0,True,False,False,False,True,True,False,72,72
quantization_pair__3e1a019c12e8c69b21e6f2e1,revision_v1_chacha20_poly1305_base64_034,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,explain_weather_pattern,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__3e943573aa0127c27b272ffa,revision_v1_chacha20_poly1305_base64_057,chacha20_poly1305_base64,test,ascii_b16,nonseg_ascii_b16,narrative_local_walk,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__3eb27a5a6e9abbf38d4be88d,revision_v1_nonce_96_bit_hex_014,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,explain_biological_process,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__3ec223fa6110aa7d25ed31af,revision_v1_hmac_sha256_hex_015,hmac_sha256_hex,train,ascii_b16,nonseg_ascii_b16,explain_everyday_system,128,True,True,True,False,-1,False,True,False,False,True,False,False,128,127
quantization_pair__3f84aefbbf57f5cca3c7ec87,revision_v1_chacha20_poly1305_base64_030,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,professional_project_update,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__3fa32696ce088f812e2a8203,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__3fc87baf6c7b0855572a868e,revision_v1_ed25519_signature_base64_024,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,forum_practical_answer,235,True,True,False,True,1,False,False,True,False,False,True,True,233,235
quantization_pair__3fdcee8d991ca98e0dd8d2ab,revision_v1_hmac_sha256_hex_027,hmac_sha256_hex,train,ascii_b16,nonseg_ascii_b16,explain_weather_pattern,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__40500c7fdbd156ce76f270aa,revision_v1_sha256_hex_006,sha256_hex,train,ascii_b16,nonseg_ascii_b16,professional_process_email,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__4051ce3c36a34f346a8e805f,revision_v1_chacha20_poly1305_base64_019,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,forum_purchase_advice,128,True,True,False,True,1,False,False,True,False,False,True,True,128,128
quantization_pair__408851234ec52de7b553dcfb,revision_v1_uuid_v4_047,uuid_v4,validation,ascii_b8,nonseg_ascii_b8,narrative_small_discovery,96,True,True,True,True,0,True,False,False,False,True,True,False,96,96
quantization_pair__4097d26a603f3cb851780cbb,revision_v1_aes256_gcm_base64_034,aes256_gcm_base64,train,ascii_b8,nonseg_ascii_b8,narrative_learning_moment,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__413413b56442a4f35e40fdfd,revision_v1_uuid_v4_017,uuid_v4,train,ascii_b16,nonseg_ascii_b16,narrative_local_walk,72,True,True,True,True,0,True,False,False,False,True,True,False,72,72
quantization_pair__41a510c3414eba153328af04,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,validation,ascii_b8,nonseg_ascii_b8,professional_process_email,171,True,True,False,True,1,False,False,True,False,False,True,True,170,171
quantization_pair__425043a8768004062925d7f2,revision_v1_nonce_96_bit_hex_059,nonce_96_bit_hex,test,ascii_b8,nonseg_ascii_b8,forum_practical_answer,64,True,True,False,True,1,False,False,True,False,False,True,True,63,64
quantization_pair__425ad85a6b7e0dd65af2da0d,revision_v1_sha256_hex_054,sha256_hex,test,ascii_b8,nonseg_ascii_b8,professional_schedule_note,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__42a8484acb16a57bdaa34cf1,revision_v1_hmac_sha256_hex_049,hmac_sha256_hex,test,ascii_b8,nonseg_ascii_b8,procedure_home_task,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__42ffbd3b1564705f6b6b307c,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,explain_weather_pattern,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__4384433b56466e9d5a6ddd7e,revision_v1_hmac_sha256_hex_019,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,procedure_garden_task,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__439566728202b2bc525cd229,revision_v1_nonce_96_bit_hex_053,nonce_96_bit_hex,test,ascii_b16,nonseg_ascii_b16,forum_learning_answer,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__43e58e9f3153060fc8472fc4,revision_v1_token_128_bit_hex_001,token_128_bit_hex,train,ascii_b8,nonseg_ascii_b8,explain_everyday_system,86,True,True,True,True,0,True,False,False,False,True,True,False,86,86
quantization_pair__43f64f50414a80a64419d74f,revision_v1_uuid_v4_031,uuid_v4,train,ascii_b8,nonseg_ascii_b8,casual_hobby_chat,96,True,True,True,True,0,True,False,False,False,True,True,False,96,96
quantization_pair__440f7d1d9fb47da4f2ccde02,revision_v1_chacha20_poly1305_base64_028,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,explain_biological_process,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__44461d17f50c4c52715b7521,revision_v1_nonce_96_bit_hex_057,nonce_96_bit_hex,test,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__444c69259fedac70ec368242,revision_v1_sha256_hex_032,sha256_hex,train,ascii_b16,nonseg_ascii_b16,procedure_simple_meal,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__4470e60016dd1a5ea43cbdfe,revision_v1_nonce_96_bit_hex_031,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,narrative_learning_moment,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__44ffa2141353e5d1edebe8bb,revision_v1_chacha20_poly1305_base64_056,chacha20_poly1305_base64,test,ascii_b16,nonseg_ascii_b16,procedure_home_task,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__451d82cdf03aa755b16e9cf7,revision_v1_aes256_gcm_base64_021,aes256_gcm_base64,train,ascii_b8,nonseg_ascii_b8,procedure_simple_meal,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__452eb68eb987c1eeb59ea5f1,revision_v1_nonce_96_bit_hex_020,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,explain_weather_pattern,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__4544109ee2b2b60022c6a41a,revision_v1_aes256_gcm_base64_038,aes256_gcm_base64,validation,ascii_b8,nonseg_ascii_b8,forum_practical_answer,171,True,True,True,False,-1,False,True,False,False,True,False,False,171,169
quantization_pair__4572c2e33460f01c9a0e9c6c,revision_v1_token_128_bit_hex_012,token_128_bit_hex,train,ascii_b16,nonseg_ascii_b16,narrative_small_discovery,64,True,True,True,False,-1,False,True,False,False,True,False,False,64,64
quantization_pair__461281d619977c22eb7f8d00,revision_v1_nonce_96_bit_hex_039,nonce_96_bit_hex,validation,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,48,True,True,False,True,1,False,False,True,False,False,True,True,49,48
quantization_pair__463a3a87345d28d50d209f95,revision_v1_ed25519_signature_base64_044,ed25519_signature_base64,validation,ascii_b16,nonseg_ascii_b16,narrative_small_discovery,176,True,True,True,True,0,True,False,False,False,True,True,False,176,176
quantization_pair__46c39e603b152831f7458f61,revision_v1_sha256_hex_009,sha256_hex,train,ascii_b8,nonseg_ascii_b8,narrative_learning_moment,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__46dd2f7c40d3733a2d06e399,revision_v1_ed25519_signature_base64_005,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,professional_process_email,176,True,True,True,True,0,True,False,False,False,True,True,False,176,176
quantization_pair__46f0b8c0f8a79e4be886c884,revision_v1_chacha20_poly1305_base64_040,chacha20_poly1305_base64,validation,ascii_b16,nonseg_ascii_b16,explain_everyday_system,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__472cd497801ab885e5f4342a,revision_v1_sha256_hex_033,sha256_hex,train,ascii_b8,nonseg_ascii_b8,narrative_small_discovery,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__47c7d9d5d79c799c679ca985,revision_v1_uuid_v4_041,uuid_v4,validation,ascii_b8,nonseg_ascii_b8,narrative_learning_moment,96,True,True,True,False,-1,False,True,False,False,True,False,False,96,96
quantization_pair__480e0f089e36a4fedb0eb773,revision_v1_chacha20_poly1305_base64_059,chacha20_poly1305_base64,test,ascii_b16,nonseg_ascii_b16,casual_hobby_chat,128,True,True,False,True,1,False,False,True,False,False,True,True,126,128
quantization_pair__481c887381716dcd1063836c,revision_v1_ed25519_signature_base64_030,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,forum_purchase_advice,176,True,True,True,False,-1,False,True,False,False,True,False,False,176,174
quantization_pair__4863a526ffcad214822307a4,revision_v1_chacha20_poly1305_base64_034,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,explain_weather_pattern,128,True,True,False,False,0,False,False,False,True,False,False,True,127,127
quantization_pair__487f7936a887c2ea1b96e61a,revision_v1_nonce_96_bit_hex_007,nonce_96_bit_hex,train,ascii_b8,nonseg_ascii_b8,narrative_local_walk,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__48966482cde65ee2de33edbd,revision_v1_aes256_gcm_base64_001,aes256_gcm_base64,train,ascii_b16,nonseg_ascii_b16,professional_project_update,128,True,True,True,False,-1,False,True,False,False,True,False,False,128,127
quantization_pair__48b98608a64c15b2591a8ff3,revision_v1_aes256_gcm_base64_058,aes256_gcm_base64,test,ascii_b8,nonseg_ascii_b8,narrative_small_discovery,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__4955cfa569339aec000de4d5,revision_v1_uuid_v4_021,uuid_v4,train,ascii_b16,nonseg_ascii_b16,forum_learning_answer,72,True,True,True,True,0,True,False,False,False,True,True,False,72,72
quantization_pair__497a2972347e0a6f7a064fa3,revision_v1_aes256_gcm_base64_025,aes256_gcm_base64,train,ascii_b16,nonseg_ascii_b16,professional_schedule_note,128,True,True,True,False,-1,False,True,False,False,True,False,False,128,129
quantization_pair__49b4dd07e658e97315416062,revision_v1_hmac_sha256_hex_037,hmac_sha256_hex,validation,ascii_b8,nonseg_ascii_b8,procedure_garden_task,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__4a1b6f94faed84524060a550,revision_v1_nonce_96_bit_hex_012,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,procedure_garden_task,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__4a51cdcae88e4f098f4ed5fe,revision_v1_token_128_bit_hex_054,token_128_bit_hex,test,ascii_b8,nonseg_ascii_b8,narrative_local_walk,86,True,True,False,True,1,False,False,True,False,False,True,True,86,86
quantization_pair__4b1c6d9b08fb16f2e6762f3c,revision_v1_hmac_sha256_hex_039,hmac_sha256_hex,validation,ascii_b16,nonseg_ascii_b16,explain_biological_process,128,True,True,False,True,1,False,False,True,False,False,True,True,127,128
quantization_pair__4b76b69e2bb6b3f15ea66932,revision_v1_sha256_hex_058,sha256_hex,test,ascii_b8,nonseg_ascii_b8,explain_everyday_system,171,True,True,True,False,-1,False,True,False,False,True,False,False,171,171
quantization_pair__4c0324c2882eb22ec7aa2010,revision_v1_ed25519_signature_base64_019,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,procedure_garden_task,235,True,True,False,False,0,False,False,False,True,False,False,True,234,234
quantization_pair__4c3539c41be4c69f73bd6ab0,revision_v1_chacha20_poly1305_base64_001,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,forum_purchase_advice,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__4c5464736788e1104ed94d6b,revision_v1_aes256_gcm_base64_007,aes256_gcm_base64,train,ascii_b16,nonseg_ascii_b16,professional_schedule_note,128,True,True,True,False,-1,False,True,False,False,True,False,False,128,130
quantization_pair__4c5ad6bd722bb5d7d0f4dc69,revision_v1_nonce_96_bit_hex_033,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,casual_neighborhood_chat,48,True,True,True,False,-1,False,True,False,False,True,False,False,48,49
quantization_pair__4c716abc81c92c9f0b34130b,revision_v1_aes256_gcm_base64_043,aes256_gcm_base64,validation,ascii_b8,nonseg_ascii_b8,professional_schedule_note,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__4ca095e5baffb128ce0e8a0e,revision_v1_nonce_96_bit_hex_009,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,casual_hobby_chat,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__4cff7806bb62ea142b1e9a81,revision_v1_ed25519_signature_base64_029,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,professional_project_update,176,True,True,True,False,-1,False,True,False,False,True,False,False,176,175
quantization_pair__4d78b7793490734e0e854640,revision_v1_uuid_v4_032,uuid_v4,train,ascii_b8,nonseg_ascii_b8,professional_schedule_note,96,True,True,True,True,0,True,False,False,False,True,True,False,96,96
quantization_pair__4d9394e20626b63779fd89e6,revision_v1_ed25519_signature_base64_027,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,explain_weather_pattern,235,True,True,True,True,0,True,False,False,False,True,True,False,235,235
quantization_pair__4dac80b106e62fabbd746421,revision_v1_chacha20_poly1305_base64_040,chacha20_poly1305_base64,validation,ascii_b8,nonseg_ascii_b8,explain_everyday_system,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__4dc34043a927c6f0414c7753,revision_v1_token_128_bit_hex_019,token_128_bit_hex,train,ascii_b16,nonseg_ascii_b16,explain_everyday_system,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__4df336d4ab04f5a231f3ee31,revision_v1_ed25519_signature_base64_004,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,casual_neighborhood_chat,176,True,True,True,True,0,True,False,False,False,True,True,False,176,176
quantization_pair__4ecb218aea8684ce641b0285,revision_v1_aes256_gcm_base64_005,aes256_gcm_base64,train,ascii_b16,nonseg_ascii_b16,explain_weather_pattern,128,True,True,False,False,0,False,False,False,True,False,False,True,126,128
quantization_pair__4eed95cd21107176377de097,revision_v1_ed25519_signature_base64_037,ed25519_signature_base64,validation,ascii_b8,nonseg_ascii_b8,procedure_garden_task,235,True,True,False,False,0,False,False,False,True,False,False,True,234,233
quantization_pair__4f1f0b5ffebeea4001d8fd1f,revision_v1_aes256_gcm_base64_010,aes256_gcm_base64,train,ascii_b16,nonseg_ascii_b16,narrative_local_walk,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__4f7a50ce5c78519a0fd0e25b,revision_v1_ed25519_signature_base64_047,ed25519_signature_base64,validation,ascii_b8,nonseg_ascii_b8,professional_project_update,235,True,True,True,True,0,True,False,False,False,True,True,False,235,235
quantization_pair__4fbb347d8b2e64f61b85e650,revision_v1_aes256_gcm_base64_053,aes256_gcm_base64,test,ascii_b8,nonseg_ascii_b8,explain_biological_process,171,True,True,True,False,-1,False,True,False,False,True,False,False,171,171
quantization_pair__4fc62c7df4ba4ac0404a2400,revision_v1_aes256_gcm_base64_054,aes256_gcm_base64,test,ascii_b8,nonseg_ascii_b8,casual_weekend_chat,171,True,True,True,False,-1,False,True,False,False,True,False,False,171,170
quantization_pair__4fe4fcd0b675165a6e0040d4,revision_v1_ed25519_signature_base64_037,ed25519_signature_base64,validation,ascii_b16,nonseg_ascii_b16,procedure_garden_task,176,True,True,True,True,0,True,False,False,False,True,True,False,176,176
quantization_pair__4ffc6fcee5b73138df63fb15,revision_v1_token_128_bit_hex_027,token_128_bit_hex,train,ascii_b16,nonseg_ascii_b16,professional_process_email,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__508c75404a5e5f915bd7bf71,revision_v1_chacha20_poly1305_base64_028,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,explain_biological_process,128,True,True,False,True,1,False,False,True,False,False,True,True,128,128
quantization_pair__509a29f0c477851b0c423297,revision_v1_aes256_gcm_base64_008,aes256_gcm_base64,train,ascii_b8,nonseg_ascii_b8,forum_purchase_advice,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__50d9fdb8daca083ae8bbc0fa,revision_v1_ed25519_signature_base64_026,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,narrative_small_discovery,235,True,True,True,True,0,True,False,False,False,True,True,False,235,235
quantization_pair__50dd3cd2efdf7c4b2d2a3387,revision_v1_chacha20_poly1305_base64_048,chacha20_poly1305_base64,test,ascii_b16,nonseg_ascii_b16,professional_project_update,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__5218864d79296e614e715759,revision_v1_ed25519_signature_base64_031,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,procedure_home_task,235,True,True,False,True,1,False,False,True,False,False,True,True,235,235
quantization_pair__521fd028edd367d777e3cdf6,revision_v1_sha256_hex_012,sha256_hex,train,ascii_b8,nonseg_ascii_b8,professional_project_update,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__525cff23ba6fecee73cff849,revision_v1_nonce_96_bit_hex_001,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,narrative_small_discovery,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__52892b6c06b5e8564712f22d,revision_v1_hmac_sha256_hex_033,hmac_sha256_hex,train,ascii_b16,nonseg_ascii_b16,explain_everyday_system,128,True,True,True,True,0,True,False,False,False,True,True,False,128,128
quantization_pair__52dcbb8b1d00319a917626d9,revision_v1_ed25519_signature_base64_022,ed25519_signature_base64,train,ascii_b16,nonseg_ascii_b16,casual_neighborhood_chat,176,True,True,True,True,0,True,False,False,False,True,True,False,176,176
quantization_pair__5315b47156b105afcfbcd4e6,revision_v1_ed25519_signature_base64_057,ed25519_signature_base64,test,ascii_b16,nonseg_ascii_b16,explain_biological_process,176,True,True,True,True,0,True,False,False,False,True,True,False,176,176
quantization_pair__53336bf77c66d9ddf580ca85,revision_v1_uuid_v4_058,uuid_v4,test,ascii_b16,nonseg_ascii_b16,procedure_garden_task,72,True,True,True,True,0,True,False,False,False,True,True,False,72,72
quantization_pair__53633c5154bb857df241b892,revision_v1_hmac_sha256_hex_012,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,forum_purchase_advice,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__53d5cd05ee47a569b87c296c,revision_v1_chacha20_poly1305_base64_025,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,forum_learning_answer,171,True,True,True,True,0,True,False,False,False,True,True,False,171,171
quantization_pair__53e2e760b04796c04752429b,revision_v1_uuid_v4_027,uuid_v4,train,ascii_b8,nonseg_ascii_b8,forum_practical_answer,96,True,True,False,True,1,False,False,True,False,False,True,True,96,96
quantization_pair__544e48ebb466126bf59f2151,revision_v1_token_128_bit_hex_020,token_128_bit_hex,train,ascii_b16,nonseg_ascii_b16,casual_hobby_chat,64,True,True,True,True,0,True,False,False,False,True,True,False,64,64
quantization_pair__552e4e1f35f01ee8909069a0,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,explain_biological_process,171,True,True,False,True,1,False,False,True,False,False,True,True,171,171
quantization_pair__554cb98e0aa1a818a29719cd,revision_v1_nonce_96_bit_hex_006,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,procedure_home_task,48,True,True,True,True,0,True,False,False,False,True,True,False,48,48
quantization_pair__559b3a0910d78644990a61bc,revision_v1_ed25519_signature_base64_045,ed25519_signature_base64,validation,ascii_b8,nonseg_ascii_b8,explain_weather_pattern,235,True,True,False,False,0,False,False,False,True,False,False,True,235,233
