pairing_unit_id,payload_name,payload_class,payload_split,representation_name,prompt_template_id,population,label,target_token_count,sampling_seed,same_path_position_count,mean_entropy_q8_minus_q4_bits,median_entropy_q8_minus_q4_bits,observed_token_rank_changed_count,observed_token_rank_changed_fraction,greedy_token_changed_count,greedy_token_changed_fraction,mean_absolute_observed_rank_change,exact_generated_token_sequence_match,positionwise_generated_token_match_fraction,first_generated_token_divergence
quantization_pair__2a52a3653922ce7bb1916542,revision_v1_aes256_gcm_base64_004,aes256_gcm_base64,train,ascii_b16,narrative_small_discovery,ordinary_control,0,128,4091882653321667751,128,-0.03616585366717218,-0.00016137595130039006,19,0.1484375,13,0.1015625,0.296875,False,0.0546875,0
quantization_pair__2a6dff6cf85bd9825887bd34,revision_v1_token_128_bit_hex_022,token_128_bit_hex,train,ascii_b16,forum_purchase_advice,rankcloak,1,64,8274276931299525194,64,-0.0035014456718358428,0.012209355516494214,33,0.515625,6,0.09375,0.765625,False,0.015625,0
quantization_pair__2a788f107bd5bd43adb0a32e,revision_v1_uuid_v4_022,uuid_v4,train,ascii_b16,procedure_garden_task,ordinary_control,0,72,12680421337642309873,72,0.012028498894111062,7.994704428619525e-05,1,0.013888888888888888,2,0.027777777777777776,0.013888888888888888,False,0.16666666666666666,12
quantization_pair__2a9e827f1582a7e2f535009d,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,validation,ascii_b8,casual_hobby_chat,rankcloak,1,171,16425881401465817811,171,0.007880509360999991,0.011024336006162372,78,0.45614035087719296,16,0.0935672514619883,0.7485380116959064,False,0.017543859649122806,0
quantization_pair__2ac8b29423cc187f2f35c3df,revision_v1_chacha20_poly1305_base64_054,chacha20_poly1305_base64,test,ascii_b16,professional_schedule_note,rankcloak,1,128,16644344093153931176,128,0.0367146314918234,0.0282416284631386,67,0.5234375,14,0.109375,1.0390625,False,0.0078125,1
quantization_pair__2b7158ee5049304ef0dc431a,revision_v1_token_128_bit_hex_049,token_128_bit_hex,test,ascii_b16,explain_weather_pattern,rankcloak,1,64,12960927514757683063,64,0.12303120632806912,0.12377518234553009,30,0.46875,7,0.109375,0.890625,False,0.0,0
quantization_pair__2b7202a12d03dc13b603a5f9,revision_v1_uuid_v4_043,uuid_v4,validation,ascii_b16,casual_weekend_chat,rankcloak,1,72,1910868088501365980,72,0.01537999011349498,0.010737858919521975,30,0.4166666666666667,7,0.09722222222222222,0.7916666666666666,False,0.125,8
quantization_pair__2b7a12c794dc06c491034fa7,revision_v1_chacha20_poly1305_base64_039,chacha20_poly1305_base64,validation,ascii_b8,narrative_local_walk,rankcloak,1,171,1472581676083882773,171,-0.011869931094798874,0.006516304432899744,85,0.49707602339181284,16,0.0935672514619883,0.7076023391812866,False,0.011695906432748537,1
quantization_pair__2ba2373d7117008da4e39490,revision_v1_chacha20_poly1305_base64_024,chacha20_poly1305_base64,train,ascii_b16,professional_process_email,ordinary_control,0,128,17512643201828963359,128,0.03716067066338333,0.010533943109545474,12,0.09375,9,0.0703125,0.1171875,False,0.1875,5
quantization_pair__2c0ab02469598e006cc78204,revision_v1_nonce_96_bit_hex_054,nonce_96_bit_hex,test,ascii_b8,procedure_simple_meal,ordinary_control,0,64,10114094425464214588,64,0.012864395328498859,0.0014988841750885396,4,0.0625,1,0.015625,0.0625,False,0.0625,0
quantization_pair__2c5c98edbe4cd95132fed643,revision_v1_chacha20_poly1305_base64_000,chacha20_poly1305_base64,train,ascii_b8,professional_schedule_note,rankcloak,1,171,11367474559432696989,171,-0.006543240739326366,-0.012929236430713198,68,0.39766081871345027,7,0.04093567251461988,0.6608187134502924,False,0.029239766081871343,5
quantization_pair__2cd76e8f4d0ef7580e3f65d7,revision_v1_aes256_gcm_base64_047,aes256_gcm_base64,validation,ascii_b8,explain_everyday_system,ordinary_control,0,171,12256935017916156789,171,-0.004515978965361333,-0.0002247333248963858,13,0.07602339181286549,11,0.06432748538011696,0.07602339181286549,False,0.03508771929824561,5
quantization_pair__2cf6832a80dca0c116fbd85f,revision_v1_chacha20_poly1305_base64_030,chacha20_poly1305_base64,train,ascii_b16,professional_project_update,ordinary_control,0,128,7436085417127271802,128,0.01177598612393145,0.0004714500234638416,9,0.0703125,7,0.0546875,0.1640625,False,0.0390625,3
quantization_pair__2d0601738e4cae6bfe1bd10c,revision_v1_hmac_sha256_hex_002,hmac_sha256_hex,train,ascii_b16,narrative_learning_moment,rankcloak,1,128,3173716705816798126,128,0.030890292974820512,0.015899730889355833,66,0.515625,19,0.1484375,1.3359375,False,0.0078125,0
quantization_pair__2d2172e27b9083a7b11f18f8,revision_v1_ed25519_signature_base64_056,ed25519_signature_base64,test,ascii_b16,narrative_learning_moment,rankcloak,1,176,14952520616883763752,176,0.006417630617544401,0.016595594039085837,96,0.5454545454545454,20,0.11363636363636363,1.1363636363636365,False,0.0,0
quantization_pair__2d36619e1b752336dccc8f33,revision_v1_hmac_sha256_hex_009,hmac_sha256_hex,train,ascii_b16,explain_weather_pattern,ordinary_control,0,128,4536082512934561954,128,0.021147672810536824,0.00622487895439891,12,0.09375,11,0.0859375,0.109375,False,0.0078125,0
quantization_pair__2d79982c742f138ae0ef514e,revision_v1_token_128_bit_hex_026,token_128_bit_hex,train,ascii_b8,casual_neighborhood_chat,rankcloak,1,86,18361394859178707029,86,-0.018396046136407575,-0.006832188548099499,30,0.3488372093023256,10,0.11627906976744186,0.5697674418604651,False,0.03488372093023256,3
quantization_pair__2d8447122da8ee895841dc1a,revision_v1_token_128_bit_hex_025,token_128_bit_hex,train,ascii_b8,explain_biological_process,rankcloak,1,86,6017227586429522637,86,0.010665340075721803,0.002111957931578534,34,0.3953488372093023,6,0.06976744186046512,0.4883720930232558,False,0.0,0
quantization_pair__2ddcafc75c56a4a634a464fb,revision_v1_token_128_bit_hex_038,token_128_bit_hex,validation,ascii_b8,casual_hobby_chat,rankcloak,1,86,14933643109122372018,86,0.10636338774396946,0.0557878725080842,34,0.3953488372093023,6,0.06976744186046512,0.7325581395348837,False,0.023255813953488372,2
quantization_pair__2de10536ed7246abf087da2f,revision_v1_nonce_96_bit_hex_026,nonce_96_bit_hex,train,ascii_b8,explain_everyday_system,ordinary_control,0,64,14889662813472065685,64,0.01729464131562842,0.0009762865791720747,7,0.109375,5,0.078125,0.125,False,0.0625,4
quantization_pair__2e0491e3dc702d3214078bf4,revision_v1_aes256_gcm_base64_006,aes256_gcm_base64,train,ascii_b8,casual_hobby_chat,ordinary_control,0,171,16757444496855118860,171,0.032141925466260116,0.006252367222711941,16,0.0935672514619883,13,0.07602339181286549,0.15204678362573099,False,0.0,0
quantization_pair__2eb8881e6854a2f275d84206,revision_v1_chacha20_poly1305_base64_026,chacha20_poly1305_base64,train,ascii_b16,procedure_garden_task,ordinary_control,0,128,7415729002656309546,128,0.0023923496396864048,5.685232105975501e-05,11,0.0859375,7,0.0546875,0.140625,False,0.0,0
quantization_pair__2eba34470c0f7c696d8f14a3,revision_v1_sha256_hex_032,sha256_hex,train,ascii_b8,procedure_simple_meal,ordinary_control,0,171,5255577712479800494,171,0.020665377203892266,0.00013655462658149914,9,0.05263157894736842,6,0.03508771929824561,0.0935672514619883,False,0.06432748538011696,4
quantization_pair__2ed2543d6c5ebb412cbdcf74,revision_v1_chacha20_poly1305_base64_009,chacha20_poly1305_base64,train,ascii_b8,narrative_learning_moment,ordinary_control,0,171,5143400746976407675,171,-0.03901390459174458,-0.02193374806536419,28,0.16374269005847952,18,0.10526315789473684,0.27485380116959063,False,0.017543859649122806,0
quantization_pair__2f1e39edce03917bcc5e680e,revision_v1_chacha20_poly1305_base64_031,chacha20_poly1305_base64,train,ascii_b16,forum_practical_answer,rankcloak,1,128,16229347803210189494,128,0.0235474088600768,0.011633936986517934,82,0.640625,12,0.09375,1.171875,False,0.0,0
quantization_pair__2f65b8f0e1c7e8993a5cc430,revision_v1_aes256_gcm_base64_020,aes256_gcm_base64,train,ascii_b16,forum_practical_answer,rankcloak,1,128,4182166757541791473,128,-0.09340233085772126,-0.09012712340840556,71,0.5546875,12,0.09375,1.0390625,False,0.0,0
quantization_pair__2f7e3b6ba94682b15a82d95e,revision_v1_ed25519_signature_base64_033,ed25519_signature_base64,train,ascii_b8,explain_everyday_system,rankcloak,1,235,2619640046227381025,235,0.017677305043540936,0.00045366270858338,74,0.3148936170212766,16,0.06808510638297872,0.425531914893617,False,0.00851063829787234,0
quantization_pair__2f9f71a95029f732c39c6ca7,revision_v1_aes256_gcm_base64_051,aes256_gcm_base64,test,ascii_b8,procedure_garden_task,rankcloak,1,171,10314328935364643057,171,-0.0356088336415258,-0.017997978230174017,61,0.3567251461988304,12,0.07017543859649122,0.5672514619883041,False,0.0,0
quantization_pair__2fb55f7e334e198a0abef2e4,revision_v1_ed25519_signature_base64_031,ed25519_signature_base64,train,ascii_b16,procedure_home_task,rankcloak,1,176,3084624005592075381,176,-0.0037591006457356442,-0.001424139308872435,76,0.4318181818181818,12,0.06818181818181818,0.7386363636363636,False,0.022727272727272728,4
quantization_pair__2fbdf4837e6c1a7489171e18,revision_v1_aes256_gcm_base64_042,aes256_gcm_base64,validation,ascii_b16,casual_hobby_chat,ordinary_control,0,128,16927142247861314412,128,0.03621145732792169,0.02965764440242634,17,0.1328125,11,0.0859375,0.1875,False,0.125,1
quantization_pair__2fc7525ae9c563a21b3fcf69,revision_v1_token_128_bit_hex_003,token_128_bit_hex,train,ascii_b16,professional_schedule_note,ordinary_control,0,64,417664657229941049,64,0.01207886219554894,0.003908702739699399,5,0.078125,3,0.046875,0.078125,False,0.109375,3
quantization_pair__2ff805b0a2afc91d39d4c1e8,revision_v1_ed25519_signature_base64_024,ed25519_signature_base64,train,ascii_b16,forum_practical_answer,rankcloak,1,176,16131095520311673328,176,-0.06111010339655918,-0.05620367872291526,107,0.6079545454545454,24,0.13636363636363635,1.1477272727272727,False,0.005681818181818182,1
quantization_pair__3001316206244d297078d987,revision_v1_uuid_v4_036,uuid_v4,validation,ascii_b8,explain_biological_process,rankcloak,1,96,6687568212599980844,96,-0.0011853519475146003,0.009116795118730647,35,0.3645833333333333,7,0.07291666666666667,0.6041666666666666,False,0.020833333333333332,0
quantization_pair__30014295fda819c689d23306,revision_v1_hmac_sha256_hex_048,hmac_sha256_hex,test,ascii_b8,forum_purchase_advice,rankcloak,1,171,3289115337100761440,171,0.07276600118948078,0.060989529387363184,70,0.4093567251461988,9,0.05263157894736842,0.6257309941520468,False,0.011695906432748537,1
quantization_pair__300549667b9d3b77ccbdf96c,revision_v1_sha256_hex_033,sha256_hex,train,ascii_b8,narrative_small_discovery,ordinary_control,0,171,12296430068232537366,171,0.0012390258152240056,-2.088298247276965e-05,27,0.15789473684210525,16,0.0935672514619883,0.38596491228070173,False,0.011695906432748537,0
quantization_pair__3097cbf566593ba7f13148df,revision_v1_aes256_gcm_base64_052,aes256_gcm_base64,test,ascii_b16,narrative_learning_moment,rankcloak,1,128,2781837142163379730,128,-0.0052606854042874865,-0.011300395702770638,78,0.609375,17,0.1328125,1.21875,False,0.0,0
quantization_pair__30a552a72aa6fc0b4712f99d,revision_v1_sha256_hex_029,sha256_hex,train,ascii_b16,casual_neighborhood_chat,ordinary_control,0,128,17292403778486955582,128,0.015322298182602214,0.009272940307005317,17,0.1328125,11,0.0859375,0.15625,False,0.0859375,10
quantization_pair__30b5f6410d549ee05b7c3d51,revision_v1_aes256_gcm_base64_038,aes256_gcm_base64,validation,ascii_b16,forum_practical_answer,rankcloak,1,128,14162144517192576477,128,-0.020784622276695315,-0.0006298064196291133,73,0.5703125,19,0.1484375,1.015625,False,0.0,0
quantization_pair__3148eeeba7439d71ae8503f4,revision_v1_sha256_hex_030,sha256_hex,train,ascii_b16,professional_project_update,rankcloak,1,128,14083950208886314710,128,0.007473068853628157,0.006265527837662363,64,0.5,8,0.0625,0.71875,False,0.0078125,0
quantization_pair__3156f10fcf17ebb0c2dbd87d,revision_v1_uuid_v4_028,uuid_v4,train,ascii_b8,procedure_simple_meal,rankcloak,1,96,11996557828416565863,96,-0.057904867086262246,-0.019989533309610917,42,0.4375,4,0.041666666666666664,0.7291666666666666,False,0.03125,2
quantization_pair__3170c74fa153019fe7a07670,revision_v1_ed25519_signature_base64_031,ed25519_signature_base64,train,ascii_b8,procedure_home_task,ordinary_control,0,235,15954314202127309696,235,0.0045088411713345876,8.8581454074308e-05,23,0.09787234042553192,17,0.07234042553191489,0.17872340425531916,False,0.01702127659574468,0
quantization_pair__31a4ba260c8a2a5601bae7e9,revision_v1_chacha20_poly1305_base64_020,chacha20_poly1305_base64,train,ascii_b8,procedure_home_task,rankcloak,1,171,5055758321111631481,171,0.03758184672066328,0.02161340172176196,65,0.38011695906432746,13,0.07602339181286549,0.52046783625731,False,0.04093567251461988,2
quantization_pair__31bf01d1ec89ad31bb52e22e,revision_v1_ed25519_signature_base64_001,ed25519_signature_base64,train,ascii_b16,procedure_garden_task,rankcloak,1,176,13707394365633718044,176,-0.02455614209260414,-0.005545726438536215,101,0.5738636363636364,21,0.11931818181818182,1.0170454545454546,False,0.0,0
quantization_pair__321cfe0b661fc1abf8035d4e,revision_v1_uuid_v4_009,uuid_v4,train,ascii_b8,forum_practical_answer,rankcloak,1,96,17330256899613977785,96,-0.00592813171002566,0.010287789537068881,36,0.375,5,0.052083333333333336,0.5729166666666666,False,0.0,0
quantization_pair__322e572b61eafad2347337ba,revision_v1_uuid_v4_032,uuid_v4,train,ascii_b16,professional_schedule_note,rankcloak,1,72,10919694349379625252,72,-0.009317984741278287,-0.00014230548410613247,28,0.3888888888888889,5,0.06944444444444445,0.5833333333333334,False,0.013888888888888888,1
quantization_pair__32694e39ea86f5f07ba61fb2,revision_v1_sha256_hex_057,sha256_hex,test,ascii_b16,narrative_local_walk,ordinary_control,0,128,18418449884450096389,128,-0.044874862194360245,-0.007781129058129332,14,0.109375,8,0.0625,0.171875,False,0.0,0
quantization_pair__3275c228c4b53631d83cd541,revision_v1_hmac_sha256_hex_020,hmac_sha256_hex,train,ascii_b8,narrative_learning_moment,ordinary_control,0,171,4467070469693965825,171,0.018545752528176602,0.004045839525115148,22,0.1286549707602339,12,0.07017543859649122,0.25146198830409355,False,0.03508771929824561,1
quantization_pair__327f539cb88090acde5b016b,revision_v1_chacha20_poly1305_base64_051,chacha20_poly1305_base64,test,ascii_b16,narrative_small_discovery,rankcloak,1,128,6357364639321463287,128,0.0016653858316761899,-0.021483643062688296,73,0.5703125,15,0.1171875,1.21875,False,0.0234375,2
quantization_pair__3281bc423f867d2610068cfe,revision_v1_token_128_bit_hex_041,token_128_bit_hex,validation,ascii_b8,procedure_home_task,ordinary_control,0,86,1066421677262488756,86,0.013213622129584886,0.0004244963792454431,7,0.08139534883720931,6,0.06976744186046512,0.09302325581395349,False,0.011627906976744186,0
quantization_pair__32c766866c337404efc61193,revision_v1_nonce_96_bit_hex_018,nonce_96_bit_hex,train,ascii_b16,procedure_simple_meal,ordinary_control,0,48,7642021789022073554,48,-0.05718552918270148,-0.016038083861816044,12,0.25,6,0.125,0.5,False,0.020833333333333332,1
quantization_pair__32d68c562c8a37f4b2058f9d,revision_v1_sha256_hex_053,sha256_hex,test,ascii_b16,casual_weekend_chat,ordinary_control,0,128,7310938701831991031,128,-0.005341522299260999,0.0007640289928556622,14,0.109375,11,0.0859375,0.1171875,False,0.109375,10
quantization_pair__32e1f9f4519f87e82f59c2bf,revision_v1_chacha20_poly1305_base64_043,chacha20_poly1305_base64,validation,ascii_b16,forum_learning_answer,rankcloak,1,128,7472867980938734844,128,0.014916955669476433,0.022888509995024897,85,0.6640625,8,0.0625,1.671875,False,0.0,0
quantization_pair__331c3e42a20ab38af8f539eb,revision_v1_aes256_gcm_base64_051,aes256_gcm_base64,test,ascii_b16,procedure_garden_task,rankcloak,1,128,12535073726297210904,128,-0.052594657972245024,-0.03366969284401708,69,0.5390625,18,0.140625,1.0390625,False,0.015625,0
quantization_pair__339e98a53756a099751a83e7,revision_v1_uuid_v4_045,uuid_v4,validation,ascii_b16,forum_practical_answer,ordinary_control,0,72,10937040550486170261,72,0.009193101993970202,0.002226508119896174,3,0.041666666666666664,2,0.027777777777777776,0.041666666666666664,False,0.0,0
quantization_pair__33a566e9253170d688fc428c,revision_v1_uuid_v4_052,uuid_v4,test,ascii_b16,procedure_home_task,ordinary_control,0,72,2452905374037478739,72,-0.019457601413877867,1.906953541246351e-07,7,0.09722222222222222,5,0.06944444444444445,0.1111111111111111,False,0.0,0
quantization_pair__34019989b97d2dac3683e2ab,revision_v1_ed25519_signature_base64_016,ed25519_signature_base64,train,ascii_b16,casual_hobby_chat,ordinary_control,0,176,9045224359363374979,176,0.020862218343075264,0.010526836156117936,20,0.11363636363636363,13,0.07386363636363637,0.14204545454545456,False,0.017045454545454544,1
quantization_pair__34019ffb89146e72bbe3296e,revision_v1_aes256_gcm_base64_009,aes256_gcm_base64,train,ascii_b8,procedure_home_task,rankcloak,1,171,4059359257702073503,171,0.005381846550822673,0.00836595797122408,57,0.3333333333333333,16,0.0935672514619883,0.38011695906432746,False,0.017543859649122806,0
quantization_pair__340d31ac93c3a7730b1dd769,revision_v1_sha256_hex_048,sha256_hex,test,ascii_b8,professional_project_update,ordinary_control,0,171,17838074228394546041,171,0.03631646494815018,0.012553911664726698,16,0.0935672514619883,10,0.05847953216374269,0.14619883040935672,False,0.005847953216374269,0
quantization_pair__342cee663cd5d2bc5715615f,revision_v1_aes256_gcm_base64_020,aes256_gcm_base64,train,ascii_b8,forum_practical_answer,rankcloak,1,171,7975818119383872546,171,0.009338626753975485,0.0039342146768008845,71,0.4152046783625731,17,0.09941520467836257,0.6140350877192983,False,0.023391812865497075,1
quantization_pair__3437dd60c1a92f5f72f12ebc,revision_v1_token_128_bit_hex_000,token_128_bit_hex,train,ascii_b8,narrative_local_walk,rankcloak,1,86,11370539531991212844,86,0.0006088487793057551,-0.010490034880567328,37,0.43023255813953487,6,0.06976744186046512,0.7209302325581395,False,0.03488372093023256,1
quantization_pair__343bdc83d89b92ba244fcea6,revision_v1_sha256_hex_039,sha256_hex,validation,ascii_b8,narrative_local_walk,rankcloak,1,171,1178114249402606465,171,-0.05628600665772341,-0.04738356552032874,57,0.3333333333333333,15,0.08771929824561403,0.5029239766081871,False,0.023391812865497075,1
quantization_pair__344c4ced03fa3e38a84c230b,revision_v1_chacha20_poly1305_base64_013,chacha20_poly1305_base64,train,ascii_b16,forum_practical_answer,rankcloak,1,128,13147520173767401776,128,-0.04793774251736255,-0.03332403952004426,65,0.5078125,8,0.0625,0.890625,False,0.0,0
quantization_pair__34720347865eed6891880aaf,revision_v1_aes256_gcm_base64_024,aes256_gcm_base64,train,ascii_b8,casual_hobby_chat,rankcloak,1,171,14034422734773941493,171,-0.04444962062822294,-0.0359098365542625,78,0.45614035087719296,12,0.07017543859649122,0.7485380116959064,False,0.023391812865497075,2
quantization_pair__347c0d75c1c1e448b9b0bd27,revision_v1_uuid_v4_001,uuid_v4,train,ascii_b8,casual_neighborhood_chat,rankcloak,1,96,10349183117426634582,96,-0.17479462385067293,-0.16563555905969696,46,0.4791666666666667,12,0.125,0.9583333333333334,False,0.052083333333333336,1
quantization_pair__34a0d698be7066e1b93c1887,revision_v1_aes256_gcm_base64_046,aes256_gcm_base64,validation,ascii_b8,narrative_local_walk,rankcloak,1,171,5286066556693561574,171,-0.03566947518309731,-0.0168923101493208,73,0.4269005847953216,19,0.1111111111111111,0.7251461988304093,False,0.011695906432748537,1
quantization_pair__34c5b11a547c2ae9fa3a9e64,revision_v1_uuid_v4_030,uuid_v4,train,ascii_b8,explain_everyday_system,rankcloak,1,96,17429876726957187269,96,-0.09254290951765165,-0.06726926405521927,40,0.4166666666666667,7,0.07291666666666667,0.5416666666666666,False,0.020833333333333332,1
quantization_pair__34e9a7e90851c5f4ea1c4c52,revision_v1_sha256_hex_028,sha256_hex,train,ascii_b16,explain_biological_process,ordinary_control,0,128,11633344631983918683,128,-0.007831461622991262,1.045564537607272e-05,5,0.0390625,5,0.0390625,0.0390625,False,0.0234375,3
quantization_pair__350084406a035143c8bf7592,revision_v1_chacha20_poly1305_base64_054,chacha20_poly1305_base64,test,ascii_b8,professional_schedule_note,rankcloak,1,171,12300386656903255652,171,-0.016085007890506826,-0.00035197563939211475,59,0.34502923976608185,12,0.07017543859649122,0.5497076023391813,False,0.029239766081871343,4
quantization_pair__350fd9507466a8e9d2d15ba2,revision_v1_chacha20_poly1305_base64_033,chacha20_poly1305_base64,train,ascii_b8,narrative_small_discovery,rankcloak,1,171,11461532158173325019,171,-0.10983400475876838,-0.07863290799009737,78,0.45614035087719296,11,0.06432748538011696,0.7134502923976608,False,0.023391812865497075,3
quantization_pair__353f3531fbeb1464955b6ad9,revision_v1_chacha20_poly1305_base64_000,chacha20_poly1305_base64,train,ascii_b8,professional_schedule_note,ordinary_control,0,171,11367474559432696989,171,0.03489138865840323,0.024202627167843493,10,0.05847953216374269,4,0.023391812865497075,0.08187134502923976,False,0.06432748538011696,11
quantization_pair__354f3d3a8b5f4e23e8cc4d5f,revision_v1_sha256_hex_059,sha256_hex,test,ascii_b8,casual_hobby_chat,ordinary_control,0,171,15473372480558561523,171,0.01983502210481558,0.01649952406659505,16,0.0935672514619883,7,0.04093567251461988,0.11695906432748537,False,0.029239766081871343,3
quantization_pair__3562b580efede6b613bdba4d,revision_v1_nonce_96_bit_hex_002,nonce_96_bit_hex,train,ascii_b8,explain_weather_pattern,ordinary_control,0,64,13809778644974647129,64,-0.005032429319372225,-0.0021709269239000477,6,0.09375,1,0.015625,0.234375,False,0.0,0
quantization_pair__35b0e9947d42eb89b796a093,revision_v1_ed25519_signature_base64_006,ed25519_signature_base64,train,ascii_b16,forum_practical_answer,ordinary_control,0,176,7406839301468735317,176,0.029258241373913987,0.005845049314454481,17,0.09659090909090909,7,0.03977272727272727,0.14772727272727273,False,0.0625,6
quantization_pair__35bec48110db53f6e61a81cd,revision_v1_nonce_96_bit_hex_050,nonce_96_bit_hex,test,ascii_b16,explain_biological_process,rankcloak,1,48,8006678473064336847,48,-0.02126392652949884,0.00014238998298542102,27,0.5625,3,0.0625,1.2291666666666667,False,0.020833333333333332,1
quantization_pair__3677aa5ef62b657930b902f8,revision_v1_nonce_96_bit_hex_021,nonce_96_bit_hex,train,ascii_b16,casual_weekend_chat,rankcloak,1,48,14451160830469590391,48,-0.04613910264627887,0.0014348503940585294,23,0.4791666666666667,4,0.08333333333333333,1.0208333333333333,False,0.0625,1
quantization_pair__368f63b0057482bbfd138048,revision_v1_hmac_sha256_hex_043,hmac_sha256_hex,validation,ascii_b16,procedure_simple_meal,ordinary_control,0,128,6736279628884716396,128,-0.011711904890487713,3.6979433074355456e-05,11,0.0859375,6,0.046875,0.1484375,False,0.0078125,0
quantization_pair__3693041c44d448ac2364a9ba,revision_v1_chacha20_poly1305_base64_023,chacha20_poly1305_base64,train,ascii_b8,casual_hobby_chat,rankcloak,1,171,11362143115126428012,171,-0.08622088945200121,-0.05030054310211507,73,0.4269005847953216,17,0.09941520467836257,0.6374269005847953,False,0.017543859649122806,3
quantization_pair__3693c7895d7ea37b7ddb5b7d,revision_v1_aes256_gcm_base64_027,aes256_gcm_base64,train,ascii_b16,procedure_home_task,ordinary_control,0,128,9671921859247118674,128,0.02503570001408083,0.009963318553239287,23,0.1796875,11,0.0859375,0.3046875,False,0.0,0
quantization_pair__36a8cf60a14685061288dcdc,revision_v1_token_128_bit_hex_052,token_128_bit_hex,test,ascii_b8,forum_practical_answer,rankcloak,1,86,11269358661447030718,86,-0.06407270990044477,-0.036191352122081355,34,0.3953488372093023,10,0.11627906976744186,0.6627906976744186,False,0.03488372093023256,3
quantization_pair__36ff3f53387675eaba0929ad,revision_v1_ed25519_signature_base64_054,ed25519_signature_base64,test,ascii_b16,forum_learning_answer,ordinary_control,0,176,16141204948361914233,176,0.01631232872317889,0.0011941271896033865,19,0.10795454545454546,10,0.056818181818181816,0.19886363636363635,False,0.07386363636363637,2
quantization_pair__37043dadeb127a8398ed1499,revision_v1_ed25519_signature_base64_013,ed25519_signature_base64,train,ascii_b16,procedure_home_task,ordinary_control,0,176,10034901215809895031,176,0.03001574690779654,0.006929902998236592,15,0.08522727272727272,14,0.07954545454545454,0.125,False,0.005681818181818182,0
quantization_pair__374eedaa09b8759a1b2de640,revision_v1_nonce_96_bit_hex_058,nonce_96_bit_hex,test,ascii_b16,professional_project_update,ordinary_control,0,48,5209659088246839924,48,-0.004399680420432248,0.0005745779325341856,5,0.10416666666666667,4,0.08333333333333333,0.375,False,0.020833333333333332,0
quantization_pair__37719263bbbfc08d511bba24,revision_v1_aes256_gcm_base64_040,aes256_gcm_base64,validation,ascii_b16,narrative_small_discovery,ordinary_control,0,128,10259064925292795492,128,-0.004269805798120923,-0.0018863893634708,21,0.1640625,8,0.0625,0.265625,False,0.0546875,3
quantization_pair__37882178845833fb1efad0ea,revision_v1_uuid_v4_041,uuid_v4,validation,ascii_b16,narrative_learning_moment,ordinary_control,0,72,2174776836679416719,72,-0.05095114556195954,-0.010460452802265818,19,0.2638888888888889,7,0.09722222222222222,0.4861111111111111,False,0.0,0
quantization_pair__378f47109f77500474f33393,revision_v1_ed25519_signature_base64_013,ed25519_signature_base64,train,ascii_b8,procedure_home_task,rankcloak,1,235,7614050554824077064,235,0.034375655083775734,0.019190631473133934,95,0.40425531914893614,18,0.07659574468085106,0.548936170212766,False,0.00851063829787234,0
quantization_pair__37bfe2326bdd3f6d62ddf643,revision_v1_chacha20_poly1305_base64_031,chacha20_poly1305_base64,train,ascii_b16,forum_practical_answer,ordinary_control,0,128,16229347803210189494,128,-0.013546239315861632,-8.812970454543075e-07,7,0.0546875,5,0.0390625,0.0625,False,0.0859375,11
quantization_pair__383dec0af2c6180c8166355c,revision_v1_aes256_gcm_base64_043,aes256_gcm_base64,validation,ascii_b16,professional_schedule_note,ordinary_control,0,128,16491465903121248859,128,0.016666600852249837,0.007136794506443109,11,0.0859375,7,0.0546875,0.109375,False,0.0234375,3
quantization_pair__3861b74c32b8295904e9b76e,revision_v1_aes256_gcm_base64_042,aes256_gcm_base64,validation,ascii_b8,casual_hobby_chat,rankcloak,1,171,9343610029127084455,171,-0.027430237982698846,-0.03292487285492052,57,0.3333333333333333,11,0.06432748538011696,0.47953216374269003,False,0.005847953216374269,0
quantization_pair__387d0d168b26df82ea4a3202,revision_v1_chacha20_poly1305_base64_049,chacha20_poly1305_base64,test,ascii_b16,forum_practical_answer,ordinary_control,0,128,8517007324426984089,128,0.013761699821654998,0.0005908897969355524,10,0.078125,7,0.0546875,0.109375,False,0.1484375,18
quantization_pair__3888c072e8b4311f00ba431c,revision_v1_aes256_gcm_base64_027,aes256_gcm_base64,train,ascii_b8,procedure_home_task,rankcloak,1,171,13333449437651682263,171,-0.007188620992214123,-0.027435872328621214,75,0.43859649122807015,16,0.0935672514619883,0.8011695906432749,False,0.03508771929824561,4
quantization_pair__3898dd04b8a76074049a1c6a,revision_v1_aes256_gcm_base64_054,aes256_gcm_base64,test,ascii_b16,casual_weekend_chat,rankcloak,1,128,13676058945413701264,128,-0.03322090064502693,-0.029125157434451987,73,0.5703125,19,0.1484375,1.1015625,False,0.0078125,0
quantization_pair__38af8be6f8ecfe823f8ee9d0,revision_v1_ed25519_signature_base64_056,ed25519_signature_base64,test,ascii_b16,narrative_learning_moment,ordinary_control,0,176,14952520616883763752,176,-0.014383119449407584,-0.0008499422298491009,29,0.16477272727272727,12,0.06818181818181818,0.2556818181818182,False,0.011363636363636364,0
quantization_pair__38d68772a37efc6d7442c442,revision_v1_sha256_hex_015,sha256_hex,train,ascii_b16,narrative_small_discovery,rankcloak,1,128,7096614435931923922,128,-0.035580855487503074,-0.02749919395839262,76,0.59375,5,0.0390625,1.1640625,False,0.0,0
