plan_id,experimental_cell_id,pairing_unit_id,model_id,quantization,payload_name,payload_class,payload_index,representation_name,codec_id,prompt_template_id,gate_level,population,label,threshold_bits,random_seed,generated_token_count,payload_rank_count,payload_completion,saved_id_exact_payload_recovery,visible_text_exact_payload_recovery,eligible_position_fraction,fixed_payload_bits_per_generated_token,fixed_token_budget_payload_fraction,mean_entropy_bits,mean_observed_rank,mean_token_log_probability,mean_token_surprisal_nats,mean_greedy_log_probability,mean_rank_pressure_log_probability_gap_nats,text_sha256,execution_seconds,gpu_memory_peak_mib,word_count,sentence_count,character_count,flesch_reading_ease_heuristic,flesch_kincaid_grade_heuristic,coleman_liau_index,unique_word_fraction,repeated_bigram_fraction,repeated_trigram_fraction,maximum_identical_word_run,artifact_like_fragment_count,surface_flag_total,tfidf_prompt_similarity,paired_ungated_token_count,added_tokens_vs_ungated,length_ratio_vs_ungated
entropy_trial__4a14a300dbf3570570b91c0a,entropy_cell__23a6f41ee870b4e11f101915,entropy_pair__290c3fed071975f1a5963f10,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_nonce_96_bit_hex_003,nonce_96_bit_hex,3,direct_subword,direct_subword_calgacus,explain_everyday_system,ungated,rankcloak,1,,506495442291298603,23,23.0,True,True,True,1.0,8.347826086956522,1.0,2.433177375247455,16.08695652173913,-5.454859333612672,5.454859333612672,-0.7014582407516619,4.75340109286101,0d7ce80ab4126925851893fcf53cdf35d5f514dac3a8986dec13163514c8dc0b,6.389693632998387,4757,21,2,139,22.94892857142861,12.66690476190476,13.580952380952375,0.9523809523809523,0.0,0.0,1,0,1,0.04172879347267733,23,0.0,1.0
entropy_trial__4a977c97f1d4ad7ced735d1f,entropy_cell__821f128d8357808f113e285a,entropy_pair__7473c087a75256f9ebbc1f43,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,41,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,strict,rankcloak,1,1.9175505039890282,8651364679207018729,188,64.0,True,True,False,0.3404255319148936,2.723404255319149,0.078125,1.4945212477563456,3.377659574468085,-1.399295000983596,1.399295000983596,-0.44410192779205476,0.9551930731915413,1cac16cbe6c3013d4bf94e18ec050fd8f80334d75054608cb6d9600616bcecd4,14.302672028992674,4973,141,8,923,35.94562500000001,12.624175531914897,13.922269503546097,0.7021276595744681,0.0071428571428571175,0.0,1,0,1,0.07957943847719201,64,124.0,2.9375
entropy_trial__4abc5a4e2ab1db73a0e42479,entropy_cell__426f7c565df6f75c2e9b03a8,entropy_pair__5c7b829f5ef2ec4a0744991f,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_uuid_v4_041,uuid_v4,41,ascii_b16,nonseg_ascii_b16,professional_project_update,ungated,ordinary_control,0,,4855485311833358330,72,,,,,,,,1.28247623772887,1.25,-0.5387075634835666,0.5387075634835666,-0.38139768693564724,0.1573098765479194,7345f717ff845780646ab9bbcfbc333fe61defd6dbd09da12972b28fd4db1a46,4.18165334299556,4757,50,4,294,67.24750000000002,6.985000000000003,7.351199999999999,0.84,0.020408163265306145,0.0,1,0,1,0.10113011651363757,72,,
entropy_trial__4b141f2890ecf0406ddb41d6,entropy_cell__c9bef797c5b774d1c465a433,entropy_pair__95b87b3009dba0626c940e1d,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_chacha20_poly1305_base64_003,chacha20_poly1305_base64,3,ascii_b16,nonseg_ascii_b16,explain_everyday_system,moderate,rankcloak,1,1.3619193336989834,3965279578079257803,188,128.0,True,True,True,0.6808510638297872,2.723404255319149,0.671875,2.2335767012064194,5.037234042553192,-2.7004587466713335,2.7004587466713335,-0.6561996398120857,2.044259106859248,ccd9169ca2e1bc79d2c72a01a3832767855f1bf9e307e263ed84759f46825d99,22.49838134800666,4757,145,10,988,27.58508620689659,13.013965517241381,14.924413793103447,0.7103448275862069,0.03472222222222221,0.006993006993006978,1,0,1,0.05912506364150408,128,60.0,1.46875
entropy_trial__4b4effabb4c02149f66ade30,entropy_cell__32960b1364bf00ce5ea816a5,entropy_pair__43a3287daa1f1bbe7fd6b142,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_uuid_v4_003,uuid_v4,3,ascii_b16,nonseg_ascii_b16,explain_everyday_system,moderate,ordinary_control,0,,1879839310290505076,106,,,,,,,,1.1027800897185642,1.2075471698113207,-0.46709172702686325,0.46709172702686325,-0.3572910284046455,0.10980069862221772,964affce20908ee9e794bf138a136c00df5123aecd86091279f3c1cd0c01e890,3.193109664003714,4973,69,6,484,34.5451086956522,11.29789855072464,14.349565217391302,0.7971014492753623,0.02941176470588236,0.0,1,0,1,0.09946782596289407,72,,
entropy_trial__4b87a06a71a4d322ec7e7110,entropy_cell__41ea9a1f25db34b530208735,entropy_pair__e02cb9cc4a93a65f315eabf2,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,41,direct_subword,direct_subword_calgacus,professional_project_update,ungated,rankcloak,1,,4397527669646265132,55,55.0,True,True,False,1.0,9.309090909090909,1.0,4.231820679451958,172.1818181818182,-7.649823200486472,7.649823200486472,-1.1302784429902455,6.519544757496227,87e2e152d3e69cbc537bb6cd68825a5fa68f4244782a42d64051607e5ac541d3,9.438512500011711,4973,37,3,232,45.69504504504505,9.949729729729729,10.405405405405407,0.972972972972973,0.0,0.0,2,0,4,0.044406423372787045,55,0.0,1.0
entropy_trial__4ba86637ac25e6223a8df9bc,entropy_cell__53c97fad996247a66b9de7d3,entropy_pair__a1e4975dd339c60019e1cf04,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,3,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,moderate,rankcloak,1,0.8032592546779574,9047358605746735650,85,64.0,True,True,False,0.7529411764705882,6.023529411764706,0.703125,2.9506879868332616,6.317647058823529,-3.338728814406341,3.338728814406341,-0.799923357683857,2.538805456722484,e7897baf1788e3ce2fe7afcaefc04e9bc5fd498c0a04f97ff58982ec213b8700,10.393784815998515,5279,67,7,421,59.4871641791045,7.339872068230278,10.682985074626863,0.746268656716418,0.06060606060606055,0.0461538461538461,1,0,6,0.03167193086284652,64,21.0,1.328125
entropy_trial__4be3ef25ed2973eadb1e496d,entropy_cell__4d718420cc6204f877988b16,entropy_pair__404d77771340071e20f22938,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,41,ascii_b16,nonseg_ascii_b16,professional_project_update,moderate,ordinary_control,0,,6234108763104117156,190,,,,,,,,1.2559889141865175,1.768421052631579,-0.5687635252343309,0.5687635252343309,-0.3806769025946247,0.18808662263970627,8ba9afe0ffaf953bf2031836f568306731268f08e6bdb068e37e9da71283bf09,5.591281465996872,4973,144,9,905,47.83250000000001,10.562500000000004,12.403333333333329,0.5763888888888888,0.04895104895104896,0.007042253521126751,1,0,1,0.1661922612313167,128,,
entropy_trial__4cce7c0829c2f64d21a70271,entropy_cell__74626b2253f6dd6ce6635219,entropy_pair__8e1a61391eff2aab960579bf,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,3,ascii_b16,nonseg_ascii_b16,explain_everyday_system,strict,rankcloak,1,1.7054545298422146,4547671145896923469,309,128.0,True,True,True,0.41423948220064727,1.656957928802589,0.3671875,1.612971101671559,3.488673139158576,-1.756083002277736,1.756083002277736,-0.47953673079000303,1.276546271487733,61634c0c1a197927de795661e09f2f0fb4acc2f0adf5c9e08dad6cf790a4c787,35.002088084002025,5279,240,12,1652,36.37000000000003,13.155000000000001,15.378499999999995,0.6958333333333333,0.02092050209205021,0.0,1,0,2,0.05343525131846151,128,181.0,2.4140625
entropy_trial__4d1189487aa53bde5d0834c8,entropy_cell__444e02311c7fadefa351ea64,entropy_pair__5ac22b47ab8659cd3c6c8e71,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,41,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,strict,rankcloak,1,1.9175505039890282,4150534839291051842,95,24.0,True,True,False,0.25263157894736843,2.0210526315789474,0.125,1.2299919019658307,3.305263157894737,-1.362980545328637,1.362980545328637,-0.3331998964446171,1.0297806488840204,3e71901a84e8b9423c2d639471eb11487881057e7ba7c21d00bb5c851f84bfd3,8.379948304005666,4973,64,4,422,42.545000000000016,11.3,12.852499999999996,0.8125,0.031746031746031744,0.016129032258064502,1,0,1,0.045121768415948935,24,71.0,3.9583333333333335
entropy_trial__4ded5acb91f4ebdb663c6237,entropy_cell__28bc8b68131496e874076ac6,entropy_pair__08e6fc1cfe597cd4dc936e53,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_ed25519_signature_base64_041,ed25519_signature_base64,41,ascii_b16,nonseg_ascii_b16,professional_project_update,moderate,rankcloak,1,1.3619193336989834,2240252624281581206,262,176.0,True,True,False,0.6717557251908397,2.687022900763359,0.5795454545454546,2.5098737965264335,5.095419847328245,-2.7897342393598996,2.7897342393598996,-0.7356764738068842,2.054057765553016,d6fe599867dba78d15ff8b9bbebf9d0400b5ba9335846644f6098df16f790f4b,31.659709465995547,4757,198,11,1305,41.15590909090909,11.990606060606062,13.262222222222224,0.7272727272727273,0.005076142131979711,0.0,1,0,2,0.0646568982812221,176,86.0,1.4886363636363635
entropy_trial__4dfaf9532528e1ea62d8548f,entropy_cell__b6b5b3722ca4c57dd4bb7a99,entropy_pair__ca280be1ea9b45ec5dadc6c6,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,41,direct_subword,direct_subword_calgacus,professional_project_update,moderate,rankcloak,1,1.3619193336989834,5895024539245136500,58,48.0,True,True,False,0.8275862068965517,8.827586206896552,0.8333333333333334,3.4565339775018256,231.72413793103448,-6.367507087019497,6.367507087019497,-0.967227737725296,5.400279349294202,aeaf62d72f946e37f1ade56d102ca738c89bbb825f5518f788ef9b84a1752982,10.076637338992441,4757,48,3,355,16.107500000000016,14.9875,19.222499999999993,0.8541666666666666,0.021276595744680882,0.0,1,0,1,0.025108052018834138,48,10.0,1.2083333333333333
entropy_trial__4e538096a27aa3c4b3d29f0d,entropy_cell__41adb0089ce7d1917d2169f7,entropy_pair__54f960b8d7d5decf5586412f,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,41,ascii_b16,nonseg_ascii_b16,professional_project_update,ungated,rankcloak,1,,8114365736051231077,128,128.0,True,True,True,1.0,4.0,1.0,3.7840200910701687,6.6171875,-4.204298112469536,4.204298112469536,-1.0303888431962556,3.173909269273281,73bce693ede6a5636a841497c464ccb790f1db140cf40e45d96938b0bac43d59,18.947465649995138,5279,85,14,610,64.31720588235297,5.796680672268909,9.554823529411763,0.7294117647058823,0.011904761904761862,0.0,1,0,14,0.10100004852764242,128,0.0,1.0
entropy_trial__4f5889c03e93dc150cd2495b,entropy_cell__28244e2d09e4f9fcc7aa7600,entropy_pair__9c38c0c3bb9391662dadd83f,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,3,ascii_b16,nonseg_ascii_b16,explain_everyday_system,strict,ordinary_control,0,,5513197552356845043,733,,,,,,,,0.9782621801510417,1.2987721691678036,-0.46478449087220125,0.46478449087220125,-0.31249637924664436,0.1522881116255569,83e69c9dad156bc266bfb7cdc1d4b5f24125ea18671ef42bc9cac7d4d66eeca9,37.984016364003764,4757,635,42,4051,35.34554461942261,12.085326209223847,12.753385826771652,0.3543307086614173,0.26813880126182965,0.1327014218009479,1,0,1,0.1362464450548258,128,,
entropy_trial__4fab4927865dd311014af9cc,entropy_cell__3e54aac33bc2c3cf9c193cc4,entropy_pair__cb47d2d05bbc3cd5e3674c73,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_ed25519_signature_base64_003,ed25519_signature_base64,3,ascii_b16,nonseg_ascii_b16,explain_everyday_system,moderate,ordinary_control,0,,1951105205246520676,254,,,,,,,,0.8967358987137953,1.2007874015748032,-0.4016879980673575,0.4016879980673575,-0.29110267647576243,0.11058532159159502,4a45e3d866af3fcc4340c87bbbc3ce846ca70aba92fa0a4c7890f0cbd207776e,7.398862858011853,4973,192,14,1151,49.27125000000004,9.793988095238099,9.941041666666667,0.5572916666666666,0.12565445026178013,0.02631578947368418,1,0,1,0.07674929088745246,176,,
entropy_trial__501c40412cf33baba9e470fc,entropy_cell__e9fe9c89df85cc4fba526873,entropy_pair__2f32675f518523edcf3397e8,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_token_128_bit_hex_041,token_128_bit_hex,41,ascii_b16,nonseg_ascii_b16,professional_project_update,moderate,ordinary_control,0,,2915622295856795621,75,,,,,,,,1.5515051725051248,1.2266666666666666,-0.5455976060437218,0.5455976060437218,-0.46895212366253686,0.07664548238118489,2f90babfd27ba9303d476661f657bb70ee592b6604f4e133971cf8a7c0ad3704,3.928582093998557,5279,65,4,424,40.66432692307694,11.624423076923076,13.406769230769232,0.7538461538461538,0.015625,0.0,1,0,1,0.17503694469629857,64,,
entropy_trial__513b1bc903e14abfc17b1431,entropy_cell__34cac1c7e06c8bc48af18b30,entropy_pair__9686742d8aa6f75600a64485,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,41,ascii_b16,nonseg_ascii_b16,professional_project_update,strict,rankcloak,1,1.7054545298422146,7452780460433241543,649,128.0,True,True,True,0.19722650231124808,0.7889060092449923,0.15625,0.9679793888767888,1.8489984591679507,-0.8663898832749864,0.8663898832749864,-0.28732709373417376,0.5790627895408125,3510d8dc35159cb9dde66bfd99f3e3bc2fa2702da2da07c98ba712089c0adf14,70.04608166699472,5279,498,34,3519,34.8296810772502,12.040023623907395,15.357429718875505,0.4979919678714859,0.11871227364185111,0.03830645161290325,1,0,1,0.27263587939693773,128,521.0,5.0703125
entropy_trial__516fac11af41cb5c09df9397,entropy_cell__b4dd6955d2588a9777ba0da2,entropy_pair__e5dadfda81032306489e61f3,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_sha256_hex_041,sha256_hex,41,ascii_b16,nonseg_ascii_b16,professional_project_update,strict,ordinary_control,0,,6976548602716017408,768,,,,,,,,0.6791184886613961,1.2252604166666667,-0.30700770769037605,0.30700770769037605,-0.20253355059542055,0.10447415709495544,8c2576e464a5c898c14e66d21e820260fc004055035dae64d922c621c8c99988,39.39161699300166,4757,331,19,2434,47.3006678327238,10.989709015741774,11.918670694864048,0.525679758308157,0.09999999999999998,0.03039513677811545,1,0,2,0.1699386286622307,128,,
entropy_trial__517a72664f14d1258e138b58,entropy_cell__1336ee0f01e5c8705f007dcc,entropy_pair__210503b35715434e7b022830,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_sha256_hex_003,sha256_hex,3,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,strict,rankcloak,1,2.4325573188780316,4419241596582687375,182,64.0,True,True,True,0.3516483516483517,2.8131868131868134,0.4375,1.9643150637176885,4.071428571428571,-1.7134445828858977,1.7134445828858977,-0.6309796311506213,1.0824649517352765,15045e1500ea77edb39a3f505502f27612a36ddce22687b7bc6f23c46ec7c005,21.960767132011824,4757,146,10,945,37.302301369863045,11.683452054794522,12.70027397260274,0.636986301369863,0.08275862068965523,0.04166666666666663,1,0,0,0.09972631481510111,64,118.0,2.84375
entropy_trial__51f09771dc1986b41ff9d94d,entropy_cell__659181365bb3f0ea394ab8f4,entropy_pair__5f2dc97d524e6788beadfceb,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_token_128_bit_hex_003,token_128_bit_hex,3,ascii_b16,nonseg_ascii_b16,explain_everyday_system,moderate,ordinary_control,0,,2932170591440883112,77,,,,,,,,2.1827787526354263,2.6363636363636362,-0.9431355616710144,0.9431355616710144,-0.6069258929294166,0.33620966874159774,84a5e461481f61e6bcce30085d7f6a116a8b025329c697f9e6924ba879c86be8,4.096316192008089,5279,59,6,325,79.27450564971754,4.645000000000003,5.806101694915256,0.6779661016949152,0.051724137931034475,0.03508771929824561,1,0,2,0.06619782491351417,64,,
entropy_trial__523c653f3ce87d77cab79df6,entropy_cell__426f7c565df6f75c2e9b03a8,entropy_pair__e8def48c8c2dc6ad7230ba4c,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_uuid_v4_041,uuid_v4,41,ascii_b16,nonseg_ascii_b16,professional_project_update,strict,ordinary_control,0,,4855485311833358330,350,,,,,,,,1.3933932968867806,1.477142857142857,-0.6719734048758772,0.6719734048758772,-0.42406125680894785,0.2479121480669294,89e5938b5098f4d4571fb93e3676065e0e737f5aa05f48860917af3fae2119a7,18.930017217004206,4757,271,19,1734,47.195533113225906,10.219864051272094,11.936974169741696,0.5756457564575646,0.07037037037037042,0.0074349442379182396,1,0,0,0.1659337370262965,72,,
entropy_trial__52756b7dbdfd487bdca80fde,entropy_cell__8520c1fa8d2b97daf3821ec8,entropy_pair__c5a5441a6abea5d697031fe7,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,3,direct_subword,direct_subword_calgacus,explain_everyday_system,moderate,rankcloak,1,1.3619193336989834,3811017577328946548,58,49.0,True,True,True,0.8448275862068966,8.827586206896552,0.8571428571428571,3.740111363929244,271.0,-6.611549556981786,6.611549556981786,-1.129653514157993,5.4818960428237915,0652e64c85111d250016e756bd86dd94c59bc358ca0126a2b76e767bffe317bf,10.345835132990032,4757,52,3,372,20.041666666666686,14.77,18.111538461538462,0.9807692307692307,0.0,0.0,1,0,1,0.026035398891838205,49,9.0,1.183673469387755
entropy_trial__528daab76b5547dcf971af8b,entropy_cell__7938f3ce429d9dd5fd2026b6,entropy_pair__4aa83d0335b024a786d4ab1c,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,41,ascii_b16,nonseg_ascii_b16,professional_project_update,moderate,rankcloak,1,0.966861238282291,1187679981616047558,78,48.0,True,True,False,0.6153846153846154,2.4615384615384617,0.625,1.621231825860728,3.717948717948718,-2.372960938362692,2.372960938362692,-0.473853738913886,1.8991071994488056,c15ab0f21d44cd1b219d51094180a22ffb093f0bb2eee731621f493c8c99653c,6.721093557003769,4973,47,1,314,11.530000000000001,23.327234042553197,13.845957446808509,0.9148936170212766,0.0,0.0,1,0,2,0.026508999804148968,48,30.0,1.625
entropy_trial__52a2a7bbfcb3cd2c7eeb51e0,entropy_cell__4165252300fa0539cfe260dc,entropy_pair__031a6f54d0b8ab1bf2a04148,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_sha256_hex_003,sha256_hex,3,ascii_b16,nonseg_ascii_b16,explain_everyday_system,ungated,ordinary_control,0,,7648479276442929628,128,,,,,,,,1.348618438584913,1.4375,-0.6638930784573054,0.6638930784573054,-0.4280790882219766,0.23581399023532867,4ab5f26598ac0caf5753f0b3313426f744de5148465db8e137247bdb8a66c81f,7.0016018430033,4757,108,8,714,33.33250000000004,11.963888888888892,13.694074074074074,0.6574074074074074,0.04672897196261683,0.0,1,0,1,0.09238967548902,128,,
entropy_trial__52be576c99a90a44b20e3c36,entropy_cell__822d5554590d2114c6d47104,entropy_pair__36791f081e85feecd6a882f3,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_token_128_bit_hex_003,token_128_bit_hex,3,ascii_b16,nonseg_ascii_b16,explain_everyday_system,ungated,ordinary_control,0,,134584854019556804,64,,,,,,,,1.5147432086834327,1.546875,-0.7760734853340476,0.7760734853340476,-0.5147507783962577,0.2613227069377899,94b2b10005e3216a20bc5c2e84f32a6129d10cb130de8fffabb06340fdf9d776,3.7678373199887574,4757,52,5,361,28.705923076923085,11.839076923076927,14.14615384615384,0.6923076923076923,0.07843137254901966,0.040000000000000036,1,0,1,0.11705912605342117,64,,
entropy_trial__531cc37beb8bba82e8141b20,entropy_cell__3710b58481256363d0323957,entropy_pair__99d97725b13e6f0226f08bb0,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,41,ascii_b16,nonseg_ascii_b16,professional_project_update,ungated,ordinary_control,0,,6639963074927962480,48,,,,,,,,1.1281118543873265,1.3958333333333333,-0.5590276030921159,0.5590276030921159,-0.3282359747313676,0.2307916283607483,d0fed12691ee87400cd3c4ddc7a5885a74292b387356b5909cb0906f93b4c00c,2.9179684199916665,4757,39,2,239,59.05788461538465,9.866282051282052,10.574358974358976,0.9743589743589743,0.0,0.0,1,0,0,0.06719012130351537,48,,
entropy_trial__532b5d81cf823c32528a0ec4,entropy_cell__28244e2d09e4f9fcc7aa7600,entropy_pair__b2c462934602540bf82de1fd,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_hmac_sha256_hex_003,hmac_sha256_hex,3,ascii_b16,nonseg_ascii_b16,explain_everyday_system,ungated,ordinary_control,0,,5513197552356845043,128,,,,,,,,1.5256871880921414,1.4921875,-0.7161427688962179,0.7161427688962179,-0.4832207662230688,0.2329220026731491,462eefb5515adf65272d614db7775d3ec7d9f875ba76bc4d64286e645123db1f,7.015992076005205,4757,107,7,658,36.35177570093461,11.986381842456613,11.333831775700933,0.6355140186915887,0.05660377358490565,0.01904761904761909,1,0,1,0.11087774206330477,128,,
entropy_trial__53962b2a8c184799baf14c39,entropy_cell__423d71db858ad3052cb1801f,entropy_pair__6e5300b50d5bbd291f9a9b96,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,41,direct_subword,direct_subword_calgacus,professional_project_update,strict,rankcloak,1,2.4325573188780316,8693813984170661244,56,46.0,True,True,True,0.8214285714285714,9.142857142857142,0.8043478260869565,4.568973473652426,510.0,-6.330270238131383,6.330270238131383,-1.23707726695292,5.093192971178463,d4a732519eb5443d997a19bc60b5e4ad4dfbc0b9ca9ccb4968d2ca3db7efb80a,9.785520189994713,4757,46,5,295,61.401347826086976,6.980608695652176,11.916521739130435,1.0,0.0,0.0,1,0,1,0.018861610062613634,46,10.0,1.2173913043478262
entropy_trial__53b908ba54fe1182b632d6fc,entropy_cell__7d9714e7cf7370679dd85b93,entropy_pair__36dbad2a7b995873cb69fc43,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,revision_v1_token_128_bit_hex_041,token_128_bit_hex,41,direct_subword,direct_subword_calgacus,professional_project_update,moderate,rankcloak,1,1.3619193336989834,6520481096769861569,44,28.0,True,True,True,0.6363636363636364,5.818181818181818,0.6071428571428571,1.882802715799735,26.068181818181817,-3.2483863459089672,3.2483863459089672,-0.6161270203613155,2.632259325547652,27f7e3464e4578c8f9424cf275e62e413adcd2dbdb4ac14b1c7216f0c2e50214,7.4995077259955,4757,39,3,292,11.424615384615407,14.895384615384618,18.861538461538462,0.8717948717948718,0.0,0.0,1,0,1,0.05960764990260252,28,16.0,1.5714285714285714
entropy_trial__53c0a7d35fb5fed98919ee7e,entropy_cell__3e54aac33bc2c3cf9c193cc4,entropy_pair__3ab715bffdef3626162898e0,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_ed25519_signature_base64_003,ed25519_signature_base64,3,ascii_b16,nonseg_ascii_b16,explain_everyday_system,strict,rankcloak,1,1.9175505039890282,3196094584715020954,362,176.0,True,True,False,0.4861878453038674,1.9447513812154695,0.5113636363636364,1.920853429143824,3.748618784530387,-1.9206543520997563,1.9206543520997563,-0.5624220804943226,1.3582322716054336,5d6e7712e51cdfff24bef0c0ff8c78b2a0c1479d241d303476fa3202dcebd589,27.85154062899528,4973,261,17,1882,14.59659229208927,15.03749380211855,17.52950191570881,0.6973180076628352,0.019230769230769273,0.0,1,0,1,0.10526734790570427,176,186.0,2.0568181818181817
entropy_trial__540388f1d0a87f5ef012cfce,entropy_cell__5b43bad8505780e851b2a45c,entropy_pair__53d657ae3d6fe2bd725e6850,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_hmac_sha256_hex_041,hmac_sha256_hex,41,ascii_b16,nonseg_ascii_b16,professional_project_update,moderate,rankcloak,1,0.966861238282291,4295876329206810767,177,128.0,True,True,False,0.7231638418079096,2.8926553672316384,0.6953125,2.39606914974496,3.8700564971751414,-2.6418082514274848,2.6418082514274848,-0.6981661577905894,1.9436420936368952,f0c6f1d27aadeae4d8e719eb01b0d7e567d0fce224ea41b55020d5a3fe2d161a,13.496564450993901,4973,112,5,778,33.02757142857146,14.217428571428574,14.851071428571426,0.7589285714285714,0.036036036036036,0.018181818181818188,1,0,4,0.07235231945326756,128,49.0,1.3828125
entropy_trial__5490057a09f57b79058dd6df,entropy_cell__8181c6f9f2aa4ef9f423f490,entropy_pair__9479a9890cf3cf8c9d3576b6,llama3_8b_instruct_q4_k_m,Q4_K_M,revision_v1_nonce_96_bit_hex_041,nonce_96_bit_hex,41,ascii_b16,nonseg_ascii_b16,professional_project_update,ungated,ordinary_control,0,,4815107066742151884,48,,,,,,,,1.6046781741812797,1.7291666666666667,-0.83634715097798,0.83634715097798,-0.5020022473499487,0.33434490362803143,28a1cce218da98b6457c80492b07a61e0d04d0bc8dc049d4b516679ca9511ce2,2.698650687991176,5279,33,3,242,29.03363636363639,11.942424242424245,14.472727272727269,0.8484848484848485,0.03125,0.0,1,0,1,0.09084219084598905,48,,
entropy_trial__54ec0bb1eaafd65140b92a80,entropy_cell__227f76bc6103d3efda3161f6,entropy_pair__04413d0fe9d20d1ee6badbc7,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,41,direct_subword,direct_subword_calgacus,professional_project_update,ungated,rankcloak,1,,3662486272300672805,49,49.0,True,True,False,1.0,10.448979591836734,1.0,4.995212377686281,333.83673469387753,-7.738113397367252,7.738113397367252,-1.3454740060909511,6.392639391276301,6183e5c68c68db398a82d0a42eb3cac085a1137d67c3ff2994e1527fd7dcdc2a,8.479222276000655,4973,30,1,208,18.465000000000032,18.136666666666667,17.12133333333333,1.0,0.0,0.0,1,0,2,0.011812130813632167,49,0.0,1.0
entropy_trial__54f0840cc91a881d275f8369,entropy_cell__41ea9a1f25db34b530208735,entropy_pair__fe3d6dbb315b04c0daceca2f,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,revision_v1_aes256_gcm_base64_041,aes256_gcm_base64,41,direct_subword,direct_subword_calgacus,professional_project_update,strict,ordinary_control,0,,2054238858784435612,172,,,,,,,,1.1001495349649124,1.255813953488372,-0.4636823222754494,0.4636823222754494,-0.33137562451870434,0.13230669775674508,abbe69dd44254592576e0d8379e7fd6db9ca03cdb4be1d3e93ac9f496049389d,5.133485304002534,4973,135,9,862,42.46333333333334,11.062962962962967,12.933333333333337,0.7185185185185186,0.03731343283582089,0.007518796992481258,1,0,1,0.09006352661087619,55,,
