source_trial_id,model_id,codec_id,payload_class,forced_token_count,mean_forced_rank,median_forced_rank,maximum_forced_rank,mean_rank_pressure_nats
revision_v1_primary_v2_payload_fidelity_v2__3622d9c9f99bdefbbf1a,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.305555555555555,4.5,14,3.0307277573479547
revision_v1_primary_v2_payload_fidelity_v2__3625558342770568c894,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,171,4.345029239766082,4.0,8,2.55216814342298
revision_v1_primary_v2_payload_fidelity_v2__362e500ac0436009a6bc,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,96,4.114583333333333,4.5,8,2.946612666050593
revision_v1_primary_v2_payload_fidelity_v2__3668a15df76277ea16cb,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,64,8.265625,7.5,16,4.045444868505001
revision_v1_primary_v2_payload_fidelity_v2__3670b2456e59227e3ac6,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,sha256_hex,64,7.9375,7.0,16,3.5417562127113342
revision_v1_primary_v2_payload_fidelity_v2__3677336d7916d500ed65,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.12280701754386,4.0,8,2.9537937097382128
revision_v1_primary_v2_payload_fidelity_v2__36775ad41a5aa0618aa7,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.514619883040936,5.0,8,2.637252010100069
revision_v1_primary_v2_payload_fidelity_v2__36798a423374846cac97,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,32,9.4375,10.5,16,3.4516223669052124
revision_v1_primary_v2_payload_fidelity_v2__367b8ed3008b4f7dc608,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,86,4.058139534883721,4.0,8,2.561884791352028
revision_v1_primary_v2_payload_fidelity_v2__36870ea4b105dc1a3b91,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,32,9.5,10.0,16,4.496090054512024
revision_v1_primary_v2_payload_fidelity_v2__3689081bb5c4511b1c87,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,sha256_hex,64,8.734375,9.0,16,3.8014817237854004
revision_v1_primary_v2_payload_fidelity_v2__368fe196a7e1508eef4e,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,96,4.145833333333333,4.0,8,2.999273806810379
revision_v1_primary_v2_payload_fidelity_v2__36999be8168ce12b38e8,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,sha256_hex,57,34.63157894736842,9.0,1327,4.397022950021844
revision_v1_primary_v2_payload_fidelity_v2__36a07763e1627ce8d6ab,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,54,174.7037037037037,24.5,1680,6.394807471169366
revision_v1_primary_v2_payload_fidelity_v2__36abe02388005efa37b4,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,48,5.458333333333333,5.5,10,3.2113767862319946
revision_v1_primary_v2_payload_fidelity_v2__36d33dc616cf7b1c8143,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.421052631578948,5.0,8,2.3288601657800507
revision_v1_primary_v2_payload_fidelity_v2__36d5a859a429fc2005c6,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,6.6484375,6.0,15,3.441238146275282
revision_v1_primary_v2_payload_fidelity_v2__36dea483504e6913cbba,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,4.0,4.0,8,2.6906683146953583
revision_v1_primary_v2_payload_fidelity_v2__36e63c1376f8f168a8be,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,171,4.2631578947368425,4.0,8,2.66551715449283
revision_v1_primary_v2_payload_fidelity_v2__36ee5be073c3f210cc4f,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,10.25,12.5,15,3.9997528394063315
revision_v1_primary_v2_payload_fidelity_v2__36effae7eda069c65bd1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,64,8.296875,8.0,16,4.828502789139748
revision_v1_primary_v2_payload_fidelity_v2__36f33aad8a7c477ab007,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,171,3.9590643274853803,4.0,8,2.6816025505289
revision_v1_primary_v2_payload_fidelity_v2__3705d7ed07e871f2a01f,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,32,9.59375,10.0,16,4.459531217813492
revision_v1_primary_v2_payload_fidelity_v2__370e3fa0a27cb25ee3df,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,token_128_bit_hex,25,45.52,9.0,349,4.8004458618164065
revision_v1_primary_v2_payload_fidelity_v2__370f057d9a7a53d20c24,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,sha256_hex,64,9.34375,10.0,16,4.307919219136238
revision_v1_primary_v2_payload_fidelity_v2__3717e2e9d24d6c9e27cc,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,7.96875,8.0,16,3.5099102556705475
revision_v1_primary_v2_payload_fidelity_v2__372541961056add6e160,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,171,4.029239766081871,4.0,8,2.9327267652366595
revision_v1_primary_v2_payload_fidelity_v2__372aaed542452bdabaf4,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,uuid_v4,96,3.8645833333333335,4.0,8,3.6617441376050315
revision_v1_primary_v2_payload_fidelity_v2__372d2342c78343f30642,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,token_128_bit_hex,19,182.42105263157896,16.0,1287,5.056488865300229
revision_v1_primary_v2_payload_fidelity_v2__372d74726cb9e82d13ae,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,nonce_96_bit_hex,12,2540.5,305.0,22947,6.291986455519994
revision_v1_primary_v2_payload_fidelity_v2__3745643f068b7187b5d0,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,171,3.935672514619883,4.0,8,2.3352491869563945
revision_v1_primary_v2_payload_fidelity_v2__37482c171bbeafda8aed,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,8.65625,8.0,16,3.4089647233486176
revision_v1_primary_v2_payload_fidelity_v2__375cf2c59db4b92819e5,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,64,711.703125,34.5,26111,6.275324604474008
revision_v1_primary_v2_payload_fidelity_v2__375d95529ba2e9c505a5,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,token_128_bit_hex,32,8.40625,8.0,16,5.232279121875763
revision_v1_primary_v2_payload_fidelity_v2__377de0fc4a03086c1280,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,9.666666666666666,11.0,16,3.8760926326115928
revision_v1_primary_v2_payload_fidelity_v2__377fee4a756a3efbac3f,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,8.671875,8.0,16,3.2240197211503983
revision_v1_primary_v2_payload_fidelity_v2__378b0b6a1ff6edfa3746,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,7.625,8.5,13,4.16104241212209
revision_v1_primary_v2_payload_fidelity_v2__37a31965933e658a0ae4,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,sha256_hex,64,7.9375,7.0,16,3.8963416665792465
revision_v1_primary_v2_payload_fidelity_v2__37a3c5de374228b12b83,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,token_128_bit_hex,18,418.1666666666667,99.5,3912,4.817076020770603
revision_v1_primary_v2_payload_fidelity_v2__37b2bb0aabb662cf8e64,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,hmac_sha256_hex,128,4.8203125,4.0,10,3.2219508104026318
revision_v1_primary_v2_payload_fidelity_v2__37b33785fdc408ddcdc5,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,token_128_bit_hex,29,51.793103448275865,10.0,1089,4.43082909748472
revision_v1_primary_v2_payload_fidelity_v2__37b5cc9732453f005e82,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,64,8.5625,9.0,16,4.517908066511154
revision_v1_primary_v2_payload_fidelity_v2__37ccdc2f7a17c31483f2,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,55,150.9090909090909,36.0,3190,6.677794460816817
revision_v1_primary_v2_payload_fidelity_v2__37cfd6261fbce539e4b0,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,96,4.15625,4.0,8,2.0555181900660195
revision_v1_primary_v2_payload_fidelity_v2__37d86e62c8df5a738b89,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,9.53125,10.0,16,3.988363154232502
revision_v1_primary_v2_payload_fidelity_v2__37db7f0505577287d9f4,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,23,107.82608695652173,7.0,850,4.837041191432787
revision_v1_primary_v2_payload_fidelity_v2__37fa70fb83f0a5e33c68,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,7.171875,7.0,16,3.1487100422382355
revision_v1_primary_v2_payload_fidelity_v2__37fe3d9db1f2025a32d6,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,34,572.4411764705883,41.0,10377,4.716722740846522
revision_v1_primary_v2_payload_fidelity_v2__38158304c7b1959feedb,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,8.828125,9.5,16,3.4233341813087463
revision_v1_primary_v2_payload_fidelity_v2__381b3e5a08632debed78,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,9.34375,9.0,16,4.821103371679783
revision_v1_primary_v2_payload_fidelity_v2__381d8226e324442aaf41,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,64,7.90625,7.0,16,4.683808498084545
revision_v1_primary_v2_payload_fidelity_v2__38252971a776c99a8baf,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,6.8125,6.0,16,3.884265538305044
revision_v1_primary_v2_payload_fidelity_v2__382718b915c68710f14c,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,6.1015625,6.0,16,3.143101643770933
revision_v1_primary_v2_payload_fidelity_v2__382dd140ef78d799354f,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,86,4.069767441860465,4.0,8,3.433839709259743
revision_v1_primary_v2_payload_fidelity_v2__3838f269164e6af14074,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,nonce_96_bit_hex,13,428.0,57.0,4275,5.669961232405442
revision_v1_primary_v2_payload_fidelity_v2__38585e0d6916e0895a6c,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,47,809.2553191489362,38.0,20769,4.988226200671906
revision_v1_primary_v2_payload_fidelity_v2__385df1e1f6dc2488bc5f,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.1328125,4.0,10,3.0106985680758953
revision_v1_primary_v2_payload_fidelity_v2__386a160118eea975edb7,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,uuid_v4,34,33.705882352941174,9.5,845,3.9382359069936417
revision_v1_primary_v2_payload_fidelity_v2__386c8cde53742e9d2768,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,9.041666666666666,8.0,16,6.904911835988362
revision_v1_primary_v2_payload_fidelity_v2__3873b6ed371533a766c6,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,8.25,9.0,15,4.503610452016194
revision_v1_primary_v2_payload_fidelity_v2__38815b41371e4d9066f5,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,6.78125,6.0,16,3.6152673214673996
revision_v1_primary_v2_payload_fidelity_v2__389312a39bbde55e0baf,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,7.4375,7.0,16,3.920411765575409
revision_v1_primary_v2_payload_fidelity_v2__3893301319d152edfddc,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.204678362573099,4.0,8,2.574528984159057
revision_v1_primary_v2_payload_fidelity_v2__38a68a66ab9c3a9d1d53,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,96,4.270833333333333,5.0,7,2.8927038113276162
revision_v1_primary_v2_payload_fidelity_v2__38aecd9965a776c0c6e3,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,171,4.005847953216374,4.0,8,2.41613277078372
revision_v1_primary_v2_payload_fidelity_v2__38b58b19eb97128e53d6,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.296875,4.0,10,2.7119090370833874
revision_v1_primary_v2_payload_fidelity_v2__38c45b3c0d42c03658f9,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,176,7.068181818181818,6.5,16,2.547558757391843
revision_v1_primary_v2_payload_fidelity_v2__38e6ff441843e898e5c6,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,32,9.59375,10.0,16,4.085358679294586
revision_v1_primary_v2_payload_fidelity_v2__38f5e883d07e6725f556,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,68,274.1617647058824,30.0,2531,7.401030901600333
revision_v1_primary_v2_payload_fidelity_v2__390c1d76980147dac558,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,8.25,9.0,15,4.226949254671733
revision_v1_primary_v2_payload_fidelity_v2__391898f6b830c0e239d9,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,8.625,8.0,16,4.291970953345299
revision_v1_primary_v2_payload_fidelity_v2__3930fc5c944303b90f76,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,3.796875,4.0,7,2.858216345310211
revision_v1_primary_v2_payload_fidelity_v2__3934341bff53663965ce,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,171,4.286549707602339,4.0,8,2.393148734555607
revision_v1_primary_v2_payload_fidelity_v2__393faf535feacd6aea30,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,sha256_hex,64,9.34375,10.0,16,4.91443133354187
revision_v1_primary_v2_payload_fidelity_v2__394044cfcced9779abdd,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,nonce_96_bit_hex,24,8.416666666666666,10.5,16,3.4566221237182617
revision_v1_primary_v2_payload_fidelity_v2__394b03d7c1c92679a291,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,64,8.125,8.0,16,4.94626022875309
revision_v1_primary_v2_payload_fidelity_v2__394ed7c2a2d89cb553d0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,171,4.286549707602339,4.0,8,2.712558210941783
revision_v1_primary_v2_payload_fidelity_v2__3961626ce7eee2e51f60,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,22,528.1363636363636,10.0,9944,5.080136954784393
revision_v1_primary_v2_payload_fidelity_v2__3969206ccb0d8e551905,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.0078125,4.0,10,3.135836012661457
revision_v1_primary_v2_payload_fidelity_v2__396f09d447af837905ae,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,32,9.125,9.0,16,3.304390847682953
revision_v1_primary_v2_payload_fidelity_v2__398922b80f1c63470f43,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,6.5,5.5,14,4.784826278686523
revision_v1_primary_v2_payload_fidelity_v2__398bbfb1464477d9f327,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,86,4.162790697674419,4.0,8,2.525945031365683
revision_v1_primary_v2_payload_fidelity_v2__39919f9b0520010c14f1,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,hmac_sha256_hex,128,5.0703125,4.0,10,3.617767997086048
revision_v1_primary_v2_payload_fidelity_v2__399b84b07fc180a405b3,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,aes256_gcm_base64,128,7.0859375,7.0,16,2.6001910865306854
revision_v1_primary_v2_payload_fidelity_v2__39a6f5d3ea5644b5722d,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,8.65625,9.0,16,4.922213517129421
revision_v1_primary_v2_payload_fidelity_v2__39ace40c2ce45adc34de,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,32,8.03125,6.0,15,4.72961238026619
revision_v1_primary_v2_payload_fidelity_v2__39ad9344195608757a16,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,uuid_v4,35,16.285714285714285,6.0,245,3.7374056271144322
revision_v1_primary_v2_payload_fidelity_v2__39b0dcdb78672d1e7fcd,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.930555555555555,6.0,14,3.4349455303615994
revision_v1_primary_v2_payload_fidelity_v2__39ba994ee1cbd61acd5f,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,34,551.3823529411765,39.5,14485,5.456377376528347
revision_v1_primary_v2_payload_fidelity_v2__39c81fd87a8717b6b9e3,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,8.333333333333334,8.0,16,4.408950368563334
revision_v1_primary_v2_payload_fidelity_v2__39c8d6efd714a7dcb99d,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,171,4.005847953216374,4.0,8,2.4011174809862994
revision_v1_primary_v2_payload_fidelity_v2__39d73c2fc064fb98abd2,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.2109375,4.0,10,2.5143982395529747
revision_v1_primary_v2_payload_fidelity_v2__39dee1514c9d2c7dc292,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,47,891.9148936170212,37.0,26869,5.761910509555898
revision_v1_primary_v2_payload_fidelity_v2__39ea7b76fce6755c79ec,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.450292397660819,4.0,8,2.389270986032765
revision_v1_primary_v2_payload_fidelity_v2__39ed1562b1f6a3ab8304,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,sha256_hex,64,8.90625,9.0,16,3.998337484896183
revision_v1_primary_v2_payload_fidelity_v2__3a0b42b7622f11ccedaa,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,8.0,8.0,14,3.925044576327006
revision_v1_primary_v2_payload_fidelity_v2__3a0d476acb68ec789634,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,50,648.14,37.0,21547,6.379881734848023
revision_v1_primary_v2_payload_fidelity_v2__3a143290ac37ce4fd70f,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,46,757.0869565217391,42.5,18730,6.544157209603683
revision_v1_primary_v2_payload_fidelity_v2__3a1b6865ebca3663918a,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,8.166666666666666,6.5,16,3.197328964869181
revision_v1_primary_v2_payload_fidelity_v2__3a1d3a1682416b57cda6,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,176,6.369318181818182,6.0,16,3.4055942080237647
revision_v1_primary_v2_payload_fidelity_v2__3a2c2698d984d3bef91a,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,64,9.21875,9.0,16,3.5195416063070297
revision_v1_primary_v2_payload_fidelity_v2__3a31e82a25d4d2c6a86c,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,41,832.0243902439024,213.0,11412,5.463804779983148
revision_v1_primary_v2_payload_fidelity_v2__3a43f4a38a621dd9c296,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,4.125,4.0,8,2.6525042206048965
revision_v1_primary_v2_payload_fidelity_v2__3a49292e827c641a3c0f,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,chacha20_poly1305_base64,45,719.5111111111111,44.0,11982,4.919596348868476
revision_v1_primary_v2_payload_fidelity_v2__3a4e08a7b421ff44f555,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,54,229.33333333333334,31.0,5136,6.136016154730761
revision_v1_primary_v2_payload_fidelity_v2__3a504c9036d95d2b2334,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,52,322.96153846153845,25.5,7181,4.603059869546157
revision_v1_primary_v2_payload_fidelity_v2__3a5616e605b1d3665f79,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,hmac_sha256_hex,64,9.53125,10.0,16,3.968320682644844
revision_v1_primary_v2_payload_fidelity_v2__3a5d6fe06b8e47d8d6e1,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,96,4.395833333333333,5.0,8,2.8563888172308602
revision_v1_primary_v2_payload_fidelity_v2__3a5f2dfb404a696f42b9,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,128,5.3828125,4.0,10,4.205921791493893
revision_v1_primary_v2_payload_fidelity_v2__3a6329080f0c6175acb1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,hmac_sha256_hex,128,5.0078125,4.0,10,2.882807206362486
revision_v1_primary_v2_payload_fidelity_v2__3a731885b8bb9e402041,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,7.666666666666667,7.0,16,3.5965052048365274
revision_v1_primary_v2_payload_fidelity_v2__3a8bff538cf6a4973324,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,5.234375,4.5,10,2.9417879581451416
revision_v1_primary_v2_payload_fidelity_v2__3a934b8fd05e6b3cac54,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,64,9.34375,10.0,16,4.198393866419792
revision_v1_primary_v2_payload_fidelity_v2__3a9c9d0b41f3c47fd224,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,uuid_v4,35,47.74285714285714,6.0,1312,3.586195523398263
revision_v1_primary_v2_payload_fidelity_v2__3aa959552968fbc2ddfe,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,token_128_bit_hex,32,9.78125,11.0,16,4.378891140222549
revision_v1_primary_v2_payload_fidelity_v2__3aafb53b1c818d7149fb,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b16,aes256_gcm_base64,128,6.6953125,6.0,16,3.39457456022501
revision_v1_primary_v2_payload_fidelity_v2__3ab3bc0968698a508470,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,24,9.916666666666666,10.5,16,4.606442232926686
revision_v1_primary_v2_payload_fidelity_v2__3abf0d3a460bdce7f8cd,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,chacha20_poly1305_base64,171,4.450292397660819,5.0,8,2.851108668143289
revision_v1_primary_v2_payload_fidelity_v2__3ac5b95c625fc3cf40fe,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,6.7578125,7.0,16,3.520067013800144
revision_v1_primary_v2_payload_fidelity_v2__3ad525a8127632900e50,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,8.5,11.0,15,3.8703747193018594
revision_v1_primary_v2_payload_fidelity_v2__3ad9b939afcd40d1e2f0,llama3_8b_instruct_q4_k_m,nonseg_ascii_b8,nonce_96_bit_hex,64,4.3125,5.0,8,2.672842428088188
revision_v1_primary_v2_payload_fidelity_v2__3ad9f072df31f592e4bc,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,32,8.375,8.5,16,3.4469770789146423
revision_v1_primary_v2_payload_fidelity_v2__3adaf8a07e4f6d8e3788,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,171,4.251461988304094,5.0,8,2.815982021086397
revision_v1_primary_v2_payload_fidelity_v2__3ae45ce91440adf71209,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,uuid_v4,72,5.694444444444445,5.0,14,2.51771797074212
revision_v1_primary_v2_payload_fidelity_v2__3afba119321d4e8b8a78,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,39,332.15384615384613,18.0,9363,4.206288826771272
revision_v1_primary_v2_payload_fidelity_v2__3b0f33dd8d741189ed1d,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,128,4.8515625,4.0,10,2.640468865633011
revision_v1_primary_v2_payload_fidelity_v2__3b12cfe62d8c69a35d70,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,57,504.35087719298247,28.0,22625,4.889689976708931
revision_v1_primary_v2_payload_fidelity_v2__3b1607773d49d01694e7,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,64,5.046875,4.0,10,3.4884851425886154
revision_v1_primary_v2_payload_fidelity_v2__3b176eccf7c3acba2aef,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,40,1043.675,321.0,10026,7.71668164730072
revision_v1_primary_v2_payload_fidelity_v2__3b2179d757d1a6ef7c27,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,35,311.0857142857143,42.0,3838,4.699985436030796
revision_v1_primary_v2_payload_fidelity_v2__3b2bd101312f5b9500b8,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,128,6.8046875,7.0,16,2.7982902228832245
revision_v1_primary_v2_payload_fidelity_v2__3b344e9be93a007edbc2,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,59,12.05084745762712,8.0,105,3.794713327440165
revision_v1_primary_v2_payload_fidelity_v2__3b5828206c17f103e063,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,24,9.708333333333334,10.5,16,4.499237974484761
revision_v1_primary_v2_payload_fidelity_v2__3b60553697eb66858f10,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,aes256_gcm_base64,128,6.921875,7.0,16,3.3163226395845413
revision_v1_primary_v2_payload_fidelity_v2__3b809c6bf04375630183,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,nonce_96_bit_hex,48,4.8125,4.0,10,3.777536988258362
