outcome,factor,level_first,level_second,analysis_unit,comparison_design,n_payloads_first,n_payloads_second,n_payloads_overlap,n_payloads_paired,mean_first,mean_second,mean_difference,mean_difference_ci_low,mean_difference_ci_high,confidence_level,bootstrap_unit,bootstrap_design,bootstrap_resamples,bootstrap_resamples_valid,primary_inference,inference_role,inferential_p_value_supported,replay_mode_scope,transformation_id_scope,mitigation_id_scope,language_scope,representation_name_scope,codec_id_scope,alphabet_size_B_scope,segmented_scope,token_filter_scope,tail_policy_scope,leadin_tokens_scope,evidence_status_scope,study_phase_scope,protocol_contract_revision_scope,result_schema_revision_scope,protocol_contract_revision,result_schema_revision,recovery_outcome,recovery_outcome_semantics,exact_recovery_compatibility_alias,exact_rank_replay_diagnostic_only,effect_type,risk_difference,risk_ratio,odds_ratio_haldane_anscombe,p_value_raw,test,p_value_holm,p_value_bh,model_id_scope,prompt_category_scope,payload_class_scope,hedges_g,topic_schedule_scope,segment_size_ranks_scope,view_scope,protocol_variant_scope
effective_payload_rate,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_single_topic,payload,paired_payload,10,10,10,10,4.0,0.6225726430661563,3.3774273569338438,3.1797970891450165,3.561947430800532,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,1.0101507064864852e-10,paired_t,5.608356722412966e-07,1.6416528264218855e-09,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,hmac_sha256_hex,9.59340989076319,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
effective_payload_rate,protocol_variant,segmented_hex_multi_topic,segmented_hex_single_topic,payload,paired_payload,10,10,10,10,0.5697583252486976,0.6225726430661563,-0.05281431781745871,-0.23911535330378356,0.15159718111484777,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.6200451624744939,paired_t,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,hmac_sha256_hex,-0.14843172630067925,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,direct_subword_calgacus,nonseg_ascii_b16,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,direct_subword_calgacus,nonseg_ascii_b8,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,direct_subword_calgacus,nonseg_hex_nibble_b16,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,direct_subword_calgacus,segmented_hex_multi_topic,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,direct_subword_calgacus,segmented_hex_single_topic,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,nonseg_ascii_b16,nonseg_ascii_b8,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,nonseg_ascii_b16,nonseg_hex_nibble_b16,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,nonseg_ascii_b16,segmented_hex_multi_topic,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,nonseg_ascii_b16,segmented_hex_single_topic,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,nonseg_ascii_b8,nonseg_hex_nibble_b16,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,nonseg_ascii_b8,segmented_hex_multi_topic,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,nonseg_ascii_b8,segmented_hex_single_topic,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_multi_topic,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_single_topic,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
exact_recovery,protocol_variant,segmented_hex_multi_topic,segmented_hex_single_topic,payload,paired_payload,10,10,10,10,1.0,1.0,0.0,0.0,0.0,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,payload_fidelity_v2,payload_aware_result_v2,exact_payload_recovery,original_serialized_payload_bytes_sha256_v1,True,True,risk_difference,0.0,1.0,1.0,1.0,exact_mcnemar_binomial,1.0,1.0,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
mean_log_probability,protocol_variant,direct_subword_calgacus,nonseg_ascii_b16,payload,paired_payload,10,10,10,10,-5.062547969184568,-4.460605684309721,-0.6019422848748466,-1.0350093525488897,-0.1282748071240509,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.037770330811016675,paired_t,1.0,0.08978044068181375,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,-0.7035554305581502,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
mean_log_probability,protocol_variant,direct_subword_calgacus,nonseg_ascii_b8,payload,paired_payload,10,10,10,10,-5.062547969184568,-3.7143480160855757,-1.3481999530989919,-1.5888585506443047,-1.1043174316440654,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,2.8569191780556963e-06,paired_t,0.013264675743712599,1.3282877373444487e-05,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,-2.970331460708189,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
mean_log_probability,protocol_variant,direct_subword_calgacus,nonseg_hex_nibble_b16,payload,paired_payload,10,10,10,10,-5.062547969184568,-4.787747204028941,-0.2748007651556268,-0.5936076071122343,0.10754161228365819,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.18520856850225886,paired_t,1.0,0.3813800397361974,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,-0.4147890447761074,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
mean_log_probability,protocol_variant,direct_subword_calgacus,segmented_hex_multi_topic,payload,paired_payload,10,10,10,10,-5.062547969184568,-4.91549160790831,-0.14705636127625787,-0.4599024773965607,0.14838234087284466,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.3900263353999134,paired_t,1.0,0.7066837461872205,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,-0.2610936735432863,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
mean_log_probability,protocol_variant,direct_subword_calgacus,segmented_hex_single_topic,payload,paired_payload,10,10,10,10,-5.062547969184568,-4.8003769693770675,-0.26217099980750014,-0.6666851831397083,0.15499193539855657,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.2606533992714196,paired_t,1.0,0.5124681526898855,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,-0.3470407913539114,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
mean_log_probability,protocol_variant,nonseg_ascii_b16,nonseg_ascii_b8,payload,paired_payload,10,10,10,10,-4.460605684309721,-3.7143480160855757,-0.7462576682241453,-1.0160497355097504,-0.5053705501941534,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.00044204690673986736,paired_t,1.0,0.0013566504444522966,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,-1.5566977207068178,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
mean_log_probability,protocol_variant,nonseg_ascii_b16,nonseg_hex_nibble_b16,payload,paired_payload,10,10,10,10,-4.460605684309721,-4.787747204028941,0.3271415197192198,0.07795088541594604,0.6043568765717483,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.048251325292479386,paired_t,1.0,0.11203703878277309,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,0.6603357334525515,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
mean_log_probability,protocol_variant,nonseg_ascii_b16,segmented_hex_multi_topic,payload,paired_payload,10,10,10,10,-4.460605684309721,-4.91549160790831,0.4548859235985887,0.05957128185372092,0.8811461125591451,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.05969831249030843,paired_t,1.0,0.13626237748656275,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,0.6226175687003984,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
mean_log_probability,protocol_variant,nonseg_ascii_b16,segmented_hex_single_topic,payload,paired_payload,10,10,10,10,-4.460605684309721,-4.8003769693770675,0.33977128506734644,0.09214833711826824,0.6211981256478406,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,0.04408820683197644,paired_t,1.0,0.10346732349377326,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,0.6762745227885217,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
mean_log_probability,protocol_variant,nonseg_ascii_b8,nonseg_hex_nibble_b16,payload,paired_payload,10,10,10,10,-3.7143480160855757,-4.787747204028941,1.073399187943365,0.8715238564373623,1.2876878231988733,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,4.80195270691387e-06,paired_t,0.021944923870596385,2.1114311010177418e-05,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,2.7905682978956996,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
mean_log_probability,protocol_variant,nonseg_ascii_b8,segmented_hex_multi_topic,payload,paired_payload,10,10,10,10,-3.7143480160855757,-4.91549160790831,1.201143591822734,0.9527306521292667,1.491231019833002,0.95,payload,paired_payload,2000,2000,False,descriptive_exploratory_pairwise,True,saved_token_ids,unmodified,none,en,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,primary_v2_confirmatory,payload_fidelity_v2,payload_aware_result_v2,,,,,,,mean_difference,,,,1.818451833551807e-05,paired_t,0.07996203567481074,7.084535008975881e-05,mistral_7b_instruct_v0_3_q4_k_m,personal_narrative_blog,nonce_96_bit_hex,2.3704410967135843,deterministically_defined_by_protocol_variant,deterministically_defined_by_protocol_variant,,
