row_id,candidate_id,prompt_template_id,word_count,character_count,message_text_sha256,canonical_text_sha256,source_record_id,source_record_sha256,source_category,source_dataset_revision,source_file_sha256,license_identifier,dedup_cluster_id,partition
human-HC-3885dd48ed190c350267737a,HC-3885dd48ed190c350267737a,procedure_home_task,88,483,3885dd48ed190c350267737a5ae4a4c89c9e2e4800a077cf96906b1544f35e0e,9a3d4160bc59ff5489a87f91a6ba2252084b6794262f3906895f28eb14b632ce,jsonl-line-05369-33b8520516beeaba,33b8520516beeaba0d846dd2da5ae265f8b4d9639068a3103acd8aa3979265db,creative_writing,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-b8d495ea37081403d7e2c72f,human_test_only
human-HC-3ab1f6d5e4a614d843fe9e4f,HC-3ab1f6d5e4a614d843fe9e4f,explain_everyday_system,101,664,3ab1f6d5e4a614d843fe9e4f4fb7cfee6e15ac37e45ba9a0688fe9938a14923f,91f2c14cc9f73ac168756430b258864af88a39594acbcf280c2fe96ce9f4e470,jsonl-line-03169-2069c0177636a3ef,2069c0177636a3ef18251949cdd774678ebbd3a197c44f5e2eabec0c0c33e518,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-9effc982de2bebad178fae2c,human_test_only
human-HC-3ac78f6efbceb56636ec3e09,HC-3ac78f6efbceb56636ec3e09,procedure_simple_meal,103,568,3ac78f6efbceb56636ec3e09a5d514f11d44ee42331dcbd210c105eddbec57dc,ff947a1136d72ebfe6db80b768e77a436dd4ef1673eaffcff7f2fe3d56c3f164,jsonl-line-00480-9a68c735d458f2b0,9a68c735d458f2b0621f7cabd8bce66288c078e1415a230b4438c262dc074093,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-fcea08a1284c75baf83d5c8f,human_test_only
human-HC-3b86c344d4537cdab6e2ccf2,HC-3b86c344d4537cdab6e2ccf2,narrative_learning_moment,199,1187,3b86c344d4537cdab6e2ccf2fd15fc93ea5953b00e2ff1b8acca0f9f4494de83,de7206bad00efbb1a4d7afc4d416e951b276e3c2b1809c58cd384cde1f09215e,jsonl-line-03182-c74ca3d9f744ad0c,c74ca3d9f744ad0c626ac4002637f7c190725982ea91cea49348b4b9a1f440c0,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-e58cda26208b053a898dea27,human_test_only
human-HC-3c52307a53626f72c9e56f3e,HC-3c52307a53626f72c9e56f3e,forum_practical_answer,247,1364,3c52307a53626f72c9e56f3e3b278a29b9261d739d260dcf32203632840596d3,43a4679c525b2e5b46cc0be90e6b278e20e99e34872432a30d4815f5f5428f24,jsonl-line-13953-c5305c3bb0d41027,c5305c3bb0d4102719e89616124d0de7dd925f1af356f2bd1d56335f742f00cf,creative_writing,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-4c5cb15dcc9840e180dda7d8,human_test_only
human-HC-3ca11d8dd624698ecc81ae34,HC-3ca11d8dd624698ecc81ae34,forum_purchase_advice,192,1152,3ca11d8dd624698ecc81ae347f2d07a8bc7b33495f31980ab57938be9323ae7c,8c50fb4bd708cbd997d0a92468788d54c236889c01fd262cc9e8a7470daaba91,jsonl-line-06718-b1931f394eed8697,b1931f394eed86971f85ba88e22c0b0318f0fb49c9ecf5989e2916b52a08167a,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-e29b5edbc2c6159a5a9c313d,human_test_only
human-HC-3ddfa790c0a5c907946700bf,HC-3ddfa790c0a5c907946700bf,explain_biological_process,293,1778,3ddfa790c0a5c907946700bf16ce8ffdd4749c8b36e9895bd1f897574278b8da,5b1d3ae49d36806eedc5a02c6e4dfa31244b7cc1d58ec0495a05826321a05617,jsonl-line-13409-edb9429ef356489a,edb9429ef356489ad0f76aaaeb002402a4fb2f4064638d497b25912fc97bc26a,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-b4aa1c42b2931a37fb60b880,human_test_only
human-HC-3eb6debca43ce4a6d2e02223,HC-3eb6debca43ce4a6d2e02223,procedure_home_task,150,880,3eb6debca43ce4a6d2e0222396935d986d5ac33ebe57a3ba75690e02ff4424ea,799e0d7524e598b63e13fb0f0eaf752eada29968b78510f880d92374f52cbbed,jsonl-line-12924-a3da3cca9794c5f5,a3da3cca9794c5f5e4647767e76bffe6fdeb835ef8d0b1cefab5684af0fd9ba6,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-e7173fb12f23d7df9c2b198d,human_test_only
human-HC-3f02b8e24495cc40d7ef29f1,HC-3f02b8e24495cc40d7ef29f1,forum_learning_answer,78,435,3f02b8e24495cc40d7ef29f16cfbf5c410104453e0ddb94cb7f8f5dbaf1d6b42,d1ffacc704959e7eaefb8666a7fb3303afdefc76974054cce91e35fd5569b6ad,jsonl-line-05396-da2d3eec0d81a6df,da2d3eec0d81a6df1d1d6fc7cf5efc0d3eec0b37fa6a19b53ca49e810101e1ea,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-802dbfe9b77992d73efdf232,human_test_only
human-HC-3fa31d515c5b130d8fee1de1,HC-3fa31d515c5b130d8fee1de1,procedure_home_task,201,1206,3fa31d515c5b130d8fee1de14fe58aac68d5c7bc1a50d477f1ee9f9c74d35595,601d147c8259489db829d5c265ea50e34ebca458521a65f00d3da5b589bb0b5d,jsonl-line-04674-3c9d4b155f722ab0,3c9d4b155f722ab0460317813a8657d4fe86689c3f054e634bba431de6ceb695,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-c8b1ed1936317a24d4b55850,human_test_only
human-HC-40658de38733684ea2cf88e5,HC-40658de38733684ea2cf88e5,explain_weather_pattern,81,554,40658de38733684ea2cf88e528af12565ef3c33ece4971f70e1eca73a54a5a97,58d901144a516aed87af0914cb9627e9f9ec28f78ee775c022a75873c52fe8f1,jsonl-line-11758-790541257fafc7e9,790541257fafc7e90bf39e77765da641b039ec79377533d981d75797beea1aae,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-adeb18586db7a774ad5a1aba,human_test_only
human-HC-4083868a77e88448392fe2f9,HC-4083868a77e88448392fe2f9,forum_purchase_advice,101,564,4083868a77e88448392fe2f9537053883c00eb39a2f61d90e358e9f15736cb84,b5a1954c5e09176ff33a44d2ff95d6f130b19a3d5b76a4cef5d5d79c09bada50,jsonl-line-11742-67dc492e694e6a4b,67dc492e694e6a4b4395431abe465fa2bf7328f5f41735e3e7a730d441db9e0a,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-ec8c6af4694754306821bc8b,human_test_only
human-HC-425b0b5e1375e3268b001a66,HC-425b0b5e1375e3268b001a66,explain_weather_pattern,71,435,425b0b5e1375e3268b001a665e10c47620e66ab5b2045b6a48c1b660abef24a0,d231ceee4e685badbb12bae67c9c14c254704498f3fc796bc09ff6e74548cc79,jsonl-line-04616-165e602c922dc2ac,165e602c922dc2ac8b3dd0e82bf8a3d50e2a4d0c82073c5bca770d1c705cbcad,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-0e78a631bfb8ffdffa236ea3,human_test_only
human-HC-4358d920aacfd6e94125d8ac,HC-4358d920aacfd6e94125d8ac,procedure_simple_meal,118,682,4358d920aacfd6e94125d8ac8a1957a6da68956885f5ad62e6d80dc59941fa09,d5ad8c1f92f9ac4b07dafba9fcdb43f76dfbd09eddbf6eaa2b4281019292d082,jsonl-line-04704-072edc6086fddde9,072edc6086fddde94c222fbeb755bc82e8284117ed734e9c0d7b308988245969,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-b95af112ceeafcdbc8eb0b1a,human_test_only
human-HC-44598c997eb984ee9c08f7cf,HC-44598c997eb984ee9c08f7cf,forum_purchase_advice,255,1715,44598c997eb984ee9c08f7cf72d45226353e35e4e850263611076abf38adff0b,1227c4f4b4838606309523eba2bcaa945e95ee1bb834a1a0707d8353431537fd,jsonl-line-11312-0aa6dfaf2fd8a8f3,0aa6dfaf2fd8a8f39855db3c77747bc80049042c6ab79ef2e8809c3c7d32eff9,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-7a1ac8ffadbec29c12aed448,human_test_only
human-HC-44d3decdeafddf396803a59c,HC-44d3decdeafddf396803a59c,forum_learning_answer,52,313,44d3decdeafddf396803a59c28e2cad22f61671919ec76269d149f342383b628,9c743cc1206652d758570ebd664b115405f86a2b0b0d2dbee090d76cd61dbb22,jsonl-line-00699-39b86a56e756da99,39b86a56e756da99b1ab84ff3d0f1a63b5475d93670a6ba065a003f09adaa310,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-dfe0ab160a8bb35f6eed6ab7,human_test_only
human-HC-458a8624bee08b18389c979e,HC-458a8624bee08b18389c979e,forum_purchase_advice,114,628,458a8624bee08b18389c979e60b28233ee6967466329c7dfaa5f087fac86ab6e,ca793b7d471cff89530337915518c1cb7bb72e4b00f2f81a9b0e06e64c769f00,jsonl-line-07649-38b8712ea85df4bc,38b8712ea85df4bcb8d57368ab43c0d97632e53b1057c2fa71f37c660630c670,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-91b6237fb6deed9dd4f1fe3d,human_test_only
human-HC-45d5f866a003bc263c112176,HC-45d5f866a003bc263c112176,forum_practical_answer,142,719,45d5f866a003bc263c112176150c95cd1add97f2c43afd61a7ae2a83f5ebde1d,697b28c2ed0e8e0e0867d790b70d326fb4b41cabe7a790ef806bcb62a29a5b92,jsonl-line-01605-c76ba934c36e5da1,c76ba934c36e5da1379b763241843b875b92c0810751936d6094bbb8d71139f4,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-e51071f56f2a6f8c3b7c8eb5,human_test_only
human-HC-4650acd7f63f95a26a6be58f,HC-4650acd7f63f95a26a6be58f,forum_learning_answer,146,857,4650acd7f63f95a26a6be58f6ebc6df910458121e818b338afc502a13cc7f965,66160c079c677f1f455973c3d4da1bdebe284f30810f4aaf315a8189d1065d27,jsonl-line-02413-7a760767d4179ddd,7a760767d4179ddd6e98d64d20e133d75ac19060b2bba91cf104c954b002ddde,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-ba8a0d5a437df658be85fa94,human_test_only
human-HC-466776e9adcc6e626791969a,HC-466776e9adcc6e626791969a,explain_weather_pattern,130,840,466776e9adcc6e626791969ac1fb529b7ebc5ce0b42642e51ec089200fd562a9,08d85640a39a41b442b7be78b70f388bd8dc9e4c88580bb2e961d091d65c2299,jsonl-line-00762-556e5c7b6ba57fdd,556e5c7b6ba57fdd97c29966e38df3c63d600601f2bb53555a52b0dd1b72fb70,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-95271c7bc53f413b8d2ecbbd,human_test_only
human-HC-4734bec78d3287fd162524e3,HC-4734bec78d3287fd162524e3,forum_learning_answer,141,830,4734bec78d3287fd162524e310bc05eb65adc8ee5d1d2273ee8dd259f1c1a12b,09ce462c180a25d76dd8d7386adfd433762f71541a4da696b30cd7c5dad85ee9,jsonl-line-07290-beba2e1e6e09f636,beba2e1e6e09f636c1ac5fa3fe551ea1867f79c2627ca35eb668d2bc8a6799d8,creative_writing,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-b3624439021505a0b670ab34,human_test_only
human-HC-478ed64f08dea8bc42c2fd7b,HC-478ed64f08dea8bc42c2fd7b,procedure_simple_meal,108,628,478ed64f08dea8bc42c2fd7bfcc32d7e207c182faf329ccc11f3d17507e66827,bf026eef43ee62610251da3fffd24ac85a4d46158c6584f394bf5183d6973f98,jsonl-line-03844-b9d0c501678f7305,b9d0c501678f730533716e1dd087c10170df29fd6e30d008ede5a0f84d83ea2b,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-de0e0d744ff7aa4cd08d813d,human_test_only
human-HC-47f4fca97d95afa9f39ad905,HC-47f4fca97d95afa9f39ad905,forum_learning_answer,194,1162,47f4fca97d95afa9f39ad905fac738192117bcdaea1d509416c090d3f7e74725,7e549be6236f31a7bcecc72732ba7034ac718df012511db65982907554a6ab2e,jsonl-line-10785-ff109fbc9c99c511,ff109fbc9c99c51124628678f51085329abcad815a657c058337b5fb97061f8e,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-caea1022c7799e25476e36a2,human_test_only
human-HC-484e305ce891331c5f9d91c0,HC-484e305ce891331c5f9d91c0,forum_practical_answer,132,734,484e305ce891331c5f9d91c0f15849cf79f4cb66a5b178af348980601e35d7f8,83b1d81429f04d05b74df1aa7c7cb19cbe7069303d88d4f3fadc78951ce2b90e,jsonl-line-14827-dda3e642d006ac31,dda3e642d006ac31cb6530c4e659239c0bae3854d914a5fe5d51c7c3db9f3f80,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-ad48aac881b7f3693106d3a1,human_test_only
human-HC-4ac78803b565051e0a0ebaf0,HC-4ac78803b565051e0a0ebaf0,explain_biological_process,50,315,4ac78803b565051e0a0ebaf02d9f48666ce7786b7a2e3a0d38bdd2858cf5be88,49c1359a9af76ee18a48c12f4d0d6b11dd0e647453721d7cb83fe35cf53d82a0,jsonl-line-04210-a5f1bfdda5f7e50d,a5f1bfdda5f7e50dfb8c3f24f04524589909b4893152cc40e89761a73022c3f4,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-08b4e2aad9bd6aeb3dafb464,human_test_only
human-HC-4d39e0f2079a80476dd4da19,HC-4d39e0f2079a80476dd4da19,explain_biological_process,179,1020,4d39e0f2079a80476dd4da19190a64d32d6353168bf2e9148ac3e5758cf897a0,c0f6a6b1fdbb67fa00c66150ab68f12c4cb2439f7d60768768897f13bb714292,jsonl-line-01201-e5b3c6c689e368a8,e5b3c6c689e368a85e212824529089ef2a6ddd90f0bc938f34bfc9953c60cb19,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-7509f8322a8dc8302265d177,human_test_only
human-HC-4d39f8db039e0f19cb3a667e,HC-4d39f8db039e0f19cb3a667e,forum_purchase_advice,273,1551,4d39f8db039e0f19cb3a667ed48b591104ca3f966fcce7526ef530afedeecb1e,07172d08d4b220d708832a8d2a08786fa55919cab6b867665e7c193da0ac0527,jsonl-line-05616-dfc81ef22b8dcd96,dfc81ef22b8dcd9693b25632e322576457d4122c04ebbfb8a4b66197da0727f2,creative_writing,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-854dfc5c8adc38292a76bb3b,human_test_only
human-HC-4d7b08ec62513582a95d1247,HC-4d7b08ec62513582a95d1247,forum_learning_answer,54,349,4d7b08ec62513582a95d124752a588d2e5d144c1d5f152390515f807ca8efdf4,816c03c3b9e4d7a355a51e25a14ed6ef79ab7ec071ac442e73b65c394bc0ce9d,jsonl-line-14223-b78abb880f71581f,b78abb880f71581f0297c2650a24607be51ba1f53324d7119c7e4bd536a7f53e,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-22c6de00c7370da2ebceba90,human_test_only
human-HC-4e4f310b31a4ba23ec071cd7,HC-4e4f310b31a4ba23ec071cd7,explain_weather_pattern,40,223,4e4f310b31a4ba23ec071cd76a939b49a7ba34e4fcb3cb3bbb5fab0d4a83876d,15b81e8e99b9617b5dcc464073334fca036335c2cf58f7aa338d2caf7638f5c0,jsonl-line-02860-807ea764a62387ba,807ea764a62387ba2d9070810b8f0e1b27cf23365084c4663687acab4c337a9b,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-e9a9239d44ad112435643387,human_test_only
human-HC-4eed1553928613044b1ce882,HC-4eed1553928613044b1ce882,explain_everyday_system,60,368,4eed1553928613044b1ce8824eead9a2f154b0e3669d4544768a223cd354cded,a444684e842b83bacffe9aee3709c75f3319913e69ecb1689e74a1248eec7321,jsonl-line-03357-31e2469087ce33b2,31e2469087ce33b24c146f18edc715e6a33dd9b690354a0ad8f35c9a531b8a0c,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-d52727b8a657b6020398eb9e,human_test_only
human-HC-4f95245a1060ee14d87a56f9,HC-4f95245a1060ee14d87a56f9,explain_weather_pattern,74,437,4f95245a1060ee14d87a56f94dd4782d04d93cd94a884e9939243d91a0c97a22,00ae1843575f563f5629dd507942b871afa2f9a39303dda58e9d04aae43465e9,jsonl-line-07821-c790ff0b5eafb6f1,c790ff0b5eafb6f1f65ac2db4ef8c4fe04b8accf656bd8438b7397ac68383b79,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-a74ae8a15a885d04c29f19eb,human_test_only
human-HC-4fad15da24e74f3e07dd5479,HC-4fad15da24e74f3e07dd5479,forum_practical_answer,119,725,4fad15da24e74f3e07dd5479ec04184419a52eca36c3b8a14755a5abfee064bb,9135f6ad7bc3057c0d0df9fb7d9a391e198e1e69aaae15d10724b9200f3c15df,jsonl-line-02722-15560710c75cea56,15560710c75cea56bd39bc02887d8a4698379835d6a28faf63160e374dd449c0,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-6bca58963a7c341f320a1716,human_test_only
human-HC-5031cc35dc189bd62a42b6de,HC-5031cc35dc189bd62a42b6de,procedure_simple_meal,87,557,5031cc35dc189bd62a42b6de328363fdc75da171d47b5bc84c7b2918dbcf1c2b,15fdbceb21e6bcdb593402244a494aef8e559a6f0a446901513facefb74ad556,jsonl-line-02022-905a0e626690a175,905a0e626690a17532a36a6935160adf150c90cc024213758a95655730dcb174,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-8c7460dfde3d1dfe2d46eca2,human_test_only
human-HC-50587b6c228cac0d1633375b,HC-50587b6c228cac0d1633375b,forum_learning_answer,138,814,50587b6c228cac0d1633375b6b3bd628f6d8233e162d0996a0c1ca4d41789771,7e0f7ae30768d7ef5ee5fd32c212664885413cd92dd5f3c341b79a84aeb421d1,jsonl-line-04894-1facf9e35afef791,1facf9e35afef791bc06645f6c22319951ff106ba15afe75a06b5d65761ba1f0,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-c0647f49c80188bcfcff3f6f,human_test_only
human-HC-50e970bcf9ab01e1f5d190af,HC-50e970bcf9ab01e1f5d190af,forum_learning_answer,288,1689,50e970bcf9ab01e1f5d190af9ed54acebe4797ec283922df044b43df86c30b8d,087335e371f134d5dfbc048382667c8aca69c3e8b561ce90800ee37e9e25b035,jsonl-line-10879-2dd7af6c8afab527,2dd7af6c8afab527c0b615267facf93d4ab7a4f2eb421548ed64b1c63199c4d1,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-273adf0fb62a4657af5fac2c,human_test_only
human-HC-5105a1f223bfbb9d4d897a6c,HC-5105a1f223bfbb9d4d897a6c,forum_purchase_advice,107,541,5105a1f223bfbb9d4d897a6c915fd21fd72a86f07d4c78fdffb805987a83a752,6ca15844ec18c240724cb1c826899e5cc8b2b9c23452063aaddaff67d0e4e634,jsonl-line-13044-1d22e485b8fbaf70,1d22e485b8fbaf70bfde18ee5f564a2bed1224224588158e970fc4171a912f76,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-4c634930619563233bc55642,human_test_only
human-HC-51d863fca287cbb6612ef8ba,HC-51d863fca287cbb6612ef8ba,narrative_local_walk,140,712,51d863fca287cbb6612ef8ba3734343ce7daf22e0ea57907254bfc8a96439b9e,89235ee32bd9fe22c287ab3fb8d34a4416a39cf1040f908c3e024b68cfb43a3b,jsonl-line-08440-ffb78065ef8fb076,ffb78065ef8fb0760e762ec9583f4d592eb0e4585fc8f7e58ba3fb53c428fcb1,creative_writing,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-469fed604a7b0a659d943163,human_test_only
human-HC-52bf9ded66675b431bce000f,HC-52bf9ded66675b431bce000f,forum_learning_answer,127,725,52bf9ded66675b431bce000f10b00a042949c0022daa278d4cd2649242b45fbe,6f7e7349c9fc86e1da42b866dadc341b2b42499ff2fce2110027d3d98cd73a84,jsonl-line-06274-5d370d24efbb9fac,5d370d24efbb9fac62972a453b5a93ad4cf70ce6e7056f7cd777f4b12e0e2481,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-6edcf9c1d9bdb068cae29c38,human_test_only
human-HC-532227eef0a8d47ea900eaf9,HC-532227eef0a8d47ea900eaf9,procedure_garden_task,80,443,532227eef0a8d47ea900eaf987a0f18434b26052c55e4905994daa6f3f525e58,41bf3ad3bd3ed6eadc8113e0f901305ad6730e60fb781267ada60baa8cf6e776,jsonl-line-01407-d8701ea33ed52337,d8701ea33ed52337facb1af7d7880d02f9619d9d0f389ec630e25b851a3c60d6,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-c88dc49f1f38819244dd4eae,human_test_only
human-HC-543ca3e87d2dcc2690d12305,HC-543ca3e87d2dcc2690d12305,explain_biological_process,246,1741,543ca3e87d2dcc2690d12305d111496de5d67e5d042212ac38eba5160d6c54a2,e2b848764a35938088f29b937b9a2f657cfeff92cd937a6d09868e3fc9180c55,jsonl-line-02839-6624dcd2ad736820,6624dcd2ad736820e15c28a58c9667aa3ed0f9a812cb280a2b48d187a69f38b5,open_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-9c6c15cb81bf30c506a05402,human_test_only
human-HC-545349cd21e875ef95f590e5,HC-545349cd21e875ef95f590e5,procedure_garden_task,56,279,545349cd21e875ef95f590e51684a29117e2cd0dfa8e0ac14618cd3a9f625a16,dd2b1823ee5fd561cd40fb0e7db04c2f4f32b31cca1810ac4a76c6f0589b95fc,jsonl-line-11341-82f48533ce6566dd,82f48533ce6566dd039b083df8ff519a0f0a6d3682878ae5831bae5d275d25e1,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-b794a878923929217d2e7e32,human_test_only
human-HC-54abe42bf13c0372845eb891,HC-54abe42bf13c0372845eb891,procedure_simple_meal,192,1194,54abe42bf13c0372845eb891d5813b5498b11053741b9f9c497dd05216e1185c,17161a15abc0bd38eecb90225150255d0e468edfed99c6bbe166bc733d971259,jsonl-line-10048-a6c6fc13dbd3bf12,a6c6fc13dbd3bf12e7fd8db2ffa06dd4dc53014e80114bffd1847493896e8f4e,general_qa,bdd27f4d94b9c1f951818a7da7fd7aeea5dbff1a,2df9083338b4abd6bceb5635764dab5d833b393b55759dffb0959b6fcbf794ec,CC-BY-SA-3.0,human-dedup-cluster-a31108db1cfd3b2c3f53f6c9,human_test_only
