plan_id,pairing_unit_id,experiment,model_id,base_model,model_revision,quantization_package_revision,quantization,embedded_tokenizer_fixed,payload_name,payload_class,payload_split,representation_name,codec_id,prompt_template_id,label,population,trial_status,generation_required,random_seed,reference_q4_row_id,reference_q4_pair_id,reference_q4_trial_id,source_row_id,source_trial_id
quantization_trial__05449f1b0f48c4585fee895a,quantization_pair__616ca5a1d2664f41a6677d6b,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_nonce_96_bit_hex_020,nonce_96_bit_hex,train,ascii_b16,nonseg_ascii_b16,explain_weather_pattern,0,ordinary_control,reused_exact_v2_q4,False,7726428016006582784,detector_pair__1ebc1a304047284312441d90__ordinary_control,detector_pair__1ebc1a304047284312441d90,revision_v1_primary_v2_payload_fidelity_v2__71d1ebd39c34d5e2a2af,detector_pair__1ebc1a304047284312441d90__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__71d1ebd39c34d5e2a2af
quantization_trial__0552dbcadfe7a9da74236c92,quantization_pair__2446d10dc72f47a28fc29b83,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_sha256_hex_039,sha256_hex,validation,ascii_b16,nonseg_ascii_b16,narrative_local_walk,1,rankcloak,planned_new_q8_generation,True,8984516299480518218,detector_pair__49c8b481e89f940b835eb2c5__rankcloak,detector_pair__49c8b481e89f940b835eb2c5,revision_v1_primary_v2_payload_fidelity_v2__ffe3eff9bc9d732b19f1,,
quantization_trial__055b81cb0f02eecdc0ec7b13,quantization_pair__6e9b6b36339c1f1b9c1f6986,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_uuid_v4_057,uuid_v4,test,ascii_b16,nonseg_ascii_b16,forum_learning_answer,0,ordinary_control,reused_exact_v2_q4,False,1427206224480144331,detector_pair__aa6d4f4d43b307d5c09ad966__ordinary_control,detector_pair__aa6d4f4d43b307d5c09ad966,revision_v1_primary_v2_payload_fidelity_v2__67ad3c944bce3c64e25e,detector_pair__aa6d4f4d43b307d5c09ad966__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__67ad3c944bce3c64e25e
quantization_trial__055e920edbf8238bbd0ce43c,quantization_pair__9ea711a9469bf01fb3048568,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_aes256_gcm_base64_049,aes256_gcm_base64,test,ascii_b8,nonseg_ascii_b8,professional_process_email,1,rankcloak,planned_new_q8_generation,True,1183041640932656584,detector_pair__ab06b51f86631153c60d9d8a__rankcloak,detector_pair__ab06b51f86631153c60d9d8a,revision_v1_primary_v2_payload_fidelity_v2__e1a7d92fe4797b1b8abb,,
quantization_trial__056b353e39b168fa7c72ee5d,quantization_pair__609cea49ddba9bbe84ba853e,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_aes256_gcm_base64_006,aes256_gcm_base64,train,ascii_b16,nonseg_ascii_b16,casual_hobby_chat,1,rankcloak,planned_new_q8_generation,True,7660917453911448324,detector_pair__5d18a6d0357c53ffd9ee33b8__rankcloak,detector_pair__5d18a6d0357c53ffd9ee33b8,revision_v1_primary_v2_payload_fidelity_v2__53f9578c68d8b44bb1bf,,
quantization_trial__05791670beccbc1b07200070,quantization_pair__34c5b11a547c2ae9fa3a9e64,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_uuid_v4_030,uuid_v4,train,ascii_b8,nonseg_ascii_b8,explain_everyday_system,1,rankcloak,planned_new_q8_generation,True,2776512351463607800,detector_pair__4259c29504268faa3cdfbb51__rankcloak,detector_pair__4259c29504268faa3cdfbb51,revision_v1_primary_v2_payload_fidelity_v2__346c96c57fc798a6be39,,
quantization_trial__058a4ff497fa86e4f1e1e056,quantization_pair__743c3ab2bccb029ef259e213,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_hmac_sha256_hex_023,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,professional_process_email,0,ordinary_control,planned_new_q8_generation,True,7663583215328809765,detector_pair__610fbc931df360c016839111__ordinary_control,detector_pair__610fbc931df360c016839111,revision_v1_primary_v2_payload_fidelity_v2__ae4a47a2dedb88c1631c,,
quantization_trial__05a199c7f0abdff47dc2bf61,quantization_pair__210f274edba4c9a62a22c120,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_uuid_v4_050,uuid_v4,test,ascii_b8,nonseg_ascii_b8,professional_schedule_note,0,ordinary_control,planned_new_q8_generation,True,6367663406548514457,detector_pair__fa51506e0ca49355c83eaca5__ordinary_control,detector_pair__fa51506e0ca49355c83eaca5,revision_v1_primary_v2_payload_fidelity_v2__1d153be488484c672f13,,
quantization_trial__05ab2aef761c85032b030c96,quantization_pair__08d08d154ab112c468782c9c,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_chacha20_poly1305_base64_021,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,narrative_local_walk,0,ordinary_control,reused_exact_v2_q4,False,2883629384670673252,detector_pair__3246ef03f054395a4317ce3a__ordinary_control,detector_pair__3246ef03f054395a4317ce3a,revision_v1_primary_v2_payload_fidelity_v2__30694ebe34108261555d,detector_pair__3246ef03f054395a4317ce3a__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__30694ebe34108261555d
quantization_trial__05bf227240d2048fa6a171ce,quantization_pair__c38bbe2ac2c0078db06b6dab,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_aes256_gcm_base64_044,aes256_gcm_base64,validation,ascii_b8,nonseg_ascii_b8,forum_purchase_advice,1,rankcloak,reused_exact_v2_q4,False,1350822807760599706,detector_pair__fcd0da9b07bf89d502899ca5__rankcloak,detector_pair__fcd0da9b07bf89d502899ca5,revision_v1_primary_v2_payload_fidelity_v2__6c78c5053c9bf3869cb7,detector_pair__fcd0da9b07bf89d502899ca5__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__6c78c5053c9bf3869cb7
quantization_trial__05ca754a4e4db1fc660c2ae7,quantization_pair__193f191c01e549c872b1e825,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_chacha20_poly1305_base64_021,chacha20_poly1305_base64,train,ascii_b16,nonseg_ascii_b16,narrative_local_walk,0,ordinary_control,planned_new_q8_generation,True,1396699802105617953,detector_pair__4880901c28f28b1526b3d10f__ordinary_control,detector_pair__4880901c28f28b1526b3d10f,revision_v1_primary_v2_payload_fidelity_v2__ea53227b3626c1266ac3,,
quantization_trial__05cc33fd436ab649f2536db9,quantization_pair__559b3a0910d78644990a61bc,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_ed25519_signature_base64_045,ed25519_signature_base64,validation,ascii_b8,nonseg_ascii_b8,explain_weather_pattern,1,rankcloak,reused_exact_v2_q4,False,8902435900547320653,detector_pair__0cf9c16f41e31c9c9303f107__rankcloak,detector_pair__0cf9c16f41e31c9c9303f107,revision_v1_primary_v2_payload_fidelity_v2__3df0635baaaea59371ed,detector_pair__0cf9c16f41e31c9c9303f107__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__3df0635baaaea59371ed
quantization_trial__05e785fd29ef4eee811b3ada,quantization_pair__286e6dba89eb4fd4e1b9a4b4,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_aes256_gcm_base64_031,aes256_gcm_base64,train,ascii_b8,nonseg_ascii_b8,professional_process_email,0,ordinary_control,reused_exact_v2_q4,False,3036907439527716723,detector_pair__4815776446fdc3276f6c4e7c__ordinary_control,detector_pair__4815776446fdc3276f6c4e7c,revision_v1_primary_v2_payload_fidelity_v2__e16562a219e6ed3d2c4c,detector_pair__4815776446fdc3276f6c4e7c__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__e16562a219e6ed3d2c4c
quantization_trial__060d5c4eb7d5b0c7d7e78a05,quantization_pair__cca0e7fbd4277595ae0f905f,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_uuid_v4_055,uuid_v4,test,ascii_b8,nonseg_ascii_b8,casual_neighborhood_chat,1,rankcloak,reused_exact_v2_q4,False,1538390141472238976,detector_pair__15fd31d8ca6057c3f62d1e2e__rankcloak,detector_pair__15fd31d8ca6057c3f62d1e2e,revision_v1_primary_v2_payload_fidelity_v2__c1635b184066e61f0421,detector_pair__15fd31d8ca6057c3f62d1e2e__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__c1635b184066e61f0421
quantization_trial__0621e8e513f74474fe049af3,quantization_pair__ab28ca7ad9e9795b5acaa6df,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_token_128_bit_hex_029,token_128_bit_hex,train,ascii_b8,nonseg_ascii_b8,procedure_garden_task,1,rankcloak,planned_new_q8_generation,True,3429449682454152838,detector_pair__7fd22c7ac020acf83fa809f5__rankcloak,detector_pair__7fd22c7ac020acf83fa809f5,revision_v1_primary_v2_payload_fidelity_v2__f8666c49b0c540b69d77,,
quantization_trial__0623bfe986963c5a86b7739a,quantization_pair__544e48ebb466126bf59f2151,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_token_128_bit_hex_020,token_128_bit_hex,train,ascii_b16,nonseg_ascii_b16,casual_hobby_chat,1,rankcloak,planned_new_q8_generation,True,6109568249958430951,detector_pair__16c8f9fb508e4a11aed0388a__rankcloak,detector_pair__16c8f9fb508e4a11aed0388a,revision_v1_primary_v2_payload_fidelity_v2__744226649ff2aaacbfdd,,
quantization_trial__062e70209ce152a4b6ae71be,quantization_pair__ae30260fae9fc6c6b575b2a1,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_hmac_sha256_hex_033,hmac_sha256_hex,train,ascii_b16,nonseg_ascii_b16,explain_everyday_system,0,ordinary_control,reused_exact_v2_q4,False,6105293477897461716,detector_pair__03ef3dc6cdd8fac5a870bda3__ordinary_control,detector_pair__03ef3dc6cdd8fac5a870bda3,revision_v1_primary_v2_payload_fidelity_v2__aefe2e4458ee83b0ea13,detector_pair__03ef3dc6cdd8fac5a870bda3__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__aefe2e4458ee83b0ea13
quantization_trial__0686b2a31e38c93c4b8d44c1,quantization_pair__0a620a7858ca024ae04645af,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_token_128_bit_hex_040,token_128_bit_hex,validation,ascii_b8,nonseg_ascii_b8,forum_purchase_advice,1,rankcloak,reused_exact_v2_q4,False,6399716872877474653,detector_pair__eeaa3eaae76f4fcee87e0e40__rankcloak,detector_pair__eeaa3eaae76f4fcee87e0e40,revision_v1_primary_v2_payload_fidelity_v2__04ead49820c902e316a3,detector_pair__eeaa3eaae76f4fcee87e0e40__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__04ead49820c902e316a3
quantization_trial__069bbeedfe298307fdf666ac,quantization_pair__2725dd1c08a3336f147a599b,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_sha256_hex_012,sha256_hex,train,ascii_b8,nonseg_ascii_b8,professional_project_update,0,ordinary_control,planned_new_q8_generation,True,6372540333076454843,detector_pair__f6c8308514fb0ce7c1b38478__ordinary_control,detector_pair__f6c8308514fb0ce7c1b38478,revision_v1_primary_v2_payload_fidelity_v2__2f218e6af690bee124f2,,
quantization_trial__069c89c96fcd0e59af10d8e5,quantization_pair__a18c3a063ae7a49b30942d8b,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_chacha20_poly1305_base64_001,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,forum_purchase_advice,0,ordinary_control,planned_new_q8_generation,True,2030788945365394856,detector_pair__ec65581ad403ee2f68988fb1__ordinary_control,detector_pair__ec65581ad403ee2f68988fb1,revision_v1_primary_v2_payload_fidelity_v2__6a2e9f7d6568c314e33a,,
quantization_trial__06bddd2f5f36ba4a7a8dbec9,quantization_pair__2339329249dff170bf241bcb,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_sha256_hex_022,sha256_hex,train,ascii_b8,nonseg_ascii_b8,explain_everyday_system,0,ordinary_control,reused_exact_v2_q4,False,3441801537295592161,detector_pair__bc8bed80234aa9ed6604ff95__ordinary_control,detector_pair__bc8bed80234aa9ed6604ff95,revision_v1_primary_v2_payload_fidelity_v2__5732e2b14ed95934697a,detector_pair__bc8bed80234aa9ed6604ff95__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__5732e2b14ed95934697a
quantization_trial__06d6b9eaf71fdb5d898550a5,quantization_pair__35bec48110db53f6e61a81cd,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_nonce_96_bit_hex_050,nonce_96_bit_hex,test,ascii_b16,nonseg_ascii_b16,explain_biological_process,1,rankcloak,reused_exact_v2_q4,False,1368641381885286316,detector_pair__3bd90acfeb2dcfaecf9d895c__rankcloak,detector_pair__3bd90acfeb2dcfaecf9d895c,revision_v1_primary_v2_payload_fidelity_v2__c6214a51e94f68a61f1d,detector_pair__3bd90acfeb2dcfaecf9d895c__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__c6214a51e94f68a61f1d
quantization_trial__06d8821a1ed0e3e886add45d,quantization_pair__4888b19ec8f150520ae60df4,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_token_128_bit_hex_040,token_128_bit_hex,validation,ascii_b16,nonseg_ascii_b16,forum_purchase_advice,0,ordinary_control,reused_exact_v2_q4,False,5938556408384836150,detector_pair__915ceda4979a2d8543419159__ordinary_control,detector_pair__915ceda4979a2d8543419159,revision_v1_primary_v2_payload_fidelity_v2__780bb0c69a2d0f5ec0ac,detector_pair__915ceda4979a2d8543419159__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__780bb0c69a2d0f5ec0ac
quantization_trial__06d902904380714b5b254c7d,quantization_pair__924c96cbf993ba811d4d633c,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_hmac_sha256_hex_043,hmac_sha256_hex,validation,ascii_b8,nonseg_ascii_b8,procedure_simple_meal,0,ordinary_control,planned_new_q8_generation,True,6431354893203711834,detector_pair__3aca036958926eb67f4134ba__ordinary_control,detector_pair__3aca036958926eb67f4134ba,revision_v1_primary_v2_payload_fidelity_v2__4d99b19f429867ea7104,,
quantization_trial__0709ac69fc21cdd4fe018bd3,quantization_pair__802daa2af573a3cbf8ba89ba,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_sha256_hex_054,sha256_hex,test,ascii_b8,nonseg_ascii_b8,professional_schedule_note,0,ordinary_control,planned_new_q8_generation,True,4733898347617466706,detector_pair__f092df0ec4d4bc22cfdfdbdc__ordinary_control,detector_pair__f092df0ec4d4bc22cfdfdbdc,revision_v1_primary_v2_payload_fidelity_v2__3745643f068b7187b5d0,,
quantization_trial__0713048fc134c422f09bfc18,quantization_pair__f50c0e021fbc1a5f739f338c,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_uuid_v4_030,uuid_v4,train,ascii_b16,nonseg_ascii_b16,explain_everyday_system,1,rankcloak,planned_new_q8_generation,True,8859319216521837770,detector_pair__44789e18de1541955c9ac1ae__rankcloak,detector_pair__44789e18de1541955c9ac1ae,revision_v1_primary_v2_payload_fidelity_v2__1d7c6f7fc1e077651f69,,
quantization_trial__071d828b4bb30baaf3991cff,quantization_pair__f6f6361605a945d8a8fe9494,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_uuid_v4_024,uuid_v4,train,ascii_b8,nonseg_ascii_b8,explain_weather_pattern,1,rankcloak,reused_exact_v2_q4,False,3931868467048747106,detector_pair__55170f558349cac8255c56d2__rankcloak,detector_pair__55170f558349cac8255c56d2,revision_v1_primary_v2_payload_fidelity_v2__6c26d1cc3f4df0295067,detector_pair__55170f558349cac8255c56d2__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__6c26d1cc3f4df0295067
quantization_trial__071e491fe64740674210a217,quantization_pair__bd03ad4d8f65c11ea9a31f25,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_hmac_sha256_hex_004,hmac_sha256_hex,train,ascii_b16,nonseg_ascii_b16,casual_neighborhood_chat,0,ordinary_control,reused_exact_v2_q4,False,9079230683900619275,detector_pair__76e26ee4c461732946182fef__ordinary_control,detector_pair__76e26ee4c461732946182fef,revision_v1_primary_v2_payload_fidelity_v2__d327cdf30dc62d420ec4,detector_pair__76e26ee4c461732946182fef__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__d327cdf30dc62d420ec4
quantization_trial__072c6bcd957d65ae744bac05,quantization_pair__69050cc3ff27642e54381549,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_ed25519_signature_base64_010,ed25519_signature_base64,train,ascii_b8,nonseg_ascii_b8,casual_weekend_chat,1,rankcloak,planned_new_q8_generation,True,8068550776599069900,detector_pair__a385a56003312de412620a32__rankcloak,detector_pair__a385a56003312de412620a32,revision_v1_primary_v2_payload_fidelity_v2__3c020101cde544d480b6,,
quantization_trial__0757a27e60cceb36f1f45c39,quantization_pair__e27a0ae6f8b1cc39d10a322f,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_chacha20_poly1305_base64_029,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,casual_neighborhood_chat,0,ordinary_control,reused_exact_v2_q4,False,8257922698785648253,detector_pair__6c27f70b0fee561a440336ae__ordinary_control,detector_pair__6c27f70b0fee561a440336ae,revision_v1_primary_v2_payload_fidelity_v2__39ea7b76fce6755c79ec,detector_pair__6c27f70b0fee561a440336ae__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__39ea7b76fce6755c79ec
quantization_trial__07589c86038d4cbdd3026891,quantization_pair__bab21c87bbc5eb6bdd1aec21,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_sha256_hex_021,sha256_hex,train,ascii_b16,nonseg_ascii_b16,narrative_local_walk,0,ordinary_control,reused_exact_v2_q4,False,1477284170116316824,detector_pair__c89e6228b841a0ccf875ee3b__ordinary_control,detector_pair__c89e6228b841a0ccf875ee3b,revision_v1_primary_v2_payload_fidelity_v2__f45642e75de998a1c8ad,detector_pair__c89e6228b841a0ccf875ee3b__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__f45642e75de998a1c8ad
quantization_trial__0766755e7e33226d4703b003,quantization_pair__ed60abb24f85539df2231a7f,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_aes256_gcm_base64_053,aes256_gcm_base64,test,ascii_b16,nonseg_ascii_b16,explain_biological_process,0,ordinary_control,planned_new_q8_generation,True,286033884214382874,detector_pair__0e5c4cf56de88a1caea270d8__ordinary_control,detector_pair__0e5c4cf56de88a1caea270d8,revision_v1_primary_v2_payload_fidelity_v2__84799327a6bd1a002272,,
quantization_trial__076dd2d183d936b1ee3be61e,quantization_pair__b0e2d9427f5133ce35b0c37d,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_sha256_hex_049,sha256_hex,test,ascii_b8,nonseg_ascii_b8,forum_practical_answer,1,rankcloak,reused_exact_v2_q4,False,9214469437452475185,detector_pair__b8d9a46b046b4c9d68c8bf45__rankcloak,detector_pair__b8d9a46b046b4c9d68c8bf45,revision_v1_primary_v2_payload_fidelity_v2__c66688999e0c6fc7e629,detector_pair__b8d9a46b046b4c9d68c8bf45__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__c66688999e0c6fc7e629
quantization_trial__078e530774f2103b0e85e43a,quantization_pair__921d2ce7a48dd76511e99f2f,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_sha256_hex_017,sha256_hex,train,ascii_b16,nonseg_ascii_b16,casual_weekend_chat,0,ordinary_control,planned_new_q8_generation,True,363889898323038696,detector_pair__b1afb6f1acc22a150308c350__ordinary_control,detector_pair__b1afb6f1acc22a150308c350,revision_v1_primary_v2_payload_fidelity_v2__e31179f3199b3effeea7,,
quantization_trial__0796f10e73270a42890245e6,quantization_pair__b7b438aa241b81c9bdf04a90,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_chacha20_poly1305_base64_009,chacha20_poly1305_base64,train,ascii_b8,nonseg_ascii_b8,narrative_learning_moment,1,rankcloak,reused_exact_v2_q4,False,6347749791657525211,detector_pair__352388c37e291712e832f74b__rankcloak,detector_pair__352388c37e291712e832f74b,revision_v1_primary_v2_payload_fidelity_v2__8e617a383f3e3ec56af2,detector_pair__352388c37e291712e832f74b__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__8e617a383f3e3ec56af2
quantization_trial__07a678707b06f8badc4187e6,quantization_pair__66804d94038c6efad8a1b8ef,matched_quantization_generalization,qwen2_5_7b_instruct_q4_k_m,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q4_K_M,True,revision_v1_sha256_hex_003,sha256_hex,train,ascii_b16,nonseg_ascii_b16,narrative_local_walk,0,ordinary_control,reused_exact_v2_q4,False,63471577619135799,detector_pair__8094198879f5908c9d57a7a0__ordinary_control,detector_pair__8094198879f5908c9d57a7a0,revision_v1_primary_v2_payload_fidelity_v2__fa3c2e3087bb30496362,detector_pair__8094198879f5908c9d57a7a0__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__fa3c2e3087bb30496362
quantization_trial__07ac9f118c2e0af1cc7e187c,quantization_pair__75f5473d958fe9c8b7d1d3ab,matched_quantization_generalization,qwen2_5_7b_instruct_q8_0,Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,8911e8a47f92bac19d6f5c64a2e2095bd2f7d031,Q8_0,True,revision_v1_hmac_sha256_hex_028,hmac_sha256_hex,train,ascii_b8,nonseg_ascii_b8,casual_weekend_chat,1,rankcloak,planned_new_q8_generation,True,7587548397967505647,detector_pair__5decf8019edf5bff0b2cd001__rankcloak,detector_pair__5decf8019edf5bff0b2cd001,revision_v1_primary_v2_payload_fidelity_v2__f77aa71eb99e5fada2f7,,
