plan_id,pairing_unit_id,experiment,model_id,quantization,payload_class,representation_name,source_codec_id,prompt_template_id,payload_index,payload_name,gate_level,threshold_source,label,population,generation_method,trial_status,generation_required,random_seed,reference_same_payload_row_id,reference_same_payload_pair_id,reference_same_payload_trial_id,reference_prompt_template_id,exact_v2_baseline_compatible,unavailable_reuse_reason,source_row_id,source_trial_id,fixed_payload_maximum_length_rule,fixed_token_budget_rule,control_length_rule
entropy_trial__24261c8859cb3be8908f379e,entropy_pair__0cd644df1a8ddca2cf4e8114,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,ed25519_signature_base64,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_ed25519_signature_base64_041,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,1710369058230161543,detector_pair__c35154f547c71dc0127d66a3__rankcloak,detector_pair__c35154f547c71dc0127d66a3,revision_v1_primary_v2_payload_fidelity_v2__38c45b3c0d42c03658f9,casual_hobby_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__24a045680fe5ab1321d286a4,entropy_pair__a9b5bb94f01757284c6e81f5,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,token_128_bit_hex,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_token_128_bit_hex_003,ungated,not_applicable,1,rankcloak,new_ordinary_rankcloak_gate_disabled,planned_new_generation,True,6027699736458048231,detector_pair__7c993a1436391b66b4178505__rankcloak,detector_pair__7c993a1436391b66b4178505,revision_v1_primary_v2_payload_fidelity_v2__372d2342c78343f30642,casual_weekend_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__24bcd688709adf2e4519a2e6,entropy_pair__794e1e58a8f517a1437b8914,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,sha256_hex,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_sha256_hex_041,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,2221743965411457020,detector_pair__7ff82a6e89963d4aaa5f9f99__rankcloak,detector_pair__7ff82a6e89963d4aaa5f9f99,revision_v1_primary_v2_payload_fidelity_v2__04760e024c72c20de788,explain_weather_pattern,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__2562560f02d186aae8bf909f,entropy_pair__c347e8c0584f8823929d65aa,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,token_128_bit_hex,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_token_128_bit_hex_041,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,7888188505258937988,detector_pair__0e98128bc4e9cda4669cb5b9__rankcloak,detector_pair__0e98128bc4e9cda4669cb5b9,revision_v1_primary_v2_payload_fidelity_v2__b11f024dcb1529407c77,procedure_home_task,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__25f51c4a9f338bc117d3b262,entropy_pair__fcbcc8d50a20e33eba3e65ef,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,uuid_v4,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_uuid_v4_003,ungated,not_applicable,1,rankcloak,new_ordinary_rankcloak_gate_disabled,planned_new_generation,True,5891840263227680960,detector_pair__992e55c848fe3c7799463605__rankcloak,detector_pair__992e55c848fe3c7799463605,revision_v1_primary_v2_payload_fidelity_v2__aa0f97559d1a670bae0f,forum_learning_answer,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__2640d9ac8f84ce3d6db43d58,entropy_pair__e08331b1bca65e478687d0dd,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,sha256_hex,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,41,revision_v1_sha256_hex_041,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,790849977583402877,detector_pair__396ee307fd5d5e6eeee050c3__rankcloak,detector_pair__396ee307fd5d5e6eeee050c3,revision_v1_primary_v2_payload_fidelity_v2__ace98c8b358fcf0f4119,explain_weather_pattern,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__26462cb99e67191141164109,entropy_pair__8d8469588d05e511da09a1cc,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,nonce_96_bit_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_nonce_96_bit_hex_003,ungated,not_applicable,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,4483858003501102895,detector_pair__dee17e56766e82a422071d43__ordinary_control,detector_pair__dee17e56766e82a422071d43,revision_v1_primary_v2_payload_fidelity_v2__e9a822b5d58ce1bcdcdf,casual_weekend_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__265bd4a39ba98aa43ff31568,entropy_pair__f2afdf3e77d71d87b80ed56e,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,hmac_sha256_hex,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,41,revision_v1_hmac_sha256_hex_041,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,1040809738649478330,detector_pair__b4a015522958dd53ea2520d1__ordinary_control,detector_pair__b4a015522958dd53ea2520d1,revision_v1_primary_v2_payload_fidelity_v2__ca67f9e198921c920973,casual_hobby_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__2692a4d9c7261af43b08ee6f,entropy_pair__c5adc20a8b5d154a113994d1,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,aes256_gcm_base64,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_aes256_gcm_base64_003,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,8326871869441379585,detector_pair__e40bcbb97184d726b16d1e7a__rankcloak,detector_pair__e40bcbb97184d726b16d1e7a,revision_v1_primary_v2_payload_fidelity_v2__1c0b8181531d3f5ae101,forum_learning_answer,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__26a2e1767cc902ddef9d2541,entropy_pair__dec900c583a7412af42d7bff,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,nonce_96_bit_hex,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_nonce_96_bit_hex_041,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,4659553674569515450,detector_pair__6c016a801d1fd2be592e1ffd__rankcloak,detector_pair__6c016a801d1fd2be592e1ffd,revision_v1_primary_v2_payload_fidelity_v2__0d468d89a60bcb694238,professional_process_email,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__26bb8e1208013414f7e01006,entropy_pair__78b9fc0a6fa66a5f361d6b0b,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,aes256_gcm_base64,ascii_b16,nonseg_ascii_b16,explain_everyday_system,3,revision_v1_aes256_gcm_base64_003,ungated,not_applicable,1,rankcloak,new_ordinary_rankcloak_gate_disabled,planned_new_generation,True,1472870266119862981,detector_pair__12a609c03d4628f08a57f9f5__rankcloak,detector_pair__12a609c03d4628f08a57f9f5,revision_v1_primary_v2_payload_fidelity_v2__3b60553697eb66858f10,forum_learning_answer,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__27163b4c1106b17f9b1aedf0,entropy_pair__677bbd2ebe3d4816ad333af4,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,token_128_bit_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_token_128_bit_hex_003,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,3219846142007528457,detector_pair__648ea046d17daefd5b2300c2__rankcloak,detector_pair__648ea046d17daefd5b2300c2,revision_v1_primary_v2_payload_fidelity_v2__36870ea4b105dc1a3b91,professional_schedule_note,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__27187cd3b640cb170ef0ce1e,entropy_pair__34228de88633ee0d3bbeb2cb,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,uuid_v4,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_uuid_v4_041,ungated,not_applicable,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,4722301388243984788,detector_pair__1ad1f82f366be9b8bf8e9df9__ordinary_control,detector_pair__1ad1f82f366be9b8bf8e9df9,revision_v1_primary_v2_payload_fidelity_v2__286e676f4910a6a47837,explain_weather_pattern,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__272a29b24fd7b736daab2be8,entropy_pair__05a20bdcbd25cedaaf5ae6c3,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,sha256_hex,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,41,revision_v1_sha256_hex_041,ungated,not_applicable,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,9090237708088838536,detector_pair__396ee307fd5d5e6eeee050c3__ordinary_control,detector_pair__396ee307fd5d5e6eeee050c3,revision_v1_primary_v2_payload_fidelity_v2__ace98c8b358fcf0f4119,explain_weather_pattern,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__27a969b520adacb444bd447c,entropy_pair__78965194ddab84b99ba07981,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,sha256_hex,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_sha256_hex_003,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,4907455463502679639,detector_pair__6bcdb3fe7a481a5cece58cb3__rankcloak,detector_pair__6bcdb3fe7a481a5cece58cb3,revision_v1_primary_v2_payload_fidelity_v2__b64df0dafa71cbefc64d,procedure_simple_meal,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__27c17357e4b6e48dd94261c9,entropy_pair__34d75a11ee47f2bb665f5b3e,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,ed25519_signature_base64,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_ed25519_signature_base64_041,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,4524781138989631209,detector_pair__5045b4eb5dae30bae069ee90__rankcloak,detector_pair__5045b4eb5dae30bae069ee90,revision_v1_primary_v2_payload_fidelity_v2__c6e445789a8ae0b6a35a,forum_practical_answer,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__27d137efc838eb6821fac4d6,entropy_pair__dec900c583a7412af42d7bff,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,nonce_96_bit_hex,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_nonce_96_bit_hex_041,moderate,model_clean_development_entropy_quantile_0.50,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,1090625847888476864,detector_pair__6c016a801d1fd2be592e1ffd__ordinary_control,detector_pair__6c016a801d1fd2be592e1ffd,revision_v1_primary_v2_payload_fidelity_v2__0d468d89a60bcb694238,professional_process_email,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__27df186847b7933fea69ad89,entropy_pair__9c38c0c3bb9391662dadd83f,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,hmac_sha256_hex,ascii_b16,nonseg_ascii_b16,explain_everyday_system,3,revision_v1_hmac_sha256_hex_003,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,3021794885552343819,detector_pair__03dbb4de5657901c65eca3e7__rankcloak,detector_pair__03dbb4de5657901c65eca3e7,revision_v1_primary_v2_payload_fidelity_v2__7a27e0e8210fc7a69d1e,explain_biological_process,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__287acffef8eb1d7dc29f8db2,entropy_pair__4f4637f55c1e2747946294a5,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,hmac_sha256_hex,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,41,revision_v1_hmac_sha256_hex_041,moderate,model_clean_development_entropy_quantile_0.50,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,570920965471524431,detector_pair__1e5921ca8aa7266dc1bef21a__ordinary_control,detector_pair__1e5921ca8aa7266dc1bef21a,revision_v1_primary_v2_payload_fidelity_v2__e927af16e89df6791d3a,forum_practical_answer,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__291807eed1d81f459dd1c381,entropy_pair__2f0cc859c02bd59ac90c9a77,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,uuid_v4,ascii_b16,nonseg_ascii_b16,professional_project_update,41,revision_v1_uuid_v4_041,moderate,model_clean_development_entropy_quantile_0.50,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,1641068880090617406,detector_pair__1ad1f82f366be9b8bf8e9df9__ordinary_control,detector_pair__1ad1f82f366be9b8bf8e9df9,revision_v1_primary_v2_payload_fidelity_v2__286e676f4910a6a47837,explain_weather_pattern,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__295c00aeea6ec3d37a98e7e1,entropy_pair__6ec4cf14df2b6ec19f9cec4a,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,uuid_v4,direct_subword,direct_subword_calgacus,professional_project_update,41,revision_v1_uuid_v4_041,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,6226619872518237551,detector_pair__e31e154224d73c0f783600bf__ordinary_control,detector_pair__e31e154224d73c0f783600bf,revision_v1_primary_v2_payload_fidelity_v2__c6a235109d00b433fd39,narrative_learning_moment,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__297eba793ac1d3a56d252c08,entropy_pair__5f4dc426ad039b15d65488e9,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,uuid_v4,direct_subword,direct_subword_calgacus,professional_project_update,41,revision_v1_uuid_v4_041,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,910782900882454415,detector_pair__b5c1cd84c678a55bde41e06e__ordinary_control,detector_pair__b5c1cd84c678a55bde41e06e,revision_v1_primary_v2_payload_fidelity_v2__af6f64b7114f399a4f01,explain_weather_pattern,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__298d9ed0bc2d1d5ee1dabad3,entropy_pair__9029348eb666eb88def781b6,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,nonce_96_bit_hex,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_nonce_96_bit_hex_003,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,810516587419265349,detector_pair__98dcb0694c053773e693b758__rankcloak,detector_pair__98dcb0694c053773e693b758,revision_v1_primary_v2_payload_fidelity_v2__c4da5dfea94c634dbe60,professional_schedule_note,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__29e5d5187c4e1b519953eb8c,entropy_pair__adaa096b1136df1d8afed747,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,uuid_v4,direct_subword,direct_subword_calgacus,professional_project_update,41,revision_v1_uuid_v4_041,ungated,not_applicable,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,1649453205462781936,detector_pair__b5c1cd84c678a55bde41e06e__ordinary_control,detector_pair__b5c1cd84c678a55bde41e06e,revision_v1_primary_v2_payload_fidelity_v2__af6f64b7114f399a4f01,explain_weather_pattern,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__2a485890f33bdfcc935c4e9d,entropy_pair__5bb49dd850a9b1be126ed6c0,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,sha256_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_sha256_hex_003,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,2267184977705629952,detector_pair__e6336590c32d5906155ef854__ordinary_control,detector_pair__e6336590c32d5906155ef854,revision_v1_primary_v2_payload_fidelity_v2__4824010e40a51e03ded5,procedure_simple_meal,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__2ad64bb190a6a5675e7b71ae,entropy_pair__58a5ff29b0aeb9b46eb2524f,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,sha256_hex,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,41,revision_v1_sha256_hex_041,moderate,model_clean_development_entropy_quantile_0.50,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,343385930910143200,detector_pair__396ee307fd5d5e6eeee050c3__ordinary_control,detector_pair__396ee307fd5d5e6eeee050c3,revision_v1_primary_v2_payload_fidelity_v2__ace98c8b358fcf0f4119,explain_weather_pattern,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__2b5e682d0007193b56249891,entropy_pair__9142dafcc11173271920232d,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,hmac_sha256_hex,ascii_b16,nonseg_ascii_b16,explain_everyday_system,3,revision_v1_hmac_sha256_hex_003,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,6885650997983114458,detector_pair__022a17e29dc4a2ef4bfa7855__rankcloak,detector_pair__022a17e29dc4a2ef4bfa7855,revision_v1_primary_v2_payload_fidelity_v2__59faf020d634f1007c1c,casual_weekend_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__2b86aa4ed59116052213bb94,entropy_pair__bbf1e52b786006bcc00ab2d7,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,sha256_hex,ascii_b16,nonseg_ascii_b16,explain_everyday_system,3,revision_v1_sha256_hex_003,moderate,model_clean_development_entropy_quantile_0.50,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,3226438851510080290,detector_pair__8094198879f5908c9d57a7a0__ordinary_control,detector_pair__8094198879f5908c9d57a7a0,revision_v1_primary_v2_payload_fidelity_v2__fa3c2e3087bb30496362,narrative_local_walk,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__2bb0747dd66e4fba3e79f600,entropy_pair__dfc47a026cc04a1b1b86c56a,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,token_128_bit_hex,direct_subword,direct_subword_calgacus,professional_project_update,41,revision_v1_token_128_bit_hex_041,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,8220567313393263538,detector_pair__cf9047462973c402d5e3dfbc__ordinary_control,detector_pair__cf9047462973c402d5e3dfbc,revision_v1_primary_v2_payload_fidelity_v2__9eb75ed819cd43245940,narrative_learning_moment,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__2bece0e1360bf09ce242d68d,entropy_pair__172ade1c04e463a7d34ba1c7,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,nonce_96_bit_hex,hex_nibble,nonseg_hex_nibble_b16,explain_everyday_system,3,revision_v1_nonce_96_bit_hex_003,moderate,model_clean_development_entropy_quantile_0.50,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,9066662850110310811,detector_pair__dee17e56766e82a422071d43__rankcloak,detector_pair__dee17e56766e82a422071d43,revision_v1_primary_v2_payload_fidelity_v2__e9a822b5d58ce1bcdcdf,casual_weekend_chat,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__2c6f666d8a38d926300cd780,entropy_pair__8b600938ff8e626a7f908ecb,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,nonce_96_bit_hex,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_nonce_96_bit_hex_003,ungated,not_applicable,1,rankcloak,new_ordinary_rankcloak_gate_disabled,planned_new_generation,True,1671828359343399867,detector_pair__98dcb0694c053773e693b758__rankcloak,detector_pair__98dcb0694c053773e693b758,revision_v1_primary_v2_payload_fidelity_v2__c4da5dfea94c634dbe60,professional_schedule_note,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__2d7ffb35a11f28222e177c98,entropy_pair__5684746ac5b7e907706bcaec,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,aes256_gcm_base64,ascii_b16,nonseg_ascii_b16,explain_everyday_system,3,revision_v1_aes256_gcm_base64_003,moderate,model_clean_development_entropy_quantile_0.50,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,1344870847163410705,detector_pair__417efb0288f2e0aeb3dcfde3__ordinary_control,detector_pair__417efb0288f2e0aeb3dcfde3,revision_v1_primary_v2_payload_fidelity_v2__0f7c316ed789244d569b,narrative_local_walk,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__2e1fe4589f7843b3ff3af724,entropy_pair__bc20f3a1e8e87f9716e88e84,entropy_gated_rankcloak,qwen2_5_7b_instruct_q4_k_m,Q4_K_M,chacha20_poly1305_base64,direct_subword,direct_subword_calgacus,explain_everyday_system,3,revision_v1_chacha20_poly1305_base64_003,strict,model_clean_development_entropy_quantile_0.75,1,rankcloak,entropy_gated_rankcloak,planned_new_generation,True,6719060082319984943,detector_pair__b2295ef40fb19e2f527d8214__rankcloak,detector_pair__b2295ef40fb19e2f527d8214,revision_v1_primary_v2_payload_fidelity_v2__b20a994b2b488eacd05c,narrative_local_walk,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,not_applicable_rankcloak
entropy_trial__2e471b1e10373d3c2e24f24c,entropy_pair__9ce7a77c0d03641b8907b48e,entropy_gated_rankcloak,mistral_7b_instruct_v0_3_q4_k_m,Q4_K_M,token_128_bit_hex,hex_nibble,nonseg_hex_nibble_b16,professional_project_update,41,revision_v1_token_128_bit_hex_041,ungated,not_applicable,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,1793908784904547741,detector_pair__85828bc28cb1c0d8de4b2fa4__ordinary_control,detector_pair__85828bc28cb1c0d8de4b2fa4,revision_v1_primary_v2_payload_fidelity_v2__81e592f8d1b6f5cc6a5b,narrative_learning_moment,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
entropy_trial__2e63e9f9713600ef011d8451,entropy_pair__f1b67ceb47b0cb9dca69fc46,entropy_gated_rankcloak,llama3_8b_instruct_q4_k_m,Q4_K_M,uuid_v4,direct_subword,direct_subword_calgacus,professional_project_update,41,revision_v1_uuid_v4_041,strict,model_clean_development_entropy_quantile_0.75,0,ordinary_control,new_length_matched_ordinary_control,planned_new_generation,True,1230714137823345812,detector_pair__82105847e066f2b70ac859e8__ordinary_control,detector_pair__82105847e066f2b70ac859e8,revision_v1_primary_v2_payload_fidelity_v2__b16a7693f50a1ad1ff87,procedure_home_task,False,v2_prompt_template_differs_or_gate_is_enabled,,,min_context_allowance_or_6x_ungated_forced_length,paired_ungated_payload_span_token_count,match_realized_rankcloak_full_token_count
