evidence_status,study_phase,model_id,protocol_variant,prompt_category,payload_class,replay_mode,transformation_id,mitigation_id,protocol_contract_revision,result_schema_revision,text_view,outcome,analysis_unit,mean,standard_deviation,median,n_payloads,bootstrap_resamples_requested,ci_low,ci_high,bootstrap_resamples_valid,confidence_level,view,hardware_id
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.6666666666666666,,0.6666666666666666,1,100,0.6666666666666666,0.6666666666666666,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.6666666666666666,,0.6666666666666666,1,100,0.6666666666666666,0.6666666666666666,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.6666666666666666,,0.6666666666666666,1,100,0.6666666666666666,0.6666666666666666,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,sha256_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.9552238805970148,,0.9552238805970148,1,100,0.9552238805970148,0.9552238805970148,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,sha256_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.9552238805970148,,0.9552238805970148,1,100,0.9552238805970148,0.9552238805970148,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,sha256_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.9552238805970148,,0.9552238805970148,1,100,0.9552238805970148,0.9552238805970148,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.8707482993197279,,0.8707482993197279,1,100,0.8707482993197279,0.8707482993197279,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.8707482993197279,,0.8707482993197279,1,100,0.8707482993197279,0.8707482993197279,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,factual_explanatory,token_128_bit_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.8707482993197279,,0.8707482993197279,1,100,0.8707482993197279,0.8707482993197279,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,forum_question_answer,sha256_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.3478260869565217,,0.3478260869565217,1,100,0.3478260869565217,0.3478260869565217,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,forum_question_answer,sha256_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.3478260869565217,,0.3478260869565217,1,100,0.3478260869565217,0.3478260869565217,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,forum_question_answer,sha256_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.3478260869565217,,0.3478260869565217,1,100,0.3478260869565217,0.3478260869565217,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.6857142857142857,,0.6857142857142857,1,100,0.6857142857142857,0.6857142857142857,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.6857142857142857,,0.6857142857142857,1,100,0.6857142857142857,0.6857142857142857,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.6857142857142857,,0.6857142857142857,1,100,0.6857142857142857,0.6857142857142857,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,recipe_procedure,token_128_bit_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,4.0,,4.0,1,100,4.0,4.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,recipe_procedure,token_128_bit_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,4.0,,4.0,1,100,4.0,4.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,recipe_procedure,token_128_bit_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,4.0,,4.0,1,100,4.0,4.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,token_128_bit_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.8707482993197279,,0.8707482993197279,1,100,0.8707482993197279,0.8707482993197279,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,token_128_bit_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.8707482993197279,,0.8707482993197279,1,100,0.8707482993197279,0.8707482993197279,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,token_128_bit_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.8707482993197279,,0.8707482993197279,1,100,0.8707482993197279,0.8707482993197279,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,7.757575757575758,,7.757575757575758,1,100,7.757575757575758,7.757575757575758,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,7.757575757575758,,7.757575757575758,1,100,7.757575757575758,7.757575757575758,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,casual_conversation,ed25519_signature_base64,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,7.757575757575758,,7.757575757575758,1,100,7.757575757575758,7.757575757575758,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,forum_question_answer,chacha20_poly1305_base64,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,3.0,,3.0,1,100,3.0,3.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,forum_question_answer,chacha20_poly1305_base64,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,3.0,,3.0,1,100,3.0,3.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,forum_question_answer,chacha20_poly1305_base64,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,3.0,,3.0,1,100,3.0,3.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,1.3333333333333333,,1.3333333333333333,1,100,1.3333333333333333,1.3333333333333333,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,1.3333333333333333,,1.3333333333333333,1,100,1.3333333333333333,1.3333333333333333,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,professional_communication,uuid_v4,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,1.3333333333333333,,1.3333333333333333,1,100,1.3333333333333333,1.3333333333333333,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,token_128_bit_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,4.0,,4.0,1,100,4.0,4.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,token_128_bit_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,4.0,,4.0,1,100,4.0,4.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,recipe_procedure,token_128_bit_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,4.0,,4.0,1,100,4.0,4.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.6666666666666666,,0.6666666666666666,1,100,0.6666666666666666,0.6666666666666666,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.6666666666666666,,0.6666666666666666,1,100,0.6666666666666666,0.6666666666666666,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,casual_conversation,nonce_96_bit_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.6666666666666666,,0.6666666666666666,1,100,0.6666666666666666,0.6666666666666666,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,hmac_sha256_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.3849624060150376,,0.3849624060150376,1,100,0.3849624060150376,0.3849624060150376,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,hmac_sha256_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.3849624060150376,,0.3849624060150376,1,100,0.3849624060150376,0.3849624060150376,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,hmac_sha256_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.3849624060150376,,0.3849624060150376,1,100,0.3849624060150376,0.3849624060150376,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.2666666666666666,,0.2666666666666666,1,100,0.2666666666666666,0.2666666666666666,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.2666666666666666,,0.2666666666666666,1,100,0.2666666666666666,0.2666666666666666,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,factual_explanatory,nonce_96_bit_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.2666666666666666,,0.2666666666666666,1,100,0.2666666666666666,0.2666666666666666,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,token_128_bit_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.9481481481481482,,0.9481481481481482,1,100,0.9481481481481482,0.9481481481481482,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,token_128_bit_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.9481481481481482,,0.9481481481481482,1,100,0.9481481481481482,0.9481481481481482,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,forum_question_answer,token_128_bit_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.9481481481481482,,0.9481481481481482,1,100,0.9481481481481482,0.9481481481481482,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.8888888888888888,,0.8888888888888888,1,100,0.8888888888888888,0.8888888888888888,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.8888888888888888,,0.8888888888888888,1,100,0.8888888888888888,0.8888888888888888,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,personal_narrative_blog,nonce_96_bit_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.8888888888888888,,0.8888888888888888,1,100,0.8888888888888888,0.8888888888888888,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,professional_communication,nonce_96_bit_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.3076923076923077,,0.3076923076923077,1,100,0.3076923076923077,0.3076923076923077,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,professional_communication,nonce_96_bit_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.3076923076923077,,0.3076923076923077,1,100,0.3076923076923077,0.3076923076923077,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,professional_communication,nonce_96_bit_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.3076923076923077,,0.3076923076923077,1,100,0.3076923076923077,0.3076923076923077,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,recipe_procedure,sha256_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,4.0,,4.0,1,100,4.0,4.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,recipe_procedure,sha256_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,4.0,,4.0,1,100,4.0,4.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,recipe_procedure,sha256_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,4.0,,4.0,1,100,4.0,4.0,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,sha256_hex,detokenized_text_retokenized,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.5765765765765766,,0.5765765765765766,1,100,0.5765765765765766,0.5765765765765766,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,sha256_hex,greedy_leadin_regeneration,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.5765765765765766,,0.5765765765765766,1,100,0.5765765765765766,0.5765765765765766,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,personal_narrative_blog,sha256_hex,saved_token_ids,unmodified,none,payload_fidelity_v2,payload_aware_result_v2,,effective_payload_rate,payload,0.5765765765765766,,0.5765765765765766,1,100,0.5765765765765766,0.5765765765765766,0,0.95,,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,ed25519_signature_base64,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,92.15592307692307,,92.15592307692307,1,100,92.15592307692307,92.15592307692307,0,0.95,full_message,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,92.5408455882353,,92.5408455882353,1,100,92.5408455882353,92.5408455882353,0,0.95,forced_span,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,casual_conversation,sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,86.35058455565145,,86.35058455565145,1,100,86.35058455565145,86.35058455565145,0,0.95,full_message,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,41.60424242424244,,41.60424242424244,1,100,41.60424242424244,41.60424242424244,0,0.95,forced_span,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,80.89736585365856,,80.89736585365856,1,100,80.89736585365856,80.89736585365856,0,0.95,full_message,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,token_128_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,71.58195402298851,,71.58195402298851,1,100,71.58195402298851,71.58195402298851,0,0.95,forced_span,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,factual_explanatory,token_128_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,75.11861842105263,,75.11861842105263,1,100,75.11861842105263,75.11861842105263,0,0.95,full_message,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,aes256_gcm_base64,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,64.38273948598132,,64.38273948598132,1,100,64.38273948598132,64.38273948598132,0,0.95,full_message,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,94.30000000000001,,94.30000000000001,1,100,94.30000000000001,94.30000000000001,0,0.95,forced_span,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,forum_question_answer,nonce_96_bit_hex,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,74.9189734848485,,74.9189734848485,1,100,74.9189734848485,74.9189734848485,0,0.95,full_message,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,hmac_sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,60.69028248587571,,60.69028248587571,1,100,60.69028248587571,60.69028248587571,0,0.95,forced_span,
exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,llama3_8b_instruct_q4_k_m,ordinary_llm_control,personal_narrative_blog,hmac_sha256_hex,,,,payload_fidelity_v2,payload_aware_result_v2,,flesch_reading_ease_heuristic,payload,70.2923908523909,,70.2923908523909,1,100,70.2923908523909,70.2923908523909,0,0.95,full_message,
