outcome,factor,level_first,level_second,analysis_unit,comparison_design,n_payloads_first,n_payloads_second,n_payloads_overlap,n_payloads_paired,mean_first,mean_second,mean_difference,mean_difference_ci_low,mean_difference_ci_high,confidence_level,bootstrap_unit,bootstrap_design,bootstrap_resamples,bootstrap_resamples_valid,primary_inference,inference_role,inferential_p_value_supported,view_scope,evidence_status_scope,study_phase_scope,protocol_contract_revision_scope,result_schema_revision_scope,effect_type,hedges_g,p_value_raw,test,p_value_holm,p_value_bh
surface_flag_total,protocol_variant,nonseg_ascii_b8,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,1.6666666666666667,1.0,0.6666666666666667,0.33333333333333326,1.0,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,1.306394529484362,0.18350341907227388,welch_t,1.0,0.619791015174287
surface_flag_total,protocol_variant,nonseg_ascii_b8,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,1.6666666666666667,1.3571428571428572,0.30952380952380953,-0.37023809523809514,1.0035714285714274,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.305397919843011,0.5017738179171181,welch_t,1.0,0.6986964355711044
surface_flag_total,protocol_variant,nonseg_ascii_b8,segmented_hex_single_topic,payload,independent_payload,3,3,0,0,1.6666666666666667,2.0,-0.33333333333333326,-4.0,2.0,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.10738496883424387,0.8838211128250111,welch_t,1.0,0.9280121684662617
surface_flag_total,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_multi_topic,payload,partially_overlapping_payload,3,14,2,0,1.0,1.3571428571428572,-0.3571428571428572,-0.8571428571428572,0.10365259740259711,0.95,payload,payload_cluster_partial_overlap,100,94,False,descriptive_exploratory_pairwise,False,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.3611617653582598,,unsupported_partial_payload_overlap,,
surface_flag_total,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_single_topic,payload,partially_overlapping_payload,3,3,2,0,1.0,2.0,-1.0,-5.0,1.0,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.3265986323710905,,unsupported_partial_payload_overlap,,
surface_flag_total,protocol_variant,segmented_hex_multi_topic,segmented_hex_single_topic,payload,partially_overlapping_payload,14,3,2,0,1.3571428571428572,2.0,-0.6428571428571428,-4.663333333333333,1.8442307692307682,0.95,payload,payload_cluster_partial_overlap,100,95,False,descriptive_exploratory_pairwise,False,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.3873836392974308,,unsupported_partial_payload_overlap,,
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,nonseg_ascii_b16,payload,independent_payload,3,3,0,0,0.008691342471983285,0.034829249636958146,-0.026137907164974862,-0.048004708909684224,-0.0001536085465970666,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.1463109061986496,0.16137508474556428,welch_t,1.0,0.619791015174287
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,nonseg_ascii_b8,payload,independent_payload,3,3,0,0,0.008691342471983285,0.05337293065891766,-0.04468158818693438,-0.07221109750482263,-0.01715207886904613,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.4430438515298958,0.11849480988532805,welch_t,1.0,0.5926568351047266
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,0.008691342471983285,0.047913580091108306,-0.03922223761912502,-0.06320710854248487,-0.01916559309514889,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.9194260553736584,0.043665928677327666,welch_t,1.0,0.34914159876329715
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,0.008691342471983285,0.14603361549787777,-0.1373422730258945,-0.16935384523103636,-0.10048975547199246,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-2.056469699033742,6.4704851405556596e-06,welch_t,0.0013588018795166884,0.0013588018795166884
tfidf_prompt_similarity,protocol_variant,direct_subword_calgacus,segmented_hex_single_topic,payload,independent_payload,3,3,0,0,0.008691342471983285,0.13328862651903006,-0.12459728404704677,-0.24610575156978362,-0.039357673002751316,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.1462398939546963,0.21766374679808567,welch_t,1.0,0.619791015174287
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,nonseg_ascii_b8,payload,independent_payload,3,3,0,0,0.034829249636958146,0.05337293065891766,-0.018543681021959517,-0.049981804077466455,0.013469945096671522,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.5529731024650125,0.45162842366965045,welch_t,1.0,0.6521900925068553
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,0.034829249636958146,0.047913580091108306,-0.01308433045415016,-0.03685983559512673,0.004615424113946502,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.5417154365707141,0.4548811263249169,welch_t,1.0,0.6521900925068553
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,0.034829249636958146,0.14603361549787777,-0.11120436586091963,-0.15168831162212318,-0.07847024973005375,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.6592654031213296,0.00026999750458032783,welch_t,0.05642947845728852,0.028349737980934424
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b16,segmented_hex_single_topic,payload,independent_payload,3,3,0,0,0.034829249636958146,0.13328862651903006,-0.09845937688207192,-0.18470105720940774,0.00711243870817589,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.8994927670855435,0.2959746456694638,welch_t,1.0,0.6215467559058739
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b8,nonseg_hex_nibble_b16,payload,independent_payload,3,3,0,0,0.05337293065891766,0.047913580091108306,0.005459350567809357,-0.028702598622894447,0.03769609796978174,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.17075435653597207,0.8100657592452692,welch_t,1.0,0.8768753063995182
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b8,segmented_hex_multi_topic,payload,independent_payload,3,14,0,0,0.05337293065891766,0.14603361549787777,-0.09266068483896012,-0.14571728142678497,-0.044436229533328486,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.3699585769458786,0.009036024764591637,welch_t,1.0,0.1459665538895572
tfidf_prompt_similarity,protocol_variant,nonseg_ascii_b8,segmented_hex_single_topic,payload,independent_payload,3,3,0,0,0.05337293065891766,0.13328862651903006,-0.0799156958601124,-0.17943051895252168,0.019023624169172762,0.95,payload,independent_payload,100,100,False,descriptive_exploratory_pairwise,True,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.717070944735477,0.3750921487167921,welch_t,1.0,0.647857251607143
tfidf_prompt_similarity,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_multi_topic,payload,partially_overlapping_payload,3,14,2,0,0.047913580091108306,0.14603361549787777,-0.09812003540676947,-0.1340464707184784,-0.05736256140017326,0.95,payload,payload_cluster_partial_overlap,100,95,False,descriptive_exploratory_pairwise,False,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-1.4672062685899259,,unsupported_partial_payload_overlap,,
tfidf_prompt_similarity,protocol_variant,nonseg_hex_nibble_b16,segmented_hex_single_topic,payload,partially_overlapping_payload,3,3,2,0,0.047913580091108306,0.13328862651903006,-0.08537504642792176,-0.22488566017673894,0.027654031900092482,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.7833116031082666,,unsupported_partial_payload_overlap,,
tfidf_prompt_similarity,protocol_variant,segmented_hex_multi_topic,segmented_hex_single_topic,payload,partially_overlapping_payload,14,3,2,0,0.14603361549787777,0.13328862651903006,0.01274498897884771,-0.12932431377381448,0.12916184241359957,0.95,payload,payload_cluster_partial_overlap,100,95,False,descriptive_exploratory_pairwise,False,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.15650523250624188,,unsupported_partial_payload_overlap,,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,partially_overlapping_payload,8,7,3,0,59.403603065167744,55.37813940121506,4.025463663952685,-17.705938708340486,23.494753626828732,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.11924357505395343,,unsupported_partial_payload_overlap,,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,8,8,2,0,59.403603065167744,56.822155035211594,2.5814480299561495,-31.803827071254826,24.78214491585046,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.08792790347269289,,unsupported_partial_payload_overlap,,
flesch_reading_ease_heuristic,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,7,8,3,0,55.37813940121506,56.822155035211594,-1.4440156339965355,-19.36362830092525,18.886279183461387,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.06638950381561186,,unsupported_partial_payload_overlap,,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,partially_overlapping_payload,8,7,3,0,0.007206192821956378,0.01046511627906978,-0.0032589234571134013,-0.02204957135219766,0.007582717160641326,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.20284018842902898,,unsupported_partial_payload_overlap,,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,8,8,2,0,0.007206192821956378,0.023022328548644347,-0.01581613572668797,-0.04114755246266136,0.005762337662337662,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.5289181802958339,,unsupported_partial_payload_overlap,,
repeated_bigram_fraction,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,7,8,3,0,0.01046511627906978,0.023022328548644347,-0.012557212269574567,-0.04844436614204056,0.016976107850228107,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.3771458244064825,,unsupported_partial_payload_overlap,,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,partially_overlapping_payload,8,7,3,0,1.625,0.8571428571428571,0.7678571428571429,0.1334821428571429,1.5374999999999994,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.8817850876193483,,unsupported_partial_payload_overlap,,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,8,8,2,0,1.625,0.875,0.75,0.24624999999999997,1.764583333333333,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.8969369363386676,,unsupported_partial_payload_overlap,,
surface_flag_total,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,7,8,3,0,0.8571428571428571,0.875,-0.017857142857142905,-0.415,0.3827272727272724,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.0460429198307622,,unsupported_partial_payload_overlap,,
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,partially_overlapping_payload,8,7,3,0,0.06339366589991215,0.05397136446117945,0.009422301438732697,-0.04196096574543852,0.06080813881401836,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.18782049225991188,,unsupported_partial_payload_overlap,,
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,8,8,2,0,0.06339366589991215,0.08937449838796382,-0.025980832488051678,-0.06253183563642273,0.01088393684850878,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.6832806589590221,,unsupported_partial_payload_overlap,,
tfidf_prompt_similarity,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,7,8,3,0,0.05397136446117945,0.08937449838796382,-0.035403133926784375,-0.07497613754733666,0.013000737473761943,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.8623705762543928,,unsupported_partial_payload_overlap,,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,partially_overlapping_payload,12,11,5,0,55.1126704563354,45.44568859563341,9.666981860701988,-7.845081744977449,28.817570741177782,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.39497828210844527,,unsupported_partial_payload_overlap,,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,12,12,3,0,55.1126704563354,40.828124946829206,14.284545509506195,-6.954841105971248,34.69656007189331,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.6332135626100733,,unsupported_partial_payload_overlap,,
flesch_reading_ease_heuristic,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,11,12,4,0,45.44568859563341,40.828124946829206,4.617563648804207,-16.845850025514597,28.973739685464825,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.18018018148334497,,unsupported_partial_payload_overlap,,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,partially_overlapping_payload,12,11,5,0,0.0007936507936507908,0.0025321034545125716,-0.0017384526608617808,-0.005717931010931562,0.0018225108225108145,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.37173241353021325,,unsupported_partial_payload_overlap,,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,12,12,3,0,0.0007936507936507908,0.0007440476190476164,4.960317460317443e-05,-0.0017841360028859959,0.00222042663219133,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.017972639783964073,,unsupported_partial_payload_overlap,,
repeated_bigram_fraction,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,11,12,4,0,0.0025321034545125716,0.0007440476190476164,0.0017880558354649552,-0.0014880952380952328,0.005655625234776083,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.38693138964703816,,unsupported_partial_payload_overlap,,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,partially_overlapping_payload,12,11,5,0,3.4166666666666665,2.1818181818181817,1.2348484848484849,-0.4175,2.8732517482517475,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.5609155619719787,,unsupported_partial_payload_overlap,,
surface_flag_total,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,12,12,3,0,3.4166666666666665,2.1666666666666665,1.25,0.16476648351648387,2.4601107226107217,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.6468658949275737,,unsupported_partial_payload_overlap,,
surface_flag_total,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,11,12,4,0,2.1818181818181817,2.1666666666666665,0.015151515151515138,-1.1415034965034965,1.4585081585081578,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.011596734921721004,,unsupported_partial_payload_overlap,,
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,partially_overlapping_payload,12,11,5,0,0.060911165131250666,0.03568208306176007,0.025229082069490594,-0.0002770393808530623,0.04774241844940038,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.7703532563328607,,unsupported_partial_payload_overlap,,
tfidf_prompt_similarity,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,12,12,3,0,0.060911165131250666,0.043900868288520245,0.01701029684273042,-0.00988854252330109,0.04046181278684489,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.49380882869411974,,unsupported_partial_payload_overlap,,
tfidf_prompt_similarity,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,11,12,4,0,0.03568208306176007,0.043900868288520245,-0.008218785226760172,-0.023139293200101704,0.005081422244169655,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,forced_span,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,smoke_v3_exploratory,payload_fidelity_v2,payload_aware_result_v2,mean_difference,-0.37006785033751444,,unsupported_partial_payload_overlap,,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,partially_overlapping_payload,12,11,5,0,70.11924045896622,64.1582432009191,5.960997258047115,-5.209224634969024,18.955170226027423,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.3904853187026199,,unsupported_partial_payload_overlap,,
flesch_reading_ease_heuristic,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,12,12,3,0,70.11924045896622,52.608255938739354,17.510984520226863,5.000041654313095,28.15932567602505,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,1.0924523803790849,,unsupported_partial_payload_overlap,,
flesch_reading_ease_heuristic,model_id,mistral_7b_instruct_v0_3_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,11,12,4,0,64.1582432009191,52.608255938739354,11.549987262179748,-2.7428874657885203,24.013723658629374,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.7265358840845015,,unsupported_partial_payload_overlap,,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,mistral_7b_instruct_v0_3_q4_k_m,payload,partially_overlapping_payload,12,11,5,0,0.09085572242140845,0.06002712275693514,0.030828599664473308,-0.013913798534724024,0.0888521775275726,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.4178598704886346,,unsupported_partial_payload_overlap,,
repeated_bigram_fraction,model_id,llama3_8b_instruct_q4_k_m,qwen2_5_7b_instruct_q4_k_m,payload,partially_overlapping_payload,12,12,3,0,0.09085572242140845,0.046712712311719584,0.044143010109688866,-0.013727855747084669,0.11609048069813672,0.95,payload,payload_cluster_partial_overlap,100,100,False,descriptive_exploratory_pairwise,False,full_message,exploratory_smoke_v3_payload_fidelity_v2_not_for_confirmatory_pooling,ordinary_llm_control_smoke_v3,payload_fidelity_v2,payload_aware_result_v2,mean_difference,0.5631344722430245,,unsupported_partial_payload_overlap,,
