codec_id,control_id,evidence_status,label,language,model_id,pair_id,payload_class,payload_group_id,preprocess_schema_version,prompt_category,prompt_template_id,protocol_variant,representation_name,row_id,source_trial_id,view,normalized_text_sha256,dedup_cluster_id,partition,generation_study,evaluation_id,study_source,gate_level,quantization,plan_id,experimental_cell_id
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__78dafcf9d5a36b7b4991,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4bb2ab67f68748218cf6db20,aes256_gcm_base64,revision_v1_aes256_gcm_base64_024,2.0,casual_conversation,casual_hobby_chat,nonseg_ascii_b8,ascii_b8,detector_pair__4bb2ab67f68748218cf6db20__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__efa0c7bd6dfd044400c2,full_message,c954d09095227ed3826f7d127af3f8ea2af28b0bc268e95022e156250ef8b2af,locked-dedup-cluster-1faeac26a4e77e13b8350697,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__e091ca61accd89a46c8f,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__4bc756e804c58464e7c22862,uuid_v4,revision_v1_uuid_v4_010,2.0,personal_narrative_blog,narrative_local_walk,nonseg_ascii_b8,ascii_b8,detector_pair__4bc756e804c58464e7c22862__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__5a1a981563968aa566c7,full_message,4abcc61749b24419bfc38390a854994172119eb8eea207078ff82adb1b550727,locked-dedup-cluster-a518c0db7bd9dc8b2ff3b50a,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__e091ca61accd89a46c8f,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__4bc756e804c58464e7c22862,uuid_v4,revision_v1_uuid_v4_010,2.0,personal_narrative_blog,narrative_local_walk,nonseg_ascii_b8,ascii_b8,detector_pair__4bc756e804c58464e7c22862__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__5a1a981563968aa566c7,full_message,593ae972fa5068285709a27ba8663d2948ec1150936dc0e9101f85e4d6e82a71,locked-dedup-cluster-a518c0db7bd9dc8b2ff3b50a,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__3e5f6220aad7a5540367,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4bd3d61348666539344b44bc,aes256_gcm_base64,revision_v1_aes256_gcm_base64_025,2.0,professional_communication,professional_schedule_note,nonseg_ascii_b8,ascii_b8,detector_pair__4bd3d61348666539344b44bc__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__578e0b169f361be8aa5c,full_message,a3f7e09d1ff9db535c9a9d6185836c36bc5fa9076ef75eba690d20a8a5de2ba0,locked-dedup-cluster-897bd4c0922eb43a17664a25,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__3e5f6220aad7a5540367,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4bd3d61348666539344b44bc,aes256_gcm_base64,revision_v1_aes256_gcm_base64_025,2.0,professional_communication,professional_schedule_note,nonseg_ascii_b8,ascii_b8,detector_pair__4bd3d61348666539344b44bc__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__578e0b169f361be8aa5c,full_message,ee67ea7303a9b560b9057e5fb8d89daa27d20b9c0ec2249ba2db89a025a72c64,locked-dedup-cluster-897bd4c0922eb43a17664a25,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__c85797477751755c8cfb,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__4bdf7e99d566904f293cfbda,hmac_sha256_hex,revision_v1_hmac_sha256_hex_021,2.0,personal_narrative_blog,narrative_local_walk,segmented_hex_single_topic,hex_nibble,detector_pair__4bdf7e99d566904f293cfbda__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__bc05d3dd088de6282e1e,full_message,6824ab7dbc7fb2b79409f4122ec359030b261244becfe1a2a951cd1cf98dcff8,locked-dedup-cluster-7dd65f82d64ca3f657bccc38,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__c85797477751755c8cfb,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__4bdf7e99d566904f293cfbda,hmac_sha256_hex,revision_v1_hmac_sha256_hex_021,2.0,personal_narrative_blog,narrative_local_walk,segmented_hex_single_topic,hex_nibble,detector_pair__4bdf7e99d566904f293cfbda__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__bc05d3dd088de6282e1e,full_message,10c3f1222987eaa8fc4f332ce91141cabf4610d97895555801e26a50e198b880,locked-dedup-cluster-7dd65f82d64ca3f657bccc38,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__236337cfa1b56dfb6ae0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4be0fff84131ad7f992a49eb,ed25519_signature_base64,revision_v1_ed25519_signature_base64_035,2.0,professional_communication,professional_schedule_note,direct_subword_calgacus,direct_subword,detector_pair__4be0fff84131ad7f992a49eb__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__86951fd805e5a10b022c,full_message,edfaf8f2d79d49d8aba25196633b019597c13bfa6353a8a207d852ce85aebd79,locked-dedup-cluster-15c72e9e7a44d0d2aa787f2d,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__236337cfa1b56dfb6ae0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4be0fff84131ad7f992a49eb,ed25519_signature_base64,revision_v1_ed25519_signature_base64_035,2.0,professional_communication,professional_schedule_note,direct_subword_calgacus,direct_subword,detector_pair__4be0fff84131ad7f992a49eb__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__86951fd805e5a10b022c,full_message,044666a57b85f25ff2220c176797f31d7b9e724c94e1ba11fd4781a5b80ffb20,locked-dedup-cluster-15c72e9e7a44d0d2aa787f2d,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__8d88045c98b0b5a547e9,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__4be1360cadcacfce3a523426,hmac_sha256_hex,revision_v1_hmac_sha256_hex_051,2.0,personal_narrative_blog,narrative_small_discovery,nonseg_ascii_b8,ascii_b8,detector_pair__4be1360cadcacfce3a523426__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__bcc9d7c2109dfc0a2f45,full_message,c4b5fb863dd6cfe4f075a4ad0f4fb3268e749cc1b06530c074b946edaf5a3799,locked-dedup-cluster-df5a565df542d50b304df667,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__8d88045c98b0b5a547e9,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__4be1360cadcacfce3a523426,hmac_sha256_hex,revision_v1_hmac_sha256_hex_051,2.0,personal_narrative_blog,narrative_small_discovery,nonseg_ascii_b8,ascii_b8,detector_pair__4be1360cadcacfce3a523426__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__bcc9d7c2109dfc0a2f45,full_message,0e5dcb5f82eb3163c7fe6d6d23478d96711638f77c437a0389e2f1f64bb7e7f9,locked-dedup-cluster-df5a565df542d50b304df667,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__19fd236617f16e3e59b6,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__4be268a10ea58df70725adfd,sha256_hex,revision_v1_sha256_hex_056,2.0,personal_narrative_blog,narrative_learning_moment,segmented_hex_multi_topic,hex_nibble,detector_pair__4be268a10ea58df70725adfd__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__c6caefc48374f14a2a44,full_message,f4fc3b98362558087cda2fa718024b056c8864dab8a399b1dad97f3179c3420f,locked-dedup-cluster-48d7da6cd06bde46d05aad3f,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__19fd236617f16e3e59b6,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__4be268a10ea58df70725adfd,sha256_hex,revision_v1_sha256_hex_056,2.0,personal_narrative_blog,narrative_learning_moment,segmented_hex_multi_topic,hex_nibble,detector_pair__4be268a10ea58df70725adfd__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__c6caefc48374f14a2a44,full_message,507af5691ef76af5028dc4165facb7c2971953e549dea4ea622ecfae22abf0a5,locked-dedup-cluster-48d7da6cd06bde46d05aad3f,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__d894c0b31e508d9a1f3b,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__4beb2dffcfccf004440d9714,chacha20_poly1305_base64,revision_v1_chacha20_poly1305_base64_035,2.0,factual_explanatory,explain_biological_process,nonseg_ascii_b8,ascii_b8,detector_pair__4beb2dffcfccf004440d9714__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__d1158b1482e30a6d9313,full_message,f661c6df4f0422248b646e1dd5c333389a25c50de384d110909fb31e3667f5a8,locked-dedup-cluster-14033d311aabb429c68455ab,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__d894c0b31e508d9a1f3b,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__4beb2dffcfccf004440d9714,chacha20_poly1305_base64,revision_v1_chacha20_poly1305_base64_035,2.0,factual_explanatory,explain_biological_process,nonseg_ascii_b8,ascii_b8,detector_pair__4beb2dffcfccf004440d9714__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__d1158b1482e30a6d9313,full_message,72f61604044d78943f8e1bfa9f67000970c72943ee5dbe4ae9cb4b5c5fad3033,locked-dedup-cluster-14033d311aabb429c68455ab,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__70ea70dbed0a1e003992,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4beceb09732bcf2316b81289,sha256_hex,revision_v1_sha256_hex_033,2.0,personal_narrative_blog,narrative_small_discovery,direct_subword_calgacus,direct_subword,detector_pair__4beceb09732bcf2316b81289__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__977eae404769b3c3b4cc,full_message,249fa3e9907486ed8048c315795da9857217c0c89a5ae171a7177e6f62d2adbf,locked-dedup-cluster-53ddb375f906007b9492f105,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__70ea70dbed0a1e003992,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4beceb09732bcf2316b81289,sha256_hex,revision_v1_sha256_hex_033,2.0,personal_narrative_blog,narrative_small_discovery,direct_subword_calgacus,direct_subword,detector_pair__4beceb09732bcf2316b81289__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__977eae404769b3c3b4cc,full_message,77cd12c7ce5e624a5ea7b9fc60cb8f7a77478f7de40ed546bc10fc42a2945956,locked-dedup-cluster-53ddb375f906007b9492f105,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__a305d2f8667110ea61ec,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4bf629e642bd662fbeaed173,chacha20_poly1305_base64,revision_v1_chacha20_poly1305_base64_021,2.0,personal_narrative_blog,narrative_local_walk,direct_subword_calgacus,direct_subword,detector_pair__4bf629e642bd662fbeaed173__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__92b9b977e550c5b1bde8,full_message,c182dede55fe3d7d5a241a13aec313798a3df7ff5274a7100828f5c67a6c6cba,locked-dedup-cluster-78148862add6c3b623760083,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__a305d2f8667110ea61ec,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4bf629e642bd662fbeaed173,chacha20_poly1305_base64,revision_v1_chacha20_poly1305_base64_021,2.0,personal_narrative_blog,narrative_local_walk,direct_subword_calgacus,direct_subword,detector_pair__4bf629e642bd662fbeaed173__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__92b9b977e550c5b1bde8,full_message,ff25aac17f0d1cbca3b2705215d04c9aa173c6735ec14a0122f7fb66577f809e,locked-dedup-cluster-78148862add6c3b623760083,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__5db82afdd8e4297c84bb,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__4c063cbb2f2dfa3c4f2a07aa,hmac_sha256_hex,revision_v1_hmac_sha256_hex_017,2.0,casual_conversation,casual_weekend_chat,nonseg_ascii_b16,ascii_b16,detector_pair__4c063cbb2f2dfa3c4f2a07aa__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__d905f9fcbbb332e00d1f,full_message,2aa38c523dc8f4b347bb5760fbd63cd73c31feaaeae7a76f35960a635570fb19,locked-dedup-cluster-55a3420c3cf18c5d482392ab,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__5db82afdd8e4297c84bb,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__4c063cbb2f2dfa3c4f2a07aa,hmac_sha256_hex,revision_v1_hmac_sha256_hex_017,2.0,casual_conversation,casual_weekend_chat,nonseg_ascii_b16,ascii_b16,detector_pair__4c063cbb2f2dfa3c4f2a07aa__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__d905f9fcbbb332e00d1f,full_message,e94edd8d7c9aac1ba8f9134c751fd2867249ca980079111057c153b793f85df0,locked-dedup-cluster-55a3420c3cf18c5d482392ab,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__0ba5fd5203650a1b1c58,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4c083f14fc2820d2ae8b36c6,ed25519_signature_base64,revision_v1_ed25519_signature_base64_027,2.0,factual_explanatory,explain_weather_pattern,nonseg_ascii_b16,ascii_b16,detector_pair__4c083f14fc2820d2ae8b36c6__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__2e506a80fcfefa01aa39,full_message,1b8a290a85fea605b373236974cbca2f71273e3ce921feaee039f4aaee629557,locked-dedup-cluster-9b8e2659fd534e6fb2b81afc,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__0ba5fd5203650a1b1c58,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4c083f14fc2820d2ae8b36c6,ed25519_signature_base64,revision_v1_ed25519_signature_base64_027,2.0,factual_explanatory,explain_weather_pattern,nonseg_ascii_b16,ascii_b16,detector_pair__4c083f14fc2820d2ae8b36c6__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__2e506a80fcfefa01aa39,full_message,e7ccc7af8826f109ee6bb43e588d94364e7e9d33927a78e99b4956afa0b6814b,locked-dedup-cluster-9b8e2659fd534e6fb2b81afc,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__1cdf0c77b0189d52784a,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4c0939e0df618886ca0d7a1d,hmac_sha256_hex,revision_v1_hmac_sha256_hex_048,2.0,forum_question_answer,forum_purchase_advice,nonseg_ascii_b16,ascii_b16,detector_pair__4c0939e0df618886ca0d7a1d__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__613e917972239bb85ead,full_message,dc880b00c5b0b261ccc6429ecc6956f6e015008e0931a27c6eb565a443a3a2a4,locked-dedup-cluster-867b2f4c828e3e0523487402,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__1cdf0c77b0189d52784a,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4c0939e0df618886ca0d7a1d,hmac_sha256_hex,revision_v1_hmac_sha256_hex_048,2.0,forum_question_answer,forum_purchase_advice,nonseg_ascii_b16,ascii_b16,detector_pair__4c0939e0df618886ca0d7a1d__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__613e917972239bb85ead,full_message,4562da0f0e0990618a437f32cd8d7f5881c9659a2133262ab20d98637c398c04,locked-dedup-cluster-867b2f4c828e3e0523487402,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__afade946c92a37b44e15,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4c3068cfcd76e5b48395b925,aes256_gcm_base64,revision_v1_aes256_gcm_base64_000,2.0,casual_conversation,casual_weekend_chat,nonseg_ascii_b16,ascii_b16,detector_pair__4c3068cfcd76e5b48395b925__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__33a7e0d8cf6a42d3d93f,full_message,929e27785d9dbf251aaa841b33ae3cd8094ef5ec2c99e58af43f78e9af487bfa,locked-dedup-cluster-847d23bf1ef334bb559efd28,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__afade946c92a37b44e15,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4c3068cfcd76e5b48395b925,aes256_gcm_base64,revision_v1_aes256_gcm_base64_000,2.0,casual_conversation,casual_weekend_chat,nonseg_ascii_b16,ascii_b16,detector_pair__4c3068cfcd76e5b48395b925__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__33a7e0d8cf6a42d3d93f,full_message,7648f93c71820927ed32c30ecd7636f766192b8f71326f3b9aacaaa0cb03d1cd,locked-dedup-cluster-847d23bf1ef334bb559efd28,validation,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__fd82f54dda216990646e,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__4c4e4f71a74b681d6ef2ac83,token_128_bit_hex,revision_v1_token_128_bit_hex_022,2.0,professional_communication,professional_project_update,direct_subword_calgacus,direct_subword,detector_pair__4c4e4f71a74b681d6ef2ac83__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__e66b7b412f2ed3d2f91a,full_message,ba357566a0034dedee0234799ede660312a94884d6e1b44ff1e3743d89ef5931,locked-dedup-cluster-b588499ee699b84cf02c0a82,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__fd82f54dda216990646e,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__4c4e4f71a74b681d6ef2ac83,token_128_bit_hex,revision_v1_token_128_bit_hex_022,2.0,professional_communication,professional_project_update,direct_subword_calgacus,direct_subword,detector_pair__4c4e4f71a74b681d6ef2ac83__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__e66b7b412f2ed3d2f91a,full_message,9ea9e9a8caaa968912c88ec55fc08bd13ca34c3ef79910aaa2ea74010f333db5,locked-dedup-cluster-b588499ee699b84cf02c0a82,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__03760e40f25f99f44a13,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__4c559958caeb3c2a34e4defd,sha256_hex,revision_v1_sha256_hex_005,2.0,professional_communication,professional_process_email,nonseg_ascii_b8,ascii_b8,detector_pair__4c559958caeb3c2a34e4defd__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__3d7fe08308ef1bac17aa,full_message,c8428211f706b3574b92bbef13fed8448150a037fbb798dc835303a039c8387b,locked-dedup-cluster-9a0bd04c9a8c93220ac5f651,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__03760e40f25f99f44a13,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__4c559958caeb3c2a34e4defd,sha256_hex,revision_v1_sha256_hex_005,2.0,professional_communication,professional_process_email,nonseg_ascii_b8,ascii_b8,detector_pair__4c559958caeb3c2a34e4defd__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__3d7fe08308ef1bac17aa,full_message,a8063b0d20bf885bd3fe2b17ce675b91937597fc0dea987d52d52df37543cc1e,locked-dedup-cluster-9a0bd04c9a8c93220ac5f651,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__707d006b80036df99da6,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__4c67f62688e399efde9d060b,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_014,2.0,personal_narrative_blog,narrative_local_walk,segmented_hex_single_topic,hex_nibble,detector_pair__4c67f62688e399efde9d060b__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__cb021808f29142c560ab,forced_span,b33da4393b7063cd4012dd97043a44ca9851e424af970faab7025887b6db7fe6,locked-dedup-cluster-35392cac93c5f9b5bfbab99c,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__707d006b80036df99da6,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__4c67f62688e399efde9d060b,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_014,2.0,personal_narrative_blog,narrative_local_walk,segmented_hex_single_topic,hex_nibble,detector_pair__4c67f62688e399efde9d060b__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__cb021808f29142c560ab,forced_span,74a8ef22f1ab537378bcca4faf043017ed89018571a8775fec9d991e0140724e,locked-dedup-cluster-35392cac93c5f9b5bfbab99c,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__2b562a82ce2122f581f7,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__4c7715fb4b93f3abfe6f03e7,hmac_sha256_hex,revision_v1_hmac_sha256_hex_058,2.0,factual_explanatory,explain_everyday_system,segmented_hex_multi_topic,hex_nibble,detector_pair__4c7715fb4b93f3abfe6f03e7__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__01bf2b3a104ecfac76ba,full_message,d058f92b04f88abfc85ca7468898bc3cfbd71c763a6753e749c48e96557fbc1f,locked-dedup-cluster-8e2517efc5b5e889502e61a2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__2b562a82ce2122f581f7,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__4c7715fb4b93f3abfe6f03e7,hmac_sha256_hex,revision_v1_hmac_sha256_hex_058,2.0,factual_explanatory,explain_everyday_system,segmented_hex_multi_topic,hex_nibble,detector_pair__4c7715fb4b93f3abfe6f03e7__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__01bf2b3a104ecfac76ba,full_message,5c96322b5fa3c021a6d9e92c7e7254e8222991e28fb777032ae1ad6ab3939b57,locked-dedup-cluster-8e2517efc5b5e889502e61a2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,
