row_id,pair_id,payload_group_id,normalized_text_sha256,dedup_cluster_id,partition,label,model_id,codec_id,payload_class,prompt_template_id
detector_pair__238d5d1cc4671d9981518a1e__ordinary_control,detector_pair__238d5d1cc4671d9981518a1e,revision_v1_token_128_bit_hex_054,3eb5daf05bc28b272acd14d0390ceeb004266bec2f749cf7c1620ec9e3c346d3,dedup-cluster-c588a294c6263bec1e8ad56d,validation,0,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,narrative_local_walk
detector_pair__238d5d1cc4671d9981518a1e__rankcloak,detector_pair__238d5d1cc4671d9981518a1e,revision_v1_token_128_bit_hex_054,d57dd0ef9b8d9bf99f31a21be93d844e58317de544bc766ff53c71bf25dcb5a8,dedup-cluster-c588a294c6263bec1e8ad56d,validation,1,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,narrative_local_walk
detector_pair__23915c8def154acbdd5d0ecf__ordinary_control,detector_pair__23915c8def154acbdd5d0ecf,revision_v1_token_128_bit_hex_041,3f7a7f75124e86023fc4c9cb1bdaf0671ac9b77880ccc9d70cc87ea688f11967,dedup-cluster-35b6105f6e012664ee7fb95a,train,0,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,forum_practical_answer
detector_pair__23915c8def154acbdd5d0ecf__rankcloak,detector_pair__23915c8def154acbdd5d0ecf,revision_v1_token_128_bit_hex_041,2396043ac8ce8e4ecd6bfe155114bf5aab927c8e500fab1f730412c1bbf4c9c8,dedup-cluster-35b6105f6e012664ee7fb95a,train,1,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,forum_practical_answer
detector_pair__23922c08f44749db23d63b03__ordinary_control,detector_pair__23922c08f44749db23d63b03,revision_v1_nonce_96_bit_hex_032,f286377894a83bc86704b28d4c947c5dfd4aeb4821c4eb6d33d8f06547291deb,dedup-cluster-530f7a325b417a884b1be200,test,0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,explain_biological_process
detector_pair__23922c08f44749db23d63b03__rankcloak,detector_pair__23922c08f44749db23d63b03,revision_v1_nonce_96_bit_hex_032,6004ed1edc11fa37beaf29c20a845027d62b6043ffdba2bf334c257cdfb86aef,dedup-cluster-530f7a325b417a884b1be200,test,1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_multi_topic,nonce_96_bit_hex,explain_biological_process
detector_pair__2394559f525a075b7e1e9c7a__ordinary_control,detector_pair__2394559f525a075b7e1e9c7a,revision_v1_hmac_sha256_hex_009,7ebdbec98abe91716399c3a49a4d0824e3777163719d7a0d92ac3b79cd27368e,dedup-cluster-f1630cf66c55bafe664639a5,test,0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,explain_weather_pattern
detector_pair__2394559f525a075b7e1e9c7a__rankcloak,detector_pair__2394559f525a075b7e1e9c7a,revision_v1_hmac_sha256_hex_009,5c18577e3b701e11e79041c88912e31c91924b17adce480fbb590d47d02344b6,dedup-cluster-f1630cf66c55bafe664639a5,test,1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,explain_weather_pattern
detector_pair__23988b8a948f0cf6b0516987__ordinary_control,detector_pair__23988b8a948f0cf6b0516987,revision_v1_sha256_hex_041,e19f58d440bdaf0e07b1379836c00ac4b0986e81d52cc2f1357b4b14a0710419,dedup-cluster-a70c2199fe9757fc3a965e41,test,0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,sha256_hex,casual_hobby_chat
detector_pair__23988b8a948f0cf6b0516987__rankcloak,detector_pair__23988b8a948f0cf6b0516987,revision_v1_sha256_hex_041,e4f5da70dfcc280a0f29989d3910b98e25c46a9d8efdf5ae1e3c237a3f158101,dedup-cluster-a70c2199fe9757fc3a965e41,test,1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,sha256_hex,casual_hobby_chat
detector_pair__239fa5584e5d8a4c7df300ec__ordinary_control,detector_pair__239fa5584e5d8a4c7df300ec,revision_v1_token_128_bit_hex_054,10f496e141969f03f43bf7991e98acc02b952688b29244b0d4f1472d8953c5e1,dedup-cluster-c588a294c6263bec1e8ad56d,validation,0,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,procedure_simple_meal
detector_pair__239fa5584e5d8a4c7df300ec__rankcloak,detector_pair__239fa5584e5d8a4c7df300ec,revision_v1_token_128_bit_hex_054,fc14d807810e1b4e9fa6bdb5e814f86e230d7670a4a4a915e9b91330a13fe0d5,dedup-cluster-c588a294c6263bec1e8ad56d,validation,1,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,procedure_simple_meal
detector_pair__239fb0b02485b4d84f3131d8__ordinary_control,detector_pair__239fb0b02485b4d84f3131d8,revision_v1_hmac_sha256_hex_007,46739d2d16b629d1561d65b8439f141d0cbb9af0b8000c49eb8bf82376d71a62,dedup-cluster-b4868d042705cc3b15a3b091,train,0,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,procedure_simple_meal
detector_pair__239fb0b02485b4d84f3131d8__rankcloak,detector_pair__239fb0b02485b4d84f3131d8,revision_v1_hmac_sha256_hex_007,646803486bc0bfd5be0da46662f4bf61baab968a2f407a54b286fb9d2d5c7f15,dedup-cluster-b4868d042705cc3b15a3b091,train,1,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,procedure_simple_meal
detector_pair__23a5e50c782675ca41d5f4ff__ordinary_control,detector_pair__23a5e50c782675ca41d5f4ff,revision_v1_token_128_bit_hex_011,dc625238b5c5cf1a6b83de45febc733946939d264d45e519909bfb709cbfabe2,dedup-cluster-65013d8ab56fb66bbe2528d5,train,0,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,procedure_garden_task
detector_pair__23a5e50c782675ca41d5f4ff__rankcloak,detector_pair__23a5e50c782675ca41d5f4ff,revision_v1_token_128_bit_hex_011,1f5de629387683df737021c5a43c9ee507e29701c95eb7b26e6734b8381a7c1e,dedup-cluster-65013d8ab56fb66bbe2528d5,train,1,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,token_128_bit_hex,procedure_garden_task
detector_pair__23a62a980f782b57ed85b620__ordinary_control,detector_pair__23a62a980f782b57ed85b620,revision_v1_hmac_sha256_hex_011,97e1a796c5534f5d38a9c8c22226571aaa2cfd32ddef3a55be55c15cc2c51de7,dedup-cluster-8b36378c961acd2644813ff5,train,0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,professional_project_update
detector_pair__23a62a980f782b57ed85b620__rankcloak,detector_pair__23a62a980f782b57ed85b620,revision_v1_hmac_sha256_hex_011,e4ebb82ea91fdb74e2ee2d71385cbf794c9bd43c8a8caf70b4a9a914321c2c00,dedup-cluster-8b36378c961acd2644813ff5,train,1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,professional_project_update
detector_pair__23aa479d9d53f171fdbb3627__ordinary_control,detector_pair__23aa479d9d53f171fdbb3627,revision_v1_chacha20_poly1305_base64_047,757632b202bfcdd001bbfc609e13bf3d2154993a5cd8db4b97b0a57a7b9bea68,dedup-cluster-6011fbb5ee1115e93ddfe3e1,validation,0,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,explain_everyday_system
detector_pair__23aa479d9d53f171fdbb3627__rankcloak,detector_pair__23aa479d9d53f171fdbb3627,revision_v1_chacha20_poly1305_base64_047,f491540cf9816bad399a76ca6a4b45acc2d1be316771c5f1cc0d77ae35200326,dedup-cluster-6011fbb5ee1115e93ddfe3e1,validation,1,llama3_8b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,explain_everyday_system
detector_pair__23b05e7bd1e6a08c265dd615__ordinary_control,detector_pair__23b05e7bd1e6a08c265dd615,revision_v1_hmac_sha256_hex_041,a7c3aa7ccadbe8ae34f56df8d12f01be1d7fcb61ad658ffb87c7eda93adaa0f2,dedup-cluster-c8f97f89526ce497f8474833,train,0,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,casual_hobby_chat
detector_pair__23b05e7bd1e6a08c265dd615__rankcloak,detector_pair__23b05e7bd1e6a08c265dd615,revision_v1_hmac_sha256_hex_041,1b066721f21bc6db99648e399e0825b045ee21a8493aa0359d4933aa05f64082,dedup-cluster-c8f97f89526ce497f8474833,train,1,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,hmac_sha256_hex,casual_hobby_chat
detector_pair__23b7d7c73628a4425592f309__ordinary_control,detector_pair__23b7d7c73628a4425592f309,revision_v1_hmac_sha256_hex_057,c0bd77c91fb3a35f88a0a0dcc49ec1423da963aae21566333bed88775aa462f8,dedup-cluster-a0ec330801b891c994a313b8,test,0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hmac_sha256_hex,casual_weekend_chat
detector_pair__23b7d7c73628a4425592f309__rankcloak,detector_pair__23b7d7c73628a4425592f309,revision_v1_hmac_sha256_hex_057,b638c0b2824725d6ef093fb7465ead9a2e27d018a04d2d740ad2dc64bfa3a5fa,dedup-cluster-a0ec330801b891c994a313b8,test,1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,hmac_sha256_hex,casual_weekend_chat
detector_pair__23baac4011808ad0f5a58cd3__ordinary_control,detector_pair__23baac4011808ad0f5a58cd3,revision_v1_sha256_hex_055,ea8eed1cf4dd40d20737a36b4cfd6e716447821b47ee2aae62649b55299b6733,dedup-cluster-3550b9941e44ba053c139eaa,test,0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,sha256_hex,procedure_garden_task
detector_pair__23baac4011808ad0f5a58cd3__rankcloak,detector_pair__23baac4011808ad0f5a58cd3,revision_v1_sha256_hex_055,4300d39a629919b8a50dfa743756f7b085abd60e6edda013c0b7fca02c902635,dedup-cluster-3550b9941e44ba053c139eaa,test,1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,sha256_hex,procedure_garden_task
detector_pair__23cdedc1a145b1dda9ab97e3__ordinary_control,detector_pair__23cdedc1a145b1dda9ab97e3,revision_v1_uuid_v4_022,d72aa361a65ec45263c4a6f9d24ec2360bfefcee9cd680ceebdeae4f0df9ffb6,dedup-cluster-10e3c842a989d98c8ff753d6,train,0,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,forum_purchase_advice
detector_pair__23cdedc1a145b1dda9ab97e3__rankcloak,detector_pair__23cdedc1a145b1dda9ab97e3,revision_v1_uuid_v4_022,37b56dd0400a505c4da602dc4ebbfbf0d0536cbd26ecaa03ad4b4776fef1e35a,dedup-cluster-10e3c842a989d98c8ff753d6,train,1,llama3_8b_instruct_q4_k_m,direct_subword_calgacus,uuid_v4,forum_purchase_advice
detector_pair__23cff20994dfd4f4895fa199__ordinary_control,detector_pair__23cff20994dfd4f4895fa199,revision_v1_sha256_hex_032,bc9450d9bbb3bc19214ccc068ba85a10aea301a5cce0de1c6947febd52c09ebe,dedup-cluster-172137bb97b31f4b7db6b7ae,train,0,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,sha256_hex,forum_learning_answer
detector_pair__23cff20994dfd4f4895fa199__rankcloak,detector_pair__23cff20994dfd4f4895fa199,revision_v1_sha256_hex_032,904e64c1b3ffa904069528a6e83ad74d4971e83c1fdba0fe494837525b79d8b5,dedup-cluster-172137bb97b31f4b7db6b7ae,train,1,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,sha256_hex,forum_learning_answer
detector_pair__23e008da9ad36ac9c3e5413e__ordinary_control,detector_pair__23e008da9ad36ac9c3e5413e,revision_v1_ed25519_signature_base64_007,00c13d4adbdcd109ff85239751fb142a6af23eda678525729f0283dd0158e6d2,dedup-cluster-60d0df848b633a552e7a097a,test,0,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,procedure_simple_meal
detector_pair__23e008da9ad36ac9c3e5413e__rankcloak,detector_pair__23e008da9ad36ac9c3e5413e,revision_v1_ed25519_signature_base64_007,39c39941cef02e6e7e0b20658bd66b8b9679489d1e29bbbed20cbd6224d97f68,dedup-cluster-60d0df848b633a552e7a097a,test,1,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,procedure_simple_meal
detector_pair__23e7a0312fff5a73a856eb96__ordinary_control,detector_pair__23e7a0312fff5a73a856eb96,revision_v1_token_128_bit_hex_016,21e8c415c34ffbd77eb0924d5068a3af699d80bc58070170cc1547f51baa3fd4,dedup-cluster-55acd2f82bdb2dd6b130330f,train,0,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,forum_practical_answer
detector_pair__23e7a0312fff5a73a856eb96__rankcloak,detector_pair__23e7a0312fff5a73a856eb96,revision_v1_token_128_bit_hex_016,0530155080e4a94ab45fb381c6f3c820235026ca6d8599b223822395a0a32863,dedup-cluster-55acd2f82bdb2dd6b130330f,train,1,qwen2_5_7b_instruct_q4_k_m,segmented_hex_single_topic,token_128_bit_hex,forum_practical_answer
detector_pair__23e845a8c58aac628001e591__ordinary_control,detector_pair__23e845a8c58aac628001e591,revision_v1_sha256_hex_011,2cb8db8529979668f77e18e74c6cb8a53fa3b7bd0df7ff76f712a81b145c905b,dedup-cluster-158163f6d98ce5c7077c5cb3,train,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,sha256_hex,professional_project_update
detector_pair__23e845a8c58aac628001e591__rankcloak,detector_pair__23e845a8c58aac628001e591,revision_v1_sha256_hex_011,99676fcae0e512140ce42aa4e5eebb0603a6d0c21510adc150ef0f1de823864f,dedup-cluster-158163f6d98ce5c7077c5cb3,train,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,sha256_hex,professional_project_update
detector_pair__23ea6d18d116f639a7425fa5__ordinary_control,detector_pair__23ea6d18d116f639a7425fa5,revision_v1_aes256_gcm_base64_017,cec0427c26ce663aeef6de7e73060ef775b1b73ecf1a7250f2258e99e681788e,dedup-cluster-ee651c23ddd2a906d2d2aae4,train,0,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,casual_weekend_chat
detector_pair__23ea6d18d116f639a7425fa5__rankcloak,detector_pair__23ea6d18d116f639a7425fa5,revision_v1_aes256_gcm_base64_017,35c6e2f6252d282b94b8ed5fbd8826ff32c49809271379ca64527821a66d28e1,dedup-cluster-ee651c23ddd2a906d2d2aae4,train,1,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,aes256_gcm_base64,casual_weekend_chat
detector_pair__23f29cf2d8e2335a1e667cce__ordinary_control,detector_pair__23f29cf2d8e2335a1e667cce,revision_v1_hmac_sha256_hex_012,a9aa88e38ab99a05ead1ce67c2a6d4f14981f8cf35e82d8ebc23889309e0de0f,dedup-cluster-5ae1b95f0332b244ff08dd13,train,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,procedure_garden_task
detector_pair__23f29cf2d8e2335a1e667cce__rankcloak,detector_pair__23f29cf2d8e2335a1e667cce,revision_v1_hmac_sha256_hex_012,d249e7b9b1799c168762b75facf5290a710c4d91331da2130ba0016bf7c170cf,dedup-cluster-5ae1b95f0332b244ff08dd13,train,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,hmac_sha256_hex,procedure_garden_task
detector_pair__23f8c57101e7c5310ab1e286__ordinary_control,detector_pair__23f8c57101e7c5310ab1e286,revision_v1_hmac_sha256_hex_017,06b2e2676dbad14621e3656b6dc15092d5b5a58fe3bb7600e4ba39baffeaa0d1,dedup-cluster-55a3420c3cf18c5d482392ab,train,0,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,professional_schedule_note
detector_pair__23f8c57101e7c5310ab1e286__rankcloak,detector_pair__23f8c57101e7c5310ab1e286,revision_v1_hmac_sha256_hex_017,ae7a65852bb4c71da26f255fdcf0b8ffc35b0b3952ad00e044e7e5be593a2018,dedup-cluster-55a3420c3cf18c5d482392ab,train,1,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,hmac_sha256_hex,professional_schedule_note
detector_pair__24023edb5b8b2cc577405c49__ordinary_control,detector_pair__24023edb5b8b2cc577405c49,revision_v1_token_128_bit_hex_018,8543913c5c84439da3afbd88a77614342fa8a252303c26467deb965f8fa84d75,dedup-cluster-afab6230c1418ff1dd46ebf0,train,0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,token_128_bit_hex,explain_biological_process
detector_pair__24023edb5b8b2cc577405c49__rankcloak,detector_pair__24023edb5b8b2cc577405c49,revision_v1_token_128_bit_hex_018,d7ac1695d5f5eb924882ed6fe8ff32a6de12811e725d0a43e325d9d4a35557e3,dedup-cluster-afab6230c1418ff1dd46ebf0,train,1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,token_128_bit_hex,explain_biological_process
detector_pair__2409cfc2d9c87e968bddd779__ordinary_control,detector_pair__2409cfc2d9c87e968bddd779,revision_v1_aes256_gcm_base64_016,55c3d1d428b3ba53f59dc9f79d32e072d98c057689b770c657cb2d64092ce4ff,dedup-cluster-6fa6c069ce75963f9386e415,test,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,explain_weather_pattern
detector_pair__2409cfc2d9c87e968bddd779__rankcloak,detector_pair__2409cfc2d9c87e968bddd779,revision_v1_aes256_gcm_base64_016,738c8c20594ceea03e48dfd1e4755a5839aec704bb75c273f417124940848ecd,dedup-cluster-6fa6c069ce75963f9386e415,test,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,explain_weather_pattern
detector_pair__240f6f5ae7d6fb6732952b20__ordinary_control,detector_pair__240f6f5ae7d6fb6732952b20,revision_v1_nonce_96_bit_hex_001,5cd3e6000906ef4c47718ebc65eec489a2937505844c4449d404bb66b9f2c1cd,dedup-cluster-4c7d81d9bc771045be64324c,validation,0,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,procedure_garden_task
detector_pair__240f6f5ae7d6fb6732952b20__rankcloak,detector_pair__240f6f5ae7d6fb6732952b20,revision_v1_nonce_96_bit_hex_001,74b4bc49f52a5a60c1a2434a8ced02790c0959737b085d646b01670ceea46085,dedup-cluster-4c7d81d9bc771045be64324c,validation,1,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,procedure_garden_task
detector_pair__2415e3d63cab4933f2222f09__ordinary_control,detector_pair__2415e3d63cab4933f2222f09,revision_v1_token_128_bit_hex_053,063c69412a171e64e74e6a94c62b4b19842b40c16c95f272a8d60b93b4c7b23c,dedup-cluster-fc358ef7970903b2c06d3c6e,train,0,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,procedure_simple_meal
detector_pair__2415e3d63cab4933f2222f09__rankcloak,detector_pair__2415e3d63cab4933f2222f09,revision_v1_token_128_bit_hex_053,ff59210b8b585c2edd9938a58c6e973ac6a105c1c35d9857c1691c7da5663ff2,dedup-cluster-fc358ef7970903b2c06d3c6e,train,1,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,token_128_bit_hex,procedure_simple_meal
detector_pair__24197b6415d411faf67e7a1c__ordinary_control,detector_pair__24197b6415d411faf67e7a1c,revision_v1_ed25519_signature_base64_016,ec37f48b2c25b635d4e87bf5a62668cce03530dbc8d89311269204204203fc3e,dedup-cluster-45b84fe75a137171236cd725,train,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,professional_process_email
detector_pair__24197b6415d411faf67e7a1c__rankcloak,detector_pair__24197b6415d411faf67e7a1c,revision_v1_ed25519_signature_base64_016,8147cd39d27f30b2bf621ef868156eca282c25a1c9a65f5dd8866cbc1da12edf,dedup-cluster-45b84fe75a137171236cd725,train,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,professional_process_email
detector_pair__241a73ff4bb5eabd4500f08f__ordinary_control,detector_pair__241a73ff4bb5eabd4500f08f,revision_v1_ed25519_signature_base64_053,ac8a6ce4d3f8b546bd04080d9fce105cad61f29cdbe6f8a33237e1221c64e554,dedup-cluster-96928faedd40703b8bea346c,train,0,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,forum_learning_answer
detector_pair__241a73ff4bb5eabd4500f08f__rankcloak,detector_pair__241a73ff4bb5eabd4500f08f,revision_v1_ed25519_signature_base64_053,bf948b77702a045ef1193fad0d4e41edd002562b27469858bd81b9180a391ef1,dedup-cluster-96928faedd40703b8bea346c,train,1,mistral_7b_instruct_v0_3_q4_k_m,direct_subword_calgacus,ed25519_signature_base64,forum_learning_answer
detector_pair__241b819074c8c3c917b8e333__ordinary_control,detector_pair__241b819074c8c3c917b8e333,revision_v1_hmac_sha256_hex_039,d48d14b0a892c2b927a826abe6be10309220a3689051c606fe365027db3df072,dedup-cluster-db4aabf02590b0cf6f175c04,train,0,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,explain_biological_process
detector_pair__241b819074c8c3c917b8e333__rankcloak,detector_pair__241b819074c8c3c917b8e333,revision_v1_hmac_sha256_hex_039,dce1f39c0fa00454d25b09cfa427e107c012a834d5e46c67c27fcde8b4959420,dedup-cluster-db4aabf02590b0cf6f175c04,train,1,qwen2_5_7b_instruct_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,explain_biological_process
detector_pair__241de3fde1b0dade4e846826__ordinary_control,detector_pair__241de3fde1b0dade4e846826,revision_v1_hmac_sha256_hex_002,f33aad1f36bac0ee8ecf526da69e72545a36c95ce2b9781e05828967b96a6f8f,dedup-cluster-bc80f11627f8a2a6e36ab871,train,0,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,hmac_sha256_hex,procedure_home_task
detector_pair__241de3fde1b0dade4e846826__rankcloak,detector_pair__241de3fde1b0dade4e846826,revision_v1_hmac_sha256_hex_002,af82b47f309fa2777018db3e5319561f135f71fed3a26c5943b654418fda6d44,dedup-cluster-bc80f11627f8a2a6e36ab871,train,1,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,hmac_sha256_hex,procedure_home_task
detector_pair__24210caac877d8768e916913__ordinary_control,detector_pair__24210caac877d8768e916913,revision_v1_hmac_sha256_hex_038,25fd5c9a9ee3606e22f71b2fed4505351653f441d6e823ef803dbd07da0857be,dedup-cluster-dd1fe22faa326c7d9a397feb,train,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,explain_weather_pattern
detector_pair__24210caac877d8768e916913__rankcloak,detector_pair__24210caac877d8768e916913,revision_v1_hmac_sha256_hex_038,cde65f57d216053088343c4d408a24db3e103a808f0dbb9e8e54ab36a8a407fc,dedup-cluster-dd1fe22faa326c7d9a397feb,train,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_hex_nibble_b16,hmac_sha256_hex,explain_weather_pattern
detector_pair__24230504906a2c09e7680b6b__ordinary_control,detector_pair__24230504906a2c09e7680b6b,revision_v1_sha256_hex_042,0cd891a017e7517e5d3dc01fdaedbcfa248727ac2bda3ff150e6e41b106c4c36,dedup-cluster-5f0cd6b1a9d8235c820e11b5,train,0,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,professional_process_email
detector_pair__24230504906a2c09e7680b6b__rankcloak,detector_pair__24230504906a2c09e7680b6b,revision_v1_sha256_hex_042,d78b8aaae4f7f1f5b8fbd720927aa9a13a81034d2b2b333a91fa323b3fe56762,dedup-cluster-5f0cd6b1a9d8235c820e11b5,train,1,qwen2_5_7b_instruct_q4_k_m,direct_subword_calgacus,sha256_hex,professional_process_email
detector_pair__24307df3a58b71bff4b30420__ordinary_control,detector_pair__24307df3a58b71bff4b30420,revision_v1_ed25519_signature_base64_032,81c763228895422ba052b2cde7991389c99dce24dc6b4a712217394be0493e9e,dedup-cluster-ab6fe4fd3367e9ed520f002c,train,0,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,explain_biological_process
detector_pair__24307df3a58b71bff4b30420__rankcloak,detector_pair__24307df3a58b71bff4b30420,revision_v1_ed25519_signature_base64_032,3719240d998c838868dd3f4b0ee2fe2c091ad64fae8db41451e6ddf40ce186d8,dedup-cluster-ab6fe4fd3367e9ed520f002c,train,1,mistral_7b_instruct_v0_3_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,explain_biological_process
detector_pair__2430aeaa52d17938d03ea2f9__ordinary_control,detector_pair__2430aeaa52d17938d03ea2f9,revision_v1_sha256_hex_054,cf4cc3f4741b72febab834379354066bcbf4b3c06a222c610ff1707885c714c7,dedup-cluster-fe640e4eb081ce0c6e4eadf2,train,0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,sha256_hex,forum_learning_answer
detector_pair__2430aeaa52d17938d03ea2f9__rankcloak,detector_pair__2430aeaa52d17938d03ea2f9,revision_v1_sha256_hex_054,cc2fe2ba9df89e61b1a744678190a7e218371c67a7808c76ee68c61284116247,dedup-cluster-fe640e4eb081ce0c6e4eadf2,train,1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_multi_topic,sha256_hex,forum_learning_answer
detector_pair__243402dd21b550a33a3ea7a3__ordinary_control,detector_pair__243402dd21b550a33a3ea7a3,revision_v1_aes256_gcm_base64_016,84c9e0d6d6c3a346bc8ce58241a1f4d3e345b463effa011b757c4e519ed2117b,dedup-cluster-6fa6c069ce75963f9386e415,test,0,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,narrative_learning_moment
detector_pair__243402dd21b550a33a3ea7a3__rankcloak,detector_pair__243402dd21b550a33a3ea7a3,revision_v1_aes256_gcm_base64_016,6d01e0f562e90bab6eae2d7265bba86a32a19d96da0d843915e7005b74ec340c,dedup-cluster-6fa6c069ce75963f9386e415,test,1,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,narrative_learning_moment
detector_pair__2439eb999d325e1c72867491__ordinary_control,detector_pair__2439eb999d325e1c72867491,revision_v1_nonce_96_bit_hex_058,5375734d064173bf10dbc3a26ce89145d3621a6c9c8b552ef03ac9e8d9dad035,dedup-cluster-a1f09603de61d42b17c60f90,validation,0,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,forum_purchase_advice
detector_pair__2439eb999d325e1c72867491__rankcloak,detector_pair__2439eb999d325e1c72867491,revision_v1_nonce_96_bit_hex_058,3a808515a709f61746db8c05f29f39d8945c7b18b119de5cf87995104f61a3f2,dedup-cluster-a1f09603de61d42b17c60f90,validation,1,mistral_7b_instruct_v0_3_q4_k_m,segmented_hex_single_topic,nonce_96_bit_hex,forum_purchase_advice
detector_pair__2447b75915c8afdea7a07b92__ordinary_control,detector_pair__2447b75915c8afdea7a07b92,revision_v1_sha256_hex_038,923045961cd20c25be31e4a16e78c91f3558a09b67e25496a523083f829fb07b,dedup-cluster-58b9073d1fd85a24e498b5bf,train,0,llama3_8b_instruct_q4_k_m,nonseg_hex_nibble_b16,sha256_hex,forum_practical_answer
