dedup_cluster_id,payload_group_count,row_count,positive_rows,negative_rows,payload_group_ids
dedup-cluster-91605a72859a660f036d538b,1,48,24,24,revision_v1_sha256_hex_009
dedup-cluster-9218fa6b0d126bc131caef49,1,18,9,9,revision_v1_uuid_v4_033
dedup-cluster-921ce973e5ad81a19c867c59,1,18,9,9,revision_v1_chacha20_poly1305_base64_055
dedup-cluster-92597d293b9374d8f0316f4d,1,48,24,24,revision_v1_hmac_sha256_hex_031
dedup-cluster-92db4da9195620c7435535fe,1,18,9,9,revision_v1_ed25519_signature_base64_008
dedup-cluster-9309c13a3cd92781ed630582,1,48,24,24,revision_v1_token_128_bit_hex_040
dedup-cluster-95e2f27c2b585a3d4fdfda70,1,48,24,24,revision_v1_nonce_96_bit_hex_013
dedup-cluster-96928faedd40703b8bea346c,1,18,9,9,revision_v1_ed25519_signature_base64_053
dedup-cluster-96979a86e18205acbaf6670b,1,48,24,24,revision_v1_sha256_hex_050
dedup-cluster-96b6945d530fbf8a209d06d3,1,18,9,9,revision_v1_chacha20_poly1305_base64_034
dedup-cluster-96f03366a1bc639d45b09062,1,48,24,24,revision_v1_sha256_hex_044
dedup-cluster-9795d6040c277941676a455e,1,48,24,24,revision_v1_nonce_96_bit_hex_003
dedup-cluster-97be7d710b952352309b8ed9,1,18,9,9,revision_v1_uuid_v4_030
dedup-cluster-982d753609ba3daf81c7d866,1,48,24,24,revision_v1_sha256_hex_046
dedup-cluster-9984a5aa196e508c10aeda3a,1,18,9,9,revision_v1_chacha20_poly1305_base64_043
dedup-cluster-9a0bd04c9a8c93220ac5f651,1,48,24,24,revision_v1_sha256_hex_005
dedup-cluster-9b8e2659fd534e6fb2b81afc,1,18,9,9,revision_v1_ed25519_signature_base64_027
dedup-cluster-9ce5c8433f0a2ba109d4fda8,1,18,9,9,revision_v1_aes256_gcm_base64_029
dedup-cluster-9d3eb2fbe5513f370ee0d0ea,1,48,24,24,revision_v1_nonce_96_bit_hex_051
dedup-cluster-9dcfc126b0a6fc49629304d7,1,18,9,9,revision_v1_ed25519_signature_base64_054
dedup-cluster-9e865129af4def1fc2a2442c,1,18,9,9,revision_v1_ed25519_signature_base64_017
dedup-cluster-9f10381b863e019fc6de8b74,1,18,9,9,revision_v1_uuid_v4_011
dedup-cluster-9f2700a571f51133cc69754b,1,18,9,9,revision_v1_chacha20_poly1305_base64_019
dedup-cluster-9fb55cb9331ccdfa323bdbd1,1,48,24,24,revision_v1_hmac_sha256_hex_059
dedup-cluster-a0ec330801b891c994a313b8,1,48,24,24,revision_v1_hmac_sha256_hex_057
dedup-cluster-a1abcb49aa12280f617295a6,1,48,24,24,revision_v1_sha256_hex_034
dedup-cluster-a1f09603de61d42b17c60f90,1,48,24,24,revision_v1_nonce_96_bit_hex_058
dedup-cluster-a2b2305f32aed49b82a74ffb,1,18,9,9,revision_v1_chacha20_poly1305_base64_051
dedup-cluster-a30012a117157378dab7a070,1,18,9,9,revision_v1_ed25519_signature_base64_057
dedup-cluster-a331d504eed2f1bff244b461,1,18,9,9,revision_v1_chacha20_poly1305_base64_000
dedup-cluster-a34a1c3f812dbedb8252c73c,1,18,9,9,revision_v1_ed25519_signature_base64_015
dedup-cluster-a37fa1ef4ffc42eb7c181e4b,1,18,9,9,revision_v1_aes256_gcm_base64_056
dedup-cluster-a3bf6a27ed0073b013821121,1,18,9,9,revision_v1_uuid_v4_057
dedup-cluster-a48427d79245576d2f3745ad,1,18,9,9,revision_v1_chacha20_poly1305_base64_054
dedup-cluster-a48caa544001e5d183a57eea,1,48,24,24,revision_v1_nonce_96_bit_hex_049
dedup-cluster-a4dc36180df85cc7bf87e268,1,18,9,9,revision_v1_chacha20_poly1305_base64_056
dedup-cluster-a518c0db7bd9dc8b2ff3b50a,1,18,9,9,revision_v1_uuid_v4_010
dedup-cluster-a519d2b02dc9e7bccd7392ff,1,18,9,9,revision_v1_aes256_gcm_base64_026
dedup-cluster-a573a5d868303e7f802ba83e,1,18,9,9,revision_v1_chacha20_poly1305_base64_008
dedup-cluster-a61644eef89a030fc84fbe0c,1,48,24,24,revision_v1_sha256_hex_013
dedup-cluster-a66afc9b25c5890a041c104a,1,18,9,9,revision_v1_ed25519_signature_base64_011
dedup-cluster-a6b7f1d80abc7d894355fefa,1,48,24,24,revision_v1_nonce_96_bit_hex_009
dedup-cluster-a70c2199fe9757fc3a965e41,1,48,24,24,revision_v1_sha256_hex_041
dedup-cluster-a725abc1dbcf22130164dbb4,1,18,9,9,revision_v1_aes256_gcm_base64_001
dedup-cluster-a7d8804ca4431e2f7d1239fd,1,18,9,9,revision_v1_aes256_gcm_base64_048
dedup-cluster-a877ac9e15d9982c5f795957,1,48,24,24,revision_v1_sha256_hex_048
dedup-cluster-a9a56840e2c7d4a59a486e62,1,48,24,24,revision_v1_nonce_96_bit_hex_025
dedup-cluster-aa773fd160a6f70eb55e432d,1,48,24,24,revision_v1_sha256_hex_002
dedup-cluster-ab6fe4fd3367e9ed520f002c,1,18,9,9,revision_v1_ed25519_signature_base64_032
dedup-cluster-abdc4a8a2ab4992db682e35c,1,18,9,9,revision_v1_uuid_v4_023
dedup-cluster-ae9124bd602068cdb9f9375d,1,48,24,24,revision_v1_sha256_hex_059
dedup-cluster-ae9ee8b26103dc75c9112dfb,1,18,9,9,revision_v1_ed25519_signature_base64_047
dedup-cluster-aee884c364b55f08a3981ff0,1,48,24,24,revision_v1_sha256_hex_021
dedup-cluster-aef031f1d0cdd16e0df55cf6,1,48,24,24,revision_v1_sha256_hex_015
dedup-cluster-af3176c481edd7b5c512f6eb,1,48,24,24,revision_v1_nonce_96_bit_hex_024
dedup-cluster-afab6230c1418ff1dd46ebf0,1,48,24,24,revision_v1_token_128_bit_hex_018
dedup-cluster-b021f708a83df097e9b0dc22,1,18,9,9,revision_v1_aes256_gcm_base64_043
dedup-cluster-b160d50a48c5e58f6dd7c118,1,48,24,24,revision_v1_token_128_bit_hex_009
dedup-cluster-b1f76c2a4fa103b4ef6ab9c0,1,18,9,9,revision_v1_aes256_gcm_base64_008
dedup-cluster-b28668fec7b4b4cd80580ba8,1,18,9,9,revision_v1_aes256_gcm_base64_046
dedup-cluster-b2ca5e6856a27752a6cf96b9,1,18,9,9,revision_v1_aes256_gcm_base64_045
dedup-cluster-b2dcda5aa217f3b514245054,1,48,24,24,revision_v1_hmac_sha256_hex_032
dedup-cluster-b3520e977de45728d3f7fe91,1,48,24,24,revision_v1_sha256_hex_007
dedup-cluster-b3aacb3da0049b4608f31b89,1,18,9,9,revision_v1_aes256_gcm_base64_033
dedup-cluster-b3ab392ad3d7376462d4d5e0,1,18,9,9,revision_v1_chacha20_poly1305_base64_038
dedup-cluster-b4868d042705cc3b15a3b091,1,48,24,24,revision_v1_hmac_sha256_hex_007
dedup-cluster-b4ececda78ae52a82e269174,1,18,9,9,revision_v1_chacha20_poly1305_base64_044
dedup-cluster-b588499ee699b84cf02c0a82,1,48,24,24,revision_v1_token_128_bit_hex_022
dedup-cluster-b5f56388b36a396fa5403d36,1,18,9,9,revision_v1_aes256_gcm_base64_041
dedup-cluster-b66a0cfe58608250ea3daeb9,1,18,9,9,revision_v1_ed25519_signature_base64_058
dedup-cluster-b6cb839dcf71855b78414d6a,1,18,9,9,revision_v1_chacha20_poly1305_base64_012
dedup-cluster-b6d3dd8af22bd58f505e4b2e,1,48,24,24,revision_v1_token_128_bit_hex_034
dedup-cluster-b814eb53fabc825fc651b86a,1,18,9,9,revision_v1_chacha20_poly1305_base64_029
dedup-cluster-b84d789db2f53c6cca61a4a3,1,48,24,24,revision_v1_nonce_96_bit_hex_004
dedup-cluster-b9b02d80ad375626bf263b39,1,18,9,9,revision_v1_aes256_gcm_base64_015
dedup-cluster-ba027f35927b7f433399d4f7,1,48,24,24,revision_v1_sha256_hex_031
dedup-cluster-ba74984ac2d00a189aa1652c,1,18,9,9,revision_v1_chacha20_poly1305_base64_058
dedup-cluster-bb3426430524b7a3d5783048,1,48,24,24,revision_v1_token_128_bit_hex_046
dedup-cluster-bc077faa1a8a103220224e85,1,18,9,9,revision_v1_chacha20_poly1305_base64_036
dedup-cluster-bc80f11627f8a2a6e36ab871,1,48,24,24,revision_v1_hmac_sha256_hex_002
dedup-cluster-bc86fac7c4db3068f8c80ad3,1,18,9,9,revision_v1_chacha20_poly1305_base64_048
dedup-cluster-bce5a8a5d318ff689ce98a79,1,18,9,9,revision_v1_ed25519_signature_base64_023
dedup-cluster-bced2ec523557c720d4ecf66,1,48,24,24,revision_v1_token_128_bit_hex_036
dedup-cluster-bcfdb6b7b3e10eeeb0fe9939,1,48,24,24,revision_v1_sha256_hex_049
dedup-cluster-bdb0cb932ce8d25533d129e7,1,18,9,9,revision_v1_uuid_v4_054
dedup-cluster-be754e26863b30c33e0e75f4,1,48,24,24,revision_v1_hmac_sha256_hex_000
dedup-cluster-bedfef4695d9764d2eb3ab0f,1,18,9,9,revision_v1_uuid_v4_029
dedup-cluster-c112725d857a81e4f995108a,1,48,24,24,revision_v1_sha256_hex_023
dedup-cluster-c1384975805483ef72db522a,1,18,9,9,revision_v1_uuid_v4_047
dedup-cluster-c13bf33bc6062b1033844049,1,48,24,24,revision_v1_token_128_bit_hex_035
dedup-cluster-c1cb88b823ef088522c17656,1,48,24,24,revision_v1_nonce_96_bit_hex_019
dedup-cluster-c2c1144b96df101af86f6206,1,48,24,24,revision_v1_hmac_sha256_hex_004
dedup-cluster-c31bf6d242afa63449100919,1,18,9,9,revision_v1_uuid_v4_015
dedup-cluster-c3679987858e0d620538e437,1,18,9,9,revision_v1_aes256_gcm_base64_018
dedup-cluster-c3dca9a9298a213ff99b5c53,1,48,24,24,revision_v1_sha256_hex_017
dedup-cluster-c3ff0bcf35a912c30c3c840a,1,48,24,24,revision_v1_token_128_bit_hex_030
dedup-cluster-c581ece2a3e5e2c3b74d6d5e,1,18,9,9,revision_v1_chacha20_poly1305_base64_016
dedup-cluster-c588a294c6263bec1e8ad56d,1,48,24,24,revision_v1_token_128_bit_hex_054
dedup-cluster-c5e7aa80077f7be08ccd7015,1,48,24,24,revision_v1_nonce_96_bit_hex_018
dedup-cluster-c70e6a7b676327fe8dd62523,1,48,24,24,revision_v1_hmac_sha256_hex_049
dedup-cluster-c791365cbb6a3ed856420c65,1,48,24,24,revision_v1_hmac_sha256_hex_023
dedup-cluster-c85ea4286eb44389809ba8c7,1,18,9,9,revision_v1_uuid_v4_034
dedup-cluster-c89eb7707f463a07128fc4fe,1,18,9,9,revision_v1_chacha20_poly1305_base64_011
dedup-cluster-c8f97f89526ce497f8474833,1,48,24,24,revision_v1_hmac_sha256_hex_041
dedup-cluster-ca019fd9a3dd11db74285942,1,48,24,24,revision_v1_sha256_hex_025
dedup-cluster-caf7b0399e0d894cf8f221e9,1,48,24,24,revision_v1_sha256_hex_001
dedup-cluster-cb374f9ca23dfd168fe55742,1,48,24,24,revision_v1_hmac_sha256_hex_055
dedup-cluster-cbe3e4480a185210cb46c014,1,48,24,24,revision_v1_token_128_bit_hex_051
dedup-cluster-cc1d79c541da66daf8e9d81d,1,18,9,9,revision_v1_chacha20_poly1305_base64_040
dedup-cluster-ccac8eefaaa638dd205cad48,1,18,9,9,revision_v1_ed25519_signature_base64_049
dedup-cluster-ccfc9cb1c63b29bbf3d0d17b,1,18,9,9,revision_v1_aes256_gcm_base64_013
dedup-cluster-cd5aaecb05ff01717fe8ab2b,1,18,9,9,revision_v1_uuid_v4_025
dedup-cluster-cd7f3d2a7ec328b33fab8da7,1,18,9,9,revision_v1_ed25519_signature_base64_012
dedup-cluster-cdae81a0da256f43636cdb0c,1,18,9,9,revision_v1_chacha20_poly1305_base64_024
dedup-cluster-cdb9e70828491d0b5a051258,1,48,24,24,revision_v1_sha256_hex_022
dedup-cluster-cef2005728af808ea2ef28cc,1,48,24,24,revision_v1_hmac_sha256_hex_028
dedup-cluster-d028afde8d3446e776f3bdbf,1,48,24,24,revision_v1_hmac_sha256_hex_013
dedup-cluster-d079eecad7476b4230a994ea,1,18,9,9,revision_v1_uuid_v4_036
dedup-cluster-d23ef2f19d46457d8e34f253,1,18,9,9,revision_v1_chacha20_poly1305_base64_017
dedup-cluster-d24ae4dc1ca2dcb4473005f9,1,48,24,24,revision_v1_hmac_sha256_hex_036
dedup-cluster-d3540d957b4816af4830d47f,1,18,9,9,revision_v1_chacha20_poly1305_base64_053
dedup-cluster-d546e7e62abc86faac74f5d8,1,48,24,24,revision_v1_hmac_sha256_hex_056
dedup-cluster-d5b4f2b51dfabbdce0cd2fb8,1,48,24,24,revision_v1_sha256_hex_057
dedup-cluster-d6ec75465813ed2c729c38e9,1,18,9,9,revision_v1_aes256_gcm_base64_053
dedup-cluster-d80c78b75330766130b70bf5,1,48,24,24,revision_v1_hmac_sha256_hex_030
dedup-cluster-d855279076b7bacde5e8a9f5,1,18,9,9,revision_v1_aes256_gcm_base64_014
dedup-cluster-d95563a927f567b6601e551e,1,18,9,9,revision_v1_uuid_v4_020
dedup-cluster-da023141f0cff98c47ca9314,1,18,9,9,revision_v1_aes256_gcm_base64_051
dedup-cluster-dab9c4d7024256297969359d,1,18,9,9,revision_v1_chacha20_poly1305_base64_032
dedup-cluster-dac89e8fdca4d22df06db90e,1,18,9,9,revision_v1_chacha20_poly1305_base64_010
dedup-cluster-db1d53788ffd0e16bf61276b,1,48,24,24,revision_v1_nonce_96_bit_hex_017
dedup-cluster-db4aabf02590b0cf6f175c04,1,48,24,24,revision_v1_hmac_sha256_hex_039
dedup-cluster-dc2206b9354e8f3d4f3789fe,1,18,9,9,revision_v1_aes256_gcm_base64_019
dedup-cluster-dc4a1d0f4d1b4927f4c51b0d,1,48,24,24,revision_v1_nonce_96_bit_hex_029
dedup-cluster-dcb1b73d5ccfd69dfe23f428,1,18,9,9,revision_v1_ed25519_signature_base64_000
dedup-cluster-dd1fe22faa326c7d9a397feb,1,48,24,24,revision_v1_hmac_sha256_hex_038
dedup-cluster-ddc76c2f58e7b2d9577d19a2,1,18,9,9,revision_v1_uuid_v4_048
dedup-cluster-dee5343029c26a8703fca577,1,18,9,9,revision_v1_aes256_gcm_base64_002
dedup-cluster-df5a565df542d50b304df667,1,48,24,24,revision_v1_hmac_sha256_hex_051
dedup-cluster-e1f89602cec0d549198e89c6,1,18,9,9,revision_v1_chacha20_poly1305_base64_046
dedup-cluster-e24db07846b9655b7abffc8e,1,48,24,24,revision_v1_nonce_96_bit_hex_006
dedup-cluster-e24ee3baeaaca3c8b823b899,1,18,9,9,revision_v1_ed25519_signature_base64_021
dedup-cluster-e2a416f537dd798868e8fcd5,1,18,9,9,revision_v1_uuid_v4_041
dedup-cluster-e2f7268932e937ee54d92fe1,1,18,9,9,revision_v1_uuid_v4_016
dedup-cluster-e303bfe023e32c25389ebaf9,1,48,24,24,revision_v1_token_128_bit_hex_057
dedup-cluster-e39d52527261844e25cbad0b,1,18,9,9,revision_v1_uuid_v4_006
dedup-cluster-e448157f9945d3e1cba1600b,1,48,24,24,revision_v1_hmac_sha256_hex_034
dedup-cluster-e4a3d80046c9b83a56f2cc60,1,18,9,9,revision_v1_ed25519_signature_base64_038
dedup-cluster-e4b26eefab93fb49f672ce05,1,48,24,24,revision_v1_nonce_96_bit_hex_042
dedup-cluster-e5adbb815271b2d2e574163c,1,18,9,9,revision_v1_chacha20_poly1305_base64_014
dedup-cluster-e714d7a2d3a2d9916406951e,1,18,9,9,revision_v1_uuid_v4_004
dedup-cluster-e8b16cc4e3be2ed3afd26670,1,48,24,24,revision_v1_hmac_sha256_hex_040
dedup-cluster-e8b46972e25b5d16f253b139,1,48,24,24,revision_v1_nonce_96_bit_hex_005
dedup-cluster-e9d719501ea863777c5d999a,1,18,9,9,revision_v1_chacha20_poly1305_base64_045
dedup-cluster-ead69251c7d45a2f2e36dc76,1,18,9,9,revision_v1_ed25519_signature_base64_004
dedup-cluster-eb3d72308b2b51a2950fef61,1,18,9,9,revision_v1_aes256_gcm_base64_059
dedup-cluster-eb4a9e676533f32ebcf1a3d5,1,18,9,9,revision_v1_ed25519_signature_base64_003
dedup-cluster-ec7757362682f43221c8e6e9,1,48,24,24,revision_v1_hmac_sha256_hex_047
dedup-cluster-ed3763e56066fab08024a97b,1,18,9,9,revision_v1_aes256_gcm_base64_058
dedup-cluster-edb55174b9706234846d446a,1,48,24,24,revision_v1_sha256_hex_003
dedup-cluster-edb6b099f1dff5a3bddeca8c,1,48,24,24,revision_v1_sha256_hex_012
dedup-cluster-edcd1c430a452932fe4672fd,1,48,24,24,revision_v1_hmac_sha256_hex_037
dedup-cluster-edd2e9cc43c3cbc95c5be630,1,48,24,24,revision_v1_nonce_96_bit_hex_059
dedup-cluster-ee105f3e72f2eb7cc3cab968,1,18,9,9,revision_v1_aes256_gcm_base64_011
dedup-cluster-ee651c23ddd2a906d2d2aae4,1,18,9,9,revision_v1_aes256_gcm_base64_017
dedup-cluster-eea42d8167b3d750aa68744f,1,18,9,9,revision_v1_uuid_v4_003
dedup-cluster-ef931e596dcaa233eb812c24,1,48,24,24,revision_v1_sha256_hex_004
dedup-cluster-efa41a40866ae7a38d147cae,1,18,9,9,revision_v1_uuid_v4_053
dedup-cluster-f0237ef3dfa46551a749806c,1,18,9,9,revision_v1_ed25519_signature_base64_029
dedup-cluster-f06bf1b2872f90ff6209fecd,1,18,9,9,revision_v1_uuid_v4_044
dedup-cluster-f0d236f7a4fc9a5f94444217,1,18,9,9,revision_v1_aes256_gcm_base64_038
dedup-cluster-f10c8c155e4980c1847c8ddb,1,18,9,9,revision_v1_uuid_v4_035
dedup-cluster-f12b861acf9ed2b65b7bef62,1,48,24,24,revision_v1_hmac_sha256_hex_010
dedup-cluster-f1630cf66c55bafe664639a5,1,48,24,24,revision_v1_hmac_sha256_hex_009
dedup-cluster-f1992b5888233b29fd862f23,1,48,24,24,revision_v1_nonce_96_bit_hex_043
dedup-cluster-f4c37670622213f8f7284467,1,48,24,24,revision_v1_hmac_sha256_hex_046
dedup-cluster-f5e65f43009f3df06299368a,1,48,24,24,revision_v1_sha256_hex_039
dedup-cluster-f63fdbc0a0898161cb79cb32,1,18,9,9,revision_v1_aes256_gcm_base64_036
dedup-cluster-f6fc3479f88b17e2282c2e2e,1,48,24,24,revision_v1_token_128_bit_hex_043
dedup-cluster-f71f239b6ba6105b60b970fe,1,18,9,9,revision_v1_aes256_gcm_base64_049
dedup-cluster-f81b727c549baaf473769b12,1,18,9,9,revision_v1_chacha20_poly1305_base64_005
dedup-cluster-f89833150d03922e848a8e4d,1,18,9,9,revision_v1_ed25519_signature_base64_026
dedup-cluster-f8befc62c1f1888d4803da4c,1,48,24,24,revision_v1_sha256_hex_027
dedup-cluster-f8f816ecf1e0e78375afe932,1,18,9,9,revision_v1_chacha20_poly1305_base64_025
dedup-cluster-f9ad8da8cff8f544eb822985,1,18,9,9,revision_v1_uuid_v4_056
dedup-cluster-f9b2db30c1f7b1665ad6f593,1,48,24,24,revision_v1_hmac_sha256_hex_045
dedup-cluster-fb664cb695fde518915aab25,1,48,24,24,revision_v1_hmac_sha256_hex_042
dedup-cluster-fc358ef7970903b2c06d3c6e,1,48,24,24,revision_v1_token_128_bit_hex_053
dedup-cluster-fd9e19480ac45dd31145b893,1,48,24,24,revision_v1_hmac_sha256_hex_008
dedup-cluster-fe640e4eb081ce0c6e4eadf2,4,132,66,66,revision_v1_chacha20_poly1305_base64_001;revision_v1_chacha20_poly1305_base64_030;revision_v1_sha256_hex_018;revision_v1_sha256_hex_054
dedup-cluster-ff3c000e9d1174a8de74bd6f,1,18,9,9,revision_v1_ed25519_signature_base64_059
dedup-cluster-ff49451d067828caa2ddfd75,1,18,9,9,revision_v1_chacha20_poly1305_base64_031
dedup-cluster-ffd9ee3f05a73f09c39edad0,1,18,9,9,revision_v1_chacha20_poly1305_base64_023
