row_id,pair_id,payload_group_id,label,partition,model_id,codec_id,payload_class,prompt_template_id,representation_name,generation_study,evaluation_id,study_source,gate_level,quantization,plan_id,pairing_unit_id,normalized_text_sha256,dedup_cluster_id
quantization_generated__quantization_trial__19970b9c11136773e20416ba,detector_pair__e624b77579ab60a6abfb4591,revision_v1_nonce_96_bit_hex_009,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,nonce_96_bit_hex,casual_hobby_chat,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__19970b9c11136773e20416ba,quantization_pair__4ca095e5baffb128ce0e8a0e,ce7bb08d536a80c64a449a19636ebdce6f7eb31c917e5a7c30977799e47fdd06,locked-dedup-cluster-a6b7f1d80abc7d894355fefa
quantization_generated__quantization_trial__19d13d88b0262d1248fbee05,detector_pair__dfce901e5324ff5d860dbf81,revision_v1_nonce_96_bit_hex_044,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,nonce_96_bit_hex,explain_everyday_system,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__19d13d88b0262d1248fbee05,quantization_pair__f26519e52fea5691b8dacbf6,5f44e1367938d484753dd868be662843ac0358bea446ae88c5fe7373202ff32f,locked-dedup-cluster-1e85096517059ca2585e10f1
quantization_generated__quantization_trial__19f5626f7f35a84d0bb64bf9,detector_pair__a4b5a8d81824e0d04209637c,revision_v1_ed25519_signature_base64_000,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,ed25519_signature_base64,forum_learning_answer,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__19f5626f7f35a84d0bb64bf9,quantization_pair__80812ffdf2b817338fc0601b,e573cfcf0c2c47e2052c0ae1122888fcca8f647e96653c04a4c4c904f4da650e,locked-dedup-cluster-dcb1b73d5ccfd69dfe23f428
quantization_generated__quantization_trial__1a076b82fee62e2bd4c3bd77,detector_pair__bbaf6ceb196212459ecdcfbc,revision_v1_aes256_gcm_base64_036,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,aes256_gcm_base64,casual_weekend_chat,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1a076b82fee62e2bd4c3bd77,quantization_pair__ee9781aecc68c8fc9921e9a6,bd74df4f2adcdc2b7eea2ed6c884741fc93c6983d3246f98b6fce4147eb74bc7,locked-dedup-cluster-f63fdbc0a0898161cb79cb32
quantization_generated__quantization_trial__1a1cb45c6a0fe2a6918afd74,detector_pair__ef5873e8075369b01f90eba3,revision_v1_ed25519_signature_base64_005,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,ed25519_signature_base64,professional_process_email,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1a1cb45c6a0fe2a6918afd74,quantization_pair__f38ed21ef491068de2814b09,6ca8ae04662018ca61db47b20fe588a75c8d4d81e62c19dc7f1e618133248a07,locked-dedup-cluster-2e2ec68963e479ffd3172011
quantization_generated__quantization_trial__1a45c0fa1e2e7773855b2783,detector_pair__0e1859d1944c483a0466313b,revision_v1_token_128_bit_hex_035,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,token_128_bit_hex,procedure_simple_meal,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1a45c0fa1e2e7773855b2783,quantization_pair__eae678fac24cc6dd826d9b22,a386b3c1c9b13825409f1f649232a7a0e9a7785a9299413d43c87492b09ff64a,locked-dedup-cluster-c13bf33bc6062b1033844049
quantization_generated__quantization_trial__1a58fd7cf333bd1881b54e97,detector_pair__080f7ebbc256d7eac47da67e,revision_v1_nonce_96_bit_hex_046,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,nonce_96_bit_hex,professional_schedule_note,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1a58fd7cf333bd1881b54e97,quantization_pair__86ed5bee399b09605e57714c,dc733355db5961bc7fa2ec4bc98602187857494ed27504b9b025185f017abd62,locked-dedup-cluster-2232191bb0f9ade93aac1023
quantization_generated__quantization_trial__1a5ab5ee0565920e27119994,detector_pair__8094198879f5908c9d57a7a0,revision_v1_sha256_hex_003,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,sha256_hex,narrative_local_walk,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1a5ab5ee0565920e27119994,quantization_pair__66804d94038c6efad8a1b8ef,3d63ec2c4e98564ae8661bf8662b9f157d59caee555d8a3fe425e948aa76d5a9,locked-dedup-cluster-edb55174b9706234846d446a
quantization_generated__quantization_trial__1a67eafb4ac3da6e41b878bb,detector_pair__71554db0df856b1f27278cbe,revision_v1_nonce_96_bit_hex_024,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,nonce_96_bit_hex,procedure_home_task,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1a67eafb4ac3da6e41b878bb,quantization_pair__1040c1ab2ba0c9de079dbd48,24a87ea33ddb293c846fc261a4766f92173c96aca9d07cd9be946c22f5ef217b,locked-dedup-cluster-af3176c481edd7b5c512f6eb
quantization_generated__quantization_trial__1aad232d4a5a2171145f6c6a,detector_pair__eeaa3eaae76f4fcee87e0e40,revision_v1_token_128_bit_hex_040,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,token_128_bit_hex,forum_purchase_advice,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1aad232d4a5a2171145f6c6a,quantization_pair__0a620a7858ca024ae04645af,236ff28ad947c30f780bcb38fc55cad4e702d4a1a9a4a63ee9362e85c075b3c8,locked-dedup-cluster-9309c13a3cd92781ed630582
quantization_generated__quantization_trial__1ac562e76c36ebd540743bda,detector_pair__6f76fd58002693b38da37d83,revision_v1_sha256_hex_050,0,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,sha256_hex,procedure_simple_meal,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__1ac562e76c36ebd540743bda,quantization_pair__7c6da69e905541b5e3984013,fb5a66ce29c43f1619b7611ebfb8163272d2964777abe1d6a69c1a4658a02e81,locked-dedup-cluster-96979a86e18205acbaf6670b
quantization_generated__quantization_trial__1af51d9d81ea0f7a4d29f0ba,detector_pair__f0cdae306897250678b192f4,revision_v1_chacha20_poly1305_base64_057,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,narrative_local_walk,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__1af51d9d81ea0f7a4d29f0ba,quantization_pair__3e943573aa0127c27b272ffa,6e9957b051d4620a84f4b8a67bc14ad78df61aa12d570f069ac98015e6b3c18e,locked-dedup-cluster-5ace189a35be6720f7c9dc5e
quantization_generated__quantization_trial__1b12cafadb6c4b7416f99f84,detector_pair__d7c8bc2ccbb29f52c522d3eb,revision_v1_uuid_v4_019,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,uuid_v4,casual_neighborhood_chat,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1b12cafadb6c4b7416f99f84,quantization_pair__2a122658df07d0254c32ecc6,fc3eec8f1fe5ba84a7fd94b3f93806e7865e3be8883340dfb49577b794f024f7,locked-dedup-cluster-1618adfec5a51e2d2c4f669d
quantization_generated__quantization_trial__1b141f108354d6f76645bb68,detector_pair__547d74ccd61b8dc581e4fe98,revision_v1_token_128_bit_hex_002,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,token_128_bit_hex,casual_hobby_chat,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1b141f108354d6f76645bb68,quantization_pair__fd96bee4b4fb6e996762069a,64f487811a46948b466d5cafca1cb3dbdebfe03c19d376d7c28347805f15630e,locked-dedup-cluster-fcce0974b2bfb276ca5b223c
quantization_generated__quantization_trial__1b58f93275f06484889c8ce3,detector_pair__b86b1dbd21780efc59b17d8f,revision_v1_chacha20_poly1305_base64_008,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,chacha20_poly1305_base64,procedure_garden_task,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1b58f93275f06484889c8ce3,quantization_pair__248b6be4c4c99ed945363593,806e9f30aa9a9846dcc69ae2ae9ca605c4212aa59d25bf2558653c15bb8e85e3,locked-dedup-cluster-a573a5d868303e7f802ba83e
quantization_generated__quantization_trial__1b934acca882e7025298c15d,detector_pair__b41cbfe8539fd833df68dd1f,revision_v1_ed25519_signature_base64_003,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,ed25519_signature_base64,explain_biological_process,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1b934acca882e7025298c15d,quantization_pair__6452d0cacea4031be788bc57,997996249d4b9a76d2e9aa9082b3bd15dd2e52811d3885622dd5c57a1ffd5bb4,locked-dedup-cluster-eb4a9e676533f32ebcf1a3d5
quantization_generated__quantization_trial__1c3116407920c22bdc0bee6b,detector_pair__0a0991bb382412041601d771,revision_v1_aes256_gcm_base64_059,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,aes256_gcm_base64,explain_weather_pattern,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__1c3116407920c22bdc0bee6b,quantization_pair__85d8799016c5cb33db6cf03d,fd05f80794b57b4b6a989739199b1325e4041d52572b3906ad8afa0f2568d084,locked-dedup-cluster-eb3d72308b2b51a2950fef61
quantization_generated__quantization_trial__1c3324e0d9d1272edfecd031,detector_pair__568f6b7e863c722bc1ca0220,revision_v1_chacha20_poly1305_base64_029,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,chacha20_poly1305_base64,casual_neighborhood_chat,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1c3324e0d9d1272edfecd031,quantization_pair__a6308b3e9c11e2a11dcaf7e4,1d473a082b43725ad1045d0274cdc153729b8b26d9d68839bfd98761685695c0,locked-dedup-cluster-b814eb53fabc825fc651b86a
quantization_generated__quantization_trial__1c540615a6ddfeadd2664b10,detector_pair__589a84b49306fc8f623d0366,revision_v1_nonce_96_bit_hex_041,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,nonce_96_bit_hex,forum_practical_answer,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1c540615a6ddfeadd2664b10,quantization_pair__1df3252b6133e9b28c23763d,b034568b642f8ff39684d8b577ac6a1f298749e68e2fc14d3d619923873d0264,locked-dedup-cluster-297821525cb8031a3660626d
quantization_generated__quantization_trial__1c5b4c871f551c2a91f83320,detector_pair__7f095d587b970100e35a70bc,revision_v1_uuid_v4_058,0,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,uuid_v4,procedure_garden_task,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__1c5b4c871f551c2a91f83320,quantization_pair__e52476344a84e125e402ac0f,2f25bef0c828e20f900a763bf8ca8781a865f5c7ba46ff3adc4c9f9eb6561b53,locked-dedup-cluster-59f7511f5e7a9e62060c4324
quantization_generated__quantization_trial__1c736256b6e0a29cd19b0cd0,detector_pair__4ade56fecf062701cae37b21,revision_v1_token_128_bit_hex_025,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,token_128_bit_hex,explain_biological_process,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1c736256b6e0a29cd19b0cd0,quantization_pair__541fdef90d13e0cfa13f8893,f56487a2f97f4e79333ece6d57981f72112030faf32a3b923f2fcab19029fa06,locked-dedup-cluster-52963627407681e7c4ece2c5
quantization_generated__quantization_trial__1c75be9296ede75040b179c3,detector_pair__79b381aa0aa4974e9c9b3769,revision_v1_sha256_hex_018,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,sha256_hex,professional_schedule_note,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1c75be9296ede75040b179c3,quantization_pair__535325e05bebd510c621ed9f,60e14e2ce82b90176e4258a49adbc812fffe7a7d894aade7d00cd2bfc1c244ee,locked-dedup-cluster-2592ad4c3bfe0be485138de8
quantization_generated__quantization_trial__1c78f68a0cd4b7a7c2a1fe72,detector_pair__494183d494bc017c9b2cc890,revision_v1_nonce_96_bit_hex_019,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,nonce_96_bit_hex,narrative_small_discovery,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1c78f68a0cd4b7a7c2a1fe72,quantization_pair__6c069144a4f857303cbbb306,7cb571ce1664f9e29ee9aa1f3e6efd8e06ce239fc4cfdedc155b651e1eac8f22,locked-dedup-cluster-c1cb88b823ef088522c17656
quantization_generated__quantization_trial__1c91fc3407a1da5934cb7df0,detector_pair__83c48845f7b6ebcac732c63a,revision_v1_chacha20_poly1305_base64_045,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,chacha20_poly1305_base64,narrative_learning_moment,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1c91fc3407a1da5934cb7df0,quantization_pair__1c9e46fb34d453943d9b4a58,ab08b3e312ec4cacf95754c1e6d21c799305f1faeef27cfd15e0155f56599e93,locked-dedup-cluster-e9d719501ea863777c5d999a
quantization_generated__quantization_trial__1cac1caa8f12a96432e3cc03,detector_pair__e975661fc9b3fc81ad650df2,revision_v1_sha256_hex_000,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,sha256_hex,professional_schedule_note,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1cac1caa8f12a96432e3cc03,quantization_pair__f5509ecb48fd3e4d5c486c2b,ffda70215e7cd5b294155ab1d5226cb950a1fbe74900a1d0d9d4c66c8b7d80a3,locked-dedup-cluster-54d0f843ac4646811be4dfd1
quantization_generated__quantization_trial__1cb8733c235da19a559b7a60,detector_pair__f84286f3893fe80ca66c866c,revision_v1_uuid_v4_037,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,uuid_v4,casual_neighborhood_chat,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1cb8733c235da19a559b7a60,quantization_pair__7749c289344689717eb758d9,bb760f83d79afc5bca5d92c20562a924b99575a30a75d06add235c54c9839e90,locked-dedup-cluster-43af11f5d2e1ab75fc7f8cd0
quantization_generated__quantization_trial__1cf1c2e03eae9929f81b4cc9,detector_pair__b20819fc9c514886a56a62bd,revision_v1_aes256_gcm_base64_045,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,aes256_gcm_base64,procedure_home_task,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1cf1c2e03eae9929f81b4cc9,quantization_pair__a70838ede73768d182e05737,146f50eaac4ff0137dc57a60e9bac06f0fb8a9bab797736831974068e7d58a3b,locked-dedup-cluster-b2ca5e6856a27752a6cf96b9
quantization_generated__quantization_trial__1d2e779b07b9393002e0f5b0,detector_pair__e13d29d24cc65794d6737b1c,revision_v1_sha256_hex_058,0,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,explain_everyday_system,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__1d2e779b07b9393002e0f5b0,quantization_pair__1742415f6e5310dbc7571af1,01bb84d9f48527dc36211b34116ee16f73353e15facc8c9b7e10639225c2aff1,locked-dedup-cluster-78226dcecb7d7df1214b9e71
quantization_generated__quantization_trial__1d751ce6d340f20d746a4b52,detector_pair__e13d29d24cc65794d6737b1c,revision_v1_sha256_hex_058,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,sha256_hex,explain_everyday_system,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__1d751ce6d340f20d746a4b52,quantization_pair__4b76b69e2bb6b3f15ea66932,6b6a94343fb17e75398e00ed8eb5c397e98607c1dd5485595a2fb687376e50c2,locked-dedup-cluster-78226dcecb7d7df1214b9e71
quantization_generated__quantization_trial__1d7bb44b2f761845ccd8b6f0,detector_pair__05486b1baeae45395375690e,revision_v1_ed25519_signature_base64_017,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,ed25519_signature_base64,professional_schedule_note,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1d7bb44b2f761845ccd8b6f0,quantization_pair__5eb3677a4c6d60cdea5bdeab,8b5c2f8d06ee8ee78bd290832298e41ae39d36efb2638b353b3b9ec42547bbe6,locked-dedup-cluster-9e865129af4def1fc2a2442c
quantization_generated__quantization_trial__1d935769c8c3006de573a2f3,detector_pair__7a436caa5530f2624255d17f,revision_v1_aes256_gcm_base64_021,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,aes256_gcm_base64,procedure_simple_meal,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1d935769c8c3006de573a2f3,quantization_pair__123671ea05b65b305894bf81,2350b715301ab8bb18a0341a4cdb0fea9d281e399040d2cb39622011cfe107c8,locked-dedup-cluster-29c142135fcd9e43d47798a3
quantization_generated__quantization_trial__1dad03acda78e88ffcca5a0e,detector_pair__d316ae1e2df215e2461eeb1e,revision_v1_uuid_v4_000,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,uuid_v4,explain_biological_process,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1dad03acda78e88ffcca5a0e,quantization_pair__d07d951f2986fbf74b5b1175,684f18ae698e610a1efb6ef42ec082b95ab44dfc929172f29eda9b7e8c4c9f98,locked-dedup-cluster-809b97287e736b1184c31853
quantization_generated__quantization_trial__1dd042bfdc2d11cfd745f0b7,detector_pair__a9e45a0a44b0e11628735c77,revision_v1_ed25519_signature_base64_049,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b8,ed25519_signature_base64,procedure_home_task,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__1dd042bfdc2d11cfd745f0b7,quantization_pair__16781e58696f5bff35ba8512,8519e94b8b49f47fbd89ee58218bd45b2c990b2c4d0fa8189309cd4a44516474,locked-dedup-cluster-ccac8eefaaa638dd205cad48
quantization_generated__quantization_trial__1dd8d3e9985e1a8e74c472ab,detector_pair__76513d008539d2b9a6e1e705,revision_v1_nonce_96_bit_hex_038,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,nonce_96_bit_hex,explain_weather_pattern,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1dd8d3e9985e1a8e74c472ab,quantization_pair__f286de5415d286deb9f01309,bb51cb754979dc5bf753f145e4dc6cb7274f3de16aa1c98a50994ed3b9eecc95,locked-dedup-cluster-7440eb834fd6bac140e772c9
quantization_generated__quantization_trial__1def0102cec3dd1484966082,detector_pair__4fa268a758aaf967a93bc16f,revision_v1_sha256_hex_008,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,sha256_hex,procedure_garden_task,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1def0102cec3dd1484966082,quantization_pair__4ae66b4f87e17119c30a3993,2b598d21fa8bbe8c27d47a49249c9616cc28fe69876f8ca8d480a07f63f972c6,locked-dedup-cluster-4fce714af80d0b4f14ad4961
quantization_generated__quantization_trial__1df8eebae98a58f9eafe2f5f,detector_pair__94a12cabf91cd7200992c94f,revision_v1_chacha20_poly1305_base64_003,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,chacha20_poly1305_base64,narrative_local_walk,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1df8eebae98a58f9eafe2f5f,quantization_pair__7afb88a77554b11e1e0f41bd,1ae657741c9a408f4c74441fac3eea76b59bcc45dc26cf9259537b39bd17d627,locked-dedup-cluster-418e1dfdad8a13fa38873592
quantization_generated__quantization_trial__1e09691c9edad831c881b8e5,detector_pair__e72bc925c4b40a79e66d1b98,revision_v1_nonce_96_bit_hex_002,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,nonce_96_bit_hex,explain_weather_pattern,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1e09691c9edad831c881b8e5,quantization_pair__5bbdbfc6cf15981b814cd931,0fd959fbcbda33e45a881897fc3eee7bb92748ed1049d79a50efbf2b22f5a895,locked-dedup-cluster-2aa3aac2fa4cdded60a5c2ab
quantization_generated__quantization_trial__1e157fd4b56eefe4bc64d803,detector_pair__20211256b8882702eea82f58,revision_v1_sha256_hex_014,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,sha256_hex,procedure_simple_meal,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1e157fd4b56eefe4bc64d803,quantization_pair__5a9ff4c89fbc2ab0c5f865ef,c12b82bdbb9e58e6b17c6a07006c28f7d15464a18c49a249c9ca8558101bf474,locked-dedup-cluster-3835ae9c8d0c8b9133aa0f7c
quantization_generated__quantization_trial__1e5d0efa64f096ca54838299,detector_pair__ddc0e5cf9f20eea3dabd4437,revision_v1_uuid_v4_005,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,uuid_v4,narrative_learning_moment,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1e5d0efa64f096ca54838299,quantization_pair__c3209ec8f0952609daa34bcd,041824a4f5515136c08080423d083ababdcd52d3e9467cf61e360bb5d350dc39,locked-dedup-cluster-fad421822511a3cb81af517b
quantization_generated__quantization_trial__1e6d10912410549d63f8c638,detector_pair__103394a5049e125468eb4c9f,revision_v1_uuid_v4_056,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,uuid_v4,professional_process_email,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__1e6d10912410549d63f8c638,quantization_pair__575a0f6c1fba623ecbd412cd,10db754717afb76ac80d6468ab3d6905ad9c82e80c4f31065f4709fc8f58c85d,locked-dedup-cluster-f9ad8da8cff8f544eb822985
quantization_generated__quantization_trial__1e745e98590a2002c06f8d4e,detector_pair__4578cb3945842d90c4277673,revision_v1_token_128_bit_hex_009,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,token_128_bit_hex,professional_process_email,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1e745e98590a2002c06f8d4e,quantization_pair__4974ae6e3098cd2ab6d1414c,1cbca086d331fa21a8e96fb598073031c5ff4d6fab1949855b4e103797f6f565,locked-dedup-cluster-b160d50a48c5e58f6dd7c118
quantization_generated__quantization_trial__1e78ba3019c8c09f166136b4,detector_pair__7ee58fed237388c4a07f1d3c,revision_v1_ed25519_signature_base64_034,0,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,ed25519_signature_base64,casual_hobby_chat,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1e78ba3019c8c09f166136b4,quantization_pair__690d49cc3808fc8e6f5a2cc9,c949ae200ecb123d2338127f2b74deeeeabcc7a4767d2f0ce863af0d1ee14d40,locked-dedup-cluster-80b481e94169d611d3504384
quantization_generated__quantization_trial__1ea1d18179d2c8dd64fbfb3c,detector_pair__fc067376fe841401c9c1c360,revision_v1_sha256_hex_037,0,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,sha256_hex,forum_purchase_advice,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1ea1d18179d2c8dd64fbfb3c,quantization_pair__60f3087b8b7ee34a237b8672,7ca651a54e078822ceb1427ff4ab642f7a34cfd0b98d07f8ab4b2c6fac30f2c7,locked-dedup-cluster-6c21ad65fb4bd1a4c214a454
quantization_generated__quantization_trial__1eb285af844a3083ce76e8e3,detector_pair__b112427bc2b90dea6ab20625,revision_v1_token_128_bit_hex_058,0,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,token_128_bit_hex,forum_purchase_advice,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__1eb285af844a3083ce76e8e3,quantization_pair__cf3b1a57eb334bdf7d0556d1,0da517bacd58b2c1d36491730fdfb359bb2ac2e2e10d761379e30774c000d0b4,locked-dedup-cluster-7f90efd3f54b6404464512bf
quantization_generated__quantization_trial__1eb8897a55e11256459c9192,detector_pair__c959828ce9005432706a41fe,revision_v1_chacha20_poly1305_base64_044,1,validation,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b8,chacha20_poly1305_base64,procedure_garden_task,ascii_b8,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1eb8897a55e11256459c9192,quantization_pair__738ee5361c4a9cfdd28b9024,67a53248baaee26f16e85049b6ceda5f7df211b57e2cac7b3b9a639af556f35a,locked-dedup-cluster-b4ececda78ae52a82e269174
quantization_generated__quantization_trial__1ec3e5907880f8e151eeb144,detector_pair__dea6b39919f437876670b8c5,revision_v1_chacha20_poly1305_base64_052,0,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,chacha20_poly1305_base64,explain_weather_pattern,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__1ec3e5907880f8e151eeb144,quantization_pair__bb6d4506d9f5100b021f3aab,de594ad3c56c73536103cfb0f726ed85e3ca8fad12e8d734a7e4842c8b11bc92,locked-dedup-cluster-326b9482149ce2821475fa6b
quantization_generated__quantization_trial__1eeefbdf9445c95c999bf4d2,detector_pair__0c738f172d6cebacf1ecb638,revision_v1_ed25519_signature_base64_049,1,test,qwen2_5_7b_instruct_q4_k_m,nonseg_ascii_b16,ed25519_signature_base64,procedure_home_task,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q4_K_M,quantization_trial__1eeefbdf9445c95c999bf4d2,quantization_pair__8c2b032eff8986053f798ae6,20856711128fc8c162652ce2b32ceb442acbb7caa6eab97ae8350e01e4acb99f,locked-dedup-cluster-ccac8eefaaa638dd205cad48
quantization_generated__quantization_trial__1f2f2206f9618721cdeabc1e,detector_pair__4fa268a758aaf967a93bc16f,revision_v1_sha256_hex_008,1,train,qwen2_5_7b_instruct_q8_0,nonseg_ascii_b16,sha256_hex,procedure_garden_task,ascii_b16,quantization,q8_to_q4,model_backed_quantization,not_applicable,Q8_0,quantization_trial__1f2f2206f9618721cdeabc1e,quantization_pair__8d529fa4be8cba53f6062276,a5761b0339a0484eb41aac9922d4f7a1060924d2567588eb16d37eb4efad941b,locked-dedup-cluster-4fce714af80d0b4f14ad4961
