codec_id,control_id,evidence_status,label,language,model_id,pair_id,payload_class,payload_group_id,preprocess_schema_version,prompt_category,prompt_template_id,protocol_variant,representation_name,row_id,source_trial_id,view,normalized_text_sha256,dedup_cluster_id,partition,generation_study,evaluation_id,study_source,gate_level,quantization,plan_id,experimental_cell_id,removal_reason
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__8555bfdb29ac0aa8ed6a,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__498b0b7f226e30956ecbf764,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,professional_communication,professional_schedule_note,segmented_hex_multi_topic,hex_nibble,detector_pair__498b0b7f226e30956ecbf764__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__f0d995200b3942cc60bc,full_message,2baa5ee20c9c13f9ade64300dc8e6a03924edd5ff73573e3b3018f8e0fec99cf,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__8555bfdb29ac0aa8ed6a,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__498b0b7f226e30956ecbf764,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,professional_communication,professional_schedule_note,segmented_hex_multi_topic,hex_nibble,detector_pair__498b0b7f226e30956ecbf764__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__f0d995200b3942cc60bc,full_message,bf7663b871934dffb918432702242f23ea58a86770ed98c0b62a90d2a1418169,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__627feebc806cf179c9f0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__49da77b15c6cd3e48878791f,token_128_bit_hex,revision_v1_token_128_bit_hex_002,2.0,casual_conversation,casual_hobby_chat,segmented_hex_multi_topic,hex_nibble,detector_pair__49da77b15c6cd3e48878791f__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__80b262babc01e17ae076,forced_span,1a6d6adb102d9a7e965fc7f5cf1c90da0635279215a4d17aad3cc7822d0e9ba7,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__627feebc806cf179c9f0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__49da77b15c6cd3e48878791f,token_128_bit_hex,revision_v1_token_128_bit_hex_002,2.0,casual_conversation,casual_hobby_chat,segmented_hex_multi_topic,hex_nibble,detector_pair__49da77b15c6cd3e48878791f__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__80b262babc01e17ae076,forced_span,6fa09a43c155aea488970851d5a0ae7bdb60ee0ef080ff585f8e44ac7d3700d6,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__c6b3226e8fb1ecb20d95,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__4dc4cff3b7fea81ed9b33d0f,token_128_bit_hex,revision_v1_token_128_bit_hex_033,2.0,casual_conversation,casual_neighborhood_chat,direct_subword_calgacus,direct_subword,detector_pair__4dc4cff3b7fea81ed9b33d0f__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__1eaebe606a7ec04e3464,full_message,37b36626b1d914d1f309a0e726cff0bb4ff6c9701eb78e45833ca36a0dd3dc4b,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__c6b3226e8fb1ecb20d95,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__4dc4cff3b7fea81ed9b33d0f,token_128_bit_hex,revision_v1_token_128_bit_hex_033,2.0,casual_conversation,casual_neighborhood_chat,direct_subword_calgacus,direct_subword,detector_pair__4dc4cff3b7fea81ed9b33d0f__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__1eaebe606a7ec04e3464,full_message,47c44a68ceb12f24f3fe25bb55a98ec1572f3c2c3acb1323d98191755636c715,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__6d0ff668addc3c9801e0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4dd16f25ab8c0adbfa207749,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,casual_conversation,casual_weekend_chat,direct_subword_calgacus,direct_subword,detector_pair__4dd16f25ab8c0adbfa207749__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__b336a03c036659fdbb4d,full_message,5e0efc448e413f4f0c586e7e6c77ed9ea446da40cef1dcd75ee4e5559e46d5c6,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__6d0ff668addc3c9801e0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__4dd16f25ab8c0adbfa207749,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,casual_conversation,casual_weekend_chat,direct_subword_calgacus,direct_subword,detector_pair__4dd16f25ab8c0adbfa207749__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__b336a03c036659fdbb4d,full_message,4f54bf033c53a48af721ff2931cd7794081695b9c24458f27a98338fc9dc65d8,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__36cea0c20fc9ae1eeac6,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__4dd411be27136f30f789a52d,token_128_bit_hex,revision_v1_token_128_bit_hex_045,2.0,casual_conversation,casual_hobby_chat,segmented_hex_single_topic,hex_nibble,detector_pair__4dd411be27136f30f789a52d__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__91166ee71a3ff57e76ec,full_message,5dc4d0c264e2744a4d58afdaca8528e92d3a7e180136b2a6e7d05869fbaa7d76,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__36cea0c20fc9ae1eeac6,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__4dd411be27136f30f789a52d,token_128_bit_hex,revision_v1_token_128_bit_hex_045,2.0,casual_conversation,casual_hobby_chat,segmented_hex_single_topic,hex_nibble,detector_pair__4dd411be27136f30f789a52d__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__91166ee71a3ff57e76ec,full_message,40dbc5ed0f14b377c474a60bce39c0dad57a693f91d22fc0825c1c6bf693cecb,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__1dbc6cfaaab4ec64fa8f,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__4fd129827e333f85f6d119aa,token_128_bit_hex,revision_v1_token_128_bit_hex_033,2.0,casual_conversation,casual_neighborhood_chat,segmented_hex_single_topic,hex_nibble,detector_pair__4fd129827e333f85f6d119aa__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__76a4de05744fc702187d,full_message,1b555622b9a0005ac945337b6507bfe004be4aae4c0f863f45fb0c4520a183e1,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__1dbc6cfaaab4ec64fa8f,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__4fd129827e333f85f6d119aa,token_128_bit_hex,revision_v1_token_128_bit_hex_033,2.0,casual_conversation,casual_neighborhood_chat,segmented_hex_single_topic,hex_nibble,detector_pair__4fd129827e333f85f6d119aa__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__76a4de05744fc702187d,full_message,e2fceff1ac670438695cc464df63e08030acc07490d54f872a16e0bc9f078024,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__e51a273d2026d4e3d16f,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__51cd9747c3e773f59bfe342d,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,factual_explanatory,explain_biological_process,segmented_hex_multi_topic,hex_nibble,detector_pair__51cd9747c3e773f59bfe342d__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__1796f2609f2fdc67f7e5,forced_span,73c5259f32b648fbdd8a911ce76beab3bae2658c473a80682db46d002b0a9343,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__e51a273d2026d4e3d16f,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__51cd9747c3e773f59bfe342d,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,factual_explanatory,explain_biological_process,segmented_hex_multi_topic,hex_nibble,detector_pair__51cd9747c3e773f59bfe342d__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__1796f2609f2fdc67f7e5,forced_span,fac7c4185adc764eea92147119a58d2d59238c601c9e2f5c4c8c18c4b4713a0c,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__11186dae0f862747a006,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__547d74ccd61b8dc581e4fe98,token_128_bit_hex,revision_v1_token_128_bit_hex_002,2.0,casual_conversation,casual_hobby_chat,nonseg_ascii_b16,ascii_b16,detector_pair__547d74ccd61b8dc581e4fe98__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__54944e26feb6507689a5,full_message,c17de6931d29a31fa39f69b89c4f440c7709e95cac3d4f5816385c8c2e420939,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__11186dae0f862747a006,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__547d74ccd61b8dc581e4fe98,token_128_bit_hex,revision_v1_token_128_bit_hex_002,2.0,casual_conversation,casual_hobby_chat,nonseg_ascii_b16,ascii_b16,detector_pair__547d74ccd61b8dc581e4fe98__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__54944e26feb6507689a5,full_message,db46fbedb68eb9626ce58397e555c93a6ae74a8cfef9d7a81d77f1d9e3bd4beb,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__e0036219bf79ef5806cb,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,llama3_8b_instruct_q4_k_m,detector_pair__55c56c9263865236f6f66a38,token_128_bit_hex,revision_v1_token_128_bit_hex_044,2.0,factual_explanatory,explain_everyday_system,segmented_hex_single_topic,hex_nibble,detector_pair__55c56c9263865236f6f66a38__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__01741af0123938c57413,full_message,8dbf909ec19e8e75e0aae86fe5a10c56b8c88e839cbc962d4082e9e7e72021da,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__e0036219bf79ef5806cb,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,llama3_8b_instruct_q4_k_m,detector_pair__55c56c9263865236f6f66a38,token_128_bit_hex,revision_v1_token_128_bit_hex_044,2.0,factual_explanatory,explain_everyday_system,segmented_hex_single_topic,hex_nibble,detector_pair__55c56c9263865236f6f66a38__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__01741af0123938c57413,full_message,f96f7eefe0614a334cd68542c64274e1658658fb23a547a010c42c0056e9d5f6,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__e29be9bfe7e6488ff79c,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__575176dce376ef83f477ad7a,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,casual_conversation,casual_weekend_chat,nonseg_ascii_b16,ascii_b16,detector_pair__575176dce376ef83f477ad7a__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__8832773cc0e5b98e07f2,full_message,9078048a56835f3908da06a2237594471ebd6e614ba3cc134036d184cbf5d6c9,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b16,revision_v1_primary_v2_payload_fidelity_v2__e29be9bfe7e6488ff79c,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__575176dce376ef83f477ad7a,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,casual_conversation,casual_weekend_chat,nonseg_ascii_b16,ascii_b16,detector_pair__575176dce376ef83f477ad7a__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__8832773cc0e5b98e07f2,full_message,64dbb28e7716e593c7db8b75c7b9624271e8ba114738fff4dabfc79daf8821f2,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__04c6d5225a2d82ed2b73,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__593f0c3659e2641cecc5b484,token_128_bit_hex,revision_v1_token_128_bit_hex_044,2.0,casual_conversation,casual_neighborhood_chat,nonseg_ascii_b8,ascii_b8,detector_pair__593f0c3659e2641cecc5b484__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__6da0562b3ad65bd5aa6d,full_message,dc2aa58c05765954e9dc8f060a7999e566e9fc569ec0523fbc3100ff6004957a,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_ascii_b8,revision_v1_primary_v2_payload_fidelity_v2__04c6d5225a2d82ed2b73,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__593f0c3659e2641cecc5b484,token_128_bit_hex,revision_v1_token_128_bit_hex_044,2.0,casual_conversation,casual_neighborhood_chat,nonseg_ascii_b8,ascii_b8,detector_pair__593f0c3659e2641cecc5b484__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__6da0562b3ad65bd5aa6d,full_message,1bacc863cdd5cc16d8620356a75d6589779b226ead3d21387c8ca2735f1d15dc,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__e7eadcf375f49d39d2f9,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__5c768938d04e004f60adc145,token_128_bit_hex,revision_v1_token_128_bit_hex_033,2.0,forum_question_answer,forum_purchase_advice,direct_subword_calgacus,direct_subword,detector_pair__5c768938d04e004f60adc145__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__7ba78eb24fe334ef5bae,full_message,9dd65dd77a14ab97dbce95ed47ba7b7125aa7492178e15a7ab3758a20a7dc315,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
direct_subword_calgacus,revision_v1_primary_v2_payload_fidelity_v2__e7eadcf375f49d39d2f9,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,mistral_7b_instruct_v0_3_q4_k_m,detector_pair__5c768938d04e004f60adc145,token_128_bit_hex,revision_v1_token_128_bit_hex_033,2.0,forum_question_answer,forum_purchase_advice,direct_subword_calgacus,direct_subword,detector_pair__5c768938d04e004f60adc145__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__7ba78eb24fe334ef5bae,full_message,d60d12d43329712a4d68b5f61b9034cd8344f74febfb165d1d300ad0b59d116e,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__18b1ab1bb506e810315d,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__5d1e9cccdb534f67b4558712,sha256_hex,revision_v1_sha256_hex_040,2.0,factual_explanatory,explain_everyday_system,segmented_hex_single_topic,hex_nibble,detector_pair__5d1e9cccdb534f67b4558712__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__1b1cc89904c5d6fdd417,forced_span,20077831d0146d0f25b9021a0088b3d1d7dfa7249832725935fd44c9e6a5c785,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__18b1ab1bb506e810315d,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__5d1e9cccdb534f67b4558712,sha256_hex,revision_v1_sha256_hex_040,2.0,factual_explanatory,explain_everyday_system,segmented_hex_single_topic,hex_nibble,detector_pair__5d1e9cccdb534f67b4558712__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__1b1cc89904c5d6fdd417,forced_span,dc9b3f4a3c57bc13802efd133d55074365b27d0b3726e5b751f2e1ff38b5ae73,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_hex_nibble_b16,revision_v1_primary_v2_payload_fidelity_v2__626b2b6622d4ebd90757,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__5d95dc8e6a78f781416f4902,token_128_bit_hex,revision_v1_token_128_bit_hex_002,2.0,casual_conversation,casual_hobby_chat,nonseg_hex_nibble_b16,hex_nibble,detector_pair__5d95dc8e6a78f781416f4902__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__d2ce1761705a1e4ea4f5,full_message,a5452586638f35a847fb6c0c8af42475594f35e8b4b2e09ab34ae7f89af30107,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
nonseg_hex_nibble_b16,revision_v1_primary_v2_payload_fidelity_v2__626b2b6622d4ebd90757,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__5d95dc8e6a78f781416f4902,token_128_bit_hex,revision_v1_token_128_bit_hex_002,2.0,casual_conversation,casual_hobby_chat,nonseg_hex_nibble_b16,hex_nibble,detector_pair__5d95dc8e6a78f781416f4902__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__d2ce1761705a1e4ea4f5,full_message,2084ad8c0e5e6cae2e54b31cbe5e83a9695374a0dd013c38f9a238edff568bd5,dedup-cluster-35b6105f6e012664ee7fb95a,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__7f5a245d5a441f5bcd40,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__5e699293b4c37f2133e5e8c2,token_128_bit_hex,revision_v1_token_128_bit_hex_033,2.0,professional_communication,professional_project_update,segmented_hex_single_topic,hex_nibble,detector_pair__5e699293b4c37f2133e5e8c2__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__6de7292a1448e211f02d,forced_span,58932567c1e32ad12d6750921ece46b6c3bf4b42bcc266fdd39103a8f4d754dd,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_single_topic,revision_v1_primary_v2_payload_fidelity_v2__7f5a245d5a441f5bcd40,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__5e699293b4c37f2133e5e8c2,token_128_bit_hex,revision_v1_token_128_bit_hex_033,2.0,professional_communication,professional_project_update,segmented_hex_single_topic,hex_nibble,detector_pair__5e699293b4c37f2133e5e8c2__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__6de7292a1448e211f02d,forced_span,ba7e2a1a24f33858df03112f6dfae89111882702e45cbd618f193b7820ce0598,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__e84a41ca81533a343e56,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__5ea621671cfc3fd736b5a01c,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,casual_conversation,casual_weekend_chat,segmented_hex_multi_topic,hex_nibble,detector_pair__5ea621671cfc3fd736b5a01c__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__93ee9fcb0b4ac2bef7af,forced_span,8b716a8801fdbe13791e4a24995c5d38f21fbe314e7cfab554ca4dc571953658,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__e84a41ca81533a343e56,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,1,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__5ea621671cfc3fd736b5a01c,nonce_96_bit_hex,revision_v1_nonce_96_bit_hex_057,2.0,casual_conversation,casual_weekend_chat,segmented_hex_multi_topic,hex_nibble,detector_pair__5ea621671cfc3fd736b5a01c__rankcloak,revision_v1_primary_v2_payload_fidelity_v2__93ee9fcb0b4ac2bef7af,forced_span,0ab77a6f42bfdb28d69361cc776b25932f18f05c622239e64bb9638d3a175299,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
segmented_hex_multi_topic,revision_v1_primary_v2_payload_fidelity_v2__132a3415c662f87637a0,confirmatory_primary_v2_payload_fidelity_after_manifest_freeze,0,en,qwen2_5_7b_instruct_q4_k_m,detector_pair__5f57207ab60e11d3aeaaec31,token_128_bit_hex,revision_v1_token_128_bit_hex_045,2.0,professional_communication,professional_process_email,segmented_hex_multi_topic,hex_nibble,detector_pair__5f57207ab60e11d3aeaaec31__ordinary_control,revision_v1_primary_v2_payload_fidelity_v2__a3a13959e8e1e2707bfe,full_message,6830ff681a010107b7fc88604058f8c150300dc82ffb7de136d1ae5c8e657e8f,dedup-cluster-1bddae7f3b8e5c7a818a92d2,train,entropy,entropy_gates,historical_deduplicated_fit,not_applicable_historical_fit,historical_mixed_q4,,,near_duplicate_cross_partition_complete_payload_group
