dedup_cluster_id,partition,payload_group_count,row_count,positive_rows,negative_rows,payload_group_ids
locked-dedup-cluster-abdc4a8a2ab4992db682e35c,train,1,18,9,9,revision_v1_uuid_v4_023
locked-dedup-cluster-ae9124bd602068cdb9f9375d,train,1,48,24,24,revision_v1_sha256_hex_059
locked-dedup-cluster-aee884c364b55f08a3981ff0,train,1,48,24,24,revision_v1_sha256_hex_021
locked-dedup-cluster-aef031f1d0cdd16e0df55cf6,train,1,48,24,24,revision_v1_sha256_hex_015
locked-dedup-cluster-af3176c481edd7b5c512f6eb,train,1,48,24,24,revision_v1_nonce_96_bit_hex_024
locked-dedup-cluster-afab6230c1418ff1dd46ebf0,train,1,48,24,24,revision_v1_token_128_bit_hex_018
locked-dedup-cluster-b1f76c2a4fa103b4ef6ab9c0,train,1,18,9,9,revision_v1_aes256_gcm_base64_008
locked-dedup-cluster-b28668fec7b4b4cd80580ba8,train,1,18,9,9,revision_v1_aes256_gcm_base64_046
locked-dedup-cluster-b2ca5e6856a27752a6cf96b9,train,1,18,9,9,revision_v1_aes256_gcm_base64_045
locked-dedup-cluster-b2dcda5aa217f3b514245054,train,1,48,24,24,revision_v1_hmac_sha256_hex_032
locked-dedup-cluster-b3520e977de45728d3f7fe91,train,1,48,24,24,revision_v1_sha256_hex_007
locked-dedup-cluster-b3aacb3da0049b4608f31b89,validation,1,18,9,9,revision_v1_aes256_gcm_base64_033
locked-dedup-cluster-b3ab392ad3d7376462d4d5e0,train,1,18,9,9,revision_v1_chacha20_poly1305_base64_038
locked-dedup-cluster-b4868d042705cc3b15a3b091,train,1,48,24,24,revision_v1_hmac_sha256_hex_007
locked-dedup-cluster-b4ececda78ae52a82e269174,train,1,18,9,9,revision_v1_chacha20_poly1305_base64_044
locked-dedup-cluster-b588499ee699b84cf02c0a82,train,1,48,24,24,revision_v1_token_128_bit_hex_022
locked-dedup-cluster-b5f56388b36a396fa5403d36,test,1,34,17,17,revision_v1_aes256_gcm_base64_041
locked-dedup-cluster-b66a0cfe58608250ea3daeb9,train,1,18,9,9,revision_v1_ed25519_signature_base64_058
locked-dedup-cluster-b6cb839dcf71855b78414d6a,train,1,18,9,9,revision_v1_chacha20_poly1305_base64_012
locked-dedup-cluster-b6d3dd8af22bd58f505e4b2e,train,1,48,24,24,revision_v1_token_128_bit_hex_034
locked-dedup-cluster-b814eb53fabc825fc651b86a,validation,1,18,9,9,revision_v1_chacha20_poly1305_base64_029
locked-dedup-cluster-b9b02d80ad375626bf263b39,train,1,18,9,9,revision_v1_aes256_gcm_base64_015
locked-dedup-cluster-ba027f35927b7f433399d4f7,train,1,48,24,24,revision_v1_sha256_hex_031
locked-dedup-cluster-ba74984ac2d00a189aa1652c,train,1,18,9,9,revision_v1_chacha20_poly1305_base64_058
locked-dedup-cluster-bb3426430524b7a3d5783048,train,1,48,24,24,revision_v1_token_128_bit_hex_046
locked-dedup-cluster-bc077faa1a8a103220224e85,validation,1,18,9,9,revision_v1_chacha20_poly1305_base64_036
locked-dedup-cluster-bc80f11627f8a2a6e36ab871,train,1,48,24,24,revision_v1_hmac_sha256_hex_002
locked-dedup-cluster-bc86fac7c4db3068f8c80ad3,validation,1,18,9,9,revision_v1_chacha20_poly1305_base64_048
locked-dedup-cluster-bced2ec523557c720d4ecf66,validation,1,48,24,24,revision_v1_token_128_bit_hex_036
locked-dedup-cluster-bcfdb6b7b3e10eeeb0fe9939,train,1,48,24,24,revision_v1_sha256_hex_049
locked-dedup-cluster-c112725d857a81e4f995108a,train,1,48,24,24,revision_v1_sha256_hex_023
locked-dedup-cluster-c1384975805483ef72db522a,validation,1,18,9,9,revision_v1_uuid_v4_047
locked-dedup-cluster-c13bf33bc6062b1033844049,train,1,48,24,24,revision_v1_token_128_bit_hex_035
locked-dedup-cluster-c1cb88b823ef088522c17656,train,1,48,24,24,revision_v1_nonce_96_bit_hex_019
locked-dedup-cluster-c2c1144b96df101af86f6206,train,1,48,24,24,revision_v1_hmac_sha256_hex_004
locked-dedup-cluster-c3679987858e0d620538e437,train,1,18,9,9,revision_v1_aes256_gcm_base64_018
locked-dedup-cluster-c3ff0bcf35a912c30c3c840a,train,1,48,24,24,revision_v1_token_128_bit_hex_030
locked-dedup-cluster-c581ece2a3e5e2c3b74d6d5e,validation,1,18,9,9,revision_v1_chacha20_poly1305_base64_016
locked-dedup-cluster-c588a294c6263bec1e8ad56d,validation,1,48,24,24,revision_v1_token_128_bit_hex_054
locked-dedup-cluster-c70e6a7b676327fe8dd62523,train,1,48,24,24,revision_v1_hmac_sha256_hex_049
locked-dedup-cluster-c85ea4286eb44389809ba8c7,validation,1,18,9,9,revision_v1_uuid_v4_034
locked-dedup-cluster-c89eb7707f463a07128fc4fe,train,1,18,9,9,revision_v1_chacha20_poly1305_base64_011
locked-dedup-cluster-c8f97f89526ce497f8474833,test,1,52,26,26,revision_v1_hmac_sha256_hex_041
locked-dedup-cluster-ca019fd9a3dd11db74285942,train,1,48,24,24,revision_v1_sha256_hex_025
locked-dedup-cluster-caf7b0399e0d894cf8f221e9,train,1,48,24,24,revision_v1_sha256_hex_001
locked-dedup-cluster-cb374f9ca23dfd168fe55742,validation,1,48,24,24,revision_v1_hmac_sha256_hex_055
locked-dedup-cluster-cbe3e4480a185210cb46c014,train,1,48,24,24,revision_v1_token_128_bit_hex_051
locked-dedup-cluster-cc1d79c541da66daf8e9d81d,validation,1,18,9,9,revision_v1_chacha20_poly1305_base64_040
locked-dedup-cluster-ccac8eefaaa638dd205cad48,train,1,18,9,9,revision_v1_ed25519_signature_base64_049
locked-dedup-cluster-ccfc9cb1c63b29bbf3d0d17b,train,1,18,9,9,revision_v1_aes256_gcm_base64_013
locked-dedup-cluster-cd7f3d2a7ec328b33fab8da7,train,1,18,9,9,revision_v1_ed25519_signature_base64_012
locked-dedup-cluster-cdae81a0da256f43636cdb0c,validation,1,18,9,9,revision_v1_chacha20_poly1305_base64_024
locked-dedup-cluster-cdb9e70828491d0b5a051258,train,1,48,24,24,revision_v1_sha256_hex_022
locked-dedup-cluster-cef2005728af808ea2ef28cc,train,1,48,24,24,revision_v1_hmac_sha256_hex_028
locked-dedup-cluster-d028afde8d3446e776f3bdbf,validation,1,48,24,24,revision_v1_hmac_sha256_hex_013
locked-dedup-cluster-d079eecad7476b4230a994ea,train,1,18,9,9,revision_v1_uuid_v4_036
locked-dedup-cluster-d23ef2f19d46457d8e34f253,train,1,18,9,9,revision_v1_chacha20_poly1305_base64_017
locked-dedup-cluster-d24ae4dc1ca2dcb4473005f9,validation,1,48,24,24,revision_v1_hmac_sha256_hex_036
locked-dedup-cluster-d546e7e62abc86faac74f5d8,train,1,48,24,24,revision_v1_hmac_sha256_hex_056
locked-dedup-cluster-d6ec75465813ed2c729c38e9,validation,1,18,9,9,revision_v1_aes256_gcm_base64_053
locked-dedup-cluster-d80c78b75330766130b70bf5,validation,1,48,24,24,revision_v1_hmac_sha256_hex_030
locked-dedup-cluster-d855279076b7bacde5e8a9f5,train,1,18,9,9,revision_v1_aes256_gcm_base64_014
locked-dedup-cluster-d95563a927f567b6601e551e,validation,1,18,9,9,revision_v1_uuid_v4_020
locked-dedup-cluster-da023141f0cff98c47ca9314,train,1,18,9,9,revision_v1_aes256_gcm_base64_051
locked-dedup-cluster-dac89e8fdca4d22df06db90e,train,1,18,9,9,revision_v1_chacha20_poly1305_base64_010
locked-dedup-cluster-db1d53788ffd0e16bf61276b,train,1,48,24,24,revision_v1_nonce_96_bit_hex_017
locked-dedup-cluster-db4aabf02590b0cf6f175c04,train,1,48,24,24,revision_v1_hmac_sha256_hex_039
locked-dedup-cluster-dc2206b9354e8f3d4f3789fe,train,1,18,9,9,revision_v1_aes256_gcm_base64_019
locked-dedup-cluster-dc4a1d0f4d1b4927f4c51b0d,train,1,48,24,24,revision_v1_nonce_96_bit_hex_029
locked-dedup-cluster-dcb1b73d5ccfd69dfe23f428,validation,1,18,9,9,revision_v1_ed25519_signature_base64_000
locked-dedup-cluster-dd1fe22faa326c7d9a397feb,train,1,48,24,24,revision_v1_hmac_sha256_hex_038
locked-dedup-cluster-ddc76c2f58e7b2d9577d19a2,train,1,18,9,9,revision_v1_uuid_v4_048
locked-dedup-cluster-dee5343029c26a8703fca577,train,1,18,9,9,revision_v1_aes256_gcm_base64_002
locked-dedup-cluster-df5a565df542d50b304df667,train,1,48,24,24,revision_v1_hmac_sha256_hex_051
locked-dedup-cluster-e24db07846b9655b7abffc8e,train,1,48,24,24,revision_v1_nonce_96_bit_hex_006
locked-dedup-cluster-e24ee3baeaaca3c8b823b899,train,1,18,9,9,revision_v1_ed25519_signature_base64_021
locked-dedup-cluster-e2a416f537dd798868e8fcd5,test,1,36,18,18,revision_v1_uuid_v4_041
locked-dedup-cluster-e2f7268932e937ee54d92fe1,validation,1,18,9,9,revision_v1_uuid_v4_016
locked-dedup-cluster-e303bfe023e32c25389ebaf9,validation,1,48,24,24,revision_v1_token_128_bit_hex_057
locked-dedup-cluster-e39d52527261844e25cbad0b,validation,1,18,9,9,revision_v1_uuid_v4_006
locked-dedup-cluster-e448157f9945d3e1cba1600b,train,1,48,24,24,revision_v1_hmac_sha256_hex_034
locked-dedup-cluster-e4a3d80046c9b83a56f2cc60,train,1,18,9,9,revision_v1_ed25519_signature_base64_038
locked-dedup-cluster-e4b26eefab93fb49f672ce05,train,1,48,24,24,revision_v1_nonce_96_bit_hex_042
locked-dedup-cluster-e5adbb815271b2d2e574163c,train,1,18,9,9,revision_v1_chacha20_poly1305_base64_014
locked-dedup-cluster-e714d7a2d3a2d9916406951e,train,1,18,9,9,revision_v1_uuid_v4_004
locked-dedup-cluster-e8b16cc4e3be2ed3afd26670,train,1,48,24,24,revision_v1_hmac_sha256_hex_040
locked-dedup-cluster-e8b46972e25b5d16f253b139,validation,1,48,24,24,revision_v1_nonce_96_bit_hex_005
locked-dedup-cluster-e9d719501ea863777c5d999a,train,1,18,9,9,revision_v1_chacha20_poly1305_base64_045
locked-dedup-cluster-ead69251c7d45a2f2e36dc76,validation,1,18,9,9,revision_v1_ed25519_signature_base64_004
locked-dedup-cluster-eb3d72308b2b51a2950fef61,train,1,18,9,9,revision_v1_aes256_gcm_base64_059
locked-dedup-cluster-eb4a9e676533f32ebcf1a3d5,test,1,36,18,18,revision_v1_ed25519_signature_base64_003
locked-dedup-cluster-ec7757362682f43221c8e6e9,train,1,48,24,24,revision_v1_hmac_sha256_hex_047
locked-dedup-cluster-ed3763e56066fab08024a97b,train,1,18,9,9,revision_v1_aes256_gcm_base64_058
locked-dedup-cluster-edb55174b9706234846d446a,test,1,54,27,27,revision_v1_sha256_hex_003
locked-dedup-cluster-edb6b099f1dff5a3bddeca8c,validation,1,48,24,24,revision_v1_sha256_hex_012
locked-dedup-cluster-edcd1c430a452932fe4672fd,train,1,48,24,24,revision_v1_hmac_sha256_hex_037
locked-dedup-cluster-edd2e9cc43c3cbc95c5be630,train,1,48,24,24,revision_v1_nonce_96_bit_hex_059
locked-dedup-cluster-ee105f3e72f2eb7cc3cab968,train,1,18,9,9,revision_v1_aes256_gcm_base64_011
locked-dedup-cluster-ee651c23ddd2a906d2d2aae4,train,1,18,9,9,revision_v1_aes256_gcm_base64_017
locked-dedup-cluster-eea42d8167b3d750aa68744f,test,1,36,18,18,revision_v1_uuid_v4_003
locked-dedup-cluster-ef931e596dcaa233eb812c24,train,1,48,24,24,revision_v1_sha256_hex_004
locked-dedup-cluster-efa41a40866ae7a38d147cae,train,1,18,9,9,revision_v1_uuid_v4_053
locked-dedup-cluster-f0237ef3dfa46551a749806c,train,1,18,9,9,revision_v1_ed25519_signature_base64_029
locked-dedup-cluster-f0d236f7a4fc9a5f94444217,train,1,18,9,9,revision_v1_aes256_gcm_base64_038
locked-dedup-cluster-f12b861acf9ed2b65b7bef62,train,1,48,24,24,revision_v1_hmac_sha256_hex_010
locked-dedup-cluster-f1992b5888233b29fd862f23,train,1,48,24,24,revision_v1_nonce_96_bit_hex_043
locked-dedup-cluster-f4c37670622213f8f7284467,train,1,48,24,24,revision_v1_hmac_sha256_hex_046
locked-dedup-cluster-f5e65f43009f3df06299368a,train,1,48,24,24,revision_v1_sha256_hex_039
locked-dedup-cluster-f63fdbc0a0898161cb79cb32,train,1,18,9,9,revision_v1_aes256_gcm_base64_036
locked-dedup-cluster-f71f239b6ba6105b60b970fe,validation,1,18,9,9,revision_v1_aes256_gcm_base64_049
locked-dedup-cluster-f8befc62c1f1888d4803da4c,train,1,48,24,24,revision_v1_sha256_hex_027
locked-dedup-cluster-f9b2db30c1f7b1665ad6f593,train,1,48,24,24,revision_v1_hmac_sha256_hex_045
locked-dedup-cluster-fb664cb695fde518915aab25,train,1,48,24,24,revision_v1_hmac_sha256_hex_042
locked-dedup-cluster-fc358ef7970903b2c06d3c6e,train,1,48,24,24,revision_v1_token_128_bit_hex_053
locked-dedup-cluster-fe640e4eb081ce0c6e4eadf2,train,4,132,66,66,revision_v1_chacha20_poly1305_base64_001;revision_v1_chacha20_poly1305_base64_030;revision_v1_sha256_hex_018;revision_v1_sha256_hex_054
locked-dedup-cluster-ff3c000e9d1174a8de74bd6f,train,1,18,9,9,revision_v1_ed25519_signature_base64_059
locked-dedup-cluster-ffd9ee3f05a73f09c39edad0,train,1,18,9,9,revision_v1_chacha20_poly1305_base64_023
