boundary_id,trial_id,payload_name,payload_class,model_id,protocol_variant,segment_index,context_sha256,prompt_template_id,forced_token_count,tail_token_count,full_token_count,source_path,source_record_sha256,eligible_ordinary_prefixes,structurally_eligible
revision_v1_primary_v2_payload_fidelity_v2__148be3379e3ba04bda29__segment_6,revision_v1_primary_v2_payload_fidelity_v2__148be3379e3ba04bda29,revision_v1_hmac_sha256_hex_054,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,6,9cf325c1842a91c4a1c872b2c4fead34c7cdc19ed52cda8efc9bfd71037eb5e1,professional_schedule_note,8,16,24,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,96b7fd5f784c05520bf8c0c09355acf42124ee48fd9f492dfebe24c8195483a7,112,True
revision_v1_primary_v2_payload_fidelity_v2__148be3379e3ba04bda29__segment_7,revision_v1_primary_v2_payload_fidelity_v2__148be3379e3ba04bda29,revision_v1_hmac_sha256_hex_054,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,7,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,239,247,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,96b7fd5f784c05520bf8c0c09355acf42124ee48fd9f492dfebe24c8195483a7,97,True
revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d__segment_0,revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,0,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,11,19,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,a4d742561c5f3435a648b1504d8c2c448bb2da181729b83626fb96351abdca79,116,True
revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d__segment_1,revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,1,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,26,34,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,a4d742561c5f3435a648b1504d8c2c448bb2da181729b83626fb96351abdca79,104,True
revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d__segment_2,revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,2,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,11,19,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,a4d742561c5f3435a648b1504d8c2c448bb2da181729b83626fb96351abdca79,116,True
revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d__segment_3,revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,3,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,20,28,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,a4d742561c5f3435a648b1504d8c2c448bb2da181729b83626fb96351abdca79,107,True
revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d__segment_4,revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,4,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,20,28,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,a4d742561c5f3435a648b1504d8c2c448bb2da181729b83626fb96351abdca79,107,True
revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d__segment_5,revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,5,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,19,27,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,a4d742561c5f3435a648b1504d8c2c448bb2da181729b83626fb96351abdca79,107,True
revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d__segment_6,revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,6,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,256,264,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,a4d742561c5f3435a648b1504d8c2c448bb2da181729b83626fb96351abdca79,97,True
revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d__segment_7,revision_v1_primary_v2_payload_fidelity_v2__e85d92cfcb0579d99d0d,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,7,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,26,34,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,a4d742561c5f3435a648b1504d8c2c448bb2da181729b83626fb96351abdca79,104,True
revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065__segment_0,revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,0,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,11,19,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,bfb3f2771e489a47c46ee104cd45eb15b2716c2c895e3ff7e8c28c1adfe3813c,116,True
revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065__segment_1,revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,1,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,76,84,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,bfb3f2771e489a47c46ee104cd45eb15b2716c2c895e3ff7e8c28c1adfe3813c,97,True
revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065__segment_2,revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,2,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,16,24,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,bfb3f2771e489a47c46ee104cd45eb15b2716c2c895e3ff7e8c28c1adfe3813c,111,True
revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065__segment_3,revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,3,09730855c071e2d08c516e83c5f5b37dcf433c353cabd5e0509f01b71c841a4f,explain_everyday_system,8,28,36,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,bfb3f2771e489a47c46ee104cd45eb15b2716c2c895e3ff7e8c28c1adfe3813c,102,True
revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065__segment_4,revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,4,a665868039df7254678261e71a6bdc8eeb198ce8113cd6557e12a72550e262df,casual_hobby_chat,8,21,29,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,bfb3f2771e489a47c46ee104cd45eb15b2716c2c895e3ff7e8c28c1adfe3813c,107,True
revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065__segment_5,revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,5,9cf325c1842a91c4a1c872b2c4fead34c7cdc19ed52cda8efc9bfd71037eb5e1,professional_schedule_note,8,28,36,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,bfb3f2771e489a47c46ee104cd45eb15b2716c2c895e3ff7e8c28c1adfe3813c,102,True
revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065__segment_6,revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,6,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,256,264,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,bfb3f2771e489a47c46ee104cd45eb15b2716c2c895e3ff7e8c28c1adfe3813c,97,True
revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065__segment_7,revision_v1_primary_v2_payload_fidelity_v2__ad34176bfa52dca31065,revision_v1_hmac_sha256_hex_055,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,7,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,12,20,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,bfb3f2771e489a47c46ee104cd45eb15b2716c2c895e3ff7e8c28c1adfe3813c,114,True
revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d__segment_0,revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,0,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,94,102,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e3f3f4cb642001d023cc1529b95fc5745c72ce8178a6ca55ded295c3a6198990,97,True
revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d__segment_1,revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,1,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,15,23,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e3f3f4cb642001d023cc1529b95fc5745c72ce8178a6ca55ded295c3a6198990,111,True
revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d__segment_2,revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,2,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,256,264,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e3f3f4cb642001d023cc1529b95fc5745c72ce8178a6ca55ded295c3a6198990,97,True
revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d__segment_3,revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,3,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,256,264,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e3f3f4cb642001d023cc1529b95fc5745c72ce8178a6ca55ded295c3a6198990,97,True
revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d__segment_4,revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,4,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,256,264,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e3f3f4cb642001d023cc1529b95fc5745c72ce8178a6ca55ded295c3a6198990,97,True
revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d__segment_5,revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,5,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,14,22,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e3f3f4cb642001d023cc1529b95fc5745c72ce8178a6ca55ded295c3a6198990,112,True
revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d__segment_6,revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,6,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,26,34,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e3f3f4cb642001d023cc1529b95fc5745c72ce8178a6ca55ded295c3a6198990,104,True
revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d__segment_7,revision_v1_primary_v2_payload_fidelity_v2__e9fbce59227ec3cade8d,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,7,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,16,24,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e3f3f4cb642001d023cc1529b95fc5745c72ce8178a6ca55ded295c3a6198990,111,True
revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675__segment_0,revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,0,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,94,102,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e19613ab8246e717230f5651b9680f6538cfa4205d91523142b1248c03c9efb7,97,True
revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675__segment_1,revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,1,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,14,22,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e19613ab8246e717230f5651b9680f6538cfa4205d91523142b1248c03c9efb7,114,True
revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675__segment_2,revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,2,09730855c071e2d08c516e83c5f5b37dcf433c353cabd5e0509f01b71c841a4f,explain_everyday_system,8,30,38,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e19613ab8246e717230f5651b9680f6538cfa4205d91523142b1248c03c9efb7,101,True
revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675__segment_3,revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,3,a665868039df7254678261e71a6bdc8eeb198ce8113cd6557e12a72550e262df,casual_hobby_chat,8,18,26,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e19613ab8246e717230f5651b9680f6538cfa4205d91523142b1248c03c9efb7,107,True
revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675__segment_4,revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,4,9cf325c1842a91c4a1c872b2c4fead34c7cdc19ed52cda8efc9bfd71037eb5e1,professional_schedule_note,8,22,30,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e19613ab8246e717230f5651b9680f6538cfa4205d91523142b1248c03c9efb7,107,True
revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675__segment_5,revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,5,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,174,182,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e19613ab8246e717230f5651b9680f6538cfa4205d91523142b1248c03c9efb7,97,True
revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675__segment_6,revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,6,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,26,34,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e19613ab8246e717230f5651b9680f6538cfa4205d91523142b1248c03c9efb7,104,True
revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675__segment_7,revision_v1_primary_v2_payload_fidelity_v2__00ff9f9223282689a675,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,7,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,8,16,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,e19613ab8246e717230f5651b9680f6538cfa4205d91523142b1248c03c9efb7,117,True
revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73__segment_0,revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,0,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,8,16,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,08e1bddc21577616ae1037e55e040b713d165b9c983e05d59b3ca508ef0dbc80,117,True
revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73__segment_1,revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,1,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,15,23,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,08e1bddc21577616ae1037e55e040b713d165b9c983e05d59b3ca508ef0dbc80,112,True
revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73__segment_2,revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,2,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,28,36,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,08e1bddc21577616ae1037e55e040b713d165b9c983e05d59b3ca508ef0dbc80,101,True
revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73__segment_3,revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,3,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,21,29,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,08e1bddc21577616ae1037e55e040b713d165b9c983e05d59b3ca508ef0dbc80,107,True
revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73__segment_4,revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,4,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,13,21,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,08e1bddc21577616ae1037e55e040b713d165b9c983e05d59b3ca508ef0dbc80,115,True
revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73__segment_5,revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,5,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,16,24,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,08e1bddc21577616ae1037e55e040b713d165b9c983e05d59b3ca508ef0dbc80,111,True
revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73__segment_6,revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,6,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,15,23,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,08e1bddc21577616ae1037e55e040b713d165b9c983e05d59b3ca508ef0dbc80,112,True
revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73__segment_7,revision_v1_primary_v2_payload_fidelity_v2__2ba4c856785ba67eaa73,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_single_topic,7,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,18,26,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,08e1bddc21577616ae1037e55e040b713d165b9c983e05d59b3ca508ef0dbc80,107,True
revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2__segment_0,revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,0,7329c35dca4b719be53fb536577115362390fc89ed2c847de9f1b00d98e0bdf8,narrative_local_walk,8,8,16,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,aaa93939374cda005ae9a50e88f159367d08d696ac5a2f1f41e6a89b234ec5b8,117,True
revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2__segment_1,revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,1,09730855c071e2d08c516e83c5f5b37dcf433c353cabd5e0509f01b71c841a4f,explain_everyday_system,8,20,28,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,aaa93939374cda005ae9a50e88f159367d08d696ac5a2f1f41e6a89b234ec5b8,107,True
revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2__segment_2,revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,2,a665868039df7254678261e71a6bdc8eeb198ce8113cd6557e12a72550e262df,casual_hobby_chat,8,15,23,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,aaa93939374cda005ae9a50e88f159367d08d696ac5a2f1f41e6a89b234ec5b8,112,True
revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2__segment_3,revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,3,9cf325c1842a91c4a1c872b2c4fead34c7cdc19ed52cda8efc9bfd71037eb5e1,professional_schedule_note,8,25,33,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,aaa93939374cda005ae9a50e88f159367d08d696ac5a2f1f41e6a89b234ec5b8,104,True
revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2__segment_4,revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,4,873c488ceae3ca304736f5f99ce69feace97691a73b49c5e011589bfba94ae06,forum_purchase_advice,8,23,31,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,aaa93939374cda005ae9a50e88f159367d08d696ac5a2f1f41e6a89b234ec5b8,107,True
revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2__segment_5,revision_v1_primary_v2_payload_fidelity_v2__9766c4a70c1913169ab2,revision_v1_hmac_sha256_hex_057,hmac_sha256_hex,llama3_8b_instruct_q4_k_m,segmented_hex_multi_topic,5,ca2ae78f2b6fc645501e1b455b93a0eed16dbb8278b1d3948d6a1cb4c31546ae,procedure_home_task,8,100,108,results/revision_v1/primary_v2/llama3_8b_instruct_q4_k_m/records.jsonl,aaa93939374cda005ae9a50e88f159367d08d696ac5a2f1f41e6a89b234ec5b8,97,True
