plan_id,start,stop,length
entropy_trial__a2981193f295f0c404dba3c5,128,129,1
entropy_trial__a2981193f295f0c404dba3c5,131,133,2
entropy_trial__a2981193f295f0c404dba3c5,134,136,2
entropy_trial__a2981193f295f0c404dba3c5,138,140,2
entropy_trial__a2981193f295f0c404dba3c5,141,143,2
entropy_trial__a2981193f295f0c404dba3c5,147,148,1
entropy_trial__a2981193f295f0c404dba3c5,149,151,2
entropy_trial__a2981193f295f0c404dba3c5,152,153,1
entropy_trial__a2981193f295f0c404dba3c5,155,156,1
entropy_trial__a2981193f295f0c404dba3c5,158,159,1
entropy_trial__a2981193f295f0c404dba3c5,161,162,1
entropy_trial__a2981193f295f0c404dba3c5,164,170,6
entropy_trial__a2981193f295f0c404dba3c5,172,173,1
entropy_trial__a2981193f295f0c404dba3c5,174,175,1
entropy_trial__a2981193f295f0c404dba3c5,177,182,5
entropy_trial__a2981193f295f0c404dba3c5,183,193,10
entropy_trial__a2981193f295f0c404dba3c5,195,196,1
entropy_trial__a2981193f295f0c404dba3c5,197,198,1
entropy_trial__a2981193f295f0c404dba3c5,202,205,3
entropy_trial__a2981193f295f0c404dba3c5,210,212,2
entropy_trial__a2981193f295f0c404dba3c5,214,218,4
entropy_trial__a2981193f295f0c404dba3c5,219,220,1
entropy_trial__a2981193f295f0c404dba3c5,222,223,1
entropy_trial__a2981193f295f0c404dba3c5,224,225,1
entropy_trial__a2981193f295f0c404dba3c5,226,229,3
entropy_trial__a2981193f295f0c404dba3c5,234,236,2
entropy_trial__a2981193f295f0c404dba3c5,244,246,2
entropy_trial__a2981193f295f0c404dba3c5,249,250,1
entropy_trial__a9ff67133eeaa189fa8be8b1,2,5,3
entropy_trial__a9ff67133eeaa189fa8be8b1,7,8,1
entropy_trial__a9ff67133eeaa189fa8be8b1,9,11,2
entropy_trial__a9ff67133eeaa189fa8be8b1,12,14,2
entropy_trial__a9ff67133eeaa189fa8be8b1,16,17,1
entropy_trial__a9ff67133eeaa189fa8be8b1,18,20,2
entropy_trial__a9ff67133eeaa189fa8be8b1,21,26,5
entropy_trial__a9ff67133eeaa189fa8be8b1,27,32,5
entropy_trial__a9ff67133eeaa189fa8be8b1,33,35,2
entropy_trial__a9ff67133eeaa189fa8be8b1,36,45,9
entropy_trial__a9ff67133eeaa189fa8be8b1,46,56,10
entropy_trial__a9ff67133eeaa189fa8be8b1,57,59,2
entropy_trial__a9ff67133eeaa189fa8be8b1,60,74,14
entropy_trial__a9ff67133eeaa189fa8be8b1,75,77,2
entropy_trial__a9ff67133eeaa189fa8be8b1,78,82,4
entropy_trial__a9ff67133eeaa189fa8be8b1,83,87,4
entropy_trial__a9ff67133eeaa189fa8be8b1,88,92,4
entropy_trial__a9ff67133eeaa189fa8be8b1,93,104,11
entropy_trial__a9ff67133eeaa189fa8be8b1,105,116,11
entropy_trial__a9ff67133eeaa189fa8be8b1,117,128,11
entropy_trial__a9ff67133eeaa189fa8be8b1,129,131,2
entropy_trial__a9ff67133eeaa189fa8be8b1,132,139,7
entropy_trial__a9ff67133eeaa189fa8be8b1,140,160,20
entropy_trial__a9ff67133eeaa189fa8be8b1,161,168,7
entropy_trial__a9ff67133eeaa189fa8be8b1,169,176,7
entropy_trial__a9ff67133eeaa189fa8be8b1,177,178,1
entropy_trial__a9ff67133eeaa189fa8be8b1,179,180,1
entropy_trial__a9ff67133eeaa189fa8be8b1,181,183,2
entropy_trial__a9ff67133eeaa189fa8be8b1,184,185,1
entropy_trial__a9ff67133eeaa189fa8be8b1,186,188,2
entropy_trial__a9ff67133eeaa189fa8be8b1,189,193,4
entropy_trial__a9ff67133eeaa189fa8be8b1,194,196,2
entropy_trial__a9ff67133eeaa189fa8be8b1,197,203,6
entropy_trial__a9ff67133eeaa189fa8be8b1,205,218,13
entropy_trial__a9ff67133eeaa189fa8be8b1,219,228,9
entropy_trial__a9ff67133eeaa189fa8be8b1,229,234,5
entropy_trial__a9ff67133eeaa189fa8be8b1,235,242,7
entropy_trial__a9ff67133eeaa189fa8be8b1,243,249,6
entropy_trial__a9ff67133eeaa189fa8be8b1,250,258,8
entropy_trial__a9ff67133eeaa189fa8be8b1,259,262,3
entropy_trial__a9ff67133eeaa189fa8be8b1,263,264,1
entropy_trial__a9ff67133eeaa189fa8be8b1,265,276,11
entropy_trial__a9ff67133eeaa189fa8be8b1,277,287,10
entropy_trial__a9ff67133eeaa189fa8be8b1,288,291,3
entropy_trial__a9ff67133eeaa189fa8be8b1,292,296,4
entropy_trial__a9ff67133eeaa189fa8be8b1,298,321,23
entropy_trial__a9ff67133eeaa189fa8be8b1,322,357,35
entropy_trial__a9ff67133eeaa189fa8be8b1,358,364,6
entropy_trial__a9ff67133eeaa189fa8be8b1,365,369,4
entropy_trial__a9ff67133eeaa189fa8be8b1,370,377,7
entropy_trial__a9ff67133eeaa189fa8be8b1,378,387,9
entropy_trial__a9ff67133eeaa189fa8be8b1,388,389,1
entropy_trial__a9ff67133eeaa189fa8be8b1,390,400,10
entropy_trial__a9ff67133eeaa189fa8be8b1,401,405,4
entropy_trial__a9ff67133eeaa189fa8be8b1,406,408,2
entropy_trial__a9ff67133eeaa189fa8be8b1,409,413,4
entropy_trial__a9ff67133eeaa189fa8be8b1,415,416,1
entropy_trial__a9ff67133eeaa189fa8be8b1,417,419,2
entropy_trial__a9ff67133eeaa189fa8be8b1,420,432,12
entropy_trial__a9ff67133eeaa189fa8be8b1,434,441,7
entropy_trial__a9ff67133eeaa189fa8be8b1,442,450,8
entropy_trial__a9ff67133eeaa189fa8be8b1,452,454,2
entropy_trial__a9ff67133eeaa189fa8be8b1,455,459,4
entropy_trial__a9ff67133eeaa189fa8be8b1,460,487,27
entropy_trial__a9ff67133eeaa189fa8be8b1,488,500,12
entropy_trial__a9ff67133eeaa189fa8be8b1,501,536,35
entropy_trial__a9ff67133eeaa189fa8be8b1,537,539,2
entropy_trial__a9ff67133eeaa189fa8be8b1,540,542,2
entropy_trial__a9ff67133eeaa189fa8be8b1,543,547,4
entropy_trial__a9ff67133eeaa189fa8be8b1,548,554,6
entropy_trial__a9ff67133eeaa189fa8be8b1,555,557,2
entropy_trial__a9ff67133eeaa189fa8be8b1,558,559,1
entropy_trial__a9ff67133eeaa189fa8be8b1,560,563,3
entropy_trial__a9ff67133eeaa189fa8be8b1,564,571,7
entropy_trial__a9ff67133eeaa189fa8be8b1,572,580,8
entropy_trial__a9ff67133eeaa189fa8be8b1,581,596,15
entropy_trial__a9ff67133eeaa189fa8be8b1,597,607,10
entropy_trial__a9ff67133eeaa189fa8be8b1,609,610,1
entropy_trial__a9ff67133eeaa189fa8be8b1,611,621,10
entropy_trial__a9ff67133eeaa189fa8be8b1,622,644,22
entropy_trial__a9ff67133eeaa189fa8be8b1,645,657,12
entropy_trial__a9ff67133eeaa189fa8be8b1,658,665,7
entropy_trial__a9ff67133eeaa189fa8be8b1,668,677,9
entropy_trial__a9ff67133eeaa189fa8be8b1,681,697,16
entropy_trial__a9ff67133eeaa189fa8be8b1,698,702,4
entropy_trial__a9ff67133eeaa189fa8be8b1,703,709,6
entropy_trial__a9ff67133eeaa189fa8be8b1,710,711,1
entropy_trial__a9ff67133eeaa189fa8be8b1,712,739,27
entropy_trial__a9ff67133eeaa189fa8be8b1,740,741,1
entropy_trial__a9ff67133eeaa189fa8be8b1,742,764,22
entropy_trial__a9ff67133eeaa189fa8be8b1,766,768,2
entropy_trial__c4160dc01512e365fbecb170,1,2,1
entropy_trial__c4160dc01512e365fbecb170,3,15,12
entropy_trial__c4160dc01512e365fbecb170,16,20,4
entropy_trial__c4160dc01512e365fbecb170,22,28,6
entropy_trial__c4160dc01512e365fbecb170,29,31,2
entropy_trial__c4160dc01512e365fbecb170,32,35,3
entropy_trial__c4160dc01512e365fbecb170,39,40,1
entropy_trial__c4160dc01512e365fbecb170,41,42,1
entropy_trial__c4160dc01512e365fbecb170,43,44,1
entropy_trial__c4160dc01512e365fbecb170,45,46,1
entropy_trial__c4160dc01512e365fbecb170,47,50,3
entropy_trial__c4160dc01512e365fbecb170,51,52,1
entropy_trial__c4160dc01512e365fbecb170,53,69,16
entropy_trial__c4160dc01512e365fbecb170,70,78,8
entropy_trial__c4160dc01512e365fbecb170,79,88,9
entropy_trial__c4160dc01512e365fbecb170,89,90,1
entropy_trial__c4160dc01512e365fbecb170,91,92,1
entropy_trial__c4160dc01512e365fbecb170,95,101,6
entropy_trial__c4160dc01512e365fbecb170,103,104,1
entropy_trial__c4160dc01512e365fbecb170,106,107,1
entropy_trial__c4160dc01512e365fbecb170,108,112,4
entropy_trial__c4160dc01512e365fbecb170,113,119,6
entropy_trial__c4160dc01512e365fbecb170,120,124,4
entropy_trial__c4160dc01512e365fbecb170,125,126,1
entropy_trial__c4160dc01512e365fbecb170,127,131,4
entropy_trial__c4160dc01512e365fbecb170,132,137,5
entropy_trial__c4160dc01512e365fbecb170,138,141,3
entropy_trial__c4160dc01512e365fbecb170,143,154,11
entropy_trial__c4160dc01512e365fbecb170,156,164,8
entropy_trial__c4160dc01512e365fbecb170,165,188,23
entropy_trial__c4160dc01512e365fbecb170,190,191,1
entropy_trial__c4160dc01512e365fbecb170,192,207,15
entropy_trial__c4160dc01512e365fbecb170,209,332,123
entropy_trial__c4160dc01512e365fbecb170,333,377,44
entropy_trial__c4160dc01512e365fbecb170,378,379,1
entropy_trial__c4160dc01512e365fbecb170,380,381,1
entropy_trial__c4160dc01512e365fbecb170,382,384,2
entropy_trial__c4160dc01512e365fbecb170,385,388,3
entropy_trial__c4160dc01512e365fbecb170,389,487,98
entropy_trial__c4160dc01512e365fbecb170,489,490,1
entropy_trial__c4160dc01512e365fbecb170,492,494,2
entropy_trial__c4160dc01512e365fbecb170,497,500,3
entropy_trial__c4160dc01512e365fbecb170,501,768,267
entropy_trial__c979f719898a6f70c3dcbb9c,2,21,19
entropy_trial__c979f719898a6f70c3dcbb9c,22,24,2
entropy_trial__c979f719898a6f70c3dcbb9c,25,29,4
entropy_trial__c979f719898a6f70c3dcbb9c,30,31,1
entropy_trial__c979f719898a6f70c3dcbb9c,32,34,2
entropy_trial__c979f719898a6f70c3dcbb9c,35,46,11
entropy_trial__c979f719898a6f70c3dcbb9c,47,62,15
entropy_trial__c979f719898a6f70c3dcbb9c,63,64,1
entropy_trial__c979f719898a6f70c3dcbb9c,65,67,2
entropy_trial__c979f719898a6f70c3dcbb9c,69,72,3
entropy_trial__c979f719898a6f70c3dcbb9c,73,76,3
entropy_trial__c979f719898a6f70c3dcbb9c,77,78,1
entropy_trial__c979f719898a6f70c3dcbb9c,81,83,2
entropy_trial__c979f719898a6f70c3dcbb9c,85,86,1
entropy_trial__c979f719898a6f70c3dcbb9c,87,88,1
entropy_trial__c979f719898a6f70c3dcbb9c,89,90,1
entropy_trial__c979f719898a6f70c3dcbb9c,92,93,1
entropy_trial__c979f719898a6f70c3dcbb9c,94,95,1
entropy_trial__c979f719898a6f70c3dcbb9c,96,97,1
entropy_trial__c979f719898a6f70c3dcbb9c,100,101,1
entropy_trial__c979f719898a6f70c3dcbb9c,103,105,2
entropy_trial__c979f719898a6f70c3dcbb9c,110,113,3
entropy_trial__c979f719898a6f70c3dcbb9c,115,116,1
entropy_trial__c979f719898a6f70c3dcbb9c,117,118,1
entropy_trial__c979f719898a6f70c3dcbb9c,119,120,1
entropy_trial__c979f719898a6f70c3dcbb9c,121,123,2
entropy_trial__c979f719898a6f70c3dcbb9c,125,126,1
entropy_trial__c979f719898a6f70c3dcbb9c,128,129,1
entropy_trial__c979f719898a6f70c3dcbb9c,130,132,2
entropy_trial__c979f719898a6f70c3dcbb9c,133,135,2
entropy_trial__cbb747058efe6a8b1fbd18ec,1,5,4
entropy_trial__cbb747058efe6a8b1fbd18ec,6,13,7
entropy_trial__cbb747058efe6a8b1fbd18ec,14,15,1
entropy_trial__cbb747058efe6a8b1fbd18ec,16,43,27
entropy_trial__cbb747058efe6a8b1fbd18ec,44,47,3
entropy_trial__cbb747058efe6a8b1fbd18ec,50,54,4
entropy_trial__cbb747058efe6a8b1fbd18ec,55,58,3
entropy_trial__cbb747058efe6a8b1fbd18ec,59,65,6
entropy_trial__cbb747058efe6a8b1fbd18ec,67,69,2
entropy_trial__cbb747058efe6a8b1fbd18ec,72,74,2
entropy_trial__cbb747058efe6a8b1fbd18ec,75,76,1
entropy_trial__cbb747058efe6a8b1fbd18ec,78,83,5
entropy_trial__cbb747058efe6a8b1fbd18ec,84,86,2
entropy_trial__cbb747058efe6a8b1fbd18ec,87,88,1
entropy_trial__cbb747058efe6a8b1fbd18ec,91,98,7
entropy_trial__cbb747058efe6a8b1fbd18ec,99,100,1
entropy_trial__cbb747058efe6a8b1fbd18ec,101,104,3
entropy_trial__cbb747058efe6a8b1fbd18ec,105,108,3
entropy_trial__cbb747058efe6a8b1fbd18ec,109,111,2
entropy_trial__cbb747058efe6a8b1fbd18ec,112,124,12
entropy_trial__cbb747058efe6a8b1fbd18ec,125,126,1
entropy_trial__cbb747058efe6a8b1fbd18ec,127,131,4
entropy_trial__cbb747058efe6a8b1fbd18ec,133,134,1
entropy_trial__cbb747058efe6a8b1fbd18ec,135,137,2
entropy_trial__cbb747058efe6a8b1fbd18ec,138,140,2
entropy_trial__cbb747058efe6a8b1fbd18ec,141,144,3
entropy_trial__cbb747058efe6a8b1fbd18ec,145,151,6
entropy_trial__cbb747058efe6a8b1fbd18ec,152,156,4
entropy_trial__cbb747058efe6a8b1fbd18ec,157,168,11
entropy_trial__cbb747058efe6a8b1fbd18ec,169,170,1
entropy_trial__cbb747058efe6a8b1fbd18ec,171,172,1
entropy_trial__cbb747058efe6a8b1fbd18ec,173,175,2
entropy_trial__cbb747058efe6a8b1fbd18ec,176,177,1
entropy_trial__cbb747058efe6a8b1fbd18ec,179,183,4
entropy_trial__cbb747058efe6a8b1fbd18ec,184,187,3
entropy_trial__cbb747058efe6a8b1fbd18ec,188,198,10
entropy_trial__cbb747058efe6a8b1fbd18ec,199,200,1
entropy_trial__cbb747058efe6a8b1fbd18ec,202,203,1
entropy_trial__cbb747058efe6a8b1fbd18ec,206,208,2
entropy_trial__cbb747058efe6a8b1fbd18ec,209,219,10
entropy_trial__cbb747058efe6a8b1fbd18ec,220,239,19
entropy_trial__cbb747058efe6a8b1fbd18ec,240,245,5
entropy_trial__cbb747058efe6a8b1fbd18ec,246,248,2
entropy_trial__cbb747058efe6a8b1fbd18ec,249,253,4
entropy_trial__cbb747058efe6a8b1fbd18ec,255,258,3
entropy_trial__cbb747058efe6a8b1fbd18ec,259,264,5
entropy_trial__cbb747058efe6a8b1fbd18ec,265,268,3
entropy_trial__cbb747058efe6a8b1fbd18ec,269,270,1
entropy_trial__cbb747058efe6a8b1fbd18ec,272,285,13
entropy_trial__cbb747058efe6a8b1fbd18ec,288,290,2
entropy_trial__cbb747058efe6a8b1fbd18ec,292,294,2
entropy_trial__cbb747058efe6a8b1fbd18ec,297,298,1
entropy_trial__cbb747058efe6a8b1fbd18ec,299,308,9
entropy_trial__cbb747058efe6a8b1fbd18ec,309,311,2
entropy_trial__cbb747058efe6a8b1fbd18ec,312,313,1
entropy_trial__cbb747058efe6a8b1fbd18ec,315,317,2
entropy_trial__cbb747058efe6a8b1fbd18ec,318,322,4
entropy_trial__cbb747058efe6a8b1fbd18ec,323,324,1
entropy_trial__cbb747058efe6a8b1fbd18ec,325,331,6
entropy_trial__cbb747058efe6a8b1fbd18ec,332,342,10
entropy_trial__cbb747058efe6a8b1fbd18ec,343,344,1
entropy_trial__cbb747058efe6a8b1fbd18ec,345,348,3
entropy_trial__cbb747058efe6a8b1fbd18ec,350,401,51
entropy_trial__cbb747058efe6a8b1fbd18ec,402,432,30
entropy_trial__cbb747058efe6a8b1fbd18ec,433,460,27
entropy_trial__cbb747058efe6a8b1fbd18ec,462,487,25
entropy_trial__cbb747058efe6a8b1fbd18ec,488,494,6
entropy_trial__cbb747058efe6a8b1fbd18ec,495,499,4
entropy_trial__cbb747058efe6a8b1fbd18ec,500,510,10
entropy_trial__cbb747058efe6a8b1fbd18ec,511,512,1
entropy_trial__cbb747058efe6a8b1fbd18ec,513,546,33
entropy_trial__cbb747058efe6a8b1fbd18ec,547,550,3
entropy_trial__cbb747058efe6a8b1fbd18ec,552,556,4
entropy_trial__cbb747058efe6a8b1fbd18ec,557,558,1
entropy_trial__cbb747058efe6a8b1fbd18ec,559,566,7
entropy_trial__cbb747058efe6a8b1fbd18ec,567,579,12
entropy_trial__cbb747058efe6a8b1fbd18ec,580,605,25
entropy_trial__cbb747058efe6a8b1fbd18ec,606,637,31
entropy_trial__cbb747058efe6a8b1fbd18ec,640,647,7
entropy_trial__cbb747058efe6a8b1fbd18ec,648,661,13
entropy_trial__cbb747058efe6a8b1fbd18ec,662,669,7
entropy_trial__cbb747058efe6a8b1fbd18ec,670,706,36
entropy_trial__cbb747058efe6a8b1fbd18ec,707,710,3
entropy_trial__cbb747058efe6a8b1fbd18ec,712,728,16
entropy_trial__cbb747058efe6a8b1fbd18ec,729,734,5
entropy_trial__cbb747058efe6a8b1fbd18ec,735,740,5
entropy_trial__cbb747058efe6a8b1fbd18ec,742,764,22
entropy_trial__cbb747058efe6a8b1fbd18ec,765,768,3
