plan_id,position,token_id,entropy_bits,threshold_bits,entropy_margin_bits,eligible,token_role,consumed_before,consumed_after,remaining_after,payload_rank,observed_rank,surprisal_nats,rank_pressure_nats,rolling_start,rolling_position_count,rolling_ranks_consumed,rolling_eligible_fraction,rolling_window_full,byte_start,byte_stop
entropy_trial__4260abe0ff9d9bb19b971362,24,11,3.413022870221491,1.3619193336989834,2.0511035365225077,True,payload,19,20,44,3,3,2.052118812131255,0.4838695526123047,0,25,20,0.8,False,130,131
entropy_trial__4260abe0ff9d9bb19b971362,25,1075,1.0247002469371034,1.3619193336989834,-0.33721908676188006,False,ordinary_sampled_skip,20,20,44,,1,0.1588651807018131,0.0,0,26,20,0.7692307692307693,False,131,136
entropy_trial__4260abe0ff9d9bb19b971362,26,264,0.20026856654916705,1.3619193336989834,-1.1616507671498164,False,ordinary_sampled_skip,20,20,44,,1,0.02264605674195508,0.0,0,27,20,0.7407407407407407,False,136,138
entropy_trial__4260abe0ff9d9bb19b971362,27,3283,1.097242413458233,1.3619193336989834,-0.2646769202407504,False,ordinary_sampled_skip,20,20,44,,1,0.30219862759683025,0.0,0,28,20,0.7142857142857143,False,138,143
entropy_trial__4260abe0ff9d9bb19b971362,28,476,0.6350395834802816,1.3619193336989834,-0.7268797502187019,False,ordinary_sampled_skip,20,20,44,,1,0.17129548192124133,0.0,0,29,20,0.6896551724137931,False,143,146
entropy_trial__4260abe0ff9d9bb19b971362,29,6290,0.6965278870459722,1.3619193336989834,-0.6653914466530112,False,ordinary_sampled_skip,20,20,44,,1,0.15086497990383663,0.0,0,30,20,0.6666666666666666,False,146,151
entropy_trial__4260abe0ff9d9bb19b971362,30,11,0.0012612784159413604,1.3619193336989834,-1.360658055283042,False,ordinary_sampled_skip,20,20,44,,1,6.767408877550452e-05,0.0,0,31,20,0.6451612903225806,False,151,152
entropy_trial__4260abe0ff9d9bb19b971362,31,2182,3.445860282453679,1.3619193336989834,2.0839409487546954,True,payload,20,21,43,7,7,2.8345862059307123,1.4948711395263672,0,32,21,0.65625,True,152,156
entropy_trial__4260abe0ff9d9bb19b971362,32,25878,1.4827139000911977,1.3619193336989834,0.12079456639221431,True,payload,21,22,42,3,3,3.209538806054148,2.8149261474609375,1,32,21,0.65625,True,156,164
entropy_trial__4260abe0ff9d9bb19b971362,33,476,1.4423080704538263,1.3619193336989834,0.08038873675484282,True,payload,22,23,41,4,4,3.195978014845643,2.8746337890625,2,32,21,0.65625,True,164,167
entropy_trial__4260abe0ff9d9bb19b971362,34,3589,1.8342892348964568,1.3619193336989834,0.47236990119747335,True,payload,23,24,40,7,7,5.8368951320899,5.08453369140625,3,32,21,0.65625,True,167,173
entropy_trial__4260abe0ff9d9bb19b971362,35,429,2.589230125941877,1.3619193336989834,1.2273107922428936,True,payload,24,25,39,4,4,2.006687523879208,1.098388671875,4,32,22,0.6875,True,173,178
entropy_trial__4260abe0ff9d9bb19b971362,36,1033,2.436820512059249,1.3619193336989834,1.0749011783602658,True,payload,25,26,38,10,10,6.482332703390476,5.649381637573242,5,32,22,0.6875,True,178,183
entropy_trial__4260abe0ff9d9bb19b971362,37,1483,0.9202399045778784,1.3619193336989834,-0.441679429121105,False,ordinary_sampled_skip,26,26,38,,1,0.17341800601466417,0.0,6,32,21,0.65625,True,183,188
entropy_trial__4260abe0ff9d9bb19b971362,38,3055,2.661097352300165,1.3619193336989834,1.2991780186011814,True,payload,26,27,37,7,7,3.6020866421305158,2.252962112426758,7,32,21,0.65625,True,188,193
entropy_trial__4260abe0ff9d9bb19b971362,39,3123,1.4667097436477279,1.3619193336989834,0.10479040994874445,True,payload,27,28,36,5,5,5.225690950732336,4.872119903564453,8,32,22,0.6875,True,193,198
entropy_trial__4260abe0ff9d9bb19b971362,40,11,0.25900299799835447,1.3619193336989834,-1.102916335700629,False,ordinary_sampled_skip,28,28,36,,1,0.035872695761973716,0.0,9,32,22,0.6875,True,198,199
entropy_trial__4260abe0ff9d9bb19b971362,41,26763,3.147564831761702,1.3619193336989834,1.7856454980627188,True,payload,28,29,35,4,4,2.7106673583577567,1.7043190002441406,10,32,22,0.6875,True,199,206
entropy_trial__4260abe0ff9d9bb19b971362,42,6530,2.4019697167951772,1.3619193336989834,1.0400503830961938,True,payload,29,30,34,2,2,1.5994176045283943,0.9424057006835938,11,32,22,0.6875,True,206,214
entropy_trial__4260abe0ff9d9bb19b971362,43,1493,1.6647740070293897,1.3619193336989834,0.3028546733304063,True,payload,30,31,33,4,4,2.579394229201135,2.1880531311035156,12,32,22,0.6875,True,214,220
entropy_trial__4260abe0ff9d9bb19b971362,44,13,2.253712439043181,1.3619193336989834,0.8917931053441976,True,payload,31,32,32,4,4,2.7628852475584473,1.730499267578125,13,32,22,0.6875,True,220,221
entropy_trial__4260abe0ff9d9bb19b971362,45,32967,3.278160835361655,1.3619193336989834,1.9162415016626717,True,payload,32,33,31,7,7,4.0009948050933595,2.7040367126464844,14,32,22,0.6875,True,221,229
entropy_trial__4260abe0ff9d9bb19b971362,46,11,1.259015604446519,1.3619193336989834,-0.10290372925246438,False,ordinary_sampled_skip,33,33,31,,1,0.1614450289583793,0.0,15,32,21,0.65625,True,229,230
entropy_trial__4260abe0ff9d9bb19b971362,47,26763,4.189529775489799,1.3619193336989834,2.8276104417908154,True,payload,33,34,30,3,3,2.524757959418615,1.3951702117919922,16,32,21,0.65625,True,230,237
entropy_trial__4260abe0ff9d9bb19b971362,48,728,3.0334042278941595,1.3619193336989834,1.671484894195176,True,payload,34,35,29,7,7,3.496405108126421,2.6457767486572266,17,32,21,0.65625,True,237,240
entropy_trial__4260abe0ff9d9bb19b971362,49,2163,1.1087327592730545,1.3619193336989834,-0.25318657442592896,False,ordinary_sampled_skip,35,35,29,,1,0.2034321665695309,0.0,18,32,20,0.625,True,240,247
entropy_trial__4260abe0ff9d9bb19b971362,50,1817,1.918054558702992,1.3619193336989834,0.5561352250040086,True,payload,35,36,28,3,3,4.298022598604902,3.698434829711914,19,32,20,0.625,True,247,252
entropy_trial__4260abe0ff9d9bb19b971362,51,2114,2.0331075941241656,1.3619193336989834,0.6711882604251822,True,payload,36,37,27,4,4,2.3351263471221486,1.3936119079589844,20,32,20,0.625,True,252,257
entropy_trial__4260abe0ff9d9bb19b971362,52,476,0.637723504270603,1.3619193336989834,-0.7241958294283805,False,ordinary_sampled_skip,37,37,27,,1,0.12582522421763187,0.0,21,32,20,0.625,True,257,260
entropy_trial__4260abe0ff9d9bb19b971362,53,4752,1.6489289381672363,1.3619193336989834,0.28700960446825285,True,payload,37,38,26,2,2,0.9111558099428727,0.25470542907714844,22,32,20,0.625,True,260,269
entropy_trial__4260abe0ff9d9bb19b971362,54,323,3.382491164944522,1.3619193336989834,2.0205718312455385,True,payload,38,39,25,7,7,3.385803268208143,2.268341064453125,23,32,21,0.65625,True,269,273
entropy_trial__4260abe0ff9d9bb19b971362,55,6530,1.3846927632715302,1.3619193336989834,0.0227734295725468,True,payload,39,40,24,4,4,3.9081205214743484,3.6815452575683594,24,32,21,0.65625,True,273,281
entropy_trial__4260abe0ff9d9bb19b971362,56,3589,1.4938263441969726,1.3619193336989834,0.13190701049798914,True,payload,40,41,23,7,7,5.0423608285174275,4.764520645141602,25,32,21,0.65625,True,281,287
entropy_trial__4260abe0ff9d9bb19b971362,57,369,3.531315285311775,1.3619193336989834,2.1693959516127914,True,payload,41,42,22,7,7,3.3046038177322536,2.168243408203125,26,32,22,0.6875,True,287,291
entropy_trial__4260abe0ff9d9bb19b971362,58,16652,3.798314569078834,1.3619193336989834,2.4363952353798504,True,payload,42,43,21,7,7,3.3413459056347,1.9324455261230469,27,32,23,0.71875,True,291,299
entropy_trial__4260abe0ff9d9bb19b971362,59,13,0.41435669332016783,1.3619193336989834,-0.9475626403788155,False,ordinary_sampled_skip,43,43,21,,1,0.05070244279537661,0.0,28,32,23,0.71875,True,299,300
entropy_trial__4260abe0ff9d9bb19b971362,60,1096,4.610425410070844,1.3619193336989834,3.2485060763718607,True,payload,43,44,20,4,4,2.407416135156687,0.4494800567626953,29,32,24,0.75,True,300,305
entropy_trial__4260abe0ff9d9bb19b971362,61,646,2.622154777373876,1.3619193336989834,1.2602354436748926,True,payload,44,45,19,7,7,5.125755610882614,3.956653594970703,30,32,25,0.78125,True,305,309
entropy_trial__4260abe0ff9d9bb19b971362,62,3537,0.20120018195084746,1.3619193336989834,-1.160719151748136,False,ordinary_sampled_skip,45,45,19,,1,0.02862124625554685,0.0,31,32,25,0.78125,True,309,316
entropy_trial__4260abe0ff9d9bb19b971362,63,7298,2.3512513995276536,1.3619193336989834,0.9893320658286702,True,payload,45,46,18,4,4,2.4822206807991165,1.726053237915039,32,32,25,0.78125,True,316,322
entropy_trial__4260abe0ff9d9bb19b971362,64,476,0.6399033078328334,1.3619193336989834,-0.72201602586615,False,ordinary_sampled_skip,46,46,18,,1,0.14256178688664534,0.0,33,32,24,0.75,True,322,325
entropy_trial__4260abe0ff9d9bb19b971362,65,2421,2.372814520720187,1.3619193336989834,1.0108951870212035,True,payload,46,47,17,7,7,4.624915739843193,3.9533653259277344,34,32,24,0.75,True,325,329
entropy_trial__4260abe0ff9d9bb19b971362,66,3039,0.14886351937458883,1.3619193336989834,-1.2130558143243946,False,ordinary_sampled_skip,47,47,17,,1,0.021523491338875544,0.0,35,32,23,0.71875,True,329,335
entropy_trial__4260abe0ff9d9bb19b971362,67,17059,1.8499711289208256,1.3619193336989834,0.48805179522184217,True,payload,47,48,16,4,4,2.4548220865071784,1.7693767547607422,36,32,23,0.71875,True,335,342
entropy_trial__4260abe0ff9d9bb19b971362,68,624,2.0805313771081244,1.3619193336989834,0.718612043409141,True,payload,48,49,15,7,7,7.806867785283039,6.7787017822265625,37,32,23,0.71875,True,342,344
entropy_trial__4260abe0ff9d9bb19b971362,69,12522,4.242963992367991,1.3619193336989834,2.8810446586690075,True,payload,49,50,14,4,4,2.546528814927317,1.066091537475586,38,32,24,0.75,True,344,348
entropy_trial__4260abe0ff9d9bb19b971362,70,14548,1.1357288479077525,1.3619193336989834,-0.2261904857912309,False,ordinary_sampled_skip,50,50,14,,1,0.16303092957921805,0.0,39,32,23,0.71875,True,348,358
entropy_trial__4260abe0ff9d9bb19b971362,71,11,0.05443625214068096,1.3619193336989834,-1.3074830815583025,False,ordinary_sampled_skip,50,50,14,,1,0.005406875497342867,0.0,40,32,22,0.6875,True,358,359
entropy_trial__4260abe0ff9d9bb19b971362,72,279,2.4246215678159597,1.3619193336989834,1.0627022341169763,True,payload,50,51,13,4,4,2.1659417049223606,1.266611099243164,41,32,23,0.71875,True,359,363
entropy_trial__4260abe0ff9d9bb19b971362,73,25066,1.6996640280212143,1.3619193336989834,0.33774469432223087,True,payload,51,52,12,9,9,7.146428592579468,6.599575042724609,42,32,23,0.71875,True,363,370
entropy_trial__4260abe0ff9d9bb19b971362,74,1221,1.6783552767584737,1.3619193336989834,0.3164359430594903,True,payload,52,53,11,7,7,5.949087194402296,5.480436325073242,43,32,23,0.71875,True,370,375
entropy_trial__4260abe0ff9d9bb19b971362,75,5780,1.2812089892825171,1.3619193336989834,-0.0807103444164663,False,ordinary_sampled_skip,53,53,11,,1,0.36644771706574986,0.0,44,32,22,0.6875,True,375,380
entropy_trial__4260abe0ff9d9bb19b971362,76,311,0.0976211282367293,1.3619193336989834,-1.264298205462254,False,ordinary_sampled_skip,53,53,11,,1,0.011086979877902081,0.0,45,32,21,0.65625,True,380,383
entropy_trial__4260abe0ff9d9bb19b971362,77,264,0.6581845086647573,1.3619193336989834,-0.7037348250342261,False,ordinary_sampled_skip,53,53,11,,1,0.10058191549525475,0.0,46,32,20,0.625,True,383,385
entropy_trial__4260abe0ff9d9bb19b971362,78,3151,3.7476762249389437,1.3619193336989834,2.3857568912399603,True,payload,53,54,10,7,7,3.219135788667767,1.6007022857666016,47,32,21,0.65625,True,385,394
entropy_trial__4260abe0ff9d9bb19b971362,79,3728,1.7800184247929907,1.3619193336989834,0.4180990910940072,True,payload,54,55,9,4,4,2.412105229564826,1.9479255676269531,48,32,21,0.65625,True,394,403
entropy_trial__4260abe0ff9d9bb19b971362,80,6188,2.4414191975352217,1.3619193336989834,1.0794998638362383,True,payload,55,56,8,7,7,3.5375272905136903,2.7338123321533203,49,32,21,0.65625,True,403,412
entropy_trial__4260abe0ff9d9bb19b971362,81,369,0.9490966933588962,1.3619193336989834,-0.4128226403400872,False,ordinary_sampled_skip,56,56,8,,1,0.3793592893259081,0.0,50,32,21,0.65625,True,412,416
entropy_trial__4260abe0ff9d9bb19b971362,82,8692,2.4432239530249706,1.3619193336989834,1.0813046193259872,True,payload,56,57,7,4,4,2.8244662255541826,1.8652286529541016,51,32,21,0.65625,True,416,427
entropy_trial__4260abe0ff9d9bb19b971362,83,323,2.0590117952212927,1.3619193336989834,0.6970924615223093,True,payload,57,58,6,4,4,3.074034151065515,2.554088592529297,52,32,21,0.65625,True,427,431
entropy_trial__4260abe0ff9d9bb19b971362,84,33445,2.8117092218410544,1.3619193336989834,1.449789888142071,True,payload,58,59,5,4,4,2.01358260212179,0.8851470947265625,53,32,22,0.6875,True,431,440
entropy_trial__4260abe0ff9d9bb19b971362,85,13,1.294940826160819,1.3619193336989834,-0.06697850753816437,False,ordinary_sampled_skip,59,59,5,,1,0.37708562186039174,0.0,54,32,21,0.65625,True,440,441
entropy_trial__4260abe0ff9d9bb19b971362,86,33396,3.828256629834708,1.3619193336989834,2.4663372961357246,True,payload,59,60,4,10,10,4.20082564658415,2.8311004638671875,55,32,21,0.65625,True,441,451
entropy_trial__4260abe0ff9d9bb19b971362,87,7236,2.1601302958138664,1.3619193336989834,0.798210962114883,True,payload,60,61,3,4,4,2.8375064105644086,2.011373519897461,56,32,21,0.65625,True,451,461
entropy_trial__4260abe0ff9d9bb19b971362,88,481,2.877021420199688,1.3619193336989834,1.5151020865007045,True,payload,61,62,2,9,9,5.077305535808218,3.910594940185547,57,32,21,0.65625,True,461,463
entropy_trial__4260abe0ff9d9bb19b971362,89,91365,1.7962216639885664,1.3619193336989834,0.434302330289583,True,payload,62,63,1,7,7,4.664711248571642,4.054811477661133,58,32,21,0.65625,True,463,470
entropy_trial__4260abe0ff9d9bb19b971362,90,4788,0.9931173492316432,1.3619193336989834,-0.36880198446734025,False,ordinary_sampled_skip,63,63,1,,2,0.8105862154076036,0.2222614288330078,59,32,20,0.625,True,470,475
entropy_trial__4260abe0ff9d9bb19b971362,91,11,0.8750931965209184,1.3619193336989834,-0.486826137178065,False,ordinary_sampled_skip,63,63,1,,1,0.1716744386459652,0.0,60,32,20,0.625,True,475,476
entropy_trial__4260abe0ff9d9bb19b971362,92,49924,2.787094744352673,1.3619193336989834,1.4251754106536896,True,payload,63,64,0,6,6,3.3831630971441236,2.3006229400634766,61,32,20,0.625,True,476,486
entropy_trial__448d04f6e62e4c75b366b814,0,1815,2.678686934527225,0.966861238282291,1.7118256962449339,True,payload,0,1,127,7,7,5.084992487181745,4.783062934875488,0,1,1,1.0,False,0,3
entropy_trial__448d04f6e62e4c75b366b814,1,1146,3.7726684638580545,0.966861238282291,2.8058072255757636,True,payload,1,2,126,2,2,2.4426885353650327,1.5906753540039062,0,2,2,1.0,False,3,6
entropy_trial__448d04f6e62e4c75b366b814,2,1309,3.378463386672602,0.966861238282291,2.411602148390311,True,payload,2,3,125,7,7,3.982449035113355,2.6624679565429688,0,3,3,1.0,False,6,10
entropy_trial__448d04f6e62e4c75b366b814,3,29493,2.1402535300696073,0.966861238282291,1.1733922917873163,True,payload,3,4,124,4,4,3.2969926046861424,2.80184268951416,0,4,4,1.0,False,10,11
entropy_trial__448d04f6e62e4c75b366b814,4,1603,4.573093512745319,0.966861238282291,3.606232274463028,True,payload,4,5,123,7,7,3.2506752572089397,1.5784368515014648,0,5,5,1.0,False,11,16
entropy_trial__448d04f6e62e4c75b366b814,5,4110,4.807589464724591,0.966861238282291,3.8407282264423004,True,payload,5,6,122,7,7,3.475598899339584,1.8099384307861328,0,6,6,1.0,False,16,24
entropy_trial__448d04f6e62e4c75b366b814,6,1509,4.538351431777985,0.966861238282291,3.5714901934956944,True,payload,6,7,121,4,4,2.8500380475983604,1.440826416015625,0,7,7,1.0,False,24,29
entropy_trial__448d04f6e62e4c75b366b814,7,5110,5.887871857418626,0.966861238282291,4.921010619136336,True,payload,7,8,120,5,5,3.1642650917269446,1.756967544555664,0,8,8,1.0,False,29,34
entropy_trial__448d04f6e62e4c75b366b814,8,1066,3.354138221982659,0.966861238282291,2.3872769837003682,True,payload,8,9,119,7,7,4.08735149316589,2.918154716491699,0,9,9,1.0,False,34,37
entropy_trial__448d04f6e62e4c75b366b814,9,3503,4.468413544258231,0.966861238282291,3.5015523059759404,True,payload,9,10,118,6,6,4.2986322386613605,3.3879518508911133,0,10,10,1.0,False,37,44
entropy_trial__448d04f6e62e4c75b366b814,10,1137,4.321913175881379,0.966861238282291,3.355051937599088,True,payload,10,11,117,7,7,3.2035843071492245,1.5088310241699219,0,11,11,1.0,False,44,49
entropy_trial__448d04f6e62e4c75b366b814,11,2116,1.0258526965603727,0.966861238282291,0.05899145827808172,True,payload,11,12,116,6,6,5.274444483251404,5.120538711547852,0,12,12,1.0,False,49,54
entropy_trial__448d04f6e62e4c75b366b814,12,3140,1.983952045539906,0.966861238282291,1.017090807257615,True,payload,12,13,115,4,4,2.45942898544029,1.974909782409668,0,13,13,1.0,False,54,62
entropy_trial__448d04f6e62e4c75b366b814,13,1827,4.571153628288926,0.966861238282291,3.6042923900066346,True,payload,13,14,114,8,8,3.310226278004624,1.5953645706176758,0,14,14,1.0,False,62,70
entropy_trial__448d04f6e62e4c75b366b814,14,2365,4.370657792271701,0.966861238282291,3.40379655398941,True,payload,14,15,113,4,4,2.2502441919382736,0.5954608917236328,0,15,15,1.0,False,70,78
entropy_trial__448d04f6e62e4c75b366b814,15,15082,3.4864309276080183,0.966861238282291,2.5195696893257273,True,payload,15,16,112,6,6,3.416684857907981,2.5427370071411133,0,16,16,1.0,False,78,88
entropy_trial__448d04f6e62e4c75b366b814,16,1072,2.387935994246046,0.966861238282291,1.421074755963755,True,payload,16,17,111,4,4,2.811058259065234,2.278562545776367,0,17,17,1.0,False,88,92
entropy_trial__448d04f6e62e4c75b366b814,17,1420,4.430899635290406,0.966861238282291,3.4640383970081152,True,payload,17,18,110,9,9,3.902016703216189,2.659151077270508,0,18,18,1.0,False,92,98
entropy_trial__448d04f6e62e4c75b366b814,18,7964,4.238105894593107,0.966861238282291,3.271244656310816,True,payload,18,19,109,4,4,2.366419098163327,0.8782968521118164,0,19,19,1.0,False,98,107
entropy_trial__448d04f6e62e4c75b366b814,19,1210,2.270982393505186,0.966861238282291,1.3041211552228948,True,payload,19,20,108,3,3,1.94400377736374,1.1809806823730469,0,20,20,1.0,False,107,110
entropy_trial__448d04f6e62e4c75b366b814,20,10426,1.6976523872394111,0.966861238282291,0.7307911489571202,True,payload,20,21,107,4,4,3.4415778594552187,3.166193962097168,0,21,21,1.0,False,110,122
entropy_trial__448d04f6e62e4c75b366b814,21,7499,1.2038094428363197,0.966861238282291,0.23694820455402876,True,payload,21,22,106,3,3,3.6074560727795237,3.4484615325927734,0,22,22,1.0,False,122,131
entropy_trial__448d04f6e62e4c75b366b814,22,1066,0.3039650861065125,0.966861238282291,-0.6628961521757785,False,ordinary_sampled_skip,22,22,106,,1,0.05304044247042583,0.0,0,23,22,0.9565217391304348,False,131,134
entropy_trial__448d04f6e62e4c75b366b814,23,1040,0.8393993883179772,0.966861238282291,-0.12746184996431376,False,ordinary_sampled_skip,22,22,106,,1,0.1418447778873997,0.0,0,24,22,0.9166666666666666,False,134,138
entropy_trial__448d04f6e62e4c75b366b814,24,1566,0.4009487268426747,0.966861238282291,-0.5659125114396163,False,ordinary_sampled_skip,22,22,106,,1,0.0381160137068548,0.0,0,25,22,0.88,False,138,145
entropy_trial__448d04f6e62e4c75b366b814,25,1392,2.0512044613058467,0.966861238282291,1.0843432230235557,True,payload,22,23,105,4,4,3.3335367144038983,2.9001998901367188,0,26,23,0.8846153846153846,False,145,149
entropy_trial__448d04f6e62e4c75b366b814,26,29491,0.5188428939290523,0.966861238282291,-0.44801834435323873,False,ordinary_sampled_skip,23,23,105,,1,0.05293410525619535,0.0,0,27,23,0.8518518518518519,False,149,150
entropy_trial__448d04f6e62e4c75b366b814,27,781,0.834131670372087,0.966861238282291,-0.13272956791020396,False,ordinary_sampled_skip,23,23,105,,1,0.07757882752360601,0.0,0,28,23,0.8214285714285714,False,150,151
entropy_trial__448d04f6e62e4c75b366b814,28,781,0.07702826849470493,0.966861238282291,-0.8898329697875861,False,ordinary_sampled_skip,23,23,105,,1,0.005024096634706154,0.0,0,29,23,0.7931034482758621,False,151,152
entropy_trial__448d04f6e62e4c75b366b814,29,3588,2.075781426672463,0.966861238282291,1.1089201883901718,True,payload,23,24,104,5,5,3.031628416721208,2.55648136138916,0,30,24,0.8,False,152,154
entropy_trial__448d04f6e62e4c75b366b814,30,15816,0.05471483258644267,0.966861238282291,-0.9121464056958483,False,ordinary_sampled_skip,24,24,104,,1,0.004546700576760543,0.0,0,31,24,0.7741935483870968,False,154,163
entropy_trial__448d04f6e62e4c75b366b814,31,1566,0.0010785075525783763,0.966861238282291,-0.9657827307297127,False,ordinary_sampled_skip,24,24,104,,1,5.8970124637625077e-05,0.0,0,32,24,0.75,True,163,170
entropy_trial__448d04f6e62e4c75b366b814,32,2355,0.0042642572977927996,0.966861238282291,-0.9625969809844982,False,ordinary_sampled_skip,24,24,104,,1,0.0002759018233504662,0.0,1,32,23,0.71875,True,170,177
entropy_trial__448d04f6e62e4c75b366b814,33,29493,2.83598120171634,0.966861238282291,1.869119963434049,True,payload,24,25,103,4,4,2.1343232071520113,0.7904205322265625,2,32,23,0.71875,True,177,178
entropy_trial__448d04f6e62e4c75b366b814,34,1065,2.2819744643903026,0.966861238282291,1.3151132261080116,True,payload,25,26,102,3,3,2.5122406257394587,1.7467536926269531,3,32,23,0.71875,True,178,181
entropy_trial__448d04f6e62e4c75b366b814,35,1639,1.1473759577553346,0.966861238282291,0.18051471947304365,True,payload,26,27,101,4,4,5.778497303144995,5.3489789962768555,4,32,23,0.71875,True,181,185
entropy_trial__448d04f6e62e4c75b366b814,36,7189,1.7011700854768446,0.966861238282291,0.7343088471945536,True,payload,27,28,100,10,10,7.630226602282512,6.990140914916992,5,32,23,0.71875,True,185,190
entropy_trial__448d04f6e62e4c75b366b814,37,29493,0.7568647457954036,0.966861238282291,-0.20999649248688734,False,ordinary_sampled_skip,28,28,100,,1,0.19741879992498923,0.0,6,32,22,0.6875,True,190,191
entropy_trial__448d04f6e62e4c75b366b814,38,21334,1.3388505603564786,0.966861238282291,0.37198932207418767,True,payload,28,29,99,7,7,5.639802453158179,5.364286422729492,7,32,22,0.6875,True,191,196
entropy_trial__448d04f6e62e4c75b366b814,39,1066,0.2559324115520037,0.966861238282291,-0.7109288267302873,False,ordinary_sampled_skip,29,29,99,,1,0.04384090064689872,0.0,8,32,21,0.65625,True,196,199
entropy_trial__448d04f6e62e4c75b366b814,40,26497,1.6678986967825384,0.966861238282291,0.7010374585002475,True,payload,29,30,98,6,6,4.800418509803503,4.379507064819336,9,32,21,0.65625,True,199,210
entropy_trial__448d04f6e62e4c75b366b814,41,4113,2.1242099772914034,0.966861238282291,1.1573487390091124,True,payload,30,31,97,4,4,3.519992400676685,3.037578582763672,10,32,21,0.65625,True,210,219
entropy_trial__448d04f6e62e4c75b366b814,42,8742,3.2610113288357994,0.966861238282291,2.2941500905535084,True,payload,31,32,96,7,7,3.4677357817161933,2.274364471435547,11,32,21,0.65625,True,219,229
entropy_trial__448d04f6e62e4c75b366b814,43,1122,0.7080928041833281,0.966861238282291,-0.2587684340989629,False,ordinary_sampled_skip,32,32,96,,1,0.21188466640949954,0.0,12,32,20,0.625,True,229,233
entropy_trial__448d04f6e62e4c75b366b814,44,26517,1.677650789003131,0.966861238282291,0.7107895507208399,True,payload,32,33,95,4,4,3.653292415148993,3.3214187622070312,13,32,20,0.625,True,233,240
entropy_trial__448d04f6e62e4c75b366b814,45,1050,2.7947815444248792e-05,0.966861238282291,-0.9668332904668467,False,ordinary_sampled_skip,33,33,95,,1,1.1849994123735996e-06,0.0,14,32,19,0.59375,True,240,242
entropy_trial__448d04f6e62e4c75b366b814,46,27713,1.9877904677376645,0.966861238282291,1.0209292294553736,True,payload,33,34,94,1,1,0.4289355613950754,0.0,15,32,19,0.59375,True,242,254
entropy_trial__448d04f6e62e4c75b366b814,47,1066,2.636124002753716,0.966861238282291,1.669262764471425,True,payload,34,35,93,4,4,2.2540052244877735,1.287607192993164,16,32,19,0.59375,True,254,257
entropy_trial__448d04f6e62e4c75b366b814,48,10661,2.0809364801361077,0.966861238282291,1.1140752418538167,True,payload,35,36,92,7,7,4.030306377369598,3.3997297286987305,17,32,19,0.59375,True,257,266
entropy_trial__448d04f6e62e4c75b366b814,49,1072,3.644402520976947,0.966861238282291,2.677541282694656,True,payload,36,37,91,4,4,2.7571868244682562,1.5603866577148438,18,32,19,0.59375,True,266,270
entropy_trial__448d04f6e62e4c75b366b814,50,10677,1.2962687501406016,0.966861238282291,0.32940751185831063,True,payload,37,38,90,2,2,3.273418260019021,3.0882205963134766,19,32,19,0.59375,True,270,284
entropy_trial__448d04f6e62e4c75b366b814,51,22660,3.394872085130234,0.966861238282291,2.428010846847943,True,payload,38,39,89,4,4,2.2443569000713666,0.8789634704589844,20,32,19,0.59375,True,284,290
entropy_trial__448d04f6e62e4c75b366b814,52,2080,1.4305374780430664,0.966861238282291,0.46367623976077543,True,payload,39,40,88,8,8,6.243830693577674,5.642238616943359,21,32,19,0.59375,True,290,296
entropy_trial__448d04f6e62e4c75b366b814,53,22093,3.183152388680735,0.966861238282291,2.216291150398444,True,payload,40,41,87,4,4,2.6161364338360364,1.8323516845703125,22,32,19,0.59375,True,296,306
entropy_trial__448d04f6e62e4c75b366b814,54,1971,2.9025315930250652,0.966861238282291,1.9356703547427743,True,payload,41,42,86,9,9,3.494416173526762,2.6219606399536133,23,32,20,0.625,True,306,312
entropy_trial__448d04f6e62e4c75b366b814,55,24535,0.0006008155359724787,0.966861238282291,-0.9662604227463185,False,ordinary_sampled_skip,42,42,86,,1,3.312993364090744e-05,0.0,24,32,20,0.625,True,312,319
entropy_trial__448d04f6e62e4c75b366b814,56,29493,0.5446415443903261,0.966861238282291,-0.4222196938919649,False,ordinary_sampled_skip,42,42,86,,1,0.13364294588658154,0.0,25,32,20,0.625,True,319,320
entropy_trial__448d04f6e62e4c75b366b814,57,5736,2.821108690631911,0.966861238282291,1.85424745234962,True,payload,42,43,85,4,4,2.265709120339391,1.225210189819336,26,32,20,0.625,True,320,325
entropy_trial__448d04f6e62e4c75b366b814,58,2235,0.01035761579003965,0.966861238282291,-0.9565036224922513,False,ordinary_sampled_skip,43,43,85,,1,0.0007297470633247372,0.0,27,32,20,0.625,True,325,329
entropy_trial__448d04f6e62e4c75b366b814,59,29493,0.000603269442475274,0.966861238282291,-0.9662579688398157,False,ordinary_sampled_skip,43,43,85,,1,3.582376342237126e-05,0.0,28,32,20,0.625,True,329,330
entropy_trial__448d04f6e62e4c75b366b814,60,1072,0.088017337779888,0.966861238282291,-0.878843900502403,False,ordinary_sampled_skip,43,43,85,,1,0.0077155994925490745,0.0,29,32,20,0.625,True,330,334
entropy_trial__448d04f6e62e4c75b366b814,61,23071,3.5307577075964063,0.966861238282291,2.5638964693141153,True,payload,43,44,84,10,10,4.110676178506424,2.599431037902832,30,32,20,0.625,True,334,345
