source_type,trial_id,condition_name,payload_name,prompt_name,prompt_family,segment_index,token_filter_name,tail_policy,token_count,character_count,line_count,whitespace_fraction,punctuation_fraction,digit_fraction,alphabetic_fraction,unique_token_fraction,repeated_token_fraction,mean_token_log_probability,median_token_log_probability,mean_generated_rank,p95_generated_rank,contains_backtick,contains_bracket_placeholder,contains_url_fragment,contains_latex_fragment,contains_html_fragment,contains_markdown_heading,artifact_count_total,fraction_rank_le_16,fraction_rank_le_64
segmented_forced_prefix,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,1,safe_text_filter_v1,sentence_tail_min20_max60,8,20,1,0.05,0.15,0.0,0.8,1.0,0.0,-4.3343696657985324,-3.508399250885578,6.25,14.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,1,safe_text_filter_v1,sentence_tail_min20_max60,48,193,2,0.16062176165803108,0.046632124352331605,0.0,0.7927461139896373,0.8125,0.1875,-1.2362570589104258,-0.7241550257220304,1.875,6.599999999999994,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_forum_exchange_specific,recipe_forum_exchange,2,safe_text_filter_v1,sentence_tail_min20_max60,8,31,5,0.1935483870967742,0.16129032258064516,0.0,0.6451612903225806,1.0,0.0,-4.859529346439638,-5.048030200225938,7.75,13.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_forum_exchange_specific,recipe_forum_exchange,2,safe_text_filter_v1,sentence_tail_min20_max60,34,140,5,0.2,0.06428571428571428,0.0,0.7357142857142858,0.9705882352941176,0.02941176470588236,-1.4571016054686279,-0.5805843432477307,2.588235294117647,11.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_blog,recipe,3,safe_text_filter_v1,sentence_tail_min20_max60,8,30,1,0.1,0.2,0.0,0.7,1.0,0.0,-6.10626795603091,-6.386332138615591,9.25,15.0,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_blog,recipe,3,safe_text_filter_v1,sentence_tail_min20_max60,41,155,3,0.18064516129032257,0.07741935483870968,0.0,0.7419354838709677,0.8780487804878049,0.12195121951219512,-1.3975435779623349,-0.18567102308264793,2.6097560975609757,14.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,grocery_planning_note_specific,grocery_planning,4,safe_text_filter_v1,sentence_tail_min20_max60,8,41,1,0.17073170731707318,0.0,0.0,0.8292682926829268,1.0,0.0,-5.211396224595333,-4.525744129535376,6.125,13.199999999999996,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,grocery_planning_note_specific,grocery_planning,4,safe_text_filter_v1,sentence_tail_min20_max60,38,165,1,0.18181818181818182,0.03636363636363636,0.0,0.7818181818181819,0.868421052631579,0.13157894736842102,-1.5633173122986015,-0.7585038538753182,2.0789473684210527,6.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,plant_care_note_specific,plant_care,5,safe_text_filter_v1,sentence_tail_min20_max60,8,30,1,0.16666666666666666,0.06666666666666667,0.03333333333333333,0.7333333333333333,1.0,0.0,-4.611257522828599,-4.421880541577802,9.75,13.95,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,plant_care_note_specific,plant_care,5,safe_text_filter_v1,sentence_tail_min20_max60,33,118,2,0.19491525423728814,0.0847457627118644,0.00847457627118644,0.711864406779661,0.8181818181818182,0.18181818181818177,-1.5911549237683797,-0.7855400694030621,3.121212121212121,11.399999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,6,safe_text_filter_v1,sentence_tail_min20_max60,8,37,1,0.10810810810810811,0.02702702702702703,0.0,0.8378378378378378,1.0,0.0,-4.458789463226844,-4.323704369194262,9.25,13.649999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_long_specific,recipe,6,safe_text_filter_v1,sentence_tail_min20_max60,34,147,1,0.1292517006802721,0.04081632653061224,0.0,0.8163265306122449,0.9117647058823529,0.08823529411764708,-1.7463150578031583,-1.2507197316722571,2.9411764705882355,13.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_forum_exchange_specific,recipe_forum_exchange,7,safe_text_filter_v1,sentence_tail_min20_max60,8,29,2,0.1724137931034483,0.0,0.0,0.8275862068965517,1.0,0.0,-5.030251979109324,-4.865922032642352,8.625,15.649999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_forum_exchange_specific,recipe_forum_exchange,7,safe_text_filter_v1,sentence_tail_min20_max60,40,170,2,0.17058823529411765,0.041176470588235294,0.0,0.788235294117647,0.875,0.125,-1.4869852908733059,-0.8628279551979787,2.525,13.099999999999994,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_blog,recipe,8,safe_text_filter_v1,sentence_tail_min20_max60,8,41,1,0.14634146341463414,0.024390243902439025,0.0,0.8292682926829268,1.0,0.0,-5.428859776009953,-5.402283752250124,10.75,15.299999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_005,segmented_multi_topic_sentence_tail_filtered,sha256_public_test_string,recipe_blog,recipe,8,safe_text_filter_v1,sentence_tail_min20_max60,68,296,1,0.17567567567567569,0.02702702702702703,0.0,0.7972972972972973,0.7941176470588235,0.20588235294117652,-0.9530462331881069,-0.2668060878106431,2.1470588235294117,12.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_006,segmented_single_topic_fixed_tail40_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,1,none,fixed_tail40,8,44,1,0.13636363636363635,0.06818181818181818,0.0,0.7954545454545454,1.0,0.0,-5.064991121558935,-5.067582341795838,8.5,13.95,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_006,segmented_single_topic_fixed_tail40_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,1,none,fixed_tail40,48,223,1,0.17040358744394618,0.03587443946188341,0.0,0.7937219730941704,0.7291666666666666,0.27083333333333337,-1.2237828231973886,-0.5280079908855466,2.25,9.599999999999994,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_006,segmented_single_topic_fixed_tail40_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,2,none,fixed_tail40,8,33,1,0.15151515151515152,0.030303030303030304,0.0,0.8181818181818182,1.0,0.0,-4.80272000322603,-2.963401016637201,5.875,14.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_006,segmented_single_topic_fixed_tail40_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,2,none,fixed_tail40,48,209,1,0.1722488038277512,0.0430622009569378,0.0,0.784688995215311,0.8333333333333334,0.16666666666666663,-1.397032274384136,-0.6889785443483571,1.8125,4.649999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_006,segmented_single_topic_fixed_tail40_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,3,none,fixed_tail40,8,38,1,0.15789473684210525,0.02631578947368421,0.0,0.8157894736842105,1.0,0.0,-4.527023892308614,-4.827687549552337,8.5,15.0,False,True,False,False,False,False,1,1.0,1.0
segmented_full_message,quality_006,segmented_single_topic_fixed_tail40_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,3,none,fixed_tail40,48,229,1,0.16593886462882096,0.03056768558951965,0.0,0.8034934497816594,0.875,0.125,-1.346551211704471,-0.734289979018822,2.25,12.649999999999999,False,True,False,False,False,False,1,1.0,1.0
segmented_forced_prefix,quality_006,segmented_single_topic_fixed_tail40_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,4,none,fixed_tail40,8,31,3,0.22580645161290322,0.12903225806451613,0.0,0.6451612903225806,1.0,0.0,-4.042568372063981,-3.8029562282094975,6.125,13.249999999999996,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_006,segmented_single_topic_fixed_tail40_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,4,none,fixed_tail40,48,209,3,0.1722488038277512,0.04784688995215311,0.0,0.7799043062200957,0.8333333333333334,0.16666666666666663,-1.0566000638224058,-0.4946258397619445,1.8541666666666667,7.249999999999993,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_007,segmented_single_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,1,none,sentence_tail_min20_max60,8,44,1,0.13636363636363635,0.06818181818181818,0.0,0.7954545454545454,1.0,0.0,-5.064991121558935,-5.067582341795838,8.5,13.95,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_007,segmented_single_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,1,none,sentence_tail_min20_max60,57,265,1,0.17358490566037735,0.033962264150943396,0.0,0.7924528301886793,0.7017543859649122,0.29824561403508776,-1.0529448717351813,-0.38871017767657534,2.0526315789473686,7.799999999999983,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_007,segmented_single_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,2,none,sentence_tail_min20_max60,8,33,1,0.15151515151515152,0.030303030303030304,0.0,0.8181818181818182,1.0,0.0,-4.80272000322603,-2.963401016637201,5.875,14.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_007,segmented_single_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,2,none,sentence_tail_min20_max60,40,180,1,0.16666666666666666,0.044444444444444446,0.0,0.7888888888888889,0.875,0.125,-1.5662879205127123,-0.7827234760391466,1.975,5.34999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_007,segmented_single_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,3,none,sentence_tail_min20_max60,8,38,1,0.15789473684210525,0.02631578947368421,0.0,0.8157894736842105,1.0,0.0,-4.527023892308614,-4.827687549552337,8.5,15.0,False,True,False,False,False,False,1,1.0,1.0
segmented_full_message,quality_007,segmented_single_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,3,none,sentence_tail_min20_max60,39,174,1,0.1724137931034483,0.034482758620689655,0.0,0.7931034482758621,0.8974358974358975,0.10256410256410253,-1.3975493962140273,-0.5257813718961408,2.5384615384615383,13.200000000000003,False,True,False,False,False,False,1,1.0,1.0
segmented_forced_prefix,quality_007,segmented_single_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,4,none,sentence_tail_min20_max60,8,31,3,0.22580645161290322,0.12903225806451613,0.0,0.6451612903225806,1.0,0.0,-4.042568372063981,-3.8029562282094975,6.125,13.249999999999996,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_007,segmented_single_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,4,none,sentence_tail_min20_max60,29,131,3,0.17557251908396945,0.061068702290076333,0.0,0.7633587786259542,0.9310344827586207,0.06896551724137934,-1.4741623705513307,-0.5429431841829704,2.413793103448276,9.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_008,segmented_multi_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,1,none,sentence_tail_min20_max60,8,44,1,0.13636363636363635,0.06818181818181818,0.0,0.7954545454545454,1.0,0.0,-5.064991121558935,-5.067582341795838,8.5,13.95,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_008,segmented_multi_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_long_specific,recipe,1,none,sentence_tail_min20_max60,57,265,1,0.17358490566037735,0.033962264150943396,0.0,0.7924528301886793,0.7017543859649122,0.29824561403508776,-1.0529448717351813,-0.38871017767657534,2.0526315789473686,7.799999999999983,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_008,segmented_multi_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_forum_exchange_specific,recipe_forum_exchange,2,none,sentence_tail_min20_max60,8,23,1,0.21739130434782608,0.13043478260869565,0.0,0.6521739130434783,1.0,0.0,-4.089835709398388,-4.530272937567114,5.875,14.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_008,segmented_multi_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_forum_exchange_specific,recipe_forum_exchange,2,none,sentence_tail_min20_max60,41,161,1,0.19254658385093168,0.055900621118012424,0.0,0.7515527950310559,0.926829268292683,0.07317073170731703,-1.0805534763742664,-0.3937066726702234,1.951219512195122,5.0,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_008,segmented_multi_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_blog,recipe,3,none,sentence_tail_min20_max60,8,43,1,0.13953488372093023,0.0,0.0,0.8604651162790697,1.0,0.0,-5.3763357650372985,-5.496373754674167,8.5,15.0,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_008,segmented_multi_topic_sentence_tail_unfiltered,random_128_bit_hex,recipe_blog,recipe,3,none,sentence_tail_min20_max60,33,153,1,0.1568627450980392,0.026143790849673203,0.0,0.8169934640522876,0.9393939393939394,0.06060606060606055,-1.5110848373839993,-0.2306589545963007,2.8181818181818183,13.799999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_008,segmented_multi_topic_sentence_tail_unfiltered,random_128_bit_hex,grocery_planning_note_specific,grocery_planning,4,none,sentence_tail_min20_max60,8,39,3,0.20512820512820512,0.07692307692307693,0.0,0.717948717948718,1.0,0.0,-3.880289649873392,-4.002236024217961,6.125,13.249999999999996,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_008,segmented_multi_topic_sentence_tail_unfiltered,random_128_bit_hex,grocery_planning_note_specific,grocery_planning,4,none,sentence_tail_min20_max60,45,213,3,0.19718309859154928,0.028169014084507043,0.0,0.7746478873239436,0.8,0.19999999999999996,-1.1182763955228614,-0.5023567791605998,1.9111111111111112,7.999999999999986,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_009,segmented_single_topic_sentence_tail_filtered,random_128_bit_hex,recipe_long_specific,recipe,1,safe_text_filter_v1,sentence_tail_min20_max60,8,44,1,0.13636363636363635,0.06818181818181818,0.0,0.7954545454545454,1.0,0.0,-5.064991121558935,-5.067582341795838,8.5,13.95,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_009,segmented_single_topic_sentence_tail_filtered,random_128_bit_hex,recipe_long_specific,recipe,1,safe_text_filter_v1,sentence_tail_min20_max60,57,265,1,0.17358490566037735,0.033962264150943396,0.0,0.7924528301886793,0.7017543859649122,0.29824561403508776,-1.0529448717351813,-0.38871017767657534,2.0526315789473686,7.799999999999983,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_009,segmented_single_topic_sentence_tail_filtered,random_128_bit_hex,recipe_long_specific,recipe,2,safe_text_filter_v1,sentence_tail_min20_max60,8,30,1,0.2,0.03333333333333333,0.0,0.7666666666666667,1.0,0.0,-3.8498412759551437,-2.8138749905096816,5.875,14.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_009,segmented_single_topic_sentence_tail_filtered,random_128_bit_hex,recipe_long_specific,recipe,2,safe_text_filter_v1,sentence_tail_min20_max60,48,190,1,0.1736842105263158,0.031578947368421054,0.0,0.7947368421052632,0.8125,0.1875,-1.0874288657309992,-0.40228889698099657,1.8125,4.649999999999999,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_009,segmented_single_topic_sentence_tail_filtered,random_128_bit_hex,recipe_long_specific,recipe,3,safe_text_filter_v1,sentence_tail_min20_max60,8,35,1,0.11428571428571428,0.08571428571428572,0.0,0.8,1.0,0.0,-5.179403914888188,-4.538293712867263,8.5,15.0,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_009,segmented_single_topic_sentence_tail_filtered,random_128_bit_hex,recipe_long_specific,recipe,3,safe_text_filter_v1,sentence_tail_min20_max60,28,125,1,0.144,0.056,0.0,0.8,0.8214285714285714,0.1785714285714286,-1.9091550113445297,-0.6426619828549498,3.142857142857143,14.299999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_009,segmented_single_topic_sentence_tail_filtered,random_128_bit_hex,recipe_long_specific,recipe,4,safe_text_filter_v1,sentence_tail_min20_max60,8,31,3,0.22580645161290322,0.12903225806451613,0.0,0.6451612903225806,1.0,0.0,-4.042568372063981,-3.8029562282094975,6.125,13.249999999999996,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_009,segmented_single_topic_sentence_tail_filtered,random_128_bit_hex,recipe_long_specific,recipe,4,safe_text_filter_v1,sentence_tail_min20_max60,29,131,3,0.17557251908396945,0.061068702290076333,0.0,0.7633587786259542,0.9310344827586207,0.06896551724137934,-1.4741623705513307,-0.5429431841829704,2.413793103448276,9.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_010,segmented_multi_topic_sentence_tail_filtered,random_128_bit_hex,recipe_long_specific,recipe,1,safe_text_filter_v1,sentence_tail_min20_max60,8,44,1,0.13636363636363635,0.06818181818181818,0.0,0.7954545454545454,1.0,0.0,-5.064991121558935,-5.067582341795838,8.5,13.95,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_010,segmented_multi_topic_sentence_tail_filtered,random_128_bit_hex,recipe_long_specific,recipe,1,safe_text_filter_v1,sentence_tail_min20_max60,57,265,1,0.17358490566037735,0.033962264150943396,0.0,0.7924528301886793,0.7017543859649122,0.29824561403508776,-1.0529448717351813,-0.38871017767657534,2.0526315789473686,7.799999999999983,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_010,segmented_multi_topic_sentence_tail_filtered,random_128_bit_hex,recipe_forum_exchange_specific,recipe_forum_exchange,2,safe_text_filter_v1,sentence_tail_min20_max60,8,19,1,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5263157894736842,1.0,0.0,-3.363809141803722,-3.4940202649454815,5.875,14.599999999999998,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_010,segmented_multi_topic_sentence_tail_filtered,random_128_bit_hex,recipe_forum_exchange_specific,recipe_forum_exchange,2,safe_text_filter_v1,sentence_tail_min20_max60,50,190,1,0.16842105263157894,0.07368421052631578,0.015789473684210527,0.7421052631578947,0.74,0.26,-0.8519286818432721,-0.3777014005896806,1.78,4.549999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_010,segmented_multi_topic_sentence_tail_filtered,random_128_bit_hex,recipe_blog,recipe,3,safe_text_filter_v1,sentence_tail_min20_max60,8,43,1,0.13953488372093023,0.0,0.0,0.8604651162790697,1.0,0.0,-5.3763357650372985,-5.496373754674167,8.5,15.0,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_010,segmented_multi_topic_sentence_tail_filtered,random_128_bit_hex,recipe_blog,recipe,3,safe_text_filter_v1,sentence_tail_min20_max60,33,153,1,0.1568627450980392,0.026143790849673203,0.0,0.8169934640522876,0.9393939393939394,0.06060606060606055,-1.5110848373839993,-0.2306589545963007,2.8181818181818183,13.799999999999997,False,False,False,False,False,False,0,1.0,1.0
segmented_forced_prefix,quality_010,segmented_multi_topic_sentence_tail_filtered,random_128_bit_hex,grocery_planning_note_specific,grocery_planning,4,safe_text_filter_v1,sentence_tail_min20_max60,8,39,3,0.20512820512820512,0.07692307692307693,0.0,0.717948717948718,1.0,0.0,-3.880289649873392,-4.002236024217961,6.125,13.249999999999996,False,False,False,False,False,False,0,1.0,1.0
segmented_full_message,quality_010,segmented_multi_topic_sentence_tail_filtered,random_128_bit_hex,grocery_planning_note_specific,grocery_planning,4,safe_text_filter_v1,sentence_tail_min20_max60,45,213,3,0.19718309859154928,0.028169014084507043,0.0,0.7746478873239436,0.8,0.19999999999999996,-1.1182763955228614,-0.5023567791605998,1.9111111111111112,7.999999999999986,False,False,False,False,False,False,0,1.0,1.0
