q8_plan_id,q4_plan_id,source_trial_id,payload_name,payload_class,codec,supported,invalid_rank_count,exact_payload_recovery,decode_success
quantization_trial__38f971324e18d02b039042e2,quantization_trial__0cfb34e0c02e92a1173d4431,revision_v1_primary_v2_payload_fidelity_v2__ea53227b3626c1266ac3,revision_v1_chacha20_poly1305_base64_021,chacha20_poly1305_base64,ascii_b16,True,1,False,False
quantization_trial__3909d484765a2920bab23cc4,quantization_trial__4d087e5a4b55e2688915fa1e,revision_v1_primary_v2_payload_fidelity_v2__b5be57f3277420c4c1a1,revision_v1_ed25519_signature_base64_053,ed25519_signature_base64,ascii_b16,True,9,False,False
quantization_trial__39c2245daa8c0abfd3107eca,quantization_trial__825cb59b88f397cf1693cbe1,revision_v1_primary_v2_payload_fidelity_v2__78cdcba6a90a098deedf,revision_v1_nonce_96_bit_hex_000,nonce_96_bit_hex,ascii_b8,True,4,False,False
quantization_trial__39ddd80b5679c5b269ccffcf,quantization_trial__7b6d8545e4aa825587c93a93,revision_v1_primary_v2_payload_fidelity_v2__3d6ca4850c69fcdbb62f,revision_v1_hmac_sha256_hex_011,hmac_sha256_hex,ascii_b8,True,9,False,False
quantization_trial__3a6ece87dcd2a417ddfced85,quantization_trial__4478ab79efa52b61f9cedaac,revision_v1_primary_v2_payload_fidelity_v2__9e970b73c45a9ae361be,revision_v1_hmac_sha256_hex_018,hmac_sha256_hex,ascii_b8,True,9,False,False
quantization_trial__3af7d7b332400318d0174cff,quantization_trial__9c73cd6094b72ca259197fcd,revision_v1_primary_v2_payload_fidelity_v2__498d01a4056b0c1f2e5f,revision_v1_token_128_bit_hex_014,token_128_bit_hex,ascii_b8,True,3,False,False
quantization_trial__3b07a21836cc5d84c973b4e8,quantization_trial__7644f9816eb7e8c9dc0df882,revision_v1_primary_v2_payload_fidelity_v2__aab80923321c27a3d9d8,revision_v1_uuid_v4_046,uuid_v4,ascii_b16,True,2,False,False
quantization_trial__3bc42264cca9ff075d1f5a81,quantization_trial__ad6e8d042786a893acbd56af,revision_v1_primary_v2_payload_fidelity_v2__31591d6864f16beed5f7,revision_v1_uuid_v4_051,uuid_v4,ascii_b8,True,9,False,False
quantization_trial__3bd51332907a819ad185b9a6,quantization_trial__5be72d323850dcd8ea5cec8b,revision_v1_primary_v2_payload_fidelity_v2__022a05202de25c2aaef2,revision_v1_nonce_96_bit_hex_016,nonce_96_bit_hex,ascii_b16,True,0,False,True
quantization_trial__3c1188b872aa4a4189634dc5,quantization_trial__46e2809d34a01884599fbbfe,revision_v1_primary_v2_payload_fidelity_v2__7eba9aecc6db0923a802,revision_v1_hmac_sha256_hex_056,hmac_sha256_hex,ascii_b8,True,9,False,False
quantization_trial__3c6328fd8162c260011c1911,quantization_trial__9b4c0762aaf1032426cdf699,revision_v1_primary_v2_payload_fidelity_v2__368fe196a7e1508eef4e,revision_v1_uuid_v4_003,uuid_v4,ascii_b8,True,5,False,False
quantization_trial__3c70b01ac4ec59af43e3c2b9,quantization_trial__d7b9af69286249570b7b49a5,revision_v1_primary_v2_payload_fidelity_v2__dd13a484e613a2cc26db,revision_v1_aes256_gcm_base64_059,aes256_gcm_base64,ascii_b16,True,2,False,False
quantization_trial__3c7a42cdc8e4686aaa60e18c,quantization_trial__e072055f9cc94d374536bec1,revision_v1_primary_v2_payload_fidelity_v2__70a6dda09556da9328d4,revision_v1_aes256_gcm_base64_010,aes256_gcm_base64,ascii_b8,True,6,False,False
quantization_trial__3d217a9eb6950ba66e46eb37,quantization_trial__890e9bc0e55e108bdd218bb8,revision_v1_primary_v2_payload_fidelity_v2__8aa2213e206993132c4e,revision_v1_token_128_bit_hex_025,token_128_bit_hex,ascii_b16,True,0,False,True
quantization_trial__3d2d36652080a2a4b4504496,quantization_trial__e3f41911fc8ac76fc2f11f18,revision_v1_primary_v2_payload_fidelity_v2__d2f21fc2a196cbf4f4c4,revision_v1_chacha20_poly1305_base64_057,chacha20_poly1305_base64,ascii_b8,True,10,False,False
quantization_trial__3d384920e62b2c9720bb6d98,quantization_trial__cce4bc4889e897ec8227fa59,revision_v1_primary_v2_payload_fidelity_v2__57a21d7ad3ea97cbb8e1,revision_v1_sha256_hex_043,sha256_hex,ascii_b16,True,0,False,True
quantization_trial__3d3a8292967472a4e5dbec5f,quantization_trial__285b8348708eaac2068d0ca9,revision_v1_primary_v2_payload_fidelity_v2__7d812a1d2bcf1d0dd5f1,revision_v1_sha256_hex_031,sha256_hex,ascii_b8,True,4,False,False
quantization_trial__3d4dacbc07bdd86ab65d0688,quantization_trial__bb2f2b2dbf40e7e3c193a072,revision_v1_primary_v2_payload_fidelity_v2__d93cf68726855cb6cdba,revision_v1_sha256_hex_053,sha256_hex,ascii_b8,True,6,False,False
quantization_trial__3e26a0dce8c699f4c0b93450,quantization_trial__0f562b7281a984424cca7d16,revision_v1_primary_v2_payload_fidelity_v2__58f745a541758605b38d,revision_v1_chacha20_poly1305_base64_015,chacha20_poly1305_base64,ascii_b8,True,18,False,False
quantization_trial__3e275a7d20e6b103ab067a8e,quantization_trial__225d5a1ed101b7f7bfb1c339,revision_v1_primary_v2_payload_fidelity_v2__0fd0f590b36f21eddc9b,revision_v1_chacha20_poly1305_base64_017,chacha20_poly1305_base64,ascii_b8,True,7,False,False
quantization_trial__3e38e4ab3ad27f977d2c819e,quantization_trial__9e66762cf2864190aab19712,revision_v1_primary_v2_payload_fidelity_v2__3d8583c195cd415ea1c8,revision_v1_hmac_sha256_hex_015,hmac_sha256_hex,ascii_b16,True,1,False,False
quantization_trial__3e5813ce5492b859b71b89cf,quantization_trial__0d2b8d7eb1b7208a2da92124,revision_v1_primary_v2_payload_fidelity_v2__b74ca99e088ebc3f239c,revision_v1_token_128_bit_hex_033,token_128_bit_hex,ascii_b16,True,0,False,True
quantization_trial__3e641dd078ce7f83c72c3e2d,quantization_trial__0f0f86d588272cb5a521cda2,revision_v1_primary_v2_payload_fidelity_v2__f45642e75de998a1c8ad,revision_v1_sha256_hex_021,sha256_hex,ascii_b16,True,0,False,True
quantization_trial__3ef1ee6e8245be26e03b369b,quantization_trial__1c35a05d12020f46e7f1cb2f,revision_v1_primary_v2_payload_fidelity_v2__69b6306cef91fe7c4d02,revision_v1_sha256_hex_044,sha256_hex,ascii_b8,True,7,False,False
quantization_trial__3ef3fb1e3527b947011e2d27,quantization_trial__9a9d2b6fe6f5b8df48e81e0a,revision_v1_primary_v2_payload_fidelity_v2__c261ed63126b45340f67,revision_v1_chacha20_poly1305_base64_018,chacha20_poly1305_base64,ascii_b16,True,4,False,False
quantization_trial__3f0a72848cdf184fde5f0bbe,quantization_trial__93d009d45a3efd50c1be6b78,revision_v1_primary_v2_payload_fidelity_v2__2c8d9023c152a151e034,revision_v1_uuid_v4_020,uuid_v4,ascii_b16,True,0,False,True
quantization_trial__3f2af37b59605d5f189d20e7,quantization_trial__306f0e8699bc28d5d9228181,revision_v1_primary_v2_payload_fidelity_v2__9ff48ed0824de64803a3,revision_v1_aes256_gcm_base64_051,aes256_gcm_base64,ascii_b16,True,5,False,False
quantization_trial__3fa36412910022bce201189e,quantization_trial__72ab18b50b43148e025b2498,revision_v1_primary_v2_payload_fidelity_v2__945cd2c8192814daf932,revision_v1_chacha20_poly1305_base64_038,chacha20_poly1305_base64,ascii_b16,True,4,False,False
quantization_trial__3fb09112ebf03e9c4c147457,quantization_trial__3cb016d5d39271fff68daec2,revision_v1_primary_v2_payload_fidelity_v2__2e506a80fcfefa01aa39,revision_v1_ed25519_signature_base64_027,ed25519_signature_base64,ascii_b16,True,2,False,False
quantization_trial__3ffc399343571f32b9e71ef0,quantization_trial__6a76f13ca37ae8326ec90366,revision_v1_primary_v2_payload_fidelity_v2__b5b12edfdb3743953329,revision_v1_aes256_gcm_base64_032,aes256_gcm_base64,ascii_b8,True,5,False,False
quantization_trial__3fff72c6f30441107a3fc640,quantization_trial__1692538f4420513a1ef24292,revision_v1_primary_v2_payload_fidelity_v2__3677336d7916d500ed65,revision_v1_chacha20_poly1305_base64_043,chacha20_poly1305_base64,ascii_b8,True,10,False,False
quantization_trial__40bd80dfcb56a52cf965b0a9,quantization_trial__a9ab4b035112284c549fa166,revision_v1_primary_v2_payload_fidelity_v2__0ddcdade4ca2f80ef826,revision_v1_aes256_gcm_base64_006,aes256_gcm_base64,ascii_b8,True,9,False,False
quantization_trial__40f4f15e27ba67cdc88f6f7a,quantization_trial__9153250137d4c2c479a1b20d,revision_v1_primary_v2_payload_fidelity_v2__a7aa423800d941f1d6a7,revision_v1_sha256_hex_059,sha256_hex,ascii_b8,True,7,False,False
quantization_trial__412071f255708b74ecc74413,quantization_trial__ad17b1c7cdd38c06472053b1,revision_v1_primary_v2_payload_fidelity_v2__d3ba4499df015ca33b97,revision_v1_aes256_gcm_base64_051,aes256_gcm_base64,ascii_b8,True,9,False,False
quantization_trial__41edd59d46f3c58f343790ac,quantization_trial__ee68b084ed496f7b7edad383,revision_v1_primary_v2_payload_fidelity_v2__5e992e046f7278369c33,revision_v1_token_128_bit_hex_054,token_128_bit_hex,ascii_b8,True,4,False,False
quantization_trial__421d7db8aa66243f860210ef,quantization_trial__9cccb2a526f65f2f4b79b3cf,revision_v1_primary_v2_payload_fidelity_v2__b948c9572bb8cca5e402,revision_v1_nonce_96_bit_hex_035,nonce_96_bit_hex,ascii_b16,True,0,False,True
quantization_trial__427634ae1b06eab0cb0f62f3,quantization_trial__0bcf4bc005310bbbbd31f9b0,revision_v1_primary_v2_payload_fidelity_v2__c54139fa8777fe93234e,revision_v1_ed25519_signature_base64_008,ed25519_signature_base64,ascii_b16,True,6,False,False
quantization_trial__42a903ba6ec47eee2ef6c70e,quantization_trial__66d6f5facd0ca83ee9a98adb,revision_v1_primary_v2_payload_fidelity_v2__6949b73334d2ea229d45,revision_v1_token_128_bit_hex_008,token_128_bit_hex,ascii_b8,True,9,False,False
quantization_trial__42aa331de2d87b1c2283c5c7,quantization_trial__4998ee1cb692e02a7629342d,revision_v1_primary_v2_payload_fidelity_v2__11e2957fa8c5ca6156c2,revision_v1_sha256_hex_014,sha256_hex,ascii_b16,True,0,False,True
quantization_trial__42ce6dcc45241e65ed7ea7cf,quantization_trial__e14673636d2a5feedd2da20f,revision_v1_primary_v2_payload_fidelity_v2__ce7405ff81697f50fc38,revision_v1_chacha20_poly1305_base64_009,chacha20_poly1305_base64,ascii_b16,True,4,False,False
quantization_trial__42db01ea567497ad96461af1,quantization_trial__3bac89ad8bd0c7084df7fdf6,revision_v1_primary_v2_payload_fidelity_v2__81685ffc293ba6148881,revision_v1_token_128_bit_hex_057,token_128_bit_hex,ascii_b8,True,0,False,True
quantization_trial__42ed8dd89f62ce9237d913d4,quantization_trial__36316ac4623a67d9e18d74d4,revision_v1_primary_v2_payload_fidelity_v2__578e0b169f361be8aa5c,revision_v1_aes256_gcm_base64_025,aes256_gcm_base64,ascii_b8,True,10,False,False
quantization_trial__42f1e2a243ab837c38a71ee9,quantization_trial__7cfeb309fe1c4037c2f61cd5,revision_v1_primary_v2_payload_fidelity_v2__2347e0d2d411283d8778,revision_v1_hmac_sha256_hex_001,hmac_sha256_hex,ascii_b8,True,6,False,False
quantization_trial__431f904c41a8c754f4d5306c,quantization_trial__cfc18bf2c2a994d6f24c7fc5,revision_v1_primary_v2_payload_fidelity_v2__6e3b1214210d4f28db16,revision_v1_aes256_gcm_base64_034,aes256_gcm_base64,ascii_b8,True,11,False,False
quantization_trial__4460a7ed3d8c360ec91473c9,quantization_trial__549051edeba45856b9e280da,revision_v1_primary_v2_payload_fidelity_v2__1d71848f2f0471c52b68,revision_v1_sha256_hex_011,sha256_hex,ascii_b16,True,1,False,False
quantization_trial__44a5ce1213a527c05482d1b4,quantization_trial__2567a5bc8c8d2a9639161a29,revision_v1_primary_v2_payload_fidelity_v2__8252ca0bf23ec3a5cd74,revision_v1_nonce_96_bit_hex_037,nonce_96_bit_hex,ascii_b8,True,3,False,False
quantization_trial__44f50f9e56f0cf300c63e145,quantization_trial__5c571f04834e71490d3a487f,revision_v1_primary_v2_payload_fidelity_v2__7d2dc56a336b7ab0e83d,revision_v1_sha256_hex_016,sha256_hex,ascii_b16,True,0,False,True
quantization_trial__45b26dd745256e5c5780ff31,quantization_trial__dd28ff91a0a37adb1bd15072,revision_v1_primary_v2_payload_fidelity_v2__0b273b6b0213a8259401,revision_v1_ed25519_signature_base64_054,ed25519_signature_base64,ascii_b16,True,3,False,False
quantization_trial__45c55afa2fed88977b34a973,quantization_trial__f528dda500b07e34461de40f,revision_v1_primary_v2_payload_fidelity_v2__e46ab8beef9a20d6729b,revision_v1_sha256_hex_027,sha256_hex,ascii_b8,True,13,False,False
quantization_trial__45f46639e3727069441c9e3e,quantization_trial__0e9d3f97a115c15d4161db42,revision_v1_primary_v2_payload_fidelity_v2__47d04ba59dc2ceb374aa,revision_v1_nonce_96_bit_hex_045,nonce_96_bit_hex,ascii_b8,True,3,False,False
quantization_trial__460a411f0e57f1626e75d52d,quantization_trial__7473c37995939929052e2b4c,revision_v1_primary_v2_payload_fidelity_v2__a887755f2b26ce673103,revision_v1_chacha20_poly1305_base64_011,chacha20_poly1305_base64,ascii_b16,True,4,False,False
quantization_trial__466d3a44131c2fce9d7b7db0,quantization_trial__0e1b47552c25a7310eef1721,revision_v1_primary_v2_payload_fidelity_v2__0f094eef13a056e3f215,revision_v1_aes256_gcm_base64_039,aes256_gcm_base64,ascii_b8,True,13,False,False
quantization_trial__4671197b6a671963eaca8031,quantization_trial__2e0aac170c5d38c60dfc2d31,revision_v1_primary_v2_payload_fidelity_v2__ac32e2371ec30a28c57c,revision_v1_uuid_v4_014,uuid_v4,ascii_b8,True,0,False,True
quantization_trial__471218183a964c788e6fb14c,quantization_trial__b91a5aa5515dffc81c3cffd6,revision_v1_primary_v2_payload_fidelity_v2__3fb5c520d316264e6344,revision_v1_uuid_v4_038,uuid_v4,ascii_b16,True,1,False,False
quantization_trial__4773f02708bf55661bf861e5,quantization_trial__73ca27a7ea1f46531e944f63,revision_v1_primary_v2_payload_fidelity_v2__ff044b84925947b8da75,revision_v1_chacha20_poly1305_base64_028,chacha20_poly1305_base64,ascii_b8,True,3,False,False
quantization_trial__47af7b934e9e8e00881009f5,quantization_trial__95819a4a8b838d21d81cb86a,revision_v1_primary_v2_payload_fidelity_v2__2c2691fc544d10762bcc,revision_v1_ed25519_signature_base64_058,ed25519_signature_base64,ascii_b8,True,24,False,False
quantization_trial__47c2aa57e0714b22d11c8722,quantization_trial__81f7d7f5281bebd4e39c9bb8,revision_v1_primary_v2_payload_fidelity_v2__c3d13628cc491a1c867c,revision_v1_ed25519_signature_base64_032,ed25519_signature_base64,ascii_b16,True,7,False,False
quantization_trial__48480d3e484a4e12d02057db,quantization_trial__f60859856ea5aa5bc0ea2396,revision_v1_primary_v2_payload_fidelity_v2__ece365440e1eb9075700,revision_v1_token_128_bit_hex_012,token_128_bit_hex,ascii_b16,True,0,False,True
quantization_trial__48a3b999deee31b0caecc1d2,quantization_trial__adca33883d928a76df473288,revision_v1_primary_v2_payload_fidelity_v2__e0a2265c1ab79ee0068a,revision_v1_token_128_bit_hex_031,token_128_bit_hex,ascii_b8,True,2,False,False
quantization_trial__48e044a1ffb78e1310560a91,quantization_trial__305b36260f8203753104a5c4,revision_v1_primary_v2_payload_fidelity_v2__5c63000eddf952fae1da,revision_v1_ed25519_signature_base64_037,ed25519_signature_base64,ascii_b16,True,5,False,False
quantization_trial__48f2a1188565b098e57c733a,quantization_trial__634061b33d28041acbf8567e,revision_v1_primary_v2_payload_fidelity_v2__dcb2172681a998817d86,revision_v1_chacha20_poly1305_base64_031,chacha20_poly1305_base64,ascii_b16,True,1,False,False
quantization_trial__49264d6e901c16a85bc2afd7,quantization_trial__e82eb2fd7cac9b6e673f56b9,revision_v1_primary_v2_payload_fidelity_v2__d2b96511e8ef847446fd,revision_v1_hmac_sha256_hex_050,hmac_sha256_hex,ascii_b8,True,8,False,False
quantization_trial__4937a2b0c05921b49db23fc0,quantization_trial__6bb0da1d3b3c77ed286923e2,revision_v1_primary_v2_payload_fidelity_v2__6b861c5eb91df9744b87,revision_v1_sha256_hex_042,sha256_hex,ascii_b16,True,0,False,True
quantization_trial__498c8633c6c9ac5a070a9022,quantization_trial__4e0104583c04357fbc9a7eb4,revision_v1_primary_v2_payload_fidelity_v2__49c280d177dc9a731be1,revision_v1_nonce_96_bit_hex_046,nonce_96_bit_hex,ascii_b8,True,0,False,True
quantization_trial__49be04bf478b889f39954311,quantization_trial__947aa8bbe18b486585dfae6c,revision_v1_primary_v2_payload_fidelity_v2__2a1ff4aceb15081b503e,revision_v1_uuid_v4_003,uuid_v4,ascii_b16,True,2,False,False
quantization_trial__4aa3e29ea168fcea45c1b3fc,quantization_trial__d1d22c83a2e262064e1d8fda,revision_v1_primary_v2_payload_fidelity_v2__548159acaffb58d66fb0,revision_v1_chacha20_poly1305_base64_041,chacha20_poly1305_base64,ascii_b8,True,7,False,False
quantization_trial__4ad2163e6fe068af14d2dfec,quantization_trial__17e91718febddbd072a01f2e,revision_v1_primary_v2_payload_fidelity_v2__7a4a4cb17d26d074bb3b,revision_v1_token_128_bit_hex_043,token_128_bit_hex,ascii_b16,True,1,False,False
quantization_trial__4b122e312183e19bb404c458,quantization_trial__d88b9427edbe6767f0f29143,revision_v1_primary_v2_payload_fidelity_v2__886eaba08f4e6bc64c26,revision_v1_ed25519_signature_base64_039,ed25519_signature_base64,ascii_b8,True,11,False,False
quantization_trial__4b4167f283de6ff1c39aca8e,quantization_trial__537f27dc261364b691410a01,revision_v1_primary_v2_payload_fidelity_v2__ddb8a946be1d264560a9,revision_v1_ed25519_signature_base64_025,ed25519_signature_base64,ascii_b8,True,16,False,False
quantization_trial__4b59b5e60f951af65840b580,quantization_trial__e4bc6e19289fb7ff56bddc60,revision_v1_primary_v2_payload_fidelity_v2__65a9eeac2fa5d283837c,revision_v1_chacha20_poly1305_base64_058,chacha20_poly1305_base64,ascii_b8,True,3,False,False
quantization_trial__4beeb32b92d1f6c7b136ed62,quantization_trial__c9f21aca6c8dce498b88d1b2,revision_v1_primary_v2_payload_fidelity_v2__11019d985ab504f183b2,revision_v1_sha256_hex_038,sha256_hex,ascii_b8,True,8,False,False
quantization_trial__4c422b7547e4ec8c6b8169d0,quantization_trial__b9e1d05901221cc3695307f7,revision_v1_primary_v2_payload_fidelity_v2__98fffbb1e94bece3724b,revision_v1_hmac_sha256_hex_005,hmac_sha256_hex,ascii_b8,True,10,False,False
quantization_trial__4c66e9e0526fb13a3d1df4df,quantization_trial__11b480ca35a1ae934a75d292,revision_v1_primary_v2_payload_fidelity_v2__efaee806a4258ea64048,revision_v1_uuid_v4_021,uuid_v4,ascii_b8,True,5,False,False
quantization_trial__4c84a88126fe2f263dbf0ba3,quantization_trial__d77bdb5ee8c83ab49739031a,revision_v1_primary_v2_payload_fidelity_v2__ea2e22957b0dbbbb174d,revision_v1_hmac_sha256_hex_059,hmac_sha256_hex,ascii_b16,True,1,False,False
quantization_trial__4ce7cc5aad82cc112bbb5f9a,quantization_trial__5dc61131a67e434ba2d1f6fa,revision_v1_primary_v2_payload_fidelity_v2__ad891f104066587b5eed,revision_v1_ed25519_signature_base64_053,ed25519_signature_base64,ascii_b8,True,8,False,False
quantization_trial__4d3dcee9d99be88269513673,quantization_trial__bb4d4b9b0d096b665d318ac7,revision_v1_primary_v2_payload_fidelity_v2__24660703d7bf82a9ccd2,revision_v1_nonce_96_bit_hex_057,nonce_96_bit_hex,ascii_b8,True,4,False,False
quantization_trial__4d42e66703f74acf29b89ba5,quantization_trial__f443cd43223fe5c965e9e7d3,revision_v1_primary_v2_payload_fidelity_v2__fe9c2afaba5529eb5e42,revision_v1_nonce_96_bit_hex_033,nonce_96_bit_hex,ascii_b8,True,6,False,False
quantization_trial__4dc0b9d24ce538e628a96c4d,quantization_trial__f0d5fcf1baefe510ee3c8a5f,revision_v1_primary_v2_payload_fidelity_v2__77e582e02d7cc611f1a3,revision_v1_uuid_v4_041,uuid_v4,ascii_b8,True,8,False,False
quantization_trial__4dcfa15a16e8af6841093590,quantization_trial__a1b9acdb091a481bcc591103,revision_v1_primary_v2_payload_fidelity_v2__d83aa9b1f98c80e699f5,revision_v1_aes256_gcm_base64_017,aes256_gcm_base64,ascii_b16,True,6,False,False
quantization_trial__4e85208001a4e156dfa64229,quantization_trial__32ae4fb16fb9bb2e70951316,revision_v1_primary_v2_payload_fidelity_v2__1583d1cdf63b44555a7e,revision_v1_ed25519_signature_base64_029,ed25519_signature_base64,ascii_b16,True,6,False,False
quantization_trial__4e97d167a3a3bf05841a1713,quantization_trial__06d6b9eaf71fdb5d898550a5,revision_v1_primary_v2_payload_fidelity_v2__c6214a51e94f68a61f1d,revision_v1_nonce_96_bit_hex_050,nonce_96_bit_hex,ascii_b16,True,0,False,True
quantization_trial__4ea538c8420d8c4716267a2a,quantization_trial__fb2a8660243d2318014c92b8,revision_v1_primary_v2_payload_fidelity_v2__009c70f9e3afd52e4bc4,revision_v1_hmac_sha256_hex_010,hmac_sha256_hex,ascii_b8,True,13,False,False
quantization_trial__4f159ea1ad08649b9ccbcae6,quantization_trial__492ea082b4a6ff9cd99ae186,revision_v1_primary_v2_payload_fidelity_v2__00e5e5a59bbb402bc2ff,revision_v1_sha256_hex_028,sha256_hex,ascii_b16,True,0,False,True
quantization_trial__4f7b4aebeb440716c260adcc,quantization_trial__fddff88decaaf45097c08080,revision_v1_primary_v2_payload_fidelity_v2__31aaa28f69919726adbb,revision_v1_ed25519_signature_base64_040,ed25519_signature_base64,ascii_b8,True,16,False,False
quantization_trial__4f8c17aa206eb494e1cf2d89,quantization_trial__625c53eb99f29c5068c47038,revision_v1_primary_v2_payload_fidelity_v2__281f1f45f5384f5b5f4d,revision_v1_sha256_hex_004,sha256_hex,ascii_b8,True,6,False,False
quantization_trial__500c9ded1b14ded66b925128,quantization_trial__d3bf4a89886c8f42d935f90d,revision_v1_primary_v2_payload_fidelity_v2__422e7f753e095b69ebe9,revision_v1_ed25519_signature_base64_025,ed25519_signature_base64,ascii_b16,True,4,False,False
quantization_trial__503a2304ef3d23d426d925dc,quantization_trial__c2be2418ef1356146fb7b142,revision_v1_primary_v2_payload_fidelity_v2__58e068719b4325fefa3e,revision_v1_uuid_v4_045,uuid_v4,ascii_b8,True,4,False,False
quantization_trial__50438db05ffc869242ec83f0,quantization_trial__44ed8bb3a9616ef6c5e0ccaa,revision_v1_primary_v2_payload_fidelity_v2__0a94e83fc48f87da0d7d,revision_v1_nonce_96_bit_hex_025,nonce_96_bit_hex,ascii_b8,True,1,False,False
quantization_trial__50e1d19fded6a37e4a8a1582,quantization_trial__002821966201ec3dfd162d50,revision_v1_primary_v2_payload_fidelity_v2__ec9a2416747189a43db8,revision_v1_aes256_gcm_base64_043,aes256_gcm_base64,ascii_b16,True,3,False,False
quantization_trial__50eee67961a4f65a39da74ad,quantization_trial__e5fc477ef630ce8d39152994,revision_v1_primary_v2_payload_fidelity_v2__8225c5d4a203d3f2aa8d,revision_v1_aes256_gcm_base64_021,aes256_gcm_base64,ascii_b8,True,10,False,False
quantization_trial__5121a000923f03050cc30f3d,quantization_trial__2ee81a68248d02140dd516e9,revision_v1_primary_v2_payload_fidelity_v2__12664062d691e8a6a7b8,revision_v1_aes256_gcm_base64_057,aes256_gcm_base64,ascii_b16,True,6,False,False
quantization_trial__520492791e21dc38cfeef110,quantization_trial__94611111654f0af6f042774b,revision_v1_primary_v2_payload_fidelity_v2__9106ddbb7e8c44c7af35,revision_v1_aes256_gcm_base64_003,aes256_gcm_base64,ascii_b8,True,15,False,False
quantization_trial__5287ae11cabe18974398cc64,quantization_trial__8463d31c5ff8e1230b6ac218,revision_v1_primary_v2_payload_fidelity_v2__ea21eb4588b6b5e04a27,revision_v1_hmac_sha256_hex_016,hmac_sha256_hex,ascii_b16,True,0,False,True
quantization_trial__529fee79e5e44bdec83f7ff1,quantization_trial__b06248820dd21f803a32b15b,revision_v1_primary_v2_payload_fidelity_v2__b7f45d1872f943493e75,revision_v1_chacha20_poly1305_base64_045,chacha20_poly1305_base64,ascii_b8,True,7,False,False
quantization_trial__52df2ea8171d0065953027d2,quantization_trial__b832b12be66bcae9fb6e8933,revision_v1_primary_v2_payload_fidelity_v2__d408156c6e3a5770719b,revision_v1_hmac_sha256_hex_032,hmac_sha256_hex,ascii_b16,True,0,False,True
quantization_trial__52e79c555903b65546a2fee8,quantization_trial__67213e7f3020d6e13caa38ce,revision_v1_primary_v2_payload_fidelity_v2__66561ad3f91a92d3d122,revision_v1_aes256_gcm_base64_033,aes256_gcm_base64,ascii_b16,True,4,False,False
quantization_trial__52ed98566f4e5d702d9f0a06,quantization_trial__d9a20188afc1339e359de339,revision_v1_primary_v2_payload_fidelity_v2__d2e0c4745a66caf2a235,revision_v1_uuid_v4_011,uuid_v4,ascii_b16,True,1,False,False
quantization_trial__5321958aeebe7aee8efcda57,quantization_trial__2aefee5f164f6f016a27e8f4,revision_v1_primary_v2_payload_fidelity_v2__a23ffec5719a4615c5d4,revision_v1_ed25519_signature_base64_023,ed25519_signature_base64,ascii_b8,True,4,False,False
quantization_trial__5371cff3d5475b78bffee648,quantization_trial__2e3603a83adbdf89078613c9,revision_v1_primary_v2_payload_fidelity_v2__4ab273734ac3a8d2540f,revision_v1_aes256_gcm_base64_010,aes256_gcm_base64,ascii_b16,True,0,False,True
quantization_trial__5381c9d353ddc0c1cbf1b338,quantization_trial__4f8270b24693fdd8dc6fcbf8,revision_v1_primary_v2_payload_fidelity_v2__7b77bf7f133acb565823,revision_v1_uuid_v4_050,uuid_v4,ascii_b16,True,1,False,False
quantization_trial__53a250841f3a3daa6eb9be7f,quantization_trial__533821487b51aeefa4df9aab,revision_v1_primary_v2_payload_fidelity_v2__1142d653edfd80e8ec53,revision_v1_ed25519_signature_base64_016,ed25519_signature_base64,ascii_b16,True,7,False,False
quantization_trial__53a58491cd4ea1db9e7c6727,quantization_trial__5e99e3042a9a2fb66f790f42,revision_v1_primary_v2_payload_fidelity_v2__a5b16d12d27aa3629934,revision_v1_nonce_96_bit_hex_028,nonce_96_bit_hex,ascii_b8,True,2,False,False
quantization_trial__53c517d76c27300d666d22dd,quantization_trial__ab7341af20ba2e33d45e2ac4,revision_v1_primary_v2_payload_fidelity_v2__9b8265b8bdd310c9af6e,revision_v1_token_128_bit_hex_059,token_128_bit_hex,ascii_b16,True,0,False,True
quantization_trial__55237516e10672f281c1a92c,quantization_trial__ae489a715e99b3b982f18e90,revision_v1_primary_v2_payload_fidelity_v2__c0876d272aa0d17aef9b,revision_v1_ed25519_signature_base64_042,ed25519_signature_base64,ascii_b8,True,15,False,False
quantization_trial__55dca3ae48737705b8c5940d,quantization_trial__02d1f7f290d6aa9e217e956a,revision_v1_primary_v2_payload_fidelity_v2__3fba8f84432677d02526,revision_v1_uuid_v4_011,uuid_v4,ascii_b8,True,5,False,False
quantization_trial__56019d4e5aa6337d590f63fe,quantization_trial__7fdd68d3fac8550a65ac1ff5,revision_v1_primary_v2_payload_fidelity_v2__0542977c2db65510cf13,revision_v1_aes256_gcm_base64_042,aes256_gcm_base64,ascii_b8,True,6,False,False
quantization_trial__56020bf346ded8f4fc2135bd,quantization_trial__c982ab2706f1613e99f715d8,revision_v1_primary_v2_payload_fidelity_v2__7f344fdadbb191a669af,revision_v1_nonce_96_bit_hex_023,nonce_96_bit_hex,ascii_b16,True,1,False,False
quantization_trial__56325c5210319d85ae450188,quantization_trial__cbc7c8848fd630d2089ede12,revision_v1_primary_v2_payload_fidelity_v2__27af37e1b2f0759b66c3,revision_v1_uuid_v4_048,uuid_v4,ascii_b16,True,0,False,True
