ordinal,detector_name,detector_kind,split_id,regime,held_out_column,held_out_value,seed,train_row_count,test_row_count,elapsed_seconds,model_state_sha256,model_artifact_set_sha256,checkpoint_manifest_path,checkpoint_manifest_sha256,metric_path,metric_sha256,predictions_path,predictions_sha256
28,published_textcnn_equivalent,text_cnn,held_out_template:procedure_home_task,held_out_template,prompt_template_id,procedure_home_task,3750921612,13200,880,16.03020855000068,b90d57d7f7990e7fcfdf81a7853c56c4c71150688b57de6f5f66255d66ed5c33,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0028/manifest.json,db6ab622a6edbb4e083db26fbc1e2267320380f1ad34910517a6c76dd7ddc9f2,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0028/metric.json,488f8bfebcf41911afc16edd8a6c15665c75211e3170c4e2786c0d1c2ec05667,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0028/predictions.json,e1dab65ec3656f9a05b2516ccbb7c793ec8a026a9519f8df611702c797c8edef
29,deberta_v3_base_classifier,pretrained_transformer,held_out_template:procedure_home_task,held_out_template,prompt_template_id,procedure_home_task,3883461034,13200,880,1632.5513697289934,11dcf56267a16b14b913f3f42376947189dd8ba42adb05a80f782c7e270d24ec,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0029/manifest.json,026c95f8e652c612d00cb78a11d044dbbd0ab0b379c55fc64d3d68a033ee69ad,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0029/metric.json,d9beb0b89f84e3ad36c80f9fdc3edd4778193dd79930ee1a0af27d5338b222d8,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0029/predictions.json,c2bac97ab15b0eeb2c4bc61bbf2edfeb2c38991df16d433e8148a8cc3e30dd5e
30,published_textcnn_equivalent,text_cnn,held_out_template:procedure_simple_meal,held_out_template,prompt_template_id,procedure_simple_meal,3872825623,13200,880,15.83927142000175,6795b5c94ae256101b8b1c826a261e6be955d1887c6d57d30de47728988f06ab,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0030/manifest.json,59334459951b6baaf36372341e879017469fdac5fffa85fb21745fd7e637486f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0030/metric.json,6be531badb15247cb22ba80be0346766db0f8646ccbad78a70aecfea0c0b3f4b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0030/predictions.json,61f0208bfb15cc1e365295147dd69e0cefea3fa2d547760b2aa920a2714a550a
31,deberta_v3_base_classifier,pretrained_transformer,held_out_template:procedure_simple_meal,held_out_template,prompt_template_id,procedure_simple_meal,603534468,13200,880,1629.307780408999,3d841d2114c26eea5d874f8538d5df86610f06de1c912ed801e12e8955b0a97d,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0031/manifest.json,ea6af486aac47125edf5b530c1dca85ffd67b6fd817e661f87904d1965161f67,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0031/metric.json,27d2e4e2c10cd1ed4b59596f65cfcbbf085628eec8592c054aa676938c91f7cd,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0031/predictions.json,7a1fb598dab26dfe818ed36f06e4c0c9567b20c5ee20d8dec5f5beb22c060da8
32,published_textcnn_equivalent,text_cnn,held_out_template:professional_process_email,held_out_template,prompt_template_id,professional_process_email,1523533004,13200,880,15.936012770005618,aae210f6886cde8507581651aa344f156d7f8a01c7a522915bdbf1a2faeb013d,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0032/manifest.json,838b6dd8df2f3ff9ab2f04707c44fbcde43c507b9d1b5cfca25c4f76c9d58bd3,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0032/metric.json,c30e56c564ba74f3d274bbb5b1b50f90e01f6ebabe3c1bc898619f3089a94673,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0032/predictions.json,b41bfab79e5e8facd1e3f05af3838e55ef2a4be91c928b17e9187201872c20f2
33,deberta_v3_base_classifier,pretrained_transformer,held_out_template:professional_process_email,held_out_template,prompt_template_id,professional_process_email,1666097206,13200,880,1629.2661391180009,096b17c596faddee984b5e2b18ce87f49ec1891a69df9220a5672ff3d0367284,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0033/manifest.json,d99dee4ae69109f18f2bad1690fcf0749c988126c3aedc23149230079419f49e,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0033/metric.json,6f083b1d9172fa410fa897a82e9aea855bf6ad5416f9f954b64a474afd1a7fe5,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0033/predictions.json,a3729ad14653a980e7656a6187b13c655dfd219669922132873904c723278035
34,published_textcnn_equivalent,text_cnn,held_out_template:professional_project_update,held_out_template,prompt_template_id,professional_project_update,2838828096,13200,880,15.954214645003958,c493f7b6235c0b9c4a98f71f2c2643328a27070efd91b5faf9b91039cb93b9fc,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0034/manifest.json,6dfc93c2db7b5b489a9c81c65e516bf6dc3e4f947d641142885468967f18d122,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0034/metric.json,2cd5da9c3faabb490fdc357325cc1eda6e776f4cae7eb0bae0ff2dd4e243d98c,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0034/predictions.json,6872e8bb94ee4d88faf5e2a781a668ab5f08a21ba47485cfb908eb43a6bea948
35,deberta_v3_base_classifier,pretrained_transformer,held_out_template:professional_project_update,held_out_template,prompt_template_id,professional_project_update,162983198,13200,880,1632.7429034269953,75e4e97fe631df251ae664ab03807d808647a5eaf3e19571b5f17761411ed310,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0035/manifest.json,2375a98d7c6ea39f8ca070874a6de057c81bf1b8f71268a7a7202b31632f438b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0035/metric.json,36988fdc330d7417639ae5c6656918ed5735c350fef4250f4961ef48acff7ff2,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0035/predictions.json,339c270c75aac62ea8572be1f972f464ff5176ed1059f1b9e8fca07005318a10
36,published_textcnn_equivalent,text_cnn,held_out_template:professional_schedule_note,held_out_template,prompt_template_id,professional_schedule_note,1969955507,13200,880,16.927813626003626,8fe7fc53ec5f83cba16e99b8554758767dd0fff226a91befd6c14ad0c0bb4a4e,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0036/manifest.json,8cc92273544bf85043850351ee753a66e97016219f06860dffbb13107900fa38,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0036/metric.json,9373d8f3812b16ec69fed0470c4e5684680e4e93f8f2bd8bd5ce8ba4f9e790de,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0036/predictions.json,e84d1ff741139567b1332a0d722cdf67db0ce86fa04263a2f5cf6ebff2199c09
37,deberta_v3_base_classifier,pretrained_transformer,held_out_template:professional_schedule_note,held_out_template,prompt_template_id,professional_schedule_note,1630337985,13200,880,1626.9641032759973,2d52d6d9e653b346c4d7ec2e5131539deb78ed12c677add5f339da23bf93ae82,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0037/manifest.json,45b02ff57abbfd6b7d8384dfe96956cc06f231e6c30bd42b0eaae7ec141d183a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0037/metric.json,a3a1302475c4d58b2d17ce708166ec2842e4c74fc91e870933f63959de25268f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0037/predictions.json,627280f1e20163beb93dd12aa520d3db7a89bcc1ef06ea9a9918c07bdaa509f6
38,published_textcnn_equivalent,text_cnn,leave_one_model:llama3_8b_instruct_q4_k_m,leave_one_model,model_id,llama3_8b_instruct_q4_k_m,4095388447,7920,1320,12.847978362995491,a030d69f08aa9bbf876dcda04cadd90e75711f1a92442f88d1f55f47c3d49002,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0038/manifest.json,dd35ddda24cc8f4a19a8f2a77f044ca5ed38c2f1ed82accb1368411bccc3b756,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0038/metric.json,c0251fd92beaf37d7f43399b8ae4fefe0347b7cb68896e429bc8713fb55b0325,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0038/predictions.json,24d65f0770dc3d0250ddb6e6dffa7356e2a90e077aca6411722329cb6171aa1b
39,deberta_v3_base_classifier,pretrained_transformer,leave_one_model:llama3_8b_instruct_q4_k_m,leave_one_model,model_id,llama3_8b_instruct_q4_k_m,3827307938,7920,1320,989.4205152529976,50d4de1f0b8d7d546e231201c65a5642453a555df0928ada2a4851aef21f8703,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0039/manifest.json,c6eb8b668626da005875c2745e5ecbb1baba642f2d14afb41fecba6b0e7038ae,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0039/metric.json,0db2690c0a9514a11f2031e0cc208f98e27c367952b9d62d3eaaae3708120bf8,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0039/predictions.json,ae6eba02ea60474b4258a37e139df84f1c7a6e7b16c5d1867848c90f26c62010
40,published_textcnn_equivalent,text_cnn,leave_one_model:mistral_7b_instruct_v0_3_q4_k_m,leave_one_model,model_id,mistral_7b_instruct_v0_3_q4_k_m,1875134393,7920,1320,12.600533128999814,c017c156ce6e09e6f0d57a5b86518acb5400328ac7634590b1fc6f35c311142b,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0040/manifest.json,78d11eb8c7918206c63606e1353bd5a3ae64b8c62b05c51171c0a349f072e05f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0040/metric.json,2ae9409a602c5c353f05cb9591bbfde9ffcba4414cae8c5ed69553092929ba85,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0040/predictions.json,9b08b71841b1d57cebe8d5db821c9bf4c602f43d9bde14da501c80c4b752f5d4
41,deberta_v3_base_classifier,pretrained_transformer,leave_one_model:mistral_7b_instruct_v0_3_q4_k_m,leave_one_model,model_id,mistral_7b_instruct_v0_3_q4_k_m,2733923656,7920,1320,989.4897169460019,6a597b14d17c048fa584ec19d6ea26d60b8d49f54024068163a00e1bdd0f1638,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0041/manifest.json,4168dc6aa046a8774dd6802aa0575b9b7b2aa459c4541519f2b4f3c8cfc93750,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0041/metric.json,7457e4cd96239816512c5c56232601bc61db65ae44daa4f370003d8d36292c30,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0041/predictions.json,d5d82d7dfb5b5c13661abe1c5bf4a8a911e225b8dcdc14739ea9d8a4e1b5eaf7
42,published_textcnn_equivalent,text_cnn,leave_one_model:qwen2_5_7b_instruct_q4_k_m,leave_one_model,model_id,qwen2_5_7b_instruct_q4_k_m,601810036,7920,1320,12.718630576993746,bb627e850ceb51cc3c24731a23a7a550552c6c7b0911cb78aeaedb703ac05d37,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0042/manifest.json,a2708bb6f0d2f6a635fe50f6a1b1d970dc37f8aa2e91ae59183eca2a7ddb281a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0042/metric.json,b1af5593e3d8626eac63d442cfa96961b6da19159bb1abb19f4952afb3b5fdc1,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0042/predictions.json,1163f6ca9c09e4496c7859e3fa670a3316c2a57aa6e6b29162a84865286ec679
43,deberta_v3_base_classifier,pretrained_transformer,leave_one_model:qwen2_5_7b_instruct_q4_k_m,leave_one_model,model_id,qwen2_5_7b_instruct_q4_k_m,551012658,7920,1320,988.8990394800057,f89605c4ae2b1b74a9c0545ad4ee8aaad9d7a7d3355da4eaef2b98d63794bd04,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0043/manifest.json,39a458e998db85016578004bdf0324a88d790a548f0ff8ca1e82fbc8f4b665ad,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0043/metric.json,5c713bfb5314db25d3d7e120b563bd1cc74d1b83d2f0b7d3e16890b7028d4bcb,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0043/predictions.json,1b3ba87fc073a556bbf7f7fe762437c0b9444487c6bfadf48d25c6cac3b9ab0b
44,published_textcnn_equivalent,text_cnn,leave_one_codec:direct_subword_calgacus,leave_one_codec,codec_id,direct_subword_calgacus,1779490388,9780,720,12.150291906000348,d8193b95ec8ae301ac1c83e4219300f6617ee4ee5a5bb7773908e7bbb2e730a1,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0044/manifest.json,70a15dd73213cff319d7f6e0b38696dde52c278450581edcb17de264e2287175,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0044/metric.json,d7723014f1d3a8541edcb53ff4cd87ab91d5c29cc4e09308d09b7bd6795d981e,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0044/predictions.json,10d605eff8e3c6197c66cf72a0a2c6db4a5db299a1b32e199ae331a2ad5f8920
45,deberta_v3_base_classifier,pretrained_transformer,leave_one_codec:direct_subword_calgacus,leave_one_codec,codec_id,direct_subword_calgacus,3777641793,9780,720,1212.7574810750011,8590fc259536e100b83b7f7a3d821264929427515f95a10ec96d127ed9bc5cf0,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0045/manifest.json,a85ebb19f4c64dd4846f8856453ef9cb59639f2e762224438890881046ebce8b,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0045/metric.json,c080a983aad24f202e6e8e09fcbfd66b5a0eb8d4bd24e22cf279ece630091ac9,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0045/predictions.json,dc2b9315b8147189e04bb945139c02ba99ee06f9f4f54a42e88f7a476b85ea6b
46,published_textcnn_equivalent,text_cnn,leave_one_codec:nonseg_ascii_b16,leave_one_codec,codec_id,nonseg_ascii_b16,4082979131,9930,720,12.131844882998848,3794ddc7d01341cc25cf34642affa73a824f7dfdbdde4f22395063324368f026,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0046/manifest.json,0c444ef97947a90c1b8610e75f6667268b39022f5af79b12d0bf11259c1165a5,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0046/metric.json,4b4fd0bff3f10d76109c683d913fcefa3d23a6a6ce2f82488721a85bce898359,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0046/predictions.json,1bd41f9bce9e753f46cde01f9027d9a2f7ea6c43f9e87a7f9eb1682bca994dc1
47,deberta_v3_base_classifier,pretrained_transformer,leave_one_codec:nonseg_ascii_b16,leave_one_codec,codec_id,nonseg_ascii_b16,305872758,9930,720,1228.8495614779968,9a4ad28259f7a91bfb8f32d5a8effa1d13db68e2ee8ddc808fa87984d72c784a,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0047/manifest.json,f969527064cc647bb53aab791f5e9911d1cc98dda05d724e2d0cacc6144a9778,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0047/metric.json,384562795c115317ceb0d63cc3780ca262af5aaa25b4afb18cd1819f3a954a0f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0047/predictions.json,95061b450795fdef8a1484e99a4c3073879aaa7beb8bae0d6d544bf8dc55da79
48,published_textcnn_equivalent,text_cnn,leave_one_codec:nonseg_ascii_b8,leave_one_codec,codec_id,nonseg_ascii_b8,2362485006,10080,720,12.046750260997214,79eae4f58c9c7547751c841eeac7b024e7dde965db21be14955d4ccc8110c58a,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0048/manifest.json,bbd17654ad245571dc9e7341502734dab4255230872b93ecb93b74aae7e0edcc,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0048/metric.json,6ddff8b992d5ea29629c6b00518f77e4c6e2de29091fb64d12d09b9a517ffba3,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0048/predictions.json,23661a4ac3fd1aaabbd111a282bfce688726d800996d684be127709035d40f60
49,deberta_v3_base_classifier,pretrained_transformer,leave_one_codec:nonseg_ascii_b8,leave_one_codec,codec_id,nonseg_ascii_b8,3747447410,10080,720,1245.5476265760008,b95d86be4796fc5d94d4cabf026af0e8a54171cbaa9d59b3a8fd51ddb909fb94,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0049/manifest.json,560b9348b27d6789e59b716553d901fca71d27d147e3fea1d0743f70cbdc1952,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0049/metric.json,d906d51b98e16bc07b5a0b03fd25551bc0bae55f4f3bf7637802bfa77cf57187,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0049/predictions.json,292785bad5734b1a432dae2d7fcfa7ceb15c1fad70a0012598359ba3128688a4
50,published_textcnn_equivalent,text_cnn,leave_one_codec:nonseg_hex_nibble_b16,leave_one_codec,codec_id,nonseg_hex_nibble_b16,3657163723,11880,360,12.955286023003282,a0c8d7b2c4c918757bd0691991fa8e6f12d5561bc67aeac0017088403c312bd4,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0050/manifest.json,542a249b0bc38dc904b1c9071352e496f236f290ab18585e146f2c4d5454a909,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0050/metric.json,0a0b8505e6fbdc7737f86790a2e520c9e222078342b37d8459abf8857ca023fb,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0050/predictions.json,902f2d9c5823410a63994d74e7ee371fdbc1ce3b44d95a3cd89e92da6a4c5364
51,deberta_v3_base_classifier,pretrained_transformer,leave_one_codec:nonseg_hex_nibble_b16,leave_one_codec,codec_id,nonseg_hex_nibble_b16,2759931470,11880,360,1463.995721555999,ef9eb6550afe2de9bf2ffd23be72b137154c71fd791108626c989918ef4477f9,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0051/manifest.json,93f0db1adb464cf02237a20905818ee2ae93359a35036fc2eec9aac091da9015,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0051/metric.json,9d5521cb09ef328905d4d23a7eda50dd7e215c24897e8b389dcd09b64b8b26e6,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0051/predictions.json,c88f95e012165ae418567235ca432cd7e0c4f1822449a9840129c70a48ec5a89
52,published_textcnn_equivalent,text_cnn,leave_one_codec:segmented_hex_multi_topic,leave_one_codec,codec_id,segmented_hex_multi_topic,2702544458,10800,720,12.896583369998552,2948804350dadaa46b9c82f6bcc0dfab0a7b0efa889ddf80c4f05439e1b6fbb2,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0052/manifest.json,6d41eeb2a5da98dde20a97eae6bcf14a4ee64bf0aa3caf90083ccbe070a46ac1,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0052/metric.json,ca04122a169a0c1821f70284047c15721967ec9698ba62cdb47d08cc5ed3678c,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0052/predictions.json,bd6e641826b87c22d0ae16f654649a8daa74348c324667612d73e297fb244dd8
53,deberta_v3_base_classifier,pretrained_transformer,leave_one_codec:segmented_hex_multi_topic,leave_one_codec,codec_id,segmented_hex_multi_topic,566999374,10800,720,1333.581026549,27d057a547b7f7c716a257bf7147596b0c53fa7b68595b3b0e938018695c6b7e,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0053/manifest.json,c9f211df685e068114b39261f0287e7d11210eda1941c8d638d9c415a542399e,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0053/metric.json,746188da3feba3b38c60211ad73dc4ba72a3295332376158a652d54637ecff1a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0053/predictions.json,b9e4e80c9b00ea11609c7195f8dffa7c1b4857875ee8222a698fb01612c6277c
54,published_textcnn_equivalent,text_cnn,leave_one_codec:segmented_hex_single_topic,leave_one_codec,codec_id,segmented_hex_single_topic,4007742084,10800,720,12.78736427900003,d2e44f5283de2a1412582435030c7394b5cbe2e0fda25a7464c7b9d92b5674bc,,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0054/manifest.json,9577e3ed771cd044dfdbfecf2e8e32748c844cb648228df9bdf38230d959ab4f,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0054/metric.json,79140febd815504b7c0e3be2c148b2345e6f166fd989a425fb826662f5ea13c3,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0054/predictions.json,2abe08a27bb3abae749103612b2dbf123323385270292665e9b0a19c45395851
55,deberta_v3_base_classifier,pretrained_transformer,leave_one_codec:segmented_hex_single_topic,leave_one_codec,codec_id,segmented_hex_single_topic,979949788,10800,720,1333.348612185997,0fff608e7f2448bc92097470c9408f69a9190859dc8d51e1af354964d18d5a95,dbb0a6e580e832b6e84a4f2815cdc867c879fb2789048a563791b42c1068a613,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0055/manifest.json,c8af21e3f2fd71955369a63061a76f3185de2cf0004487a42df6ffba0df8081a,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0055/metric.json,01d1e30559512e3b89b7a0fe2685cdf2857a59b84d727b59e317840f8e0a9f40,/home/meow/Documents/repos/llm-rankcloak/results/revision_v1/detector_cuda_reproducibility_v2/production_run_v2.checkpoints/fits/0055/predictions.json,50aa7fcea90b88fdeea16e0cd678173f5e6b8ed6ef3be03cbf250ad800ee4b9a
